DAGMAN_STARTED,DAGMAN_FINISHED,FirstSubmit,FirstWorkSubmit,FinalWorkSuccess,FinalSuccess,dag_time,flow_time,work_time
1611624148,1611632013,1611624153,1611624288,1611631910,1611632008,7865,7855,7622
