timestamp, ,total_energy,192.168.1.161,192.168.1.162,192.168.1.163
1611624153, ,9.79999995231,3.09999990463,3.5,3.20000004768
1611624154, ,9.79999995231,3.09999990463,3.5,3.20000004768
1611624155, ,9.79999995231,3.09999990463,3.5,3.20000004768
1611624156, ,9.69999980926,3.09999990463,3.5,3.09999990463
1611624157, ,9.69999980926,3.09999990463,3.5,3.09999990463
1611624158, ,9.69999980926,3.09999990463,3.5,3.09999990463
1611624159, ,9.79999995232,3.40000009537,3.29999995232,3.09999990463
1611624160, ,9.79999995232,3.40000009537,3.29999995232,3.09999990463
1611624161, ,9.50000000001,3.29999995232,3.29999995232,2.90000009537
1611624162, ,9.50000000001,3.29999995232,3.29999995232,2.90000009537
1611624163, ,9.80000019074,3.40000009537,3.40000009537,3
1611624164, ,9.80000019074,3.40000009537,3.40000009537,3
1611624165, ,9.80000019074,3.40000009537,3.40000009537,3
1611624166, ,9.39999985695,3.09999990463,3.29999995232,3
1611624167, ,9.39999985695,3.09999990463,3.29999995232,3
1611624168, ,9.39999985695,3.09999990463,3.29999995232,3
1611624169, ,9.40000009537,2.90000009537,3.5,3
1611624170, ,9.40000009537,2.90000009537,3.5,3
1611624171, ,9.29999995232,3,3.29999995232,3
1611624172, ,9.20000004769,3,3.29999995232,2.90000009537
1611624173, ,9.20000004769,3,3.29999995232,2.90000009537
1611624174, ,9.20000004769,3,3.29999995232,2.90000009537
1611624175, ,9.29999971389,3.09999990463,3.09999990463,3.09999990463
1611624176, ,9.29999971389,3.09999990463,3.09999990463,3.09999990463
1611624177, ,9.29999971389,3.09999990463,3.09999990463,3.09999990463
1611624178, ,9.89999985694,3.09999990463,3.59999990463,3.20000004768
1611624179, ,9.89999985694,3.09999990463,3.59999990463,3.20000004768
1611624180, ,10,3.29999995232,3.5,3.20000004768
1611624181, ,10,3.29999995232,3.5,3.20000004768
1611624182, ,10,3.29999995232,3.5,3.20000004768
1611624183, ,9.69999980927,3.29999995232,3.29999995232,3.09999990463
1611624184, ,9.69999980927,3.29999995232,3.29999995232,3.09999990463
1611624185, ,9.69999980927,3.29999995232,3.29999995232,3.09999990463
1611624186, ,9.5,3.20000004768,3.29999995232,3
1611624187, ,9.5,3.20000004768,3.29999995232,3
1611624188, ,10.20000004769,3.40000009537,3.79999995232,3
1611624189, ,10.20000004769,3.40000009537,3.79999995232,3
1611624190, ,10.20000004769,3.40000009537,3.79999995232,3
1611624191, ,9.69999980926,3.09999990463,3.5,3.09999990463
1611624192, ,9.69999980926,3.09999990463,3.5,3.09999990463
1611624193, ,9.69999980926,3.09999990463,3.5,3.09999990463
1611624194, ,9.39999985694,3.09999990463,3.09999990463,3.20000004768
1611624195, ,9.39999985694,3.09999990463,3.09999990463,3.20000004768
1611624196, ,9.39999985694,3.09999990463,3.09999990463,3.20000004768
1611624197, ,9.69999980926,3.5,3.09999990463,3.09999990463
1611624198, ,9.69999980926,3.5,3.09999990463,3.09999990463
1611624199, ,9.39999985695,3.29999995232,3,3.09999990463
1611624200, ,9.39999985695,3.29999995232,3,3.09999990463
1611624201, ,9.70000004768,3.40000009537,3.20000004768,3.09999990463
1611624202, ,10.10000014305,3.40000009537,3.20000004768,3.5
1611624203, ,10.10000014305,3.40000009537,3.20000004768,3.5
