Timestamp,Time,Total_energy,192.168.5.101,192.168.5.102,192.168.5.103,192.168.5.104,192.168.5.105,192.168.5.106,192.168.5.107
1645999400,56,24,3.4000000954,3.5999999046,3.2999999523,3.2999999523,3.5,3.4000000954,3.5
1645999401,57,23.6000001431,3.4000000954,3.4000000954,3.2999999523,3.2999999523,3.5,3.4000000954,3.2999999523
1645999402,58,23.8000001908,3.4000000954,3.4000000954,3.5,3.4000000954,3.2999999523,3.5,3.2999999523
1645999403,59,23.8000001908,3.4000000954,3.4000000954,3.5,3.4000000954,3.2999999523,3.5,3.2999999523
1645999404,60,24.1999998092,3.5,3.5999999046,3.5,3.5,3.2999999523,3.5,3.2999999523
1645999405,61,24.3999998569,3.5,3.5999999046,3.5,3.5,3.5,3.5,3.2999999523
1645999406,62,26.1999998093,3.5,3.5,4.1999998093,3.9000000954,3.5,3.5,4.0999999046
1645999407,63,26.1999998093,3.5,3.5,4.1999998093,3.9000000954,3.5,3.5,4.0999999046
1645999408,64,26.5999999047,3.5,3.5,4.1999998093,3.9000000954,3.5,3.9000000954,4.0999999046
1645999409,65,27.5999999047,3.4000000954,3.5,4.5999999046,3.5999999046,3.4000000954,4.4000000954,4.6999998093
1645999410,66,27.5999999047,3.4000000954,3.5,4.5999999046,3.5999999046,3.4000000954,4.4000000954,4.6999998093
1645999411,67,27.5999999047,3.4000000954,3.5,4.5999999046,3.5999999046,3.4000000954,4.4000000954,4.6999998093
1645999412,68,28.3000004293,3.5,3.4000000954,4.4000000954,4.9000000954,3.2999999523,4.4000000954,4.4000000954
1645999413,69,28.3000004293,3.5,3.4000000954,4.4000000954,4.9000000954,3.2999999523,4.4000000954,4.4000000954
1645999414,70,28.3000004293,3.5,3.4000000954,4.4000000954,4.9000000954,3.2999999523,4.4000000954,4.4000000954
1645999415,71,28.2000005246,3.5,3.4000000954,4.4000000954,4.9000000954,3.2999999523,4.4000000954,4.3000001907
1645999416,72,28.4000003338,3.5,3.9000000954,4.4000000954,4.3000001907,3.2999999523,4.6999998093,4.3000001907
1645999417,73,28.4000003338,3.5,3.9000000954,4.4000000954,4.3000001907,3.2999999523,4.6999998093,4.3000001907
1645999418,74,27.100000143,3.5,3.5999999046,4.8000001907,3.4000000954,3.4000000954,4.5999999046,3.7999999523
1645999419,75,27.100000143,3.5,3.5999999046,4.8000001907,3.4000000954,3.4000000954,4.5999999046,3.7999999523
1645999420,76,27.100000143,3.5,3.5999999046,4.8000001907,3.4000000954,3.4000000954,4.5999999046,3.7999999523
1645999421,77,27.8000004292,3.2999999523,3.9000000954,4.8000001907,3.4000000954,3.4000000954,4.5999999046,4.4000000954
