Job,ID,DagmanID,Node IP,SUBMIT,EXECUTE,JOB_TERMINATED,JOB_SUCCESS,POST_SCRIPT_STARTED,POST_SCRIPT_TERMINATED,POST_SCRIPT_SUCCESS,wait_time,exec_time,ps_time
individuals,ID0000024,3202.000.000,192.168.5.102,1645999431,1646000477,1646001494,1646001496,1646001496,1646001496,1646001501,1046,1019,5
individuals,ID0000035,3161.000.000,192.168.5.106,1645999389,1645999438,1646000402,1646000406,1646000406,1646000406,1646000411,49,968,5
frequency,ID0000066,3216.000.000,192.168.5.103,1646005836,1646005854,1646006711,1646006712,1646006712,1646006713,1646006717,18,858,5
individuals,ID0000017,3187.000.000,192.168.5.101,1645999415,1646000232,1646000996,1646001001,1646001001,1646001001,1646001006,817,769,5
mutation_overlap,ID0000065,3213.000.000,192.168.5.106,1646005836,1646005854,1646006064,1646006066,1646006066,1646006067,1646006071,18,212,5
individuals,ID0000028,3198.000.000,192.168.5.105,1645999426,1646000458,1646001434,1646001436,1646001436,1646001436,1646001441,1032,978,5
stage_in_remote_local_1,0,3146.000.000,192.168.5.10,1645999362,1645999365,1645999367,1645999368,1645999368,1645999368,1645999373,3,3,5
stage_in_local_local_2,0,3149.000.000,192.168.5.10,1645999362,1645999365,1645999369,1645999373,1645999373,1645999373,1645999378,3,8,5
mutation_overlap,ID0000057,3219.000.000,192.168.5.102,1646005841,1646005853,1646006127,1646006131,1646006131,1646006131,1646006136,12,278,5
individuals,ID0000009,3180.000.000,192.168.5.105,1645999410,1645999483,1646000442,1646000446,1646000446,1646000447,1646000451,73,963,5
individuals_merge,ID0000051,3206.000.000,192.168.5.104,1646001521,1646001526,1646005815,1646005820,1646005820,1646005820,1646005825,5,4294,5
individuals,ID0000042,3183.000.000,192.168.5.105,1645999410,1645999453,1646000448,1646000451,1646000451,1646000451,1646000456,43,998,5
individuals,ID0000015,3185.000.000,192.168.5.101,1645999415,1646000230,1646000998,1646001001,1646001001,1646001001,1646001006,815,771,5
individuals,ID0000043,3184.000.000,192.168.5.107,1645999410,1645999866,1646000718,1646000721,1646000721,1646000721,1646000726,456,855,5
frequency,ID0000060,3207.000.000,192.168.5.104,1646005831,1646005832,1646006774,1646006777,1646006777,1646006777,1646006783,1,945,6
individuals,ID0000045,3174.000.000,192.168.5.107,1645999399,1645999424,1646000321,1646000326,1646000326,1646000326,1646000331,25,902,5
frequency,ID0000064,3214.000.000,192.168.5.106,1646005836,1646005854,1646006573,1646006577,1646006577,1646006577,1646006582,18,723,5
individuals,ID0000022,3200.000.000,192.168.5.102,1645999431,1646000460,1646001486,1646001491,1646001491,1646001492,1646001496,1029,1031,5
individuals,ID0000014,3192.000.000,192.168.5.106,1645999420,1646000382,1646001344,1646001346,1646001346,1646001346,1646001351,962,964,5
individuals,ID0000039,3158.000.000,192.168.5.104,1645999384,1645999482,1646000649,1646000651,1646000651,1646000652,1646000656,98,1169,5
mutation_overlap,ID0000063,3211.000.000,192.168.5.106,1646005831,1646005854,1646006064,1646006066,1646006066,1646006067,1646006071,23,212,5
individuals,ID0000046,3176.000.000,192.168.5.101,1645999404,1645999473,1646000224,1646000226,1646000226,1646000226,1646000231,69,753,5
sifting,ID0000052,3155.000.000,192.168.5.104,1645999383,1645999405,1645999407,1645999410,1645999410,1645999410,1645999415,22,5,5
individuals,ID0000023,3201.000.000,192.168.5.105,1645999431,1646000468,1646001425,1646001426,1646001426,1646001427,1646001431,1037,958,5
stage_in_local_local_2,1,3152.000.000,192.168.5.10,1645999368,1645999369,1645999373,1645999378,1645999378,1645999378,1645999384,1,9,6
frequency,ID0000062,3208.000.000,192.168.5.104,1646005831,1646005832,1646006782,1646006783,1646006783,1646006783,1646006788,1,951,5
mutation_overlap,ID0000053,3209.000.000,192.168.5.104,1646005831,1646005853,1646006070,1646006071,1646006071,1646006071,1646006076,22,218,5
individuals,ID0000026,3196.000.000,192.168.5.105,1645999425,1646000448,1646001417,1646001421,1646001421,1646001421,1646001426,1023,973,5
individuals,ID0000020,3204.000.000,192.168.5.103,1645999431,1646000542,1646001354,1646001356,1646001356,1646001356,1646001361,1111,814,5
individuals,ID0000036,3162.000.000,192.168.5.106,1645999389,1645999468,1646000410,1646000411,1646000411,1646000411,1646000416,79,943,5
stage_in_remote_local_0,0,3147.000.000,192.168.5.10,1645999362,1645999365,1645999367,1645999368,1645999368,1645999368,1645999373,3,3,5
individuals,ID0000013,3191.000.000,192.168.5.107,1645999420,1646000327,1646001110,1646001111,1646001111,1646001112,1646001116,907,784,5
individuals,ID0000037,3156.000.000,192.168.5.104,1645999384,1645999457,1646000641,1646000641,1646000641,1646000641,1646000646,73,1184,5
individuals,ID0000040,3181.000.000,192.168.5.105,1645999410,1645999485,1646000448,1646000451,1646000451,1646000451,1646000456,75,966,5
individuals,ID0000031,3164.000.000,192.168.5.103,1645999389,1645999424,1646000548,1646000551,1646000551,1646000552,1646000556,35,1127,5
stage_in_local_local_0,0,3148.000.000,192.168.5.10,1645999362,1645999365,1645999367,1645999368,1645999368,1645999368,1645999373,3,3,5
stage_in_local_local_0,1,3151.000.000,192.168.5.10,1645999368,1645999369,1645999372,1645999373,1645999373,1645999373,1645999378,1,4,5
individuals,ID0000044,3172.000.000,192.168.5.107,1645999399,1645999424,1646000313,1646000316,1646000316,1646000316,1646000321,25,892,5
individuals,ID0000047,3178.000.000,192.168.5.101,1645999404,1645999489,1646000232,1646000236,1646000236,1646000237,1646000241,85,747,5
stage_in_remote_local_2,0,3145.000.000,192.168.5.10,1645999362,1645999362,1645999365,1645999368,1645999368,1645999368,1645999373,0,6,5
individuals,ID0000010,3194.000.000,192.168.5.106,1645999420,1646000408,1646001381,1646001381,1646001381,1646001382,1646001386,988,973,5
individuals,ID0000018,3188.000.000,192.168.5.101,1645999415,1646000238,1646000996,1646000996,1646000996,1646000997,1646001001,823,758,5
individuals,ID0000008,3179.000.000,192.168.5.101,1645999405,1645999474,1646000223,1646000226,1646000226,1646000226,1646000231,69,752,5
individuals,ID0000011,3189.000.000,192.168.5.107,1645999415,1646000319,1646001110,1646001111,1646001111,1646001111,1646001116,904,792,5
individuals,ID0000005,3168.000.000,192.168.5.102,1645999394,1645999445,1646000471,1646000471,1646000471,1646000471,1646000476,51,1026,5
individuals,ID0000012,3190.000.000,192.168.5.107,1645999420,1646000322,1646001107,1646001111,1646001111,1646001112,1646001116,902,789,5
individuals,ID0000033,3159.000.000,192.168.5.106,1645999384,1645999422,1646000396,1646000401,1646000401,1646000402,1646000406,38,979,5
individuals,ID0000030,3163.000.000,192.168.5.103,1645999389,1645999446,1646000553,1646000556,1646000556,1646000556,1646000561,57,1110,5
individuals,ID0000003,3177.000.000,192.168.5.101,1645999404,1645999468,1646000225,1646000226,1646000226,1646000226,1646000231,64,758,5
frequency,ID0000056,3218.000.000,192.168.5.103,1646005841,1646005854,1646006758,1646006762,1646006762,1646006762,1646006767,13,908,5
individuals,ID0000041,3182.000.000,192.168.5.105,1645999410,1645999471,1646000460,1646000461,1646000461,1646000461,1646000466,61,990,5
stage_in_remote_local_0,1,3150.000.000,192.168.5.10,1645999367,1645999368,1645999370,1645999373,1645999373,1645999373,1645999378,1,5,5
