1644610693 INTERNAL *** MONITORD_STARTED ***
1644610691 INTERNAL *** DAGMAN_STARTED 2351.0 ***
1644610695 create_dir_1000-genome_0_local SUBMIT 2352.0 local - 106
1644610697 create_dir_1000-genome_0_local EXECUTE 2352.0 local - 106
1644610699 create_dir_1000-genome_0_local JOB_TERMINATED 2352.0 local - 106
1644610700 create_dir_1000-genome_0_local JOB_SUCCESS 0 local - 106
1644610700 create_dir_1000-genome_0_local POST_SCRIPT_STARTED 2352.0 local - 106
1644610701 create_dir_1000-genome_0_local POST_SCRIPT_TERMINATED 2352.0 local - 106
1644610705 create_dir_1000-genome_0_local POST_SCRIPT_SUCCESS 0 local - 106
1644610710 stage_in_remote_local_2_0 SUBMIT 2353.0 local - 107
1644610710 stage_in_remote_local_1_0 SUBMIT 2354.0 local - 108
1644610710 stage_in_remote_local_2_0 EXECUTE 2353.0 local - 107
1644610710 stage_in_remote_local_0_0 SUBMIT 2355.0 local - 109
1644610710 stage_in_local_local_0_0 SUBMIT 2356.0 local - 110
1644610710 stage_in_local_local_2_0 SUBMIT 2357.0 local - 111
1644610712 stage_in_remote_local_2_0 JOB_TERMINATED 2353.0 local - 107
1644610715 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 107
1644610715 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 2353.0 local - 107
1644610712 stage_in_local_local_2_0 EXECUTE 2357.0 local - 111
1644610712 stage_in_local_local_0_0 EXECUTE 2356.0 local - 110
1644610712 stage_in_remote_local_0_0 EXECUTE 2355.0 local - 109
1644610712 stage_in_remote_local_1_0 EXECUTE 2354.0 local - 108
1644610714 stage_in_local_local_0_0 JOB_TERMINATED 2356.0 local - 110
1644610715 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 110
1644610715 stage_in_local_local_0_0 POST_SCRIPT_STARTED 2356.0 local - 110
1644610714 stage_in_remote_local_0_0 JOB_TERMINATED 2355.0 local - 109
1644610715 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 109
1644610715 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 2355.0 local - 109
1644610714 stage_in_remote_local_1_0 JOB_TERMINATED 2354.0 local - 108
1644610715 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 108
1644610715 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 2354.0 local - 108
1644610715 stage_in_remote_local_0_1 SUBMIT 2358.0 local - 112
1644610715 stage_in_local_local_0_1 SUBMIT 2359.0 local - 113
1644610715 stage_in_remote_local_2_1 SUBMIT 2360.0 local - 114
1644610715 stage_in_local_local_2_1 SUBMIT 2361.0 local - 115
1644610715 stage_in_local_local_0_2 SUBMIT 2362.0 local - 116
1644610715 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 2353.0 local - 107
1644610720 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 107
1644610715 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 2356.0 local - 110
1644610720 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 110
1644610715 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 2354.0 local - 108
1644610720 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 108
1644610715 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 2355.0 local - 109
1644610720 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 109
1644610716 stage_in_local_local_2_0 JOB_TERMINATED 2357.0 local - 111
1644610720 stage_in_local_local_2_0 JOB_SUCCESS 0 local - 111
