Timestamp,Time,Total_energy,192.168.5.101,192.168.5.102,192.168.5.103,192.168.5.104,192.168.5.105,192.168.5.106,192.168.5.107,192.168.5.108
1646011833,42,29.7999999523,3.2999999523,3.5999999046,3.4000000954,4.9000000954,3.2999999523,4.5999999046,3.5,3.2000000477
1646011834,43,30.100000143,3.2999999523,3.5,3.4000000954,5.3000001907,3.5,4.0999999046,3.5,3.5
1646011835,44,30.100000143,3.2999999523,3.5,3.4000000954,5.3000001907,3.5,4.0999999046,3.5,3.5
1646011836,45,30.0999999045,3.5,3.5,3.5999999046,5.3000001907,3.5,4.0999999046,3.2999999523,3.2999999523
1646011837,46,30.200000286,3.5,3.5,3.5999999046,5.3000001907,3.4000000954,4.3000001907,3.2999999523,3.2999999523
1646011838,47,30.200000286,3.5,3.5,3.5999999046,5.3000001907,3.4000000954,4.3000001907,3.2999999523,3.2999999523
1646011839,48,30.3000004291,3.5,3.5,3.5999999046,5.3000001907,3.4000000954,4.3000001907,3.4000000954,3.2999999523
1646011840,49,29.7999999524,3.2999999523,3.7000000477,3.5,4.6999998093,3.4000000954,4.5,3.4000000954,3.2999999523
1646011841,50,29.7999999524,3.2999999523,3.7000000477,3.5,4.6999998093,3.4000000954,4.5,3.4000000954,3.2999999523
1646011842,51,29.7999999524,3.2999999523,3.7000000477,3.5,4.6999998093,3.4000000954,4.5,3.4000000954,3.2999999523
1646011843,52,30.2000000478,3.2999999523,3.2000000477,3.4000000954,6,3.4000000954,4.1999998093,3.4000000954,3.2999999523
1646011844,53,30.2000000478,3.2999999523,3.2000000477,3.4000000954,6,3.4000000954,4.1999998093,3.2999999523,3.4000000954
1646011845,54,31.4000000954,4,3.5,3.2999999523,6.0999999046,3.4000000954,4.4000000954,3.2999999523,3.4000000954
1646011846,55,31.4000000954,4,3.5,3.2999999523,6.0999999046,3.4000000954,4.4000000954,3.2999999523,3.4000000954
1646011847,56,31.2000000477,4,3.5,3.2999999523,6.0999999046,3.4000000954,4.4000000954,3.2000000477,3.2999999523
1646011848,57,30.8000004291,3.4000000954,3.5,3.5,6.3000001907,3.2999999523,4.3000001907,3.2000000477,3.2999999523
1646011849,58,30.8000004291,3.4000000954,3.5,3.5,6.3000001907,3.2999999523,4.3000001907,3.2000000477,3.2999999523
1646011850,59,31.5000004768,3.4000000954,3.5,3.5,6.3000001907,3.2999999523,4.3000001907,3.5,3.7000000477
1646011851,60,33.1999998092,3.4000000954,4.5999999046,3.5,5.5999999046,3.2999999523,5.5999999046,3.5,3.7000000477
1646011852,61,33.1999998092,3.4000000954,4.5999999046,3.5,5.5999999046,3.2999999523,5.5999999046,3.5,3.7000000477
1646011853,62,32.9999997615,3.4000000954,4.5999999046,3.5,5.5999999046,3.2999999523,5.5999999046,3.2999999523,3.7000000477
1646011854,63,32.7999994753,3.2999999523,4.5999999046,3.5,5.5999999046,3.2999999523,5.5999999046,3.2999999523,3.5999999046
1646011855,64,33.2000000476,3.2999999523,4.8000001907,3.7000000477,5.5999999046,3.5,5.4000000954,3.2999999523,3.5999999046
1646011856,65,33.3000001907,3.2999999523,4.8000001907,3.7000000477,5.5999999046,3.5,5.4000000954,3.4000000954,3.5999999046
1646011857,66,33.4000003338,3.4000000954,4.8000001907,3.7000000477,5.5999999046,3.5,5.4000000954,3.4000000954,3.5999999046
1646011858,67,33.4000000954,3.4000000954,4.8000001907,4.0999999046,5.5,3.4000000954,5.1999998093,3.4000000954,3.5999999046
1646011859,68,33.699999571,3.4000000954,4.5999999046,4.1999998093,5.6999998093,3.4000000954,5.1999998093,3.2999999523,3.9000000954
1646011860,69,34.0999994279,3.4000000954,4.5999999046,4.1999998093,5.6999998093,3.2999999523,5.6999998093,3.2999999523,3.9000000954
1646011861,70,34.0999994279,3.4000000954,4.5999999046,4.1999998093,5.6999998093,3.2999999523,5.6999998093,3.4000000954,3.7999999523
1646011862,71,34.0999994279,3.4000000954,4.5999999046,4.1999998093,5.6999998093,3.2999999523,5.6999998093,3.4000000954,3.7999999523
1646011863,72,32.9999997616,3.2999999523,5,3.9000000954,5.5999999046,3.2999999523,4.6999998093,3.4000000954,3.7999999523
1646011864,73,33.1999998092,3.2999999523,5,3.9000000954,5.5999999046,3.2999999523,4.6999998093,3.0999999046,4.3000001907
1646011865,74,33.1999998092,3.2999999523,5,3.9000000954,5.5999999046,3.2999999523,4.6999998093,3.0999999046,4.3000001907
1646011866,75,34.2999999522,3.4000000954,5.0999999046,3.7999999523,5.5999999046,3.4000000954,5.5999999046,3.0999999046,4.3000001907
1646011867,76,34.5999999046,3.4000000954,5.0999999046,3.7999999523,5.5999999046,3.4000000954,5.5999999046,3.2999999523,4.4000000954
1646011868,77,34.5999999046,3.4000000954,5.0999999046,3.7999999523,5.5999999046,3.4000000954,5.5999999046,3.2999999523,4.4000000954
1646011869,78,33.4000003338,3.4000000954,4.0999999046,4.4000000954,5.5999999046,3.4000000954,4.8000001907,3.2999999523,4.4000000954
1646011870,79,34.1000003815,3.4000000954,4.0999999046,4.4000000954,5.5999999046,3.4000000954,4.8000001907,4,4.4000000954
1646011871,80,33.8000004292,3.4000000954,4,4.4000000954,5.3000001907,3.2999999523,5,4,4.4000000954
1646011872,81,33.8000004292,3.4000000954,4,4.4000000954,5.3000001907,3.2999999523,5,4,4.4000000954
1646011873,82,32.8000001907,3.4000000954,4,4.4000000954,5.3000001907,3.2999999523,5,3.7999999523,3.5999999046
1646011874,83,32.7000000476,3.2999999523,4,4.4000000954,5.3000001907,3.2999999523,5,3.7999999523,3.5999999046
1646011875,84,35.2000000476,3.2999999523,3.9000000954,4.8000001907,5.5,3.4000000954,5.5999999046,5.0999999046,3.5999999046
1646011876,85,36.2000000477,3.7000000477,4.1999998093,4.8000001907,5.5,3.4000000954,5.5999999046,5.0999999046,3.9000000954
1646011877,86,36.0999996662,3.7000000477,4.1999998093,4,5.5999999046,3.5999999046,6,5.0999999046,3.9000000954
1646011878,87,35.9999997616,3.7000000477,4.1999998093,4,5.5999999046,3.5999999046,6,4.9000000954,4
1646011879,88,35.9999997616,3.7000000477,4.1999998093,4,5.5999999046,3.5999999046,6,4.9000000954,4
1646011880,89,35.7000000476,3.5,4.3000001907,3.7999999523,5.5999999046,3.5999999046,6,4.9000000954,4
1646011881,90,35.7000000477,3.5,4.3000001907,3.7999999523,5.5999999046,3.4000000954,6.1999998093,4.9000000954,4
1646011882,91,35.6999998094,3.4000000954,4.4000000954,4,5.1999998093,3.2999999523,6.1999998093,5.4000000954,3.7999999523
1646011883,92,35.6999998094,3.4000000954,4.4000000954,4,5.1999998093,3.2999999523,6.1999998093,5.4000000954,3.7999999523
1646011884,93,35.0000000001,3.4000000954,4.4000000954,4,5.1999998093,3.2999999523,5.5,5.4000000954,3.7999999523
1646011885,94,34.7000000478,3.4000000954,4.4000000954,4,5.1999998093,3.2999999523,5.5,5,3.9000000954
1646011886,95,35.2000000477,3.7000000477,4.5,3.5999999046,5.5999999046,3.4000000954,5.5,5,3.9000000954
1646011887,96,34.5999996663,3.7000000477,4.5,3.5999999046,5.5999999046,3.4000000954,5.6999998093,4.1999998093,3.9000000954
1646011888,97,34.5999996663,3.7000000477,4.5,3.5999999046,5.5999999046,3.4000000954,5.6999998093,4.1999998093,3.9000000954
1646011889,98,36.0000000001,4.0999999046,4.9000000954,3.9000000954,5.5999999046,3.4000000954,6,4.1999998093,3.9000000954
1646011890,99,36.0000000001,4.0999999046,4.9000000954,3.9000000954,5.5999999046,3.4000000954,6,3.9000000954,4.1999998093
1646011891,100,36.0000000001,4.0999999046,4.9000000954,3.9000000954,5.5999999046,3.4000000954,6,3.9000000954,4.1999998093
1646011892,101,35.0999999047,4.1999998093,3.9000000954,3.5999999046,5.3000001907,3.5999999046,6.4000000954,3.9000000954,4.1999998093
1646011893,102,34.4000000954,4.1999998093,3.9000000954,3.5999999046,5.3000001907,3.5999999046,6.4000000954,3.7000000477,3.7000000477
1646011894,103,34.4000000954,4.1999998093,3.9000000954,3.5999999046,5.3000001907,3.5999999046,6.4000000954,3.7000000477,3.7000000477
1646011895,104,34.5999996663,4.1999998093,4.1999998093,3.7000000477,5.5999999046,3.9000000954,5.5999999046,3.7000000477,3.7000000477
1646011896,105,34.4999995232,4.1999998093,4.1999998093,3.7000000477,5.5999999046,3.9000000954,5.5999999046,3.5,3.7999999523
1646011897,106,35.2000000476,5.3000001907,3.7999999523,3.7000000477,5.5999999046,3.9000000954,5.5999999046,3.5,3.7999999523
1646011898,107,35.6000001429,5.3000001907,3.7999999523,3.7000000477,5.5999999046,4.3000001907,5.5999999046,3.5,3.7999999523
1646011899,108,35.6000001429,5.3000001907,3.7999999523,3.7000000477,5.5999999046,4.3000001907,5.5999999046,3.5,3.7999999523
1646011900,109,36.3000001906,5,4.8000001907,3.7000000477,5.5999999046,4.3000001907,5.5999999046,3.5,3.7999999523
1646011901,110,37.9999999999,5,4.8000001907,3.7000000477,5.5999999046,4.5,7.0999999046,3.5,3.7999999523
1646011902,111,37.7999994753,5.0999999046,4.5999999046,3.5999999046,5.5999999046,4.5,7.0999999046,3.5,3.7999999523
1646011903,112,36.1999995707,5.0999999046,4.5999999046,3.5999999046,5.5999999046,4.5,5.5,3.5,3.7999999523
1646011904,113,36.3999996184,5.0999999046,4.5999999046,3.5999999046,5.5999999046,4.5,5.5,3.7000000477,3.7999999523
1646011905,114,36.3999996184,5.0999999046,4.5999999046,3.5999999046,5.5999999046,4.5,5.5,3.7000000477,3.7999999523
1646011906,115,36.74999964235,4.75,5.14999985695,3.64999997615,5.5999999046,4.59999990465,5.5,3.7000000477,3.7999999523
1646011907,116,37.0999996663,4.4000000954,5.6999998093,3.7000000477,5.5999999046,4.6999998093,5.5,3.7000000477,3.7999999523
1646011908,117,38.1999995709,4.4000000954,5.6999998093,3.7000000477,5.5999999046,4.6999998093,6.5999999046,3.7000000477,3.7999999523
1646011909,118,38.9999992848,4.4000000954,5.6999998093,3.7000000477,5.5999999046,4.6999998093,6.5999999046,4.6999998093,3.5999999046
1646011910,119,39.2999997138,4.8000001907,6,3.5999999046,5.5999999046,4.8000001907,6.1999998093,4.6999998093,3.5999999046
1646011911,120,39.2999997138,4.8000001907,6,3.5999999046,5.5999999046,4.8000001907,6.1999998093,4.6999998093,3.5999999046
1646011912,121,37.2999999522,4.0999999046,6.5999999046,3.7000000477,5.5999999046,4.3000001907,5.5999999046,3.7000000477,3.7000000477
1646011913,122,37.2999999522,4.0999999046,6.5999999046,3.7000000477,5.5999999046,4.3000001907,5.5999999046,3.7000000477,3.7000000477
1646011914,123,37.9999997614,4.0999999046,6.5999999046,3.7000000477,5.5999999046,4.3000001907,5.5999999046,4.5,3.5999999046
1646011915,124,37.9999997614,4.0999999046,6.5999999046,3.7000000477,5.5999999046,4.3000001907,5.5999999046,4.5,3.5999999046
1646011916,125,37.5999999045,4.6999998093,4.8000001907,3.5,5.5,4.3000001907,7.0999999046,4.0999999046,3.5999999046
1646011917,126,38.7999997139,4.1999998093,6.1999998093,3.5,5.5,4.3000001907,7.0999999046,4.0999999046,3.9000000954
1646011918,127,37.8999996186,4.1999998093,6.1999998093,3.9000000954,5.5999999046,4.5,5.5,4.0999999046,3.9000000954
1646011919,128,37.8999996186,4.1999998093,6.1999998093,3.9000000954,5.5999999046,4.5,5.5,4.0999999046,3.9000000954
1646011920,129,37.8999993802,4.1999998093,6.1999998093,3.9000000954,5.5999999046,4.5,5.5,4.1999998093,3.7999999523
1646011921,130,38.8999993802,4.1999998093,6.0999999046,3.9000000954,5.5999999046,4.1999998093,6.9000000954,4.1999998093,3.7999999523
1646011922,131,40.0999994279,4.1999998093,6.0999999046,3.9000000954,5.5999999046,4.1999998093,6.9000000954,4.6999998093,4.5
1646011923,132,40.0999994279,4.1999998093,6.0999999046,3.9000000954,5.5999999046,4.1999998093,6.9000000954,4.6999998093,4.5
1646011924,133,39.8000001906,4.8000001907,6.3000001907,4.0999999046,5.5999999046,4.3000001907,5.5,4.6999998093,4.5
1646011925,134,38.8000001906,4.8000001907,6.3000001907,4.0999999046,5.5999999046,4.3000001907,5.5,4.1999998093,4
1646011926,135,36.7999997139,4.8000001907,4.6999998093,3.9000000954,5.5999999046,4.0999999046,5.5,4.1999998093,4
1646011927,136,36.7999997139,4.8000001907,4.6999998093,3.9000000954,5.5999999046,4.0999999046,5.5,4.1999998093,4
1646011928,137,37.6999998092,4.8000001907,4.6999998093,3.9000000954,5.5999999046,4.0999999046,5.5999999046,5.0999999046,3.9000000954
1646011929,138,39.7999997139,4.8000001907,6.6999998093,4.3000001907,5.1999998093,4.1999998093,5.5999999046,5.0999999046,3.9000000954
1646011930,139,39.7999997139,4.8000001907,6.6999998093,4.3000001907,5.1999998093,4.1999998093,5.5999999046,5.0999999046,3.9000000954
1646011931,140,40.7999997139,4.8000001907,6.6999998093,4.3000001907,5.1999998093,4.1999998093,5.5999999046,5.3000001907,4.6999998093
1646011932,141,40.7999997139,4.8000001907,6.6999998093,4.3000001907,5.1999998093,4.1999998093,5.5999999046,5.3000001907,4.6999998093
1646011933,142,41.5,5.6999998093,5.5,4,5.5999999046,4.4000000954,6.3000001907,5.3000001907,4.6999998093
1646011934,143,42.5,5.6999998093,5.5,4,5.5999999046,4.4000000954,6.3000001907,6.1999998093,4.8000001907
1646011935,144,41.8000001906,5.8000001907,5.3000001907,4.1999998093,5.5999999046,4.0999999046,5.8000001907,6.1999998093,4.8000001907
1646011936,145,41.900000572,5.8000001907,5.3000001907,4.1999998093,5.5999999046,4.0999999046,5.8000001907,6.3000001907,4.8000001907
1646011937,146,41.5000004767,5.8000001907,5.3000001907,4.1999998093,5.5999999046,4.0999999046,5.8000001907,6.3000001907,4.4000000954
1646011938,147,44.1000003815,7.3000001907,5.1999998093,4.5,5.5,4.4000000954,6.5,6.3000001907,4.4000000954
1646011939,148,45.3000001907,7.3000001907,5.1999998093,4.5,5.5,4.4000000954,6.5,7.0999999046,4.8000001907
1646011940,149,45.9000000953,5.5,7,5.0999999046,5.5,4.4000000954,6.5,7.0999999046,4.8000001907
1646011941,150,45.9000000953,5.5,7,5.0999999046,5.5,4.4000000954,6.5,7.0999999046,4.8000001907
1646011942,151,46.0999999045,5.5,7,5.0999999046,5.5,6.0999999046,5,7.0999999046,4.8000001907
1646011943,152,46.4999995231,5.5,7,5.0999999046,5.5,6.0999999046,5,6.0999999046,6.1999998093
1646011944,153,49.0999999047,7.3000001907,7.0999999046,5.1999998093,4.4000000954,5.9000000954,6.9000000954,6.0999999046,6.1999998093
1646011945,154,49.0999999047,7.3000001907,7.0999999046,5.1999998093,4.4000000954,5.9000000954,6.9000000954,6.0999999046,6.1999998093
1646011946,155,50,7.3000001907,7.0999999046,5.1999998093,4.4000000954,5.9000000954,6.9000000954,6.5999999046,6.5999999046
1646011947,156,50.1999993323,7,5.5999999046,7.0999999046,5.5,6.1999998093,5.5999999046,6.5999999046,6.5999999046
1646011948,157,50.1999993323,7,5.5999999046,7.0999999046,5.5,6.1999998093,5.5999999046,6.5999999046,6.5999999046
1646011949,158,47.5999999048,6.4000000954,5.5,5.5,5.1999998093,6.5,5.1999998093,6.4000000954,6.9000000954
1646011950,159,47.5999999048,6.4000000954,5.5,5.5,5.1999998093,6.5,5.1999998093,6.4000000954,6.9000000954
1646011951,160,47.5999999048,6.4000000954,5.5,5.5,5.1999998093,6.5,5.1999998093,6.4000000954,6.9000000954
1646011952,161,47.1999998092,7.0999999046,5.5,5.5999999046,4.5,6.3000001907,6.1999998093,6,6
1646011953,162,47.1999998092,7.0999999046,5.5,5.5999999046,4.5,6.3000001907,6.1999998093,6,6
1646011954,163,47.1999998092,7.0999999046,5.5,5.5999999046,4.5,6.3000001907,6.1999998093,6,6
1646011955,164,50.8999996185,7.4000000954,5.6999998093,5.0999999046,5,7,7.0999999046,6.5999999046,7
1646011956,165,51.2999997139,7.4000000954,5.6999998093,5.0999999046,5,7,7.0999999046,7,7
1646011957,166,51.2999997139,7.4000000954,5.6999998093,5.0999999046,5,7,7.0999999046,7,7
1646011958,167,52.2000002862,7.1999998093,5.4000000954,6.5,4.9000000954,7.9000000954,6.5,7,6.8000001907
1646011959,168,52.2000002862,7.1999998093,5.4000000954,6.5,4.9000000954,7.9000000954,6.5,7,6.8000001907
1646011960,169,52.4000000955,7.1999998093,5.4000000954,6.5,4.9000000954,7.9000000954,6.5,7.0999999046,6.9000000954
1646011961,170,48.4000000953,6.3000001907,5.5,5.5999999046,4.5,5.8000001907,6.6999998093,7.0999999046,6.9000000954
1646011962,171,48.4000000953,6.3000001907,5.5,5.5999999046,4.5,5.8000001907,6.6999998093,7.0999999046,6.9000000954
1646011963,172,47.9000000953,6.3000001907,5.5,5.5999999046,4.5,5.8000001907,6.6999998093,6.5999999046,6.9000000954
1646011964,173,49.7999997139,7.1999998093,5.5,5.5,5.5999999046,5.8000001907,6.6999998093,6.5999999046,6.9000000954
1646011965,174,48.9999995231,7.1999998093,5.5,5.5,5.5999999046,6.5999999046,5.0999999046,6.5999999046,6.9000000954
1646011966,175,47.5999999045,7.1999998093,5.5,5.5,5.5999999046,6.5999999046,5.0999999046,5.3000001907,6.8000001907
1646011967,176,45.0999999045,7.1999998093,5.5999999046,5.5999999046,4.5,5,5.0999999046,5.3000001907,6.8000001907
1646011968,177,47.0999999045,7.1999998093,5.5999999046,5.5999999046,4.5,5,7.0999999046,5.3000001907,6.8000001907
1646011969,178,46.799999237,7.1999998093,5.5999999046,5.5999999046,4.5,5,7.0999999046,5.6999998093,6.0999999046
1646011970,179,48.1999988556,7.1999998093,5.5999999046,5.5999999046,4.5999999046,6.1999998093,7.1999998093,5.6999998093,6.0999999046
1646011971,180,48.1999988556,7.1999998093,5.5999999046,5.5999999046,4.5999999046,6.1999998093,7.1999998093,5.6999998093,6.0999999046
1646011972,181,48.6999998093,6.6999998093,5.4000000954,5.5999999046,5.6999998093,5.5,6.3000001907,7.0999999046,6.4000000954
1646011973,182,48.6999998093,6.6999998093,5.4000000954,5.5999999046,5.6999998093,5.5,6.3000001907,7.0999999046,6.4000000954
1646011974,183,47.2999997139,6.6999998093,5.4000000954,5.5999999046,5.6999998093,5.5,6.3000001907,5.5999999046,6.5
1646011975,184,47.2999997139,6.6999998093,5.4000000954,5.5999999046,5.6999998093,5.5,6.3000001907,5.5999999046,6.5
1646011976,185,47.0999999045,6.3000001907,6.0999999046,5.5999999046,5.5,5.9000000954,5.5999999046,5.5999999046,6.5
1646011977,186,47.6999998092,6.3000001907,6.0999999046,5.5999999046,5.5,5.9000000954,5.5999999046,6.1999998093,6.5
1646011978,187,46.4999995232,6.5,5.5,5.6999998093,5.5999999046,5.5999999046,4.9000000954,6.1999998093,6.5
1646011979,188,45.8999996186,6.5,5.5,5.6999998093,5.5999999046,5.5999999046,4.9000000954,6.1999998093,5.9000000954
1646011980,189,45.8999996186,6.5,5.5,5.6999998093,5.5999999046,5.5999999046,4.9000000954,6.1999998093,5.9000000954
1646011981,190,46.7999997139,7.6999998093,5.5,5.3000001907,5.5999999046,5,5.5999999046,6.1999998093,5.9000000954
1646011982,191,46.7999997139,7.6999998093,5.5,5.3000001907,5.5999999046,5,5.5999999046,6.1999998093,5.9000000954
1646011983,192,47.6999998092,7.6999998093,5.5,5.3000001907,5.5999999046,5,5.5999999046,6.5,6.5
1646011984,193,49.0999999047,6.9000000954,5.5999999046,5.5999999046,5.4000000954,5.4000000954,7.1999998093,6.5,6.5
1646011985,194,49.0999999047,6.9000000954,5.5999999046,5.5999999046,5.4000000954,5.4000000954,7.1999998093,6.5,6.5
1646011986,195,49.5999999047,6.9000000954,5.5999999046,5.5999999046,5.4000000954,5.4000000954,7.1999998093,6.5,7
1646011987,196,49.5999994278,7.5999999046,5.3000001907,5.1999998093,5.1999998093,5.5999999046,7.1999998093,6.5,7
1646011988,197,48.8999996185,7.5999999046,5.3000001907,5.1999998093,5.1999998093,5.5999999046,6.5,6.5,7
1646011989,198,45.0999999047,7.4000000954,5,5.5,4.1999998093,5.4000000954,5.5999999046,5.1999998093,6.8000001907
1646011990,199,45.0999999047,7.4000000954,5,5.5,4.1999998093,5.4000000954,5.5999999046,5.1999998093,6.8000001907
1646011991,200,45.0999999047,7.4000000954,5,5.5,4.1999998093,5.4000000954,5.5999999046,5.1999998093,6.8000001907
1646011992,201,46.0999999047,7.4000000954,5,5.5,4.1999998093,5.4000000954,5.5999999046,6.9000000954,6.0999999046
1646011993,202,45.999999523,6.5999999046,5.5999999046,5.5999999046,4.5,5.5999999046,5.0999999046,6.9000000954,6.0999999046
1646011994,203,45.999999523,6.5999999046,5.5999999046,5.5999999046,4.5,5.5999999046,5.0999999046,6.9000000954,6.0999999046
1646011995,204,44.2999997137,6.5999999046,5.5999999046,5.5999999046,4.5,5.5999999046,5.0999999046,4.8000001907,6.5
1646011996,205,47.0000004768,7.3000001907,5.4000000954,5.5999999046,5.6999998093,6.3000001907,5.4000000954,4.8000001907,6.5
1646011997,206,49.1000003815,7.3000001907,5.4000000954,5.5999999046,5.6999998093,6.3000001907,5.4000000954,6.9000000954,6.5
1646011998,207,47.8000001908,5.5999999046,5.4000000954,5.5999999046,5.6999998093,6.3000001907,5.4000000954,6.9000000954,6.9000000954
1646011999,208,46.4000000954,5.5999999046,5.5,5,5.5,5.5,5.5,6.9000000954,6.9000000954
1646012000,209,46.1999998094,6.9000000954,4.9000000954,5,5.5,5.5,5.5,6.1999998093,6.6999998093
1646012001,210,46.1999998094,6.9000000954,4.9000000954,5,5.5,5.5,5.5,6.1999998093,6.6999998093
1646012002,211,44.3000001908,6.9000000954,4.9000000954,5,4.9000000954,5.4000000954,5,6.0999999046,6.0999999046
1646012003,212,44.3000001908,6.9000000954,4.9000000954,5,4.9000000954,5.4000000954,5,6.0999999046,6.0999999046
1646012004,213,44.5999999047,6.6999998093,5.5,4.9000000954,4.9000000954,5.4000000954,5,6.0999999046,6.0999999046
1646012005,214,45.8999996185,6.6999998093,5.5,4.9000000954,5.5999999046,5.8000001907,5.1999998093,6.0999999046,6.0999999046
1646012006,215,45.9000000954,6.6999998093,5.5,4.9000000954,5.5999999046,5.8000001907,5.1999998093,6.9000000954,5.3000001907
1646012007,216,43.0000004767,5.3000001907,5.0999999046,4.9000000954,5.5999999046,5.3000001907,4.5999999046,6.9000000954,5.3000001907
