timestamp,Energy 12n,Energy 6n
98,50.30000043,29.60000062
99,50.60000062,29.60000062
100,50.60000062,29.60000062
101,47.59999943,26.89999962
102,47.59999943,26.89999962
103,47.59999943,26.89999962
104,47.29999971,26.79999971
105,48.00000024,27.60000038
106,48.00000024,27.60000038
107,48.89999986,29.20000005
108,51.50000024,31.80000043
109,52.70000052,32.20000029
110,52.70000052,32.20000029
111,52.30000043,31.80000019
112,52.30000043,31.80000019
113,52.80000067,33.00000048
114,53.40000057,33.60000038
115,53.50000048,33.60000038
116,54,33.49999976
117,54,33.49999976
118,54.10000014,33.49999976
119,53.49999952,33.19999933
120,53.49999952,33.19999933
121,53.79999924,33.19999933
122,54.29999971,33.69999981
123,53.99999976,33.69999981
124,54.0999999,34.19999981
125,56.19999933,36.29999924
126,56.19999933,36.29999924
127,62.200001,41.90000057
128,62.200001,41.90000057
129,62.200001,41.90000057
130,61.19999981,40.79999971
131,60.5999999,40.19999981
132,60.10000014,39.70000029
133,60.10000014,39.70000029
134,60.60000014,40.20000029
135,60.60000014,40.20000029
136,59.80000019,39.50000048
137,60.70000029,39.50000048
138,60.70000029,39.50000048
139,62.4000001,41.0999999
140,62.4000001,41.0999999
141,61.60000014,41.0999999
142,62,41.9000001
143,62.60000014,42.30000019
144,62.60000014,42.30000019
145,60.60000014,40.4000001
146,60.60000038,40.4000001
147,59.9000001,39.69999981
148,59.49999976,39.49999952
149,59.59999967,39.59999943
150,60.29999948,39.59999943
151,59.39999986,38.69999981
152,58.60000014,38.20000029
153,58.60000014,38.20000029
154,60.10000014,39.70000029
155,60.20000005,39.5999999
156,60.20000005,39.5999999
157,60.20000005,39.5999999
158,60.80000067,40.50000048
159,60.80000067,40.50000048
160,60.80000067,40.50000048
161,61.30000043,40.50000048
162,61.10000014,40.30000019
163,60.79999995,40
164,60.59999967,40.0999999
165,60.59999967,40.0999999
166,60.69999981,40.0999999
167,59.79999971,39.19999981
168,58.09999943,37.69999933
169,60.89999962,39.99999952
170,60.89999962,39.99999952
171,59,38.0999999
172,58.39999986,38.0999999
173,58.10000014,37.80000019
174,59.49999976,39.19999981
175,58.10000038,37.70000029
176,58.10000038,37.70000029
177,58.10000038,37.70000029
178,60.10000014,39.19999981
179,60.10000014,39.19999981
180,60.10000014,39.19999981
181,60,39.19999981
182,57.79999995,37.4000001
183,57.79999995,37.4000001
184,56.39999962,36.29999971
185,59.09999943,38.89999962
186,61.39999986,41.0999999
187,61.39999986,41.0999999
188,59.20000005,39
189,57.90000057,37.80000019
190,58.90000057,38.80000019
191,58.90000057,38.80000019
192,61.29999971,40.19999981
193,58.5,37.4000001
194,58.5,37.4000001
195,58.5,37.4000001
196,55.29999971,34.79999971
197,55.29999971,34.79999971
198,55.09999967,34.79999971
199,56.5999999,36
200,57.0999999,36
201,59,38.0999999
202,59,38.0999999
203,58.89999962,37.99999952
204,58.89999962,37.99999952
205,56.89999938,35.99999952
206,56.89999938,35.99999952
207,58.10000038,37.10000038
208,58.10000038,37.10000038
209,58.10000038,37.10000038
210,61.39999962,40.39999962
211,61.39999962,40.39999962
212,60.29999948,40.09999943
213,60.29999948,40.09999943
214,58.79999948,38.59999943
215,58.79999948,38.59999943
216,59.89999914,39.19999933
217,59.69999933,39.19999933
218,59.79999924,39.19999933
219,56.69999933,36.09999943
220,56.69999933,36.09999943
221,56.69999933,36.09999943
222,54.79999971,34.49999952
223,54.79999971,34.49999952
224,55.79999971,35.69999981
225,61.19999981,41.0999999
226,61.19999981,41.0999999
227,58.29999971,38.39999962
228,56.30000019,36.4000001
229,56.30000019,36.4000001
230,59.5,39.0999999
231,58.79999971,38.39999962
232,58.89999962,38.39999962
233,54.99999952,34.49999952
234,54.59999943,34.09999943
235,55.29999948,34.99999952
236,55.29999948,34.99999952
237,55.29999948,34.99999952
238,57.79999948,37.49999952
239,57.79999948,37.49999952
240,57.89999962,37.49999952
241,57.89999962,37.49999952
242,56.20000005,35.79999971
243,55.49999976,35.19999981
244,55.49999976,35.19999981
245,56.29999995,35.5999999
246,56.70000029,36.10000038
247,56.50000024,36.10000038
248,58.70000005,38.30000019
249,58.70000005,38.30000019
250,57.69999981,37.29999971
251,57.69999981,37.29999971
252,57.69999981,37.29999971
253,57.79999971,37.39999962
254,59.29999971,38.89999962
255,59.5999999,38.89999962
256,55.80000067,35.10000038
257,55.80000067,35.10000038
258,55.80000019,35.10000038
259,57.49999952,36.79999971
260,57.49999952,36.79999971
261,57.39999986,36.79999971
262,57.39999986,36.79999971
263,57.5999999,36.79999971
264,58.5,37.69999981
265,57.5,37.5
266,57.5999999,37.5
267,58.69999981,38.5999999
268,59.00000024,38.80000019
269,59.20000029,38.80000019
270,60.20000029,39.80000019
271,59.9000001,39.5999999
272,53.60000014,33
273,53.60000014,33
274,53.70000005,33.0999999
275,54.0999999,33.0999999
276,58.20000029,37.20000029
277,58.20000029,37.20000029
278,57.80000019,37.20000029
279,57.39999962,36.79999971
280,57.19999981,36.79999971
281,57.19999981,36.79999971
282,57.10000038,36.80000019
283,57.00000048,36.80000019
284,57.50000048,36.9000001
285,57.50000048,36.9000001
286,57.50000048,36.9000001
287,56.70000005,36.0999999
288,54.89999938,34.49999952
289,54.19999933,33.99999952
290,54.99999952,34.79999971
291,55.19999957,34.79999971
292,55.19999957,34.79999971
293,55.80000019,35
294,55.80000019,35
295,59.50000024,38.9000001
296,59.50000024,38.9000001
297,61.60000014,41
298,61.60000014,41
299,57.89999986,37.5999999
300,57.39999986,37.5999999
301,54.79999948,34.49999952
302,54.79999948,34.49999952
303,54.79999948,34.49999952
304,55.5999999,35.5
305,55.5999999,35.5
306,55.5999999,35.5
307,58.49999976,38.39999962
308,58.49999976,38.39999962
309,57.99999976,37.79999971
310,54.70000029,34.4000001
311,54.70000029,34.4000001
312,54.30000043,34.30000019
313,54.30000043,34.30000019
314,54.80000043,34.80000019
315,54.80000043,34.80000019
316,53,32.69999981
317,53,32.69999981
318,55.49999976,34.69999981
319,55.49999976,34.69999981
320,55.49999976,34.69999981
321,54.89999962,34.69999981
322,55.99999952,35.79999971
323,55.79999948,35.79999971
324,55.79999948,35.79999971
325,55.79999995,35.5999999
326,55.79999995,35.5999999
327,57.29999971,36.99999952
328,57.29999971,36.99999952
329,57.29999971,36.99999952
330,57.0999999,37
331,56.20000052,35.80000067
332,56.00000048,35.80000067
333,56.0999999,35.9000001
334,54.89999962,34.69999981
335,54.89999962,34.69999981
336,57.49999928,37.09999943
337,57.49999928,37.09999943
338,57.69999933,37.09999943
339,57.10000038,36.50000048
340,57.10000038,36.50000048
341,57.00000048,36.50000048
342,56.89999986,36.29999971
343,56.89999986,36.29999971
344,56.79999995,36.29999971
345,55.39999986,34.99999952
346,55.4000001,35.0999999
347,55.4000001,35.0999999
348,57.80000043,37.30000019
349,57.80000019,37.30000019
350,57.0999999,36.5999999
351,57.19999957,36.79999971
352,57.19999957,36.79999971
353,55.4000001,35
354,55.4000001,35
355,55.50000024,35
356,56.20000005,35.69999981
357,56.20000005,35.69999981
358,56.20000005,35.69999981
359,60.00000048,39.60000038
360,60.00000048,39.60000038
361,59.60000038,39.60000038
362,55.49999952,35.49999952
363,55.59999943,35.49999952
364,55.59999943,35.49999952
365,57.799999,37.49999905
366,57.799999,37.49999905
367,57.19999933,37.29999924
368,55.29999995,35.0999999
369,55.29999995,35.0999999
370,56.49999976,35.99999952
371,56.49999976,35.99999952
372,56.49999976,35.99999952
373,56.59999943,35.89999962
374,57.19999981,36.5
375,56.89999986,36.5
376,58.49999928,38.09999943
377,58.49999928,38.09999943
378,58.49999928,38.09999943
379,58.29999948,37.79999924
380,57.89999938,37.19999933
381,57.89999938,37.19999933
382,58.59999919,37.69999933
383,58.29999924,37.69999933
384,58.29999924,37.69999933
385,59.59999943,39.39999962
386,59.59999943,39.39999962
387,59.69999957,39.39999962
388,59.09999967,38.79999971
389,59.09999967,38.79999971
390,58.99999976,38.79999971
391,56.49999976,36.29999971
392,56.39999962,35.49999952
393,55.9000001,35
394,55.9000001,35
395,55.9000001,35
396,55.40000033,35
397,55.40000033,35
398,56.29999995,36
399,55.89999986,35.5999999
400,55.99999976,35.5999999
401,55.99999976,35.5999999
402,57.69999957,37.19999981
403,57.59999943,37.19999981
404,54.19999957,33.79999971
405,54.19999957,33.79999971
406,53.89999962,33.79999971
407,53.89999962,33.79999971
408,52.60000014,32.30000019
409,52.60000038,32.30000019
410,52.60000038,32.30000019
411,56.80000019,36.19999981
412,55.30000019,34.9000001
413,55.30000019,34.9000001
414,54,33.5999999
415,54,33.5999999
416,54.39999986,34.19999981
417,58.00000024,37.80000019
418,58.4000001,37.80000019
419,56.09999943,35.49999952
420,55.99999952,35.39999962
421,56.49999952,35.39999962
422,55.29999971,34.19999981
423,54.89999962,34.19999981
424,54.89999962,34.19999981
425,57,36.4000001
426,57,36.4000001
427,56.50000024,36.4000001
428,55.4000001,35.4000001
429,55.60000014,35.4000001
430,55.60000014,35.4000001
431,54.50000048,34.50000048
432,54.70000052,34.50000048
433,56.20000052,36.00000048
434,55.50000024,35.30000019
435,55.50000024,35.30000019
436,54.10000014,33.9000001
437,55.29999995,35.0999999
438,55.29999995,35.0999999
439,54.89999986,34.69999981
440,54.89999986,34.69999981
441,54.89999986,34.69999981
442,55.40000033,35.50000048
443,54.20000005,34.30000019
444,54.20000029,34.30000019
445,57,36.29999971
446,57.09999967,36.29999971
447,57.09999967,36.29999971
448,57.60000014,37
449,57.60000014,37
450,57.00000024,36.30000019
451,54.70000005,34
452,55.99999976,35.49999952
453,55.99999976,35.49999952
454,54.79999995,34.19999981
455,54.49999976,34.19999981
456,53.79999948,33.49999952
457,53.49999928,33.19999933
458,53.29999948,33.19999933
459,54.99999976,34.89999962
460,55.00000024,34.9000001
461,55.10000014,34.9000001
462,51.89999986,31.69999981
463,53.59999967,33.39999962
464,53.69999981,33.39999962
465,56.29999971,35.99999952
466,56.49999976,35.99999952
467,56.49999976,35.99999952
468,52.39999986,31.69999981
469,52.49999976,31.69999981
470,54.89999986,34.0999999
471,54.89999986,34.0999999
472,55.89999962,34.99999952
473,55.79999971,34.99999952
474,56.4000001,35.5999999
475,55.89999962,35.29999971
476,55.89999962,35.29999971
477,54.69999933,34.09999943
478,54.69999933,34.09999943
479,56.69999981,36.0999999
480,56.5999999,36
481,56.5,36
482,55.10000038,34.60000038
483,55.40000057,34.90000057
484,58.10000014,38.0999999
485,58.10000014,38.0999999
486,58.39999986,38.0999999
487,56.29999995,36.0999999
488,56.29999995,36.0999999
489,56.29999971,36.0999999
490,56.29999971,36.0999999
491,55.19999933,34.99999952
492,55.19999933,34.99999952
493,56.19999933,35.59999943
494,56.29999971,35.69999981
495,56.29999971,35.69999981
496,57.59999967,36.99999952
497,55.09999967,34.49999952
498,56.69999909,35.89999914
499,56.69999909,35.89999914
500,57.39999938,36.59999943
501,57.19999933,36.59999943
502,56.29999971,35.69999981
503,56.89999962,36.29999971
504,56.5999999,36.29999971
505,58.59999943,38.29999924
506,58.59999943,38.29999924
507,58.89999938,38.29999924
508,55.49999976,34.99999952
509,55.49999976,34.99999952
510,55.49999976,34.99999952
511,53.5999999,33.5999999
512,53.79999995,33.5999999
513,53.99999976,33.79999971
514,55.89999986,35.5999999
515,55.89999986,35.5999999
516,54.9000001,34.5999999
517,54.9000001,34.5999999
518,54.9000001,34.5999999
519,56.39999962,35.99999952
520,55.89999962,35.49999952
521,57.19999909,36.79999924
522,57.19999909,36.79999924
523,58.59999919,38.19999933
524,53.70000029,33.0999999
525,53.70000029,33.0999999
526,53.9000001,33.0999999
527,53.9000001,33.0999999
528,58,37.5999999
529,58,37.5999999
530,57.99999976,37.5999999
531,56.19999933,35.99999952
532,56.69999981,36.39999962
533,56.89999986,36.39999962
534,58.10000062,37.60000038
535,58.00000048,37.60000038
536,59,38.5999999
537,54.79999971,34.39999962
538,54.99999952,34.39999962
539,55.19999981,34.5999999
540,55.69999981,35.0999999
541,55.69999981,35.0999999
542,57.19999933,36.49999952
543,56.99999952,36.29999971
544,56.79999971,36.29999971
545,53.70000005,33.69999981
546,53.9000001,33.69999981
547,53.9000001,33.69999981
548,54.59999967,34.49999952
549,54.59999967,34.49999952
550,58.59999967,37.79999971
551,58.59999967,37.79999971
552,57.49999976,36.79999971
553,52.70000005,32
554,52.4000001,32
555,52.4000001,32
556,53.00000024,32.5
557,55.20000005,34.69999981
558,54.4000001,34.0999999
559,54.4000001,34.0999999
560,53.80000019,33.5
561,56.19999981,36.29999971
562,56.19999981,36.29999971
563,55.19999981,35.29999971
564,55.29999971,35.29999971
565,56.79999924,36.39999914
566,56.79999924,36.39999914
567,56.79999948,36.39999914
568,57.40000033,36.70000029
569,57.40000033,36.70000029
570,57.00000024,36.70000029
571,53.39999986,33.0999999
572,53.39999986,33.0999999
573,54.70000005,34.4000001
574,56.29999995,36
575,56.29999995,36
576,55.20000029,34
577,54.50000048,33.30000019
578,54.50000048,33.30000019
579,54.80000019,34.5
580,58.5999999,38.29999971
581,56.09999967,35.59999943
582,56.09999967,35.59999943
583,56.09999967,35.59999943
584,56.29999995,36.0999999
585,56.29999995,36.0999999
586,56.0999999,36.0999999
587,54.30000019,34
588,54.30000019,34
589,54.30000019,34
590,54.40000033,34
591,55.39999986,34.79999971
592,55.39999986,34.79999971
593,57.20000005,35.9000001
594,58.99999952,37.99999952
595,58.49999976,37.99999952
596,57.19999957,36.69999933
597,56.39999986,35.89999962
598,56.39999986,35.89999962
599,58.19999981,37.79999971
600,58.19999981,37.79999971
601,54.69999957,33.79999971
602,54.69999957,33.79999971
603,54.69999957,33.79999971
604,54.59999967,34.39999962
605,54.59999967,34.39999962
606,54.39999962,34.39999962
607,53.39999986,32.5
608,53.39999986,32.5
609,53.39999986,32.5
610,53.4000001,32.5
611,56.70000005,36.69999981
612,56.5999999,36.69999981
613,57,36.69999981
614,56.10000038,35.80000019
615,56.20000005,35.80000019
616,54.79999971,34.5999999
617,54.99999952,34.79999971
618,55.09999943,34.79999971
619,57.09999943,36.79999971
620,57.09999943,36.79999971
621,57.09999943,36.79999971
622,57.80000019,37.5
623,55.70000029,35.4000001
624,55.29999924,34.49999952
625,55.29999924,34.49999952
626,55.89999914,35.09999943
627,54.59999943,33.79999971
628,54.59999943,33.79999971
629,54.59999943,33.79999971
630,54.0999999,33.79999971
631,54.9000001,34.5999999
632,54.9000001,34.5999999
633,55.20000005,34.5999999
634,57.5999999,37.0999999
635,57.5999999,37.0999999
636,56.89999986,37
637,58,37.9000001
638,58.49999976,38
639,58.49999976,38
640,57.69999957,37.19999981
641,57.69999957,37.19999981
642,57.70000029,37.5999999
643,57,36.89999962
644,57.49999952,36.89999962
645,53.79999971,33.19999981
646,53.79999971,33.19999981
647,53.5999999,33.19999981
648,55.69999981,35.0999999
649,55.69999981,35.0999999
650,57.59999967,36.89999962
651,57.59999967,36.89999962
652,57.59999967,36.89999962
653,57.5999999,36.89999962
654,55.70000005,35.29999971
655,55.70000005,35.29999971
656,56.99999952,36.29999971
657,55.39999962,34.69999981
658,55.39999962,34.69999981
659,56.79999948,35.69999981
660,58.19999957,37.0999999
661,57.70000005,37.0999999
662,57.20000005,36.5999999
663,55.99999976,35.39999962
664,55.59999967,35.39999962
665,54.20000005,34
666,54.20000005,34
667,54.29999995,34
668,57.70000029,37.30000019
669,57.70000029,37.30000019
670,57.40000033,37.30000019
671,55.69999981,35.19999981
672,55.69999981,35.19999981
673,57.29999995,37.29999971
674,57.29999995,37.29999971
675,57.29999995,37.29999971
676,57.49999976,37.29999971
677,57.49999976,37.29999971
678,57.49999976,37.29999971
679,55.79999948,35.79999924
680,56.79999948,36.59999943
681,56.69999957,36.59999943
682,54.29999995,34.19999981
683,54.89999986,34.79999971
684,55.50000024,34.9000001
685,55.50000024,34.9000001
686,57.30000043,36.70000029
687,57.10000038,36.70000029
688,54.0999999,33.69999981
689,53.9000001,33.69999981
690,56.79999971,35.89999962
691,56.79999971,35.89999962
692,56.79999971,35.89999962
693,56.89999962,35.89999962
694,56.09999943,35.29999924
695,56.09999943,35.29999924
696,57.10000014,36.5
697,57.10000014,36.5
698,56.9000001,36.5
699,54.89999986,34.5999999
700,54.89999986,34.5999999
701,56.19999957,35.59999943
702,54.59999967,33.99999952
703,54.59999967,33.99999952
704,57.30000043,37.20000029
705,57.30000043,37.20000029
706,57.40000033,37.30000019
707,57.40000033,37.30000019
708,55.29999971,35.19999981
709,54.69999981,34.5999999
710,54.59999967,34.5999999
711,53.59999967,33.5999999
712,53.59999967,33.5999999
713,56.09999967,35.99999952
714,56.09999967,35.99999952
715,56.69999957,35.99999952
716,56.69999957,35.99999952
717,56.89999986,35.69999981
718,56.49999976,35.69999981
719,56.79999971,35.69999981
720,56.80000019,35.70000029
721,56.4000001,35.70000029
722,58.0999999,37.4000001
723,57.39999962,36.69999981
724,57.39999962,36.69999981
725,56.20000076,35.80000067
726,55.90000057,35.50000048
727,55.90000057,35.50000048
728,55.89999986,35.39999962
729,56.19999981,35.79999971
730,53.50000024,33.20000029
731,53.50000024,33.20000029
732,53.50000024,33.20000029
733,57.19999981,36.39999962
734,57.19999981,36.39999962
735,57.20000005,36.39999962
736,57.20000005,36.39999962
737,56,35.89999962
738,56.0999999,35.79999971
739,56.0999999,35.79999971
740,58.69999981,38.19999981
741,58.39999986,38.19999981
742,57.89999986,37.69999981
743,53.89999986,33.69999981
744,57.0999999,36.89999962
745,57.0999999,36.89999962
746,59.4000001,39.19999981
747,60.0999999,39.19999981
748,55.29999971,34.39999962
749,54.69999981,33.79999971
750,54.69999981,33.79999971
751,55.90000057,35.00000048
752,55.90000057,35.00000048
753,55.60000062,35.00000048
754,56.49999952,35.89999962
755,56.69999957,35.89999962
756,56.69999957,35.89999962
757,53.79999971,33.19999981
758,53.79999971,33.19999981
759,55.4000001,34.9000001
760,55.4000001,34.9000001
761,55.4000001,34.9000001
762,54.49999976,34
763,54.79999948,34.29999971
764,54.79999948,34.29999971
765,54.49999976,33.59999943
766,53.30000043,32.4000001
767,53.60000086,33.10000038
768,53.60000086,33.10000038
769,53.50000048,33
770,53.70000005,33
771,52.50000024,31.80000019
772,52.30000019,31.80000019
773,51.80000019,31.80000019
774,53.69999981,33.69999981
775,53.59999967,33.69999981
776,50.80000019,30.80000019
777,50.80000019,30.80000019
778,51.20000005,30.80000019
779,51.20000005,30.80000019
780,53.10000014,32.80000019
781,53.10000014,32.80000019
782,51.69999981,31.5999999
783,51.69999981,31.5999999
784,51.69999981,31.5999999
785,51.39999986,30.79999971
786,50.50000024,29.9000001
787,53.30000043,32.9000001
788,54.10000014,33.69999981
789,54.10000014,33.69999981
790,53.79999971,33.69999981
791,52.19999957,32.09999967
792,52.19999957,32.09999967
793,52.09999967,32.09999967
794,50.9000001,30.60000014
795,50.90000033,30.60000014
796,50.90000033,30.60000014
797,53.9000001,32.9000001
798,53.60000038,32.9000001
799,53.60000038,32.9000001
800,53.20000029,32.5999999
801,53.89999986,32.5999999
802,53,31.70000005
803,54.5999999,33.29999995
804,51.09999943,30.69999957
805,51.09999943,30.69999957
806,50.99999952,30.59999967
807,50.99999952,30.59999967
808,52.70000052,32.30000019
809,52.70000052,32.30000019
810,52.80000043,32.30000019
811,54.0999999,33.29999971
812,53.0999999,32.29999971
813,53.0999999,32.29999971
814,53.79999924,32.59999943
815,53.79999924,32.59999943
816,53.09999919,32.59999943
817,52.70000005,32.5
818,52.90000033,32.9000001
819,52.80000019,32.9000001
820,54.09999943,34.19999933
821,54.09999943,34.19999933
822,54.19999981,33.39999962
823,53.5999999,32.79999971
824,53.19999981,32.79999971
825,52.79999971,32.39999962
826,52.79999971,32.39999962
827,52.99999976,32.79999971
828,54.69999957,34.49999952
829,54.69999957,34.49999952
830,54.59999967,34.49999952
831,54.69999957,34.59999943
832,54.29999971,34.39999962
833,52.0999999,31.30000019
834,52.0999999,31.30000019
835,52.0999999,31.30000019
836,52.29999995,31.30000019
837,53.79999995,33.5
838,53.79999995,33.5
839,54.30000043,34.10000038
840,52.79999971,32.59999967
841,52.99999976,32.59999967
842,52.39999938,32.09999943
843,51.49999976,31.19999981
844,51.49999976,31.19999981
845,51.29999995,31.0999999
846,54.40000033,34.20000029
847,54.39999986,34.19999981
848,54.59999967,34.39999962
849,54.59999967,34.39999962
850,54.59999967,34.39999962
851,52.70000005,32.20000005
852,52.70000005,32.20000005
853,52.9000001,32.20000005
854,53.79999995,33.5999999
855,53.69999981,33.5999999
856,51.79999971,31.39999962
857,51.79999971,31.39999962
858,51.79999971,31.39999962
859,51.89999986,31.39999962
860,54.69999957,33.39999962
861,54.69999957,33.39999962
862,54.5999999,33.69999981
863,54.80000019,34
864,54.80000019,34
865,55,34.5
866,53.69999981,33.19999981
867,53.89999914,33.59999943
868,53.79999924,33.49999952
869,53.79999924,33.49999952
870,52.09999967,31.69999981
871,51.89999986,31.5
872,51.89999986,31.5
873,52.0999999,31.5
874,54.10000014,34
875,54.0999999,34
876,53.79999995,34
877,54.59999967,34.79999971
878,55.20000005,34.79999971
879,54.4000001,34.19999981
880,54.4000001,34.19999981
881,54,33.69999981
882,54.20000005,33.69999981
883,52.99999976,32.49999952
884,53.19999957,32.49999952
885,52.79999995,32.0999999
886,54.10000014,33.4000001
887,54.10000014,33.4000001
888,55.49999976,35.19999981
889,55.49999976,35.19999981
890,55.49999976,35.19999981
891,54.10000038,33.60000038
892,54.10000038,33.60000038
893,54.20000052,33.60000038
894,53.69999957,32.99999952
895,53.69999957,32.99999952
896,53.79999948,32.99999952
897,54.60000014,34
898,54.5,34
899,54.0999999,34
900,54.4000001,34.30000019
901,54.4000001,34.30000019
902,53.29999971,33.0999999
903,53.29999971,33.0999999
904,53.29999995,33.0999999
905,53.79999995,33.5999999
906,52.20000005,31.89999986
907,52.19999981,31.89999986
908,52.80000019,32.50000024
909,52.80000019,32.50000024
910,51.60000038,30.90000033
911,51.60000038,30.90000033
912,52.80000019,32.10000014
913,52.80000019,32.10000014
914,48.50000072,28.10000038
915,48.60000062,28.10000038
916,48.60000062,28.10000038
917,50.70000005,30.19999981
918,50.69999981,30.19999981
919,50.69999981,30.19999981
920,50.49999976,30
921,50.60000014,30
922,50.60000014,30
923,51.29999995,30.39999986
924,50.69999981,29.99999976
925,50.59999967,29.99999952
926,50.59999967,29.99999952
927,50.59999967,29.99999952
928,50.9000001,31
929,50.9000001,31
930,49.9000001,29.79999971
931,49.9000001,29.79999971
932,50.5999999,30.59999943
933,50.5999999,30.59999943
934,50.4000001,30
935,50.4000001,30
936,50.29999995,30
937,51.60000062,31.30000067
938,51.60000062,31.30000067
939,51.40000057,31.30000067
940,49.89999962,29.89999962
941,49.89999962,29.89999962
942,49.89999962,29.89999962
943,53.79999971,33.49999976
944,53.79999971,33.49999976
945,52.09999967,31.59999967
946,51.5999999,31.0999999
947,53.4000001,32.69999981
948,53.4000001,32.69999981
949,54.80000019,34.0999999
950,54.80000019,34.0999999
951,56.10000014,35.20000029
952,54.79999995,33.9000001
953,54.60000014,33.9000001
954,51.29999995,30.5
955,50.70000005,29.9000001
956,51.80000043,31.9000001
957,51.80000043,31.9000001
958,51.80000043,31.9000001
959,51.80000043,31.9000001
960,53.10000038,33.30000019
961,53.10000038,33.30000019
962,54.89999962,34.89999962
963,55.29999948,34.89999962
964,56.79999948,36.39999962
965,56.69999981,36.39999962
966,55.4000001,35.0999999
967,52.69999981,32.39999962
968,54.20000005,33.69999981
969,54.20000005,33.69999981
970,56.29999948,35.39999962
971,56.29999948,35.39999962
972,56.59999967,35.69999981
973,54.4000001,34.0999999
974,54.4000001,34.0999999
975,54,33.69999981
976,53.9000001,33.69999981
977,58.39999986,38.29999971
978,58.39999986,38.29999971
979,59.0999999,38.29999971
980,59.29999995,38.39999962
981,59.29999995,38.39999962
982,54.69999957,34.39999962
983,54.69999957,34.39999962
984,54.99999952,34.89999962
985,54.9000001,34.80000019
986,55,34.80000019
987,56.10000062,36.20000029
988,56.10000062,36.20000029
989,53.90000033,34
990,53.20000052,33.30000019
991,53.50000024,33.30000019
992,53.20000052,33.00000048
993,54.20000052,34.00000048
994,54.20000052,34.00000048
995,54.40000057,34.30000043
996,54.50000048,34.30000043
997,54.0999999,33.89999986
998,54,33.89999986
999,54.30000019,33.89999986
1000,53.70000005,33.29999971
1001,53.89999962,33.29999971
1002,53.69999957,33.29999971
1003,52.69999957,32.29999971
1004,52.69999957,32.29999971
1005,52.5999999,32.29999971
1006,55.49999976,35.09999967
1007,55.49999976,35.09999967
1008,55.79999995,35.29999995
1009,54.80000019,34.30000019
1010,55.5999999,35.0999999
1011,55.4000001,35.0999999
1012,55.4000001,35.0999999
1013,54.80000067,34.50000048
1014,54.90000033,34.50000048
1015,56.00000024,35.60000038
1016,54,33.30000019
1017,54,33.30000019
1018,54,33.30000019
1019,53.30000067,33.30000019
1020,52.80000043,32.79999995
1021,53.00000024,32.79999995
1022,53.20000005,32.79999995
1023,54.29999971,33.89999962
1024,54.29999971,33.89999962
1025,57.39999986,37
1026,57.39999986,37
1027,57.39999986,37
1028,57.80000019,37.4000001
1029,58.69999981,38.29999971
1030,58.5999999,38.29999971
