timestamp, ,total_energy,192.168.1.161,192.168.1.162,192.168.1.163,192.168.1.164,192.168.1.165,192.168.1.166,192.168.1.167,192.168.1.168
1611667969, ,27.099999904636,3.40000009537,3.5,3.09999990463,3.5,3.40000009537,3.59999990463,3.29999995232,3.299999952316
1611667970, ,26.999999999996,3.40000009537,3.5,3.09999990463,3.5,3.40000009537,3.59999990463,3.20000004768,3.299999952316
1611667971, ,26.999999999996,3.40000009537,3.5,3.09999990463,3.5,3.40000009537,3.59999990463,3.20000004768,3.299999952316
1611667972, ,26.500000000006,3.29999995232,3.29999995232,3.20000004768,3.29999995232,3.40000009537,3.5,3.20000004768,3.299999952316
1611667973, ,26.199999809266,3.29999995232,3.29999995232,3.20000004768,3.29999995232,3.09999990463,3.5,3.20000004768,3.299999952316
1611667974, ,26.400000333776,3.40000009537,3.20000004768,3.20000004768,3.40000009537,3.20000004768,3.5,3.20000004768,3.299999952316
1611667975, ,26.200000286096,3.40000009537,3.20000004768,3.20000004768,3.40000009537,3.20000004768,3.20000004768,3.29999995232,3.299999952316
1611667976, ,26.200000286096,3.40000009537,3.20000004768,3.20000004768,3.40000009537,3.20000004768,3.20000004768,3.29999995232,3.299999952316
1611667977, ,26.299999952316,3.5,3.20000004768,3.09999990463,3.29999995232,3.40000009537,3.20000004768,3.29999995232,3.299999952316
1611667978, ,26.299999952316,3.5,3.20000004768,3.09999990463,3.29999995232,3.40000009537,3.20000004768,3.29999995232,3.299999952316
1611667979, ,26.099999904644,3.29999995232,3.29999995232,3.09999990463,3.29999995232,3.40000009537,3.20000004768,3.29999995232,3.200000047684
1611667980, ,26.099999904644,3.29999995232,3.29999995232,3.09999990463,3.29999995232,3.40000009537,3.20000004768,3.29999995232,3.200000047684
1611667981, ,26.099999904644,3.29999995232,3.29999995232,3.09999990463,3.20000004768,3.29999995232,3.40000009537,3.29999995232,3.200000047684
1611667982, ,26.099999904644,3.29999995232,3.29999995232,3.09999990463,3.20000004768,3.29999995232,3.40000009537,3.29999995232,3.200000047684
1611667983, ,26.500000238434,3.40000009537,3.29999995232,3.20000004768,3.29999995232,3.40000009537,3.40000009537,3.29999995232,3.200000047684
1611667984, ,26.500000238434,3.40000009537,3.29999995232,3.20000004768,3.29999995232,3.40000009537,3.40000009537,3.29999995232,3.200000047684
1611667985, ,26.500000238434,3.40000009537,3.29999995232,3.20000004768,3.29999995232,3.40000009537,3.40000009537,3.29999995232,3.200000047684
1611667986, ,26.400000333794,3.40000009537,3.5,3.20000004768,3.40000009537,3,3.40000009537,3.29999995232,3.200000047684
1611667987, ,26.100000143054,3.40000009537,3.5,3.20000004768,3.40000009537,3,3.09999990463,3.29999995232,3.200000047684
1611667988, ,26.000000000003,3.40000009537,3.5,3.20000004768,3.40000009537,3,3.09999990463,3.29999995232,3.099999904633
1611667989, ,25.899999856953,3.20000004768,3.29999995232,3.09999990463,3.40000009537,3.40000009537,3.09999990463,3.29999995232,3.099999904633
1611667990, ,26.400000095376,3.20000004768,3.29999995232,3.09999990463,3.40000009537,3.40000009537,3.40000009537,3.29999995232,3.299999952316
1611667991, ,26.500000000016,3.29999995232,3.29999995232,3.09999990463,3.40000009537,3.40000009537,3.40000009537,3.29999995232,3.299999952316
1611667992, ,26.299999713916,3.29999995232,3.29999995232,3.09999990463,3.29999995232,3.29999995232,3.40000009537,3.29999995232,3.299999952316
1611667993, ,26.099999904644,3.29999995232,3.29999995232,3.09999990463,3.29999995232,3.29999995232,3.20000004768,3.40000009537,3.200000047684
1611667994, ,27.000000000004,3.29999995232,4.19999980927,3.09999990463,3.20000004768,3.40000009537,3.20000004768,3.40000009537,3.200000047684
1611667995, ,27.000000000004,3.29999995232,4.19999980927,3.09999990463,3.20000004768,3.40000009537,3.20000004768,3.40000009537,3.200000047684
