DAGMAN_STARTED,DAGMAN_FINISHED,FirstSubmit,FirstWorkSubmit,FinalWorkSuccess,FinalSuccess,dag_time,flow_time,work_time
1611667965,1611672735,1611667970,1611668241,1611672633,1611672730,4770,4760,4392
