1646276999 INTERNAL *** MONITORD_STARTED ***
1646276997 INTERNAL *** DAGMAN_STARTED 3765.0 ***
1646277001 create_dir_1000-genome_0_local SUBMIT 3766.0 local - 1
1646277003 create_dir_1000-genome_0_local EXECUTE 3766.0 local - 1
1646277005 create_dir_1000-genome_0_local JOB_TERMINATED 3766.0 local - 1
1646277006 create_dir_1000-genome_0_local JOB_SUCCESS 0 local - 1
1646277006 create_dir_1000-genome_0_local POST_SCRIPT_STARTED 3766.0 local - 1
1646277007 create_dir_1000-genome_0_local POST_SCRIPT_TERMINATED 3766.0 local - 1
1646277011 create_dir_1000-genome_0_local POST_SCRIPT_SUCCESS 0 local - 1
1646277016 stage_in_remote_local_2_0 SUBMIT 3767.0 local - 2
1646277016 stage_in_remote_local_1_0 SUBMIT 3768.0 local - 3
1646277016 stage_in_remote_local_2_0 EXECUTE 3767.0 local - 2
1646277016 stage_in_remote_local_0_0 SUBMIT 3769.0 local - 4
1646277016 stage_in_local_local_0_0 SUBMIT 3770.0 local - 5
1646277016 stage_in_local_local_2_0 SUBMIT 3771.0 local - 6
1646277018 stage_in_remote_local_2_0 JOB_TERMINATED 3767.0 local - 2
1646277021 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 2
1646277021 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 3767.0 local - 2
1646277018 stage_in_local_local_2_0 EXECUTE 3771.0 local - 6
1646277018 stage_in_local_local_0_0 EXECUTE 3770.0 local - 5
1646277018 stage_in_remote_local_0_0 EXECUTE 3769.0 local - 4
1646277018 stage_in_remote_local_1_0 EXECUTE 3768.0 local - 3
1646277020 stage_in_remote_local_1_0 JOB_TERMINATED 3768.0 local - 3
1646277021 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 3
1646277021 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 3768.0 local - 3
1646277021 stage_in_local_local_2_1 SUBMIT 3772.0 local - 7
1646277021 stage_in_remote_local_2_1 SUBMIT 3773.0 local - 8
1646277021 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 3767.0 local - 2
1646277026 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 2
1646277021 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 3768.0 local - 3
1646277026 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 3
1646277022 stage_in_local_local_2_0 JOB_TERMINATED 3771.0 local - 6
1646277026 stage_in_local_local_2_0 JOB_SUCCESS 0 local - 6
1646277026 stage_in_local_local_2_0 POST_SCRIPT_STARTED 3771.0 local - 6
1646277022 stage_in_local_local_0_0 JOB_TERMINATED 3770.0 local - 5
1646277026 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 5
1646277026 stage_in_local_local_0_0 POST_SCRIPT_STARTED 3770.0 local - 5
1646277022 stage_in_remote_local_0_0 JOB_TERMINATED 3769.0 local - 4
1646277026 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 4
1646277026 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 3769.0 local - 4
1646277022 stage_in_remote_local_2_1 EXECUTE 3773.0 local - 8
1646277022 stage_in_local_local_2_1 EXECUTE 3772.0 local - 7
1646277025 stage_in_remote_local_2_1 JOB_TERMINATED 3773.0 local - 8
1646277026 stage_in_remote_local_2_1 JOB_SUCCESS 0 local - 8
1646277026 stage_in_remote_local_2_1 POST_SCRIPT_STARTED 3773.0 local - 8
1646277026 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 3770.0 local - 5
1646277031 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 5
1646277026 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 3769.0 local - 4
1646277031 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 4
1646277026 stage_in_remote_local_2_1 POST_SCRIPT_TERMINATED 3773.0 local - 8
1646277031 stage_in_remote_local_2_1 POST_SCRIPT_SUCCESS 0 local - 8
1646277026 stage_in_local_local_2_0 POST_SCRIPT_TERMINATED 3771.0 local - 6
1646277031 stage_in_local_local_2_0 POST_SCRIPT_SUCCESS 0 local - 6
1646277027 stage_in_local_local_2_1 JOB_TERMINATED 3772.0 local - 7
1646277031 stage_in_local_local_2_1 JOB_SUCCESS 0 local - 7
1646277031 stage_in_local_local_2_1 POST_SCRIPT_STARTED 3772.0 local - 7
1646277032 stage_in_local_local_2_1 POST_SCRIPT_TERMINATED 3772.0 local - 7
1646277036 stage_in_local_local_2_1 POST_SCRIPT_SUCCESS 0 local - 7
1646277036 individuals_ID0000004 SUBMIT 3774.0 condorpool - 9
1646277036 individuals_ID0000005 SUBMIT 3775.0 condorpool - 10
1646277036 individuals_ID0000006 SUBMIT 3776.0 condorpool - 11
1646277036 individuals_ID0000007 SUBMIT 3777.0 condorpool - 12
1646277036 individuals_ID0000001 SUBMIT 3778.0 condorpool - 13
1646277041 individuals_ID0000002 SUBMIT 3779.0 condorpool - 14
1646277041 individuals_ID0000003 SUBMIT 3780.0 condorpool - 15
1646277041 sifting_ID0000009 SUBMIT 3781.0 condorpool - 16
1646277063 individuals_ID0000006 EXECUTE 3776.0 condorpool - 11
1646277063 individuals_ID0000004 EXECUTE 3774.0 condorpool - 9
1646277064 individuals_ID0000007 EXECUTE 3777.0 condorpool - 12
1646277064 individuals_ID0000005 EXECUTE 3775.0 condorpool - 10
1646283727 individuals_ID0000007 JOB_TERMINATED 3777.0 condorpool - 12
1646283732 individuals_ID0000007 JOB_SUCCESS 0 condorpool - 12
1646283732 individuals_ID0000007 POST_SCRIPT_STARTED 3777.0 condorpool - 12
1646283733 individuals_ID0000007 POST_SCRIPT_TERMINATED 3777.0 condorpool - 12
1646283737 individuals_ID0000007 POST_SCRIPT_SUCCESS 0 condorpool - 12
1646283776 individuals_ID0000001 EXECUTE 3778.0 condorpool - 13
1646283785 individuals_ID0000005 JOB_TERMINATED 3775.0 condorpool - 10
1646283787 individuals_ID0000005 JOB_SUCCESS 0 condorpool - 10
1646283787 individuals_ID0000005 POST_SCRIPT_STARTED 3775.0 condorpool - 10
1646283787 individuals_ID0000005 POST_SCRIPT_TERMINATED 3775.0 condorpool - 10
1646283792 individuals_ID0000005 POST_SCRIPT_SUCCESS 0 condorpool - 10
1646283789 individuals_ID0000004 JOB_TERMINATED 3774.0 condorpool - 9
1646283792 individuals_ID0000004 JOB_SUCCESS 0 condorpool - 9
1646283792 individuals_ID0000004 POST_SCRIPT_STARTED 3774.0 condorpool - 9
1646283792 individuals_ID0000004 POST_SCRIPT_TERMINATED 3774.0 condorpool - 9
1646283797 individuals_ID0000004 POST_SCRIPT_SUCCESS 0 condorpool - 9
1646283841 individuals_ID0000002 EXECUTE 3779.0 condorpool - 14
1646283841 individuals_ID0000003 EXECUTE 3780.0 condorpool - 15
1646283867 individuals_ID0000006 JOB_TERMINATED 3776.0 condorpool - 11
1646283867 individuals_ID0000006 JOB_SUCCESS 0 condorpool - 11
1646283867 individuals_ID0000006 POST_SCRIPT_STARTED 3776.0 condorpool - 11
1646283868 individuals_ID0000006 POST_SCRIPT_TERMINATED 3776.0 condorpool - 11
1646283872 individuals_ID0000006 POST_SCRIPT_SUCCESS 0 condorpool - 11
1646283893 sifting_ID0000009 EXECUTE 3781.0 condorpool - 16
