Job,ID,DagmanID,Node IP,SUBMIT,EXECUTE,JOB_TERMINATED,JOB_SUCCESS,POST_SCRIPT_STARTED,POST_SCRIPT_TERMINATED,POST_SCRIPT_SUCCESS,wait_time,exec_time,ps_time
stage_in_remote_local,0_5,15878.000.000,192.168.1.4,1611716025,1611716027,1611716032,1611716037,1611716037,1611716038,1611716042,2,10,5
mDiffFit,ID0000232,16256.000.000,192.168.1.161,1611719252,1611719272,1611719288,1611719290,1611719290,1611719291,1611719302,20,18,12
mDiffFit,ID0000193,15980.000.000,192.168.1.169,1611717645,1611717665,1611717680,1611717693,1611717693,1611717694,1611717706,20,28,13
mProject,ID0000326,15911.000.000,192.168.1.163,1611716316,1611716335,1611717989,1611717996,1611717996,1611717999,1611718011,19,1661,15
clean_up_local_level,2_7,16359.000.000,192.168.1.4,1611719803,1611719805,1611719819,1611719824,1611719824,1611719827,1611719835,2,19,11
mDiffFit,ID0000037,16244.000.000,192.168.1.161,1611719198,1611719214,1611719220,1611719230,1611719230,1611719231,1611719242,16,16,12
clean_up_local_level,1_3,16069.000.000,192.168.1.4,1611718199,1611718202,1611718217,1611718223,1611718223,1611718224,1611718235,3,21,12
mDiffFit,ID0000031,16233.000.000,192.168.1.165,1611719144,1611719156,1611719161,1611719165,1611719165,1611719167,1611719180,12,9,15
mDiffFit,ID0000419,16274.000.000,192.168.1.165,1611719338,1611719352,1611719355,1611719359,1611719359,1611719361,1611719374,14,7,15
mDiffFit,ID0000276,16270.000.000,192.168.1.161,1611719312,1611719331,1611719344,1611719359,1611719359,1611719360,1611719374,19,28,15
mDiffFit,ID0000363,16113.000.000,192.168.1.163,1611718474,1611718520,1611718560,1611718565,1611718565,1611718567,1611718581,46,45,16
mDiffFit,ID0000430,16091.000.000,192.168.1.170,1611718344,1611718387,1611718417,1611718425,1611718425,1611718426,1611718438,43,38,13
mDiffFit,ID0000022,16204.000.000,192.168.1.164,1611718995,1611719012,1611719016,1611719025,1611719025,1611719026,1611719037,17,13,12
mDiffFit,ID0000046,16195.000.000,192.168.1.168,1611718944,1611718964,1611718984,1611718987,1611718987,1611718989,1611718999,20,23,12
mDiffFit,ID0000112,16182.000.000,192.168.1.168,1611718870,1611718887,1611718909,1611718911,1611718911,1611718913,1611718923,17,24,12
mProject,ID0000003,15929.000.000,192.168.1.167,1611716346,1611716357,1611718107,1611718125,1611718125,1611718126,1611718140,11,1768,15
mDiffFit,ID0000118,16161.000.000,192.168.1.164,1611718753,1611718781,1611718793,1611718803,1611718803,1611718805,1611718817,28,22,14
mProject,ID0000330,15925.000.000,192.168.1.170,1611716345,1611716357,1611717953,1611717958,1611717958,1611717960,1611717970,12,1601,12
mDiffFit,ID0000055,16169.000.000,192.168.1.161,1611718798,1611718818,1611718821,1611718829,1611718829,1611718831,1611718845,20,11,16
mDiffFit,ID0000200,15982.000.000,192.168.1.170,1611717658,1611717678,1611717682,1611717693,1611717693,1611717695,1611717706,20,15,13
mDiffFit,ID0000386,16127.000.000,192.168.1.165,1611718555,1611718594,1611718601,1611718607,1611718607,1611718611,1611718621,39,13,14
register_local,0_7,16437.000.000,192.168.1.4,1611720374,1611720375,1611720377,1611720380,1611720380,1611720380,1611720385,1,5,5
mDiffFit,ID0000264,16021.000.000,192.168.1.165,1611717883,1611717960,1611717990,1611717996,1611717996,1611717999,1611718011,77,36,15
mBackground,ID0000146,16391.000.000,192.168.1.161,1611719986,1611720016,1611720100,1611720107,1611720107,1611720109,1611720118,30,91,11
