Timestamp,Time,Total_energy,192.168.5.101
1645787195,14381,5.5,5.5
1645787196,14382,5.5999999046,5.5999999046
1645787197,14383,5.5999999046,5.5999999046
1645787198,14384,5.5999999046,5.5999999046
1645787199,14385,5.5,5.5
1645787200,14386,5.5,5.5
1645787201,14387,5.5,5.5
1645787202,14388,5.3000001907,5.3000001907
1645787203,14389,5.3000001907,5.3000001907
1645787204,14390,5.5999999046,5.5999999046
1645787205,14391,5.5999999046,5.5999999046
1645787206,14392,5.5999999046,5.5999999046
1645787207,14393,5.5,5.5
1645787208,14394,5.5,5.5
1645787209,14395,5.5,5.5
1645787210,14396,5.4000000954,5.4000000954
1645787211,14397,5.4000000954,5.4000000954
1645787212,14398,5.4000000954,5.4000000954
1645787213,14399,5.6999998093,5.6999998093
1645787214,14400,5.6999998093,5.6999998093
1645787215,14401,5.6999998093,5.6999998093
1645787216,14402,5.5999999046,5.5999999046
1645787217,14403,5.5999999046,5.5999999046
1645787218,14404,5.5999999046,5.5999999046
1645787219,14405,5.3000001907,5.3000001907
1645787220,14406,5.3000001907,5.3000001907
1645787221,14407,5.3000001907,5.3000001907
1645787222,14408,5.6999998093,5.6999998093
1645787223,14409,5.6999998093,5.6999998093
1645787224,14410,5.5,5.5
1645787225,14411,5.5,5.5
1645787226,14412,5.5,5.5
1645787227,14413,5.3000001907,5.3000001907
1645787228,14414,5.3000001907,5.3000001907
1645787229,14415,5.3000001907,5.3000001907
1645787230,14416,5.6999998093,5.6999998093
1645787231,14417,5.6999998093,5.6999998093
1645787232,14418,5.6999998093,5.6999998093
1645787233,14419,6.1999998093,6.1999998093
1645787234,14420,6.1999998093,6.1999998093
1645787235,14421,6.1999998093,6.1999998093
1645787236,14422,5.6999998093,5.6999998093
1645787237,14423,5.6999998093,5.6999998093
