Job,ID,DagmanID,Node IP,SUBMIT,EXECUTE,JOB_TERMINATED,JOB_SUCCESS,POST_SCRIPT_STARTED,POST_SCRIPT_TERMINATED,POST_SCRIPT_SUCCESS,wait_time,exec_time,ps_time
mDiffFit,ID0000183,14222.000.000,192.168.1.165,1611669365,1611669415,1611669416,1611669425,1611669425,1611669425,1611669430,50,10,5
mConcatFit,ID0000137,14651.000.000,192.168.1.168,1611672222,1611672226,1611672232,1611672237,1611672237,1611672238,1611672242,4,11,5
mBackground,ID0000143,14662.000.000,192.168.1.168,1611672290,1611672308,1611672367,1611672373,1611672373,1611672374,1611672386,18,65,13
mDiffFit,ID0000101,14552.000.000,192.168.1.168,1611671707,1611671725,1611671731,1611671741,1611671741,1611671743,1611671755,18,16,14
mDiffFit,ID0000021,14342.000.000,192.168.1.168,1611670270,1611670340,1611670385,1611670398,1611670398,1611670399,1611670411,70,58,13
mDiffFit,ID0000362,14477.000.000,192.168.1.165,1611671256,1611671277,1611671295,1611671301,1611671301,1611671302,1611671313,21,24,12
mDiffFit,ID0000095,14371.000.000,192.168.1.162,1611670431,1611670537,1611670588,1611670602,1611670602,1611670603,1611670616,106,65,14
mDiffFit,ID0000047,14529.000.000,192.168.1.161,1611671577,1611671594,1611671598,1611671610,1611671610,1611671611,1611671625,17,16,15
mBackground,ID0000303,14492.000.000,192.168.1.165,1611671341,1611671359,1611671393,1611671403,1611671403,1611671406,1611671417,18,44,14
mProject,ID0000325,14198.000.000,192.168.1.162,1611668351,1611668364,1611669942,1611669948,1611669948,1611669949,1611669954,13,1584,6
mBackground,ID0000302,14493.000.000,192.168.1.165,1611671350,1611671367,1611671400,1611671403,1611671403,1611671406,1611671417,17,36,14
mDiffFit,ID0000409,14574.000.000,192.168.1.168,1611671817,1611671837,1611671857,1611671860,1611671860,1611671861,1611671872,20,23,12
mDiffFit,ID0000042,14609.000.000,192.168.1.168,1611671976,1611671995,1611671999,1611672007,1611672007,1611672008,1611672020,19,12,13
register_local,30_1,14594.000.000,192.168.1.4,1611671910,1611671917,1611671921,1611671931,1611671931,1611671933,1611671945,7,14,14
mBackground,ID0000145,14659.000.000,192.168.1.168,1611672278,1611672286,1611672302,1611672305,1611672305,1611672306,1611672316,8,19,11
mProject,ID0000012,14205.000.000,192.168.1.166,1611668358,1611669616,1611671381,1611671391,1611671391,1611671393,1611671403,1258,1775,12
mDiffFit,ID0000344,14312.000.000,192.168.1.168,1611670101,1611670170,1611670180,1611670189,1611670189,1611670190,1611670203,69,19,14
stage_in_remote_local,0_6,14155.000.000,192.168.1.4,1611667991,1611667994,1611667999,1611668003,1611668003,1611668003,1611668009,3,9,6
mDiffFit,ID0000056,14532.000.000,192.168.1.161,1611671592,1611671610,1611671613,1611671625,1611671625,1611671626,1611671639,18,15,14
mDiffFit,ID0000094,14373.000.000,192.168.1.162,1611670435,1611670544,1611670604,1611670616,1611670616,1611670617,1611670633,109,72,17
mDiffFit,ID0000020,14326.000.000,192.168.1.168,1611670184,1611670251,1611670284,1611670298,1611670298,1611670300,1611670312,67,47,14
mDiffFit,ID0000263,14433.000.000,192.168.1.168,1611671011,1611671038,1611671046,1611671050,1611671050,1611671054,1611671062,27,12,12
mProject,ID0000322,14186.000.000,192.168.1.163,1611668273,1611668284,1611669816,1611669818,1611669818,1611669818,1611669823,11,1534,5
mBackground,ID0000454,14633.000.000,192.168.1.165,1611672089,1611672105,1611672154,1611672159,1611672159,1611672160,1611672173,16,54,14
mViewer,ID0000472,14702.000.000,192.168.1.165,1611672553,1611672583,1611672630,1611672633,1611672633,1611672633,1611672638,30,50,5
mProject,ID0000164,14191.000.000,192.168.1.164,1611668339,1611668360,1611669466,1611669470,1611669470,1611669471,1611669476,21,1110,6
mDiffFit,ID0000371,14282.000.000,192.168.1.164,1611669913,1611669983,1611669989,1611669992,1611669992,1611669994,1611670005,70,9,13
mDiffFit,ID0000206,14385.000.000,192.168.1.164,1611670526,1611670589,1611670618,1611670633,1611670633,1611670634,1611670650,63,44,17
mDiffFit,ID0000077,14565.000.000,192.168.1.168,1611671774,1611671788,1611671791,1611671794,1611671794,1611671795,1611671807,14,6,13
mDiffFit,ID0000425,14511.000.000,192.168.1.161,1611671478,1611671509,1611671513,1611671525,1611671525,1611671527,1611671541,31,16,16
mDiffFit,ID0000254,14379.000.000,192.168.1.168,1611670488,1611670569,1611670589,1611670602,1611670602,1611670604,1611670616,81,33,14
mViewer,ID0000471,14677.000.000,192.168.1.161,1611672380,1611672407,1611672429,1611672431,1611672431,1611672431,1611672438,27,24,7
mDiffFit,ID0000394,14301.000.000,192.168.1.168,1611670042,1611670107,1611670119,1611670132,1611670132,1611670133,1611670151,65,25,19
mDiffFit,ID0000279,14253.000.000,192.168.1.165,1611669550,1611669587,1611669602,1611669603,1611669603,1611669604,1611669609,37,16,6
mDiffFit,ID0000446,14279.000.000,192.168.1.164,1611669907,1611669932,1611669933,1611669935,1611669935,1611669937,1611669942,25,3,7
stage_in_remote_local,0_0,14152.000.000,192.168.1.4,1611667986,1611667990,1611667993,1611667997,1611667997,1611667998,1611668003,4,7,6
mDiffFit,ID0000115,14357.000.000,192.168.1.168,1611670351,1611670431,1611670449,1611670453,1611670453,1611670454,1611670465,80,22,12
clean_up_local_level,6_7,14682.000.000,192.168.1.4,1611672425,1611672430,1611672442,1611672445,1611672445,1611672446,1611672458,5,15,13
mDiffFit,ID0000227,14415.000.000,192.168.1.168,1611670924,1611670938,1611670941,1611670944,1611670944,1611670946,1611670957,14,6,13
mDiffFit,ID0000214,14389.000.000,192.168.1.167,1611670552,1611670613,1611670621,1611670633,1611670633,1611670635,1611670650,61,20,17
mDiffFit,ID0000392,14304.000.000,192.168.1.166,1611670058,1611670143,1611670151,1611670164,1611670164,1611670165,1611670177,85,21,13
mAdd,ID0000470,14655.000.000,192.168.1.161,1611672248,1611672294,1611672364,1611672367,1611672367,1611672368,1611672374,46,73,7
mProject,ID0000007,14200.000.000,192.168.1.162,1611668352,1611668364,1611670228,1611670233,1611670233,1611670235,1611670246,12,1869,13
mDiffFit,ID0000403,14466.000.000,192.168.1.168,1611671210,1611671233,1611671238,1611671248,1611671248,1611671248,1611671264,23,15,16
mDiffFit,ID0000083,14556.000.000,192.168.1.165,1611671720,1611671743,1611671755,1611671767,1611671767,1611671768,1611671779,23,24,12
mDiffFit,ID0000078,14599.000.000,192.168.1.165,1611671930,1611671955,1611671959,1611671969,1611671969,1611671969,1611671979,25,14,10
mDiffFit,ID0000197,14249.000.000,192.168.1.165,1611669526,1611669565,1611669570,1611669582,1611669582,1611669583,1611669590,39,17,8
mProject,ID0000316,14209.000.000,192.168.1.165,1611668365,1611669623,1611671177,1611671186,1611671186,1611671187,1611671201,1258,1563,15
mDiffFit,ID0000079,14323.000.000,192.168.1.164,1611670162,1611670251,1611670263,1611670272,1611670272,1611670274,1611670285,89,21,13
mDiffFit,ID0000350,14591.000.000,192.168.1.168,1611671898,1611671916,1611671927,1611671931,1611671931,1611671934,1611671945,18,15,14
register_local,15_1,14652.000.000,192.168.1.4,1611672231,1611672233,1611672235,1611672237,1611672237,1611672238,1611672242,2,4,5
mProject,ID0000166,14213.000.000,192.168.1.161,1611668371,1611669855,1611670962,1611670970,1611670970,1611670973,1611670983,1484,1115,13
stage_in_remote_local,0_3,14158.000.000,192.168.1.4,1611667992,1611667994,1611667998,1611668003,1611668003,1611668003,1611668009,2,9,6
mBackground,ID0000297,14490.000.000,192.168.1.168,1611671336,1611671347,1611671384,1611671391,1611671391,1611671394,1611671403,11,44,12
mDiffFit,ID0000046,14619.000.000,192.168.1.165,1611672026,1611672042,1611672055,1611672058,1611672058,1611672059,1611672070,16,16,12
mProject,ID0000321,14215.000.000,192.168.1.161,1611668372,1611669882,1611671439,1611671442,1611671442,1611671446,1611671454,1510,1560,12
register_local,27_1,14536.000.000,192.168.1.4,1611671616,1611671624,1611671634,1611671639,1611671639,1611671640,1611671658,8,15,19
mDiffFit,ID0000096,14569.000.000,192.168.1.168,1611671789,1611671808,1611671815,1611671820,1611671820,1611671824,1611671835,19,12,15
mDiffFit,ID0000245,14378.000.000,192.168.1.161,1611670478,1611670543,1611670557,1611670560,1611670560,1611670564,1611670574,65,17,14
mBackground,ID0000468,14627.000.000,192.168.1.168,1611672055,1611672098,1611672171,1611672173,1611672173,1611672176,1611672190,43,75,17
stage_in_remote_local,0_5,14156.000.000,192.168.1.4,1611667991,1611667994,1611667999,1611668003,1611668003,1611668003,1611668009,3,9,6
register_local,1_0,14721.000.000,192.168.1.4,1611672724,1611672725,1611672727,1611672730,1611672730,1611672730,1611672735,1,5,5
