Timestamp,Time,Total_energy,192.168.5.101,192.168.5.102,192.168.5.103,192.168.5.104,192.168.5.105
1645954564,167,29,7.3000001907,5.4000000954,5.5,5.5999999046,5.1999998093
1645954565,168,29,7.3000001907,5.4000000954,5.5,5.5999999046,5.1999998093
1645954566,169,29.2999997139,6.0999999046,5.5,5.6999998093,5.5999999046,6.4000000954
1645954567,170,29.2999997139,6.0999999046,5.5,5.6999998093,5.5999999046,6.4000000954
1645954568,171,29.2999997139,6.0999999046,5.5,5.6999998093,5.5999999046,6.4000000954
1645954569,172,29.5999999046,6.4000000954,5.6999998093,5.5999999046,5.3000001907,6.5999999046
1645954570,173,29.5999999046,6.4000000954,5.6999998093,5.5999999046,5.3000001907,6.5999999046
1645954571,174,30.7999997138,6.9000000954,5.5999999046,5.5999999046,5.5999999046,7.0999999046
1645954572,175,30.7999997138,6.9000000954,5.5999999046,5.5999999046,5.5999999046,7.0999999046
1645954573,176,30.7999997138,6.9000000954,5.5999999046,5.5999999046,5.5999999046,7.0999999046
1645954574,177,28.3000001907,7.3000001907,5.5,5.3000001907,4.5,5.6999998093
1645954575,178,28.3000001907,7.3000001907,5.5,5.3000001907,4.5,5.6999998093
1645954576,179,28.3000001907,7.3000001907,5.5,5.3000001907,4.5,5.6999998093
1645954577,180,27.8999996186,6.9000000954,5.5999999046,5.1999998093,4.5,5.6999998093
1645954578,181,27.8999996186,6.9000000954,5.5999999046,5.1999998093,4.5,5.6999998093
1645954579,182,27.8999996186,6.9000000954,5.5999999046,5.1999998093,4.5,5.6999998093
1645954580,183,26.3000001907,5.5999999046,5.5,5.3000001907,4.5,5.4000000954
1645954581,184,26.3000001907,5.5999999046,5.5,5.3000001907,4.5,5.4000000954
1645954582,185,26.3000001907,5.5999999046,5.5,5.3000001907,4.5,5.4000000954
1645954583,186,29.1999998093,6.9000000954,6,5.5999999046,5.5,5.1999998093
1645954584,187,29.1999998093,6.9000000954,6,5.5999999046,5.5,5.1999998093
1645954585,188,29.1999998093,6.9000000954,6,5.5999999046,5.5,5.1999998093
1645954586,189,28.4999995231,7.1999998093,5.5,5.5999999046,4.5999999046,5.5999999046
1645954587,190,28.4999995231,7.1999998093,5.5,5.5999999046,4.5999999046,5.5999999046
1645954588,191,27.5,7,5.5,4.3000001907,5.5,5.1999998093
1645954589,192,27.5,7,5.5,4.3000001907,5.5,5.1999998093
1645954590,193,27.5,7,5.5,4.3000001907,5.5,5.1999998093
1645954591,194,27.5,7,5.5,4.3000001907,5.5,5.1999998093
1645954592,195,28.3999996185,7.1999998093,7.0999999046,4,4.5,5.5999999046
