1644723848 INTERNAL *** MONITORD_STARTED ***
1644723847 INTERNAL *** DAGMAN_STARTED 325.0 ***
1644723851 create_dir_1000-genome_0_local SUBMIT 326.0 local - 321
1644723852 create_dir_1000-genome_0_local EXECUTE 326.0 local - 321
1644723854 create_dir_1000-genome_0_local JOB_TERMINATED 326.0 local - 321
1644723856 create_dir_1000-genome_0_local JOB_SUCCESS 0 local - 321
1644723856 create_dir_1000-genome_0_local POST_SCRIPT_STARTED 326.0 local - 321
1644723856 create_dir_1000-genome_0_local POST_SCRIPT_TERMINATED 326.0 local - 321
1644723861 create_dir_1000-genome_0_local POST_SCRIPT_SUCCESS 0 local - 321
1644723866 stage_in_remote_local_2_0 SUBMIT 327.0 local - 322
1644723866 stage_in_remote_local_2_0 EXECUTE 327.0 local - 322
1644723866 stage_in_remote_local_1_0 SUBMIT 328.0 local - 323
1644723867 stage_in_remote_local_0_0 SUBMIT 329.0 local - 324
1644723867 stage_in_local_local_0_0 SUBMIT 330.0 local - 325
1644723867 stage_in_local_local_2_0 SUBMIT 331.0 local - 326
1644723869 stage_in_remote_local_2_0 JOB_TERMINATED 327.0 local - 322
1644723872 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 322
1644723872 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 327.0 local - 322
1644723869 stage_in_local_local_2_0 EXECUTE 331.0 local - 326
1644723869 stage_in_local_local_0_0 EXECUTE 330.0 local - 325
1644723869 stage_in_remote_local_0_0 EXECUTE 329.0 local - 324
1644723869 stage_in_remote_local_1_0 EXECUTE 328.0 local - 323
1644723871 stage_in_remote_local_0_0 JOB_TERMINATED 329.0 local - 324
1644723872 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 324
1644723872 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 329.0 local - 324
1644723871 stage_in_remote_local_1_0 JOB_TERMINATED 328.0 local - 323
1644723872 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 323
1644723872 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 328.0 local - 323
1644723871 stage_in_local_local_0_0 JOB_TERMINATED 330.0 local - 325
1644723872 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 325
1644723872 stage_in_local_local_0_0 POST_SCRIPT_STARTED 330.0 local - 325
1644723872 stage_in_remote_local_0_1 SUBMIT 332.0 local - 327
1644723872 stage_in_local_local_0_1 SUBMIT 333.0 local - 328
1644723872 stage_in_local_local_2_1 SUBMIT 334.0 local - 329
1644723872 stage_in_remote_local_2_1 SUBMIT 335.0 local - 330
1644723872 stage_in_local_local_0_2 SUBMIT 336.0 local - 331
1644723872 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 327.0 local - 322
1644723877 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 322
1644723872 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 329.0 local - 324
1644723877 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 324
1644723872 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 330.0 local - 325
1644723877 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 325
1644723872 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 328.0 local - 323
1644723877 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 323
1644723873 stage_in_local_local_2_0 JOB_TERMINATED 331.0 local - 326
1644723877 stage_in_local_local_2_0 JOB_SUCCESS 0 local - 326
1644723877 stage_in_local_local_2_0 POST_SCRIPT_STARTED 331.0 local - 326
1644723873 stage_in_local_local_0_2 EXECUTE 336.0 local - 331
1644723873 stage_in_remote_local_2_1 EXECUTE 335.0 local - 330
1644723873 stage_in_local_local_2_1 EXECUTE 334.0 local - 329
1644723873 stage_in_local_local_0_1 EXECUTE 333.0 local - 328
1644723873 stage_in_remote_local_0_1 EXECUTE 332.0 local - 327
1644723875 stage_in_remote_local_2_1 JOB_TERMINATED 335.0 local - 330
1644723877 stage_in_remote_local_2_1 JOB_SUCCESS 0 local - 330
1644723877 stage_in_remote_local_2_1 POST_SCRIPT_STARTED 335.0 local - 330
1644723875 stage_in_local_local_0_2 JOB_TERMINATED 336.0 local - 331
1644723877 stage_in_local_local_0_2 JOB_SUCCESS 0 local - 331
1644723877 stage_in_local_local_0_2 POST_SCRIPT_STARTED 336.0 local - 331
1644723875 stage_in_remote_local_0_1 JOB_TERMINATED 332.0 local - 327
1644723877 stage_in_remote_local_0_1 JOB_SUCCESS 0 local - 327
1644723877 stage_in_remote_local_0_1 POST_SCRIPT_STARTED 332.0 local - 327
1644723876 stage_in_local_local_0_1 JOB_TERMINATED 333.0 local - 328
1644723877 stage_in_local_local_0_1 JOB_SUCCESS 0 local - 328
1644723877 stage_in_local_local_0_1 POST_SCRIPT_STARTED 333.0 local - 328
1644723877 stage_in_remote_local_0_1 POST_SCRIPT_TERMINATED 332.0 local - 327
1644723882 stage_in_remote_local_0_1 POST_SCRIPT_SUCCESS 0 local - 327
1644723877 stage_in_remote_local_2_1 POST_SCRIPT_TERMINATED 335.0 local - 330
1644723882 stage_in_remote_local_2_1 POST_SCRIPT_SUCCESS 0 local - 330
1644723877 stage_in_local_local_0_2 POST_SCRIPT_TERMINATED 336.0 local - 331
1644723882 stage_in_local_local_0_2 POST_SCRIPT_SUCCESS 0 local - 331
1644723877 stage_in_local_local_2_1 JOB_TERMINATED 334.0 local - 329
1644723882 stage_in_local_local_2_1 JOB_SUCCESS 0 local - 329
1644723882 stage_in_local_local_2_1 POST_SCRIPT_STARTED 334.0 local - 329
1644723877 stage_in_local_local_2_0 POST_SCRIPT_TERMINATED 331.0 local - 326
1644723882 stage_in_local_local_2_0 POST_SCRIPT_SUCCESS 0 local - 326
1644723877 stage_in_local_local_0_1 POST_SCRIPT_TERMINATED 333.0 local - 328
1644723882 stage_in_local_local_0_1 POST_SCRIPT_SUCCESS 0 local - 328
1644723883 stage_in_local_local_2_1 POST_SCRIPT_TERMINATED 334.0 local - 329
1644723887 stage_in_local_local_2_1 POST_SCRIPT_SUCCESS 0 local - 329
1644723887 sifting_ID0000052 SUBMIT 337.0 condorpool - 332
1644723887 individuals_ID0000037 SUBMIT 338.0 condorpool - 333
1644723887 individuals_ID0000038 SUBMIT 339.0 condorpool - 334
1644723887 individuals_ID0000039 SUBMIT 340.0 condorpool - 335
1644723887 individuals_ID0000033 SUBMIT 341.0 condorpool - 336
1644723892 individuals_ID0000034 SUBMIT 342.0 condorpool - 337
1644723892 individuals_ID0000035 SUBMIT 343.0 condorpool - 338
1644723892 individuals_ID0000036 SUBMIT 344.0 condorpool - 339
1644723892 individuals_ID0000030 SUBMIT 345.0 condorpool - 340
1644723892 individuals_ID0000031 SUBMIT 346.0 condorpool - 341
1644723897 individuals_ID0000032 SUBMIT 347.0 condorpool - 342
1644723897 individuals_ID0000004 SUBMIT 348.0 condorpool - 343
1644723897 individuals_ID0000048 SUBMIT 349.0 condorpool - 344
1644723897 individuals_ID0000005 SUBMIT 350.0 condorpool - 345
1644723897 individuals_ID0000049 SUBMIT 351.0 condorpool - 346
1644723902 individuals_ID0000006 SUBMIT 352.0 condorpool - 347
1644723902 individuals_ID0000007 SUBMIT 353.0 condorpool - 348
1644723902 individuals_ID0000044 SUBMIT 354.0 condorpool - 349
1644723902 individuals_ID0000001 SUBMIT 355.0 condorpool - 350
1644723902 individuals_ID0000045 SUBMIT 356.0 condorpool - 351
1644723903 sifting_ID0000052 EXECUTE 337.0 condorpool - 332
1644723907 individuals_ID0000002 SUBMIT 357.0 condorpool - 352
1644723907 individuals_ID0000046 SUBMIT 358.0 condorpool - 353
1644723908 individuals_ID0000003 SUBMIT 359.0 condorpool - 354
1644723908 individuals_ID0000047 SUBMIT 360.0 condorpool - 355
1644723908 individuals_ID0000008 SUBMIT 361.0 condorpool - 356
1644723912 sifting_ID0000052 JOB_TERMINATED 337.0 condorpool - 332
1644723913 sifting_ID0000052 JOB_SUCCESS 0 condorpool - 332
1644723913 sifting_ID0000052 POST_SCRIPT_STARTED 337.0 condorpool - 332
1644723913 individuals_ID0000009 SUBMIT 362.0 condorpool - 357
1644723913 individuals_ID0000040 SUBMIT 363.0 condorpool - 358
1644723913 individuals_ID0000041 SUBMIT 364.0 condorpool - 359
1644723913 individuals_ID0000042 SUBMIT 365.0 condorpool - 360
1644723913 individuals_ID0000043 SUBMIT 366.0 condorpool - 361
1644723913 sifting_ID0000052 POST_SCRIPT_TERMINATED 337.0 condorpool - 332
1644723918 sifting_ID0000052 POST_SCRIPT_SUCCESS 0 condorpool - 332
1644723918 individuals_ID0000015 SUBMIT 367.0 condorpool - 362
1644723918 individuals_ID0000016 SUBMIT 368.0 condorpool - 363
1644723918 individuals_ID0000017 SUBMIT 369.0 condorpool - 364
1644723918 individuals_ID0000018 SUBMIT 370.0 condorpool - 365
1644723918 individuals_ID0000011 SUBMIT 371.0 condorpool - 366
1644723922 individuals_ID0000034 EXECUTE 342.0 condorpool - 337
1644723923 individuals_ID0000012 SUBMIT 372.0 condorpool - 367
1644723923 individuals_ID0000013 SUBMIT 373.0 condorpool - 368
1644723923 individuals_ID0000014 SUBMIT 374.0 condorpool - 369
1644723923 individuals_ID0000019 SUBMIT 375.0 condorpool - 370
1644723923 individuals_ID0000010 SUBMIT 376.0 condorpool - 371
1644723924 individuals_ID0000033 EXECUTE 341.0 condorpool - 336
1644723928 individuals_ID0000031 EXECUTE 346.0 condorpool - 341
1644723929 individuals_ID0000050 SUBMIT 377.0 condorpool - 372
1644723929 individuals_ID0000026 SUBMIT 378.0 condorpool - 373
1644723929 individuals_ID0000027 SUBMIT 379.0 condorpool - 374
1644723929 individuals_ID0000028 SUBMIT 380.0 condorpool - 375
1644723929 individuals_ID0000029 SUBMIT 381.0 condorpool - 376
1644723931 individuals_ID0000030 EXECUTE 345.0 condorpool - 340
1644723932 individuals_ID0000049 EXECUTE 351.0 condorpool - 346
1644723932 individuals_ID0000048 EXECUTE 349.0 condorpool - 344
1644723933 individuals_ID0000005 EXECUTE 350.0 condorpool - 345
1644723933 individuals_ID0000039 EXECUTE 340.0 condorpool - 335
1644723934 individuals_ID0000022 SUBMIT 382.0 condorpool - 377
1644723934 individuals_ID0000023 SUBMIT 383.0 condorpool - 378
1644723934 individuals_ID0000024 SUBMIT 384.0 condorpool - 379
1644723934 individuals_ID0000025 SUBMIT 385.0 condorpool - 380
1644723934 individuals_ID0000020 SUBMIT 386.0 condorpool - 381
1644723934 individuals_ID0000037 EXECUTE 338.0 condorpool - 333
1644723936 individuals_ID0000038 EXECUTE 339.0 condorpool - 334
1644723939 individuals_ID0000021 SUBMIT 387.0 condorpool - 382
1644723957 individuals_ID0000047 EXECUTE 360.0 condorpool - 355
1644723960 individuals_ID0000032 EXECUTE 347.0 condorpool - 342
1644723969 individuals_ID0000004 EXECUTE 348.0 condorpool - 343
1644723970 individuals_ID0000002 EXECUTE 357.0 condorpool - 352
1644723971 individuals_ID0000035 EXECUTE 343.0 condorpool - 338
1644723973 individuals_ID0000008 EXECUTE 361.0 condorpool - 356
1644723973 individuals_ID0000044 EXECUTE 354.0 condorpool - 349
1644723973 individuals_ID0000036 EXECUTE 344.0 condorpool - 339
1644723974 individuals_ID0000046 EXECUTE 358.0 condorpool - 353
1644723976 individuals_ID0000003 EXECUTE 359.0 condorpool - 354
1644723990 individuals_ID0000042 EXECUTE 365.0 condorpool - 360
1644723990 individuals_ID0000006 EXECUTE 352.0 condorpool - 347
1644723990 individuals_ID0000001 EXECUTE 355.0 condorpool - 350
1644723992 individuals_ID0000041 EXECUTE 364.0 condorpool - 359
1644723997 individuals_ID0000009 EXECUTE 362.0 condorpool - 357
1644724021 individuals_ID0000045 EXECUTE 356.0 condorpool - 351
1644724022 individuals_ID0000040 EXECUTE 363.0 condorpool - 358
1644724026 individuals_ID0000007 EXECUTE 353.0 condorpool - 348
1644724767 individuals_ID0000001 JOB_TERMINATED 355.0 condorpool - 350
1644724770 individuals_ID0000001 JOB_SUCCESS 0 condorpool - 350
1644724770 individuals_ID0000001 POST_SCRIPT_STARTED 355.0 condorpool - 350
1644724770 individuals_ID0000001 POST_SCRIPT_TERMINATED 355.0 condorpool - 350
1644724775 individuals_ID0000001 POST_SCRIPT_SUCCESS 0 condorpool - 350
1644724775 individuals_ID0000043 EXECUTE 366.0 condorpool - 361
1644725009 individuals_ID0000033 JOB_TERMINATED 341.0 condorpool - 336
1644725010 individuals_ID0000033 JOB_SUCCESS 0 condorpool - 336
1644725010 individuals_ID0000033 POST_SCRIPT_STARTED 341.0 condorpool - 336
1644725011 individuals_ID0000033 POST_SCRIPT_TERMINATED 341.0 condorpool - 336
1644725015 individuals_ID0000033 POST_SCRIPT_SUCCESS 0 condorpool - 336
1644725015 individuals_ID0000015 EXECUTE 367.0 condorpool - 362
1644725017 individuals_ID0000034 JOB_TERMINATED 342.0 condorpool - 337
1644725020 individuals_ID0000034 JOB_SUCCESS 0 condorpool - 337
1644725020 individuals_ID0000034 POST_SCRIPT_STARTED 342.0 condorpool - 337
1644725020 individuals_ID0000034 POST_SCRIPT_TERMINATED 342.0 condorpool - 337
1644725025 individuals_ID0000034 POST_SCRIPT_SUCCESS 0 condorpool - 337
1644725023 individuals_ID0000016 EXECUTE 368.0 condorpool - 363
1644725033 individuals_ID0000035 JOB_TERMINATED 343.0 condorpool - 338
1644725035 individuals_ID0000035 JOB_SUCCESS 0 condorpool - 338
1644725035 individuals_ID0000035 POST_SCRIPT_STARTED 343.0 condorpool - 338
1644725035 individuals_ID0000035 POST_SCRIPT_TERMINATED 343.0 condorpool - 338
1644725040 individuals_ID0000035 POST_SCRIPT_SUCCESS 0 condorpool - 338
1644725040 individuals_ID0000017 EXECUTE 369.0 condorpool - 364
1644725040 individuals_ID0000036 JOB_TERMINATED 344.0 condorpool - 339
1644725040 individuals_ID0000036 JOB_SUCCESS 0 condorpool - 339
1644725040 individuals_ID0000036 POST_SCRIPT_STARTED 344.0 condorpool - 339
1644725041 individuals_ID0000036 POST_SCRIPT_TERMINATED 344.0 condorpool - 339
1644725045 individuals_ID0000036 POST_SCRIPT_SUCCESS 0 condorpool - 339
1644725048 individuals_ID0000018 EXECUTE 370.0 condorpool - 365
1644725246 individuals_ID0000002 JOB_TERMINATED 357.0 condorpool - 352
1644725250 individuals_ID0000002 JOB_SUCCESS 0 condorpool - 352
1644725250 individuals_ID0000002 POST_SCRIPT_STARTED 357.0 condorpool - 352
1644725250 individuals_ID0000002 POST_SCRIPT_TERMINATED 357.0 condorpool - 352
1644725255 individuals_ID0000002 POST_SCRIPT_SUCCESS 0 condorpool - 352
1644725262 individuals_ID0000044 JOB_TERMINATED 354.0 condorpool - 349
1644725265 individuals_ID0000044 JOB_SUCCESS 0 condorpool - 349
1644725265 individuals_ID0000044 POST_SCRIPT_STARTED 354.0 condorpool - 349
1644725266 individuals_ID0000044 POST_SCRIPT_TERMINATED 354.0 condorpool - 349
1644725270 individuals_ID0000044 POST_SCRIPT_SUCCESS 0 condorpool - 349
1644725266 individuals_ID0000011 EXECUTE 371.0 condorpool - 366
1644725282 individuals_ID0000005 JOB_TERMINATED 350.0 condorpool - 345
1644725285 individuals_ID0000005 JOB_SUCCESS 0 condorpool - 345
1644725285 individuals_ID0000005 POST_SCRIPT_STARTED 350.0 condorpool - 345
1644725285 individuals_ID0000005 POST_SCRIPT_TERMINATED 350.0 condorpool - 345
1644725290 individuals_ID0000005 POST_SCRIPT_SUCCESS 0 condorpool - 345
1644725285 individuals_ID0000045 JOB_TERMINATED 356.0 condorpool - 351
1644725290 individuals_ID0000045 JOB_SUCCESS 0 condorpool - 351
1644725290 individuals_ID0000045 POST_SCRIPT_STARTED 356.0 condorpool - 351
1644725290 individuals_ID0000045 POST_SCRIPT_TERMINATED 356.0 condorpool - 351
1644725295 individuals_ID0000045 POST_SCRIPT_SUCCESS 0 condorpool - 351
1644725290 individuals_ID0000048 JOB_TERMINATED 349.0 condorpool - 344
1644725295 individuals_ID0000048 JOB_SUCCESS 0 condorpool - 344
1644725295 individuals_ID0000048 POST_SCRIPT_STARTED 349.0 condorpool - 344
1644725293 individuals_ID0000049 JOB_TERMINATED 351.0 condorpool - 346
1644725295 individuals_ID0000049 JOB_SUCCESS 0 condorpool - 346
1644725295 individuals_ID0000049 POST_SCRIPT_STARTED 351.0 condorpool - 346
1644725294 individuals_ID0000007 JOB_TERMINATED 353.0 condorpool - 348
1644725295 individuals_ID0000007 JOB_SUCCESS 0 condorpool - 348
1644725295 individuals_ID0000007 POST_SCRIPT_STARTED 353.0 condorpool - 348
1644725296 individuals_ID0000049 POST_SCRIPT_TERMINATED 351.0 condorpool - 346
1644725300 individuals_ID0000049 POST_SCRIPT_SUCCESS 0 condorpool - 346
1644725296 individuals_ID0000007 POST_SCRIPT_TERMINATED 353.0 condorpool - 348
1644725300 individuals_ID0000007 POST_SCRIPT_SUCCESS 0 condorpool - 348
1644725296 individuals_ID0000048 POST_SCRIPT_TERMINATED 349.0 condorpool - 344
1644725300 individuals_ID0000048 POST_SCRIPT_SUCCESS 0 condorpool - 344
1644725336 individuals_ID0000050 EXECUTE 377.0 condorpool - 372
1644725336 individuals_ID0000010 EXECUTE 376.0 condorpool - 371
1644725343 individuals_ID0000019 EXECUTE 375.0 condorpool - 370
1644725345 individuals_ID0000013 EXECUTE 373.0 condorpool - 368
1644725345 individuals_ID0000012 EXECUTE 372.0 condorpool - 367
1644725345 individuals_ID0000014 EXECUTE 374.0 condorpool - 369
1644725349 individuals_ID0000042 JOB_TERMINATED 365.0 condorpool - 360
1644725350 individuals_ID0000042 JOB_SUCCESS 0 condorpool - 360
1644725350 individuals_ID0000042 POST_SCRIPT_STARTED 365.0 condorpool - 360
1644725350 individuals_ID0000042 POST_SCRIPT_TERMINATED 365.0 condorpool - 360
1644725355 individuals_ID0000042 POST_SCRIPT_SUCCESS 0 condorpool - 360
1644725354 individuals_ID0000009 JOB_TERMINATED 362.0 condorpool - 357
1644725355 individuals_ID0000009 JOB_SUCCESS 0 condorpool - 357
1644725355 individuals_ID0000009 POST_SCRIPT_STARTED 362.0 condorpool - 357
1644725355 individuals_ID0000009 POST_SCRIPT_TERMINATED 362.0 condorpool - 357
1644725360 individuals_ID0000009 POST_SCRIPT_SUCCESS 0 condorpool - 357
1644725356 individuals_ID0000041 JOB_TERMINATED 364.0 condorpool - 359
1644725360 individuals_ID0000041 JOB_SUCCESS 0 condorpool - 359
1644725360 individuals_ID0000041 POST_SCRIPT_STARTED 364.0 condorpool - 359
1644725361 individuals_ID0000041 POST_SCRIPT_TERMINATED 364.0 condorpool - 359
1644725365 individuals_ID0000041 POST_SCRIPT_SUCCESS 0 condorpool - 359
1644725363 individuals_ID0000040 JOB_TERMINATED 363.0 condorpool - 358
1644725365 individuals_ID0000040 JOB_SUCCESS 0 condorpool - 358
1644725365 individuals_ID0000040 POST_SCRIPT_STARTED 363.0 condorpool - 358
1644725365 individuals_ID0000040 POST_SCRIPT_TERMINATED 363.0 condorpool - 358
1644725370 individuals_ID0000040 POST_SCRIPT_SUCCESS 0 condorpool - 358
1644725366 individuals_ID0000037 JOB_TERMINATED 338.0 condorpool - 333
1644725370 individuals_ID0000037 JOB_SUCCESS 0 condorpool - 333
1644725370 individuals_ID0000037 POST_SCRIPT_STARTED 338.0 condorpool - 333
1644725370 individuals_ID0000037 POST_SCRIPT_TERMINATED 338.0 condorpool - 333
1644725375 individuals_ID0000037 POST_SCRIPT_SUCCESS 0 condorpool - 333
1644725371 individuals_ID0000038 JOB_TERMINATED 339.0 condorpool - 334
1644725375 individuals_ID0000038 JOB_SUCCESS 0 condorpool - 334
1644725375 individuals_ID0000038 POST_SCRIPT_STARTED 339.0 condorpool - 334
1644725376 individuals_ID0000038 POST_SCRIPT_TERMINATED 339.0 condorpool - 334
1644725380 individuals_ID0000038 POST_SCRIPT_SUCCESS 0 condorpool - 334
1644725383 individuals_ID0000039 JOB_TERMINATED 340.0 condorpool - 335
1644725385 individuals_ID0000039 JOB_SUCCESS 0 condorpool - 335
1644725385 individuals_ID0000039 POST_SCRIPT_STARTED 340.0 condorpool - 335
1644725385 individuals_ID0000039 POST_SCRIPT_TERMINATED 340.0 condorpool - 335
1644725390 individuals_ID0000039 POST_SCRIPT_SUCCESS 0 condorpool - 335
1644725394 individuals_ID0000027 EXECUTE 379.0 condorpool - 374
1644725394 individuals_ID0000026 EXECUTE 378.0 condorpool - 373
1644725397 individuals_ID0000006 JOB_TERMINATED 352.0 condorpool - 347
1644725400 individuals_ID0000006 JOB_SUCCESS 0 condorpool - 347
1644725400 individuals_ID0000006 POST_SCRIPT_STARTED 352.0 condorpool - 347
1644725399 individuals_ID0000029 EXECUTE 381.0 condorpool - 376
1644725401 individuals_ID0000006 POST_SCRIPT_TERMINATED 352.0 condorpool - 347
1644725405 individuals_ID0000006 POST_SCRIPT_SUCCESS 0 condorpool - 347
1644725402 individuals_ID0000023 EXECUTE 383.0 condorpool - 378
1644725403 individuals_ID0000028 EXECUTE 380.0 condorpool - 375
1644725403 individuals_ID0000022 EXECUTE 382.0 condorpool - 377
1644725444 individuals_ID0000031 JOB_TERMINATED 346.0 condorpool - 341
1644725445 individuals_ID0000031 JOB_SUCCESS 0 condorpool - 341
1644725445 individuals_ID0000031 POST_SCRIPT_STARTED 346.0 condorpool - 341
1644725445 individuals_ID0000031 POST_SCRIPT_TERMINATED 346.0 condorpool - 341
1644725450 individuals_ID0000031 POST_SCRIPT_SUCCESS 0 condorpool - 341
1644725446 individuals_ID0000030 JOB_TERMINATED 345.0 condorpool - 340
1644725450 individuals_ID0000030 JOB_SUCCESS 0 condorpool - 340
1644725450 individuals_ID0000030 POST_SCRIPT_STARTED 345.0 condorpool - 340
1644725450 individuals_ID0000030 POST_SCRIPT_TERMINATED 345.0 condorpool - 340
1644725455 individuals_ID0000030 POST_SCRIPT_SUCCESS 0 condorpool - 340
1644725451 individuals_ID0000032 JOB_TERMINATED 347.0 condorpool - 342
1644725455 individuals_ID0000032 JOB_SUCCESS 0 condorpool - 342
1644725455 individuals_ID0000032 POST_SCRIPT_STARTED 347.0 condorpool - 342
1644725452 individuals_ID0000024 EXECUTE 384.0 condorpool - 379
1644725452 individuals_ID0000025 EXECUTE 385.0 condorpool - 380
1644725454 individuals_ID0000004 JOB_TERMINATED 348.0 condorpool - 343
1644725455 individuals_ID0000004 JOB_SUCCESS 0 condorpool - 343
1644725455 individuals_ID0000004 POST_SCRIPT_STARTED 348.0 condorpool - 343
1644725456 individuals_ID0000004 POST_SCRIPT_TERMINATED 348.0 condorpool - 343
1644725460 individuals_ID0000004 POST_SCRIPT_SUCCESS 0 condorpool - 343
1644725456 individuals_ID0000032 POST_SCRIPT_TERMINATED 347.0 condorpool - 342
1644725460 individuals_ID0000032 POST_SCRIPT_SUCCESS 0 condorpool - 342
1644725510 individuals_ID0000021 EXECUTE 387.0 condorpool - 382
1644725510 individuals_ID0000020 EXECUTE 386.0 condorpool - 381
1644726014 individuals_ID0000016 JOB_TERMINATED 368.0 condorpool - 363
1644726015 individuals_ID0000016 JOB_SUCCESS 0 condorpool - 363
1644726015 individuals_ID0000016 POST_SCRIPT_STARTED 368.0 condorpool - 363
1644726015 individuals_ID0000016 POST_SCRIPT_TERMINATED 368.0 condorpool - 363
1644726020 individuals_ID0000016 POST_SCRIPT_SUCCESS 0 condorpool - 363
1644726034 individuals_ID0000015 JOB_TERMINATED 367.0 condorpool - 362
1644726036 individuals_ID0000015 JOB_SUCCESS 0 condorpool - 362
1644726036 individuals_ID0000015 POST_SCRIPT_STARTED 367.0 condorpool - 362
1644726036 individuals_ID0000015 POST_SCRIPT_TERMINATED 367.0 condorpool - 362
1644726041 individuals_ID0000015 POST_SCRIPT_SUCCESS 0 condorpool - 362
1644726036 individuals_ID0000018 JOB_TERMINATED 370.0 condorpool - 365
