timestamp, ,total_energy,192.168.1.161,192.168.1.162,192.168.1.163,192.168.1.164,192.168.1.165,192.168.1.166
1611656399, ,20.09999990464,3.29999995232,3.29999995232,3.20000004768,3.29999995232,3.40000009537,3.59999990463
1611656400, ,20.20000004769,3.40000009537,3.29999995232,3.20000004768,3.29999995232,3.40000009537,3.59999990463
1611656401, ,20.30000019073,3.40000009537,3.20000004768,3.09999990463,3.5,3.40000009537,3.70000004768
1611656402, ,20.30000019073,3.40000009537,3.20000004768,3.09999990463,3.5,3.40000009537,3.70000004768
1611656403, ,20.30000019074,3.40000009537,3.29999995232,3.09999990463,3.40000009537,3.40000009537,3.70000004768
1611656404, ,20.00000023843,3.40000009537,3.29999995232,3.09999990463,3.40000009537,3.40000009537,3.40000009537
1611656405, ,20.00000023843,3.40000009537,3.40000009537,3.09999990463,3.29999995232,3.40000009537,3.40000009537
1611656406, ,20.00000023843,3.40000009537,3.40000009537,3.09999990463,3.29999995232,3.40000009537,3.40000009537
1611656407, ,20.00000023843,3.40000009537,3.40000009537,3.09999990463,3.29999995232,3.40000009537,3.40000009537
1611656408, ,20.00000023843,3.40000009537,3.40000009537,3.09999990463,3.29999995232,3.40000009537,3.40000009537
1611656409, ,19.90000009538,3.29999995232,3.40000009537,3,3.29999995232,3.5,3.40000009537
1611656410, ,19.90000009538,3.29999995232,3.40000009537,3,3.29999995232,3.5,3.40000009537
1611656411, ,19.89999985695,3.09999990463,3.59999990463,3.29999995232,3.29999995232,3.20000004768,3.40000009537
1611656412, ,19.89999985695,3.09999990463,3.59999990463,3.29999995232,3.29999995232,3.20000004768,3.40000009537
1611656413, ,19.99999976158,3.09999990463,3.59999990463,3.29999995232,3.29999995232,3.20000004768,3.5
1611656414, ,20.10000014306,3.40000009537,3.40000009537,3.29999995232,3.29999995232,3.20000004768,3.5
1611656415, ,20.30000019075,3.40000009537,3.40000009537,3.29999995232,3.29999995232,3.40000009537,3.5
1611656416, ,20.00000023843,3.40000009537,3.40000009537,3.29999995232,3.29999995232,3.40000009537,3.20000004768
1611656417, ,19.90000009537,3.40000009537,3.40000009537,3.09999990463,3.5,3.29999995232,3.20000004768
1611656418, ,19.90000009537,3.40000009537,3.40000009537,3.09999990463,3.5,3.29999995232,3.20000004768
1611656419, ,19.79999995233,3.29999995232,3.40000009537,3.09999990463,3.29999995232,3.40000009537,3.29999995232
1611656420, ,19.79999995233,3.29999995232,3.40000009537,3.09999990463,3.29999995232,3.40000009537,3.29999995232
1611656421, ,19.79999995233,3.29999995232,3.40000009537,3.09999990463,3.29999995232,3.40000009537,3.29999995232
1611656422, ,19.99999976159,3.29999995232,3.5,3.09999990463,3.29999995232,3.29999995232,3.5
1611656423, ,19.99999976159,3.29999995232,3.5,3.09999990463,3.29999995232,3.29999995232,3.5
1611656424, ,19.99999976159,3.29999995232,3.5,3.09999990463,3.29999995232,3.29999995232,3.5
1611656425, ,20.20000004769,3.59999990463,3.29999995232,3.20000004768,3.40000009537,3.29999995232,3.40000009537
1611656426, ,20.20000004769,3.59999990463,3.29999995232,3.20000004768,3.40000009537,3.29999995232,3.40000009537
1611656427, ,19.90000009538,3.40000009537,3.29999995232,3.09999990463,3.29999995232,3.40000009537,3.40000009537
1611656428, ,19.79999995233,3.40000009537,3.29999995232,3.09999990463,3.29999995232,3.40000009537,3.29999995232
1611656429, ,19.79999995233,3.40000009537,3.29999995232,3.09999990463,3.29999995232,3.40000009537,3.29999995232
1611656430, ,19.79999995233,3.40000009537,3.29999995232,3.09999990463,3.40000009537,3.29999995232,3.29999995232
1611656431, ,20.00000000001,3.40000009537,3.29999995232,3.09999990463,3.40000009537,3.29999995232,3.5
