1611656399 INTERNAL *** MONITORD_STARTED ***
1611656394 INTERNAL *** DAGMAN_STARTED 13000.0 ***
1611656399 create_dir_montage_0_local SUBMIT 13001.0 local - 1
1611656400 create_dir_montage_0_local EXECUTE 13001.0 local - 1
1611656402 create_dir_montage_0_local JOB_TERMINATED 13001.0 local - 1
1611656404 create_dir_montage_0_local JOB_SUCCESS 0 local - 1
1611656404 create_dir_montage_0_local POST_SCRIPT_STARTED 13001.0 local - 1
1611656404 create_dir_montage_0_local POST_SCRIPT_TERMINATED 13001.0 local - 1
1611656409 create_dir_montage_0_local POST_SCRIPT_SUCCESS 0 local - 1
1611656414 stage_in_remote_local_2_0 SUBMIT 13002.0 local - 2
1611656414 stage_in_remote_local_2_0 EXECUTE 13002.0 local - 2
1611656414 stage_in_remote_local_1_0 SUBMIT 13003.0 local - 3
1611656415 stage_in_remote_local_0_0 SUBMIT 13004.0 local - 4
1611656415 stage_in_local_local_0_0 SUBMIT 13005.0 local - 5
1611656415 stage_in_remote_local_7_0 SUBMIT 13006.0 local - 6
1611656419 stage_in_remote_local_2_0 JOB_TERMINATED 13002.0 local - 2
1611656420 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 2
1611656420 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 13002.0 local - 2
1611656419 stage_in_local_local_0_0 EXECUTE 13005.0 local - 5
1611656419 stage_in_remote_local_0_0 EXECUTE 13004.0 local - 4
1611656419 stage_in_remote_local_1_0 EXECUTE 13003.0 local - 3
1611656419 stage_in_remote_local_7_0 EXECUTE 13006.0 local - 6
1611656420 stage_in_remote_local_6_0 SUBMIT 13007.0 local - 7
1611656420 stage_in_remote_local_5_0 SUBMIT 13008.0 local - 8
1611656420 stage_in_remote_local_4_0 SUBMIT 13009.0 local - 9
1611656420 stage_in_remote_local_3_0 SUBMIT 13010.0 local - 10
1611656420 stage_in_remote_local_1_1 SUBMIT 13011.0 local - 11
1611656421 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 13002.0 local - 2
1611656426 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 2
1611656422 stage_in_remote_local_0_0 JOB_TERMINATED 13004.0 local - 4
1611656426 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 4
1611656426 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 13004.0 local - 4
1611656422 stage_in_remote_local_1_0 JOB_TERMINATED 13003.0 local - 3
1611656426 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 3
1611656426 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 13003.0 local - 3
1611656422 stage_in_remote_local_7_0 JOB_TERMINATED 13006.0 local - 6
1611656426 stage_in_remote_local_7_0 JOB_SUCCESS 0 local - 6
1611656426 stage_in_remote_local_7_0 POST_SCRIPT_STARTED 13006.0 local - 6
1611656422 stage_in_remote_local_1_1 EXECUTE 13011.0 local - 11
1611656423 stage_in_remote_local_4_0 EXECUTE 13009.0 local - 9
1611656423 stage_in_remote_local_3_0 EXECUTE 13010.0 local - 10
1611656423 stage_in_remote_local_5_0 EXECUTE 13008.0 local - 8
1611656423 stage_in_remote_local_6_0 EXECUTE 13007.0 local - 7
1611656425 stage_in_remote_local_1_1 JOB_TERMINATED 13011.0 local - 11
1611656426 stage_in_remote_local_1_1 JOB_SUCCESS 0 local - 11
1611656426 stage_in_remote_local_1_1 POST_SCRIPT_STARTED 13011.0 local - 11
1611656425 stage_in_remote_local_4_0 JOB_TERMINATED 13009.0 local - 9
1611656426 stage_in_remote_local_4_0 JOB_SUCCESS 0 local - 9
1611656426 stage_in_remote_local_4_0 POST_SCRIPT_STARTED 13009.0 local - 9
1611656426 stage_in_remote_local_0_1 SUBMIT 13012.0 local - 12
