1645999344 INTERNAL *** MONITORD_STARTED ***
1645999343 INTERNAL *** DAGMAN_STARTED 3143.0 ***
1645999347 create_dir_1000-genome_0_local SUBMIT 3144.0 local - 481
1645999348 create_dir_1000-genome_0_local EXECUTE 3144.0 local - 481
1645999350 create_dir_1000-genome_0_local JOB_TERMINATED 3144.0 local - 481
1645999352 create_dir_1000-genome_0_local JOB_SUCCESS 0 local - 481
1645999352 create_dir_1000-genome_0_local POST_SCRIPT_STARTED 3144.0 local - 481
1645999352 create_dir_1000-genome_0_local POST_SCRIPT_TERMINATED 3144.0 local - 481
1645999357 create_dir_1000-genome_0_local POST_SCRIPT_SUCCESS 0 local - 481
1645999362 stage_in_remote_local_2_0 SUBMIT 3145.0 local - 482
1645999362 stage_in_remote_local_2_0 EXECUTE 3145.0 local - 482
1645999362 stage_in_remote_local_1_0 SUBMIT 3146.0 local - 483
1645999362 stage_in_remote_local_0_0 SUBMIT 3147.0 local - 484
1645999362 stage_in_local_local_0_0 SUBMIT 3148.0 local - 485
1645999362 stage_in_local_local_2_0 SUBMIT 3149.0 local - 486
1645999365 stage_in_remote_local_2_0 JOB_TERMINATED 3145.0 local - 482
1645999368 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 482
1645999368 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 3145.0 local - 482
1645999365 stage_in_local_local_2_0 EXECUTE 3149.0 local - 486
1645999365 stage_in_local_local_0_0 EXECUTE 3148.0 local - 485
1645999365 stage_in_remote_local_0_0 EXECUTE 3147.0 local - 484
1645999365 stage_in_remote_local_1_0 EXECUTE 3146.0 local - 483
1645999367 stage_in_local_local_0_0 JOB_TERMINATED 3148.0 local - 485
1645999368 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 485
1645999368 stage_in_local_local_0_0 POST_SCRIPT_STARTED 3148.0 local - 485
1645999367 stage_in_remote_local_0_0 JOB_TERMINATED 3147.0 local - 484
1645999368 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 484
1645999368 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 3147.0 local - 484
1645999367 stage_in_remote_local_1_0 JOB_TERMINATED 3146.0 local - 483
1645999368 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 483
1645999368 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 3146.0 local - 483
1645999367 stage_in_remote_local_0_1 SUBMIT 3150.0 local - 487
1645999368 stage_in_remote_local_0_1 EXECUTE 3150.0 local - 487
1645999368 stage_in_local_local_0_1 SUBMIT 3151.0 local - 488
1645999368 stage_in_local_local_2_1 SUBMIT 3152.0 local - 489
1645999368 stage_in_remote_local_2_1 SUBMIT 3153.0 local - 490
1645999368 stage_in_local_local_0_2 SUBMIT 3154.0 local - 491
1645999368 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 3146.0 local - 483
1645999373 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 483
