1646024340 INTERNAL *** MONITORD_STARTED ***
1646024339 INTERNAL *** DAGMAN_STARTED 3305.0 ***
1646024343 create_dir_1000-genome_0_local SUBMIT 3306.0 local - 641
1646024344 create_dir_1000-genome_0_local EXECUTE 3306.0 local - 641
1646024346 create_dir_1000-genome_0_local JOB_TERMINATED 3306.0 local - 641
1646024348 create_dir_1000-genome_0_local JOB_SUCCESS 0 local - 641
1646024348 create_dir_1000-genome_0_local POST_SCRIPT_STARTED 3306.0 local - 641
1646024348 create_dir_1000-genome_0_local POST_SCRIPT_TERMINATED 3306.0 local - 641
1646024353 create_dir_1000-genome_0_local POST_SCRIPT_SUCCESS 0 local - 641
1646024358 stage_in_remote_local_2_0 SUBMIT 3307.0 local - 642
1646024358 stage_in_remote_local_2_0 EXECUTE 3307.0 local - 642
1646024358 stage_in_remote_local_1_0 SUBMIT 3308.0 local - 643
1646024358 stage_in_remote_local_0_0 SUBMIT 3309.0 local - 644
1646024358 stage_in_local_local_0_0 SUBMIT 3310.0 local - 645
1646024358 stage_in_local_local_2_0 SUBMIT 3311.0 local - 646
1646024360 stage_in_remote_local_2_0 JOB_TERMINATED 3307.0 local - 642
1646024364 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 642
1646024364 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 3307.0 local - 642
1646024361 stage_in_local_local_2_0 EXECUTE 3311.0 local - 646
1646024361 stage_in_local_local_0_0 EXECUTE 3310.0 local - 645
1646024361 stage_in_remote_local_0_0 EXECUTE 3309.0 local - 644
1646024361 stage_in_remote_local_1_0 EXECUTE 3308.0 local - 643
1646024363 stage_in_local_local_0_0 JOB_TERMINATED 3310.0 local - 645
1646024364 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 645
1646024364 stage_in_local_local_0_0 POST_SCRIPT_STARTED 3310.0 local - 645
1646024363 stage_in_remote_local_0_0 JOB_TERMINATED 3309.0 local - 644
1646024364 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 644
1646024364 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 3309.0 local - 644
1646024363 stage_in_remote_local_1_0 JOB_TERMINATED 3308.0 local - 643
1646024364 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 643
1646024364 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 3308.0 local - 643
1646024363 stage_in_remote_local_0_1 SUBMIT 3312.0 local - 647
1646024363 stage_in_remote_local_0_1 EXECUTE 3312.0 local - 647
1646024363 stage_in_local_local_0_1 SUBMIT 3313.0 local - 648
1646024363 stage_in_local_local_0_1 EXECUTE 3313.0 local - 648
1646024363 stage_in_local_local_2_1 SUBMIT 3314.0 local - 649
1646024364 stage_in_local_local_2_1 EXECUTE 3314.0 local - 649
1646024364 stage_in_remote_local_2_1 SUBMIT 3315.0 local - 650
