1645772814 INTERNAL *** MONITORD_STARTED ***
1645772812 INTERNAL *** DAGMAN_STARTED 2738.0 ***
1645772817 create_dir_1000-genome_0_local SUBMIT 2739.0 local - 81
1645772818 create_dir_1000-genome_0_local EXECUTE 2739.0 local - 81
1645772821 create_dir_1000-genome_0_local JOB_TERMINATED 2739.0 local - 81
1645772822 create_dir_1000-genome_0_local JOB_SUCCESS 0 local - 81
1645772822 create_dir_1000-genome_0_local POST_SCRIPT_STARTED 2739.0 local - 81
1645772822 create_dir_1000-genome_0_local POST_SCRIPT_TERMINATED 2739.0 local - 81
1645772827 create_dir_1000-genome_0_local POST_SCRIPT_SUCCESS 0 local - 81
1645772832 stage_in_remote_local_2_0 SUBMIT 2740.0 local - 82
1645772832 stage_in_remote_local_2_0 EXECUTE 2740.0 local - 82
1645772832 stage_in_remote_local_1_0 SUBMIT 2741.0 local - 83
1645772832 stage_in_remote_local_0_0 SUBMIT 2742.0 local - 84
1645772832 stage_in_local_local_0_0 SUBMIT 2743.0 local - 85
1645772832 stage_in_local_local_2_0 SUBMIT 2744.0 local - 86
1645772834 stage_in_remote_local_2_0 JOB_TERMINATED 2740.0 local - 82
1645772837 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 82
1645772837 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 2740.0 local - 82
1645772834 stage_in_local_local_0_0 EXECUTE 2743.0 local - 85
1645772834 stage_in_local_local_2_0 EXECUTE 2744.0 local - 86
1645772834 stage_in_remote_local_0_0 EXECUTE 2742.0 local - 84
1645772834 stage_in_remote_local_1_0 EXECUTE 2741.0 local - 83
1645772836 stage_in_remote_local_0_0 JOB_TERMINATED 2742.0 local - 84
1645772837 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 84
1645772837 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 2742.0 local - 84
1645772836 stage_in_local_local_0_0 JOB_TERMINATED 2743.0 local - 85
1645772837 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 85
1645772837 stage_in_local_local_0_0 POST_SCRIPT_STARTED 2743.0 local - 85
1645772836 stage_in_remote_local_1_0 JOB_TERMINATED 2741.0 local - 83
1645772837 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 83
1645772837 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 2741.0 local - 83
1645772837 stage_in_remote_local_0_1 SUBMIT 2745.0 local - 87
1645772837 stage_in_local_local_0_1 SUBMIT 2746.0 local - 88
1645772837 stage_in_local_local_2_1 SUBMIT 2747.0 local - 89
1645772837 stage_in_remote_local_2_1 SUBMIT 2748.0 local - 90
1645772837 stage_in_local_local_0_2 SUBMIT 2749.0 local - 91
1645772837 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 2743.0 local - 85
1645772842 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 85
1645772837 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 2740.0 local - 82
1645772842 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 82
1645772837 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 2742.0 local - 84
1645772842 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 84
1645772837 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 2741.0 local - 83
1645772842 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 83
1645772838 stage_in_local_local_2_0 JOB_TERMINATED 2744.0 local - 86
1645772842 stage_in_local_local_2_0 JOB_SUCCESS 0 local - 86
1645772842 stage_in_local_local_2_0 POST_SCRIPT_STARTED 2744.0 local - 86
1645772838 stage_in_local_local_0_2 EXECUTE 2749.0 local - 91
1645772838 stage_in_remote_local_2_1 EXECUTE 2748.0 local - 90
1645772839 stage_in_local_local_2_1 EXECUTE 2747.0 local - 89
1645772839 stage_in_local_local_0_1 EXECUTE 2746.0 local - 88
1645772839 stage_in_remote_local_0_1 EXECUTE 2745.0 local - 87
1645772841 stage_in_remote_local_2_1 JOB_TERMINATED 2748.0 local - 90
1645772842 stage_in_remote_local_2_1 JOB_SUCCESS 0 local - 90
1645772842 stage_in_remote_local_2_1 POST_SCRIPT_STARTED 2748.0 local - 90
1645772841 stage_in_local_local_0_2 JOB_TERMINATED 2749.0 local - 91
1645772842 stage_in_local_local_0_2 JOB_SUCCESS 0 local - 91
1645772842 stage_in_local_local_0_2 POST_SCRIPT_STARTED 2749.0 local - 91
1645772841 stage_in_remote_local_0_1 JOB_TERMINATED 2745.0 local - 87
1645772842 stage_in_remote_local_0_1 JOB_SUCCESS 0 local - 87
1645772842 stage_in_remote_local_0_1 POST_SCRIPT_STARTED 2745.0 local - 87
1645772841 stage_in_local_local_0_1 JOB_TERMINATED 2746.0 local - 88
1645772842 stage_in_local_local_0_1 JOB_SUCCESS 0 local - 88
1645772842 stage_in_local_local_0_1 POST_SCRIPT_STARTED 2746.0 local - 88
1645772843 stage_in_local_local_0_1 POST_SCRIPT_TERMINATED 2746.0 local - 88
1645772847 stage_in_local_local_0_1 POST_SCRIPT_SUCCESS 0 local - 88
1645772843 stage_in_local_local_2_0 POST_SCRIPT_TERMINATED 2744.0 local - 86
1645772847 stage_in_local_local_2_0 POST_SCRIPT_SUCCESS 0 local - 86
1645772843 stage_in_remote_local_0_1 POST_SCRIPT_TERMINATED 2745.0 local - 87
1645772847 stage_in_remote_local_0_1 POST_SCRIPT_SUCCESS 0 local - 87
1645772843 stage_in_local_local_0_2 POST_SCRIPT_TERMINATED 2749.0 local - 91
1645772847 stage_in_local_local_0_2 POST_SCRIPT_SUCCESS 0 local - 91
1645772843 stage_in_local_local_2_1 JOB_TERMINATED 2747.0 local - 89
1645772847 stage_in_local_local_2_1 JOB_SUCCESS 0 local - 89
1645772847 stage_in_local_local_2_1 POST_SCRIPT_STARTED 2747.0 local - 89
1645772843 stage_in_remote_local_2_1 POST_SCRIPT_TERMINATED 2748.0 local - 90
