1646308275 INTERNAL *** MONITORD_STARTED ***
1646308273 INTERNAL *** DAGMAN_STARTED 3836.0 ***
1646308278 create_dir_1000-genome_0_local SUBMIT 3837.0 local - 1
1646308279 create_dir_1000-genome_0_local EXECUTE 3837.0 local - 1
1646308281 create_dir_1000-genome_0_local JOB_TERMINATED 3837.0 local - 1
1646308283 create_dir_1000-genome_0_local JOB_SUCCESS 0 local - 1
1646308283 create_dir_1000-genome_0_local POST_SCRIPT_STARTED 3837.0 local - 1
1646308283 create_dir_1000-genome_0_local POST_SCRIPT_TERMINATED 3837.0 local - 1
1646308288 create_dir_1000-genome_0_local POST_SCRIPT_SUCCESS 0 local - 1
1646308293 stage_in_remote_local_2_0 SUBMIT 3838.0 local - 2
1646308293 stage_in_remote_local_2_0 EXECUTE 3838.0 local - 2
1646308293 stage_in_remote_local_1_0 SUBMIT 3839.0 local - 3
1646308293 stage_in_remote_local_0_0 SUBMIT 3840.0 local - 4
1646308293 stage_in_local_local_0_0 SUBMIT 3841.0 local - 5
1646308293 stage_in_local_local_2_0 SUBMIT 3842.0 local - 6
1646308295 stage_in_remote_local_2_0 JOB_TERMINATED 3838.0 local - 2
1646308298 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 2
1646308298 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 3838.0 local - 2
1646308295 stage_in_local_local_2_0 EXECUTE 3842.0 local - 6
1646308295 stage_in_local_local_0_0 EXECUTE 3841.0 local - 5
1646308295 stage_in_remote_local_0_0 EXECUTE 3840.0 local - 4
1646308295 stage_in_remote_local_1_0 EXECUTE 3839.0 local - 3
1646308297 stage_in_remote_local_1_0 JOB_TERMINATED 3839.0 local - 3
1646308298 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 3
1646308298 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 3839.0 local - 3
1646308298 stage_in_local_local_2_1 SUBMIT 3843.0 local - 7
1646308298 stage_in_remote_local_2_1 SUBMIT 3844.0 local - 8
1646308298 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 3838.0 local - 2
1646308303 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 2
1646308298 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 3839.0 local - 3
1646308303 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 3
1646308299 stage_in_local_local_0_0 JOB_TERMINATED 3841.0 local - 5
1646308303 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 5
1646308303 stage_in_local_local_0_0 POST_SCRIPT_STARTED 3841.0 local - 5
1646308299 stage_in_remote_local_0_0 JOB_TERMINATED 3840.0 local - 4
1646308303 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 4
1646308303 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 3840.0 local - 4
1646308299 stage_in_local_local_2_0 JOB_TERMINATED 3842.0 local - 6
1646308303 stage_in_local_local_2_0 JOB_SUCCESS 0 local - 6
1646308303 stage_in_local_local_2_0 POST_SCRIPT_STARTED 3842.0 local - 6
1646308299 stage_in_remote_local_2_1 EXECUTE 3844.0 local - 8
1646308299 stage_in_local_local_2_1 EXECUTE 3843.0 local - 7
1646308302 stage_in_remote_local_2_1 JOB_TERMINATED 3844.0 local - 8
1646308303 stage_in_remote_local_2_1 JOB_SUCCESS 0 local - 8
1646308303 stage_in_remote_local_2_1 POST_SCRIPT_STARTED 3844.0 local - 8
1646308303 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 3841.0 local - 5
1646308308 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 5
1646308303 stage_in_remote_local_2_1 POST_SCRIPT_TERMINATED 3844.0 local - 8
1646308308 stage_in_remote_local_2_1 POST_SCRIPT_SUCCESS 0 local - 8
1646308303 stage_in_local_local_2_0 POST_SCRIPT_TERMINATED 3842.0 local - 6
1646308308 stage_in_local_local_2_0 POST_SCRIPT_SUCCESS 0 local - 6
1646308303 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 3840.0 local - 4
1646308308 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 4
1646308304 stage_in_local_local_2_1 JOB_TERMINATED 3843.0 local - 7
1646308308 stage_in_local_local_2_1 JOB_SUCCESS 0 local - 7
1646308308 stage_in_local_local_2_1 POST_SCRIPT_STARTED 3843.0 local - 7
1646308308 stage_in_local_local_2_1 POST_SCRIPT_TERMINATED 3843.0 local - 7
1646308313 stage_in_local_local_2_1 POST_SCRIPT_SUCCESS 0 local - 7
1646308313 individuals_ID0000004 SUBMIT 3845.0 condorpool - 9
1646308313 individuals_ID0000005 SUBMIT 3846.0 condorpool - 10
1646308313 individuals_ID0000006 SUBMIT 3847.0 condorpool - 11
1646308313 individuals_ID0000007 SUBMIT 3848.0 condorpool - 12
1646308313 individuals_ID0000001 SUBMIT 3849.0 condorpool - 13
1646308318 individuals_ID0000002 SUBMIT 3850.0 condorpool - 14
1646308318 individuals_ID0000003 SUBMIT 3851.0 condorpool - 15
1646308318 individuals_ID0000008 SUBMIT 3852.0 condorpool - 16
1646308318 individuals_ID0000009 SUBMIT 3853.0 condorpool - 17
1646308318 sifting_ID0000011 SUBMIT 3854.0 condorpool - 18
1646308321 individuals_ID0000004 EXECUTE 3845.0 condorpool - 9
1646308321 individuals_ID0000005 EXECUTE 3846.0 condorpool - 10
1646308345 individuals_ID0000006 EXECUTE 3847.0 condorpool - 11
1646308345 individuals_ID0000007 EXECUTE 3848.0 condorpool - 12
1646313979 individuals_ID0000005 JOB_TERMINATED 3846.0 condorpool - 10
1646313982 individuals_ID0000005 JOB_SUCCESS 0 condorpool - 10
1646313982 individuals_ID0000005 POST_SCRIPT_STARTED 3846.0 condorpool - 10
1646313983 individuals_ID0000005 POST_SCRIPT_TERMINATED 3846.0 condorpool - 10
1646313987 individuals_ID0000005 POST_SCRIPT_SUCCESS 0 condorpool - 10
1646314007 individuals_ID0000004 JOB_TERMINATED 3845.0 condorpool - 9
1646314012 individuals_ID0000004 JOB_SUCCESS 0 condorpool - 9
1646314012 individuals_ID0000004 POST_SCRIPT_STARTED 3845.0 condorpool - 9
1646314012 individuals_ID0000004 POST_SCRIPT_TERMINATED 3845.0 condorpool - 9
1646314017 individuals_ID0000004 POST_SCRIPT_SUCCESS 0 condorpool - 9
1646314027 individuals_ID0000007 JOB_TERMINATED 3848.0 condorpool - 12
1646314027 individuals_ID0000007 JOB_SUCCESS 0 condorpool - 12
1646314027 individuals_ID0000007 POST_SCRIPT_STARTED 3848.0 condorpool - 12
1646314028 individuals_ID0000007 POST_SCRIPT_TERMINATED 3848.0 condorpool - 12
1646314032 individuals_ID0000007 POST_SCRIPT_SUCCESS 0 condorpool - 12
1646314046 individuals_ID0000001 EXECUTE 3849.0 condorpool - 13
1646314046 individuals_ID0000002 EXECUTE 3850.0 condorpool - 14
1646314046 individuals_ID0000003 EXECUTE 3851.0 condorpool - 15
1646314085 individuals_ID0000006 JOB_TERMINATED 3847.0 condorpool - 11
1646314087 individuals_ID0000006 JOB_SUCCESS 0 condorpool - 11
1646314087 individuals_ID0000006 POST_SCRIPT_STARTED 3847.0 condorpool - 11
1646314087 individuals_ID0000006 POST_SCRIPT_TERMINATED 3847.0 condorpool - 11
1646314092 individuals_ID0000006 POST_SCRIPT_SUCCESS 0 condorpool - 11
1646314100 individuals_ID0000008 EXECUTE 3852.0 condorpool - 16
1646319843 individuals_ID0000001 JOB_TERMINATED 3849.0 condorpool - 13
1646319847 individuals_ID0000001 JOB_SUCCESS 0 condorpool - 13
1646319847 individuals_ID0000001 POST_SCRIPT_STARTED 3849.0 condorpool - 13
1646319848 individuals_ID0000001 POST_SCRIPT_TERMINATED 3849.0 condorpool - 13
1646319852 individuals_ID0000001 POST_SCRIPT_SUCCESS 0 condorpool - 13
1646319859 individuals_ID0000009 EXECUTE 3853.0 condorpool - 17
1646319940 individuals_ID0000002 JOB_TERMINATED 3850.0 condorpool - 14
1646319942 individuals_ID0000002 JOB_SUCCESS 0 condorpool - 14
1646319942 individuals_ID0000002 POST_SCRIPT_STARTED 3850.0 condorpool - 14
1646319942 individuals_ID0000002 POST_SCRIPT_TERMINATED 3850.0 condorpool - 14
1646319947 individuals_ID0000002 POST_SCRIPT_SUCCESS 0 condorpool - 14
1646319974 sifting_ID0000011 EXECUTE 3854.0 condorpool - 18
