1646096855 INTERNAL *** MONITORD_STARTED ***
1646096853 INTERNAL *** DAGMAN_STARTED 3548.0 ***
1646096857 create_dir_1000-genome_0_local SUBMIT 3549.0 local - 1
1646096858 create_dir_1000-genome_0_local EXECUTE 3549.0 local - 1
1646096860 create_dir_1000-genome_0_local JOB_TERMINATED 3549.0 local - 1
1646096862 create_dir_1000-genome_0_local JOB_SUCCESS 0 local - 1
1646096862 create_dir_1000-genome_0_local POST_SCRIPT_STARTED 3549.0 local - 1
1646096862 create_dir_1000-genome_0_local POST_SCRIPT_TERMINATED 3549.0 local - 1
1646096867 create_dir_1000-genome_0_local POST_SCRIPT_SUCCESS 0 local - 1
1646096872 stage_in_remote_local_2_0 SUBMIT 3550.0 local - 2
1646096872 stage_in_remote_local_2_0 EXECUTE 3550.0 local - 2
1646096872 stage_in_remote_local_1_0 SUBMIT 3551.0 local - 3
1646096872 stage_in_remote_local_0_0 SUBMIT 3552.0 local - 4
1646096873 stage_in_local_local_0_0 SUBMIT 3553.0 local - 5
1646096873 stage_in_local_local_2_0 SUBMIT 3554.0 local - 6
1646096875 stage_in_remote_local_2_0 JOB_TERMINATED 3550.0 local - 2
1646096878 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 2
1646096878 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 3550.0 local - 2
1646096875 stage_in_local_local_2_0 EXECUTE 3554.0 local - 6
1646096875 stage_in_local_local_0_0 EXECUTE 3553.0 local - 5
1646096875 stage_in_remote_local_0_0 EXECUTE 3552.0 local - 4
1646096875 stage_in_remote_local_1_0 EXECUTE 3551.0 local - 3
1646096877 stage_in_remote_local_1_0 JOB_TERMINATED 3551.0 local - 3
1646096878 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 3
1646096878 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 3551.0 local - 3
1646096878 stage_in_local_local_2_1 SUBMIT 3555.0 local - 7
1646096878 stage_in_remote_local_2_1 SUBMIT 3556.0 local - 8
1646096878 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 3551.0 local - 3
1646096883 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 3
1646096878 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 3550.0 local - 2
1646096883 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 2
1646096879 stage_in_local_local_2_0 JOB_TERMINATED 3554.0 local - 6
1646096883 stage_in_local_local_2_0 JOB_SUCCESS 0 local - 6
1646096883 stage_in_local_local_2_0 POST_SCRIPT_STARTED 3554.0 local - 6
1646096879 stage_in_local_local_0_0 JOB_TERMINATED 3553.0 local - 5
1646096883 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 5
1646096883 stage_in_local_local_0_0 POST_SCRIPT_STARTED 3553.0 local - 5
1646096879 stage_in_remote_local_0_0 JOB_TERMINATED 3552.0 local - 4
1646096883 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 4
1646096883 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 3552.0 local - 4
1646096879 stage_in_remote_local_2_1 EXECUTE 3556.0 local - 8
1646096879 stage_in_local_local_2_1 EXECUTE 3555.0 local - 7
1646096881 stage_in_remote_local_2_1 JOB_TERMINATED 3556.0 local - 8
1646096883 stage_in_remote_local_2_1 JOB_SUCCESS 0 local - 8
1646096883 stage_in_remote_local_2_1 POST_SCRIPT_STARTED 3556.0 local - 8
1646096883 stage_in_local_local_2_0 POST_SCRIPT_TERMINATED 3554.0 local - 6
1646096888 stage_in_local_local_2_0 POST_SCRIPT_SUCCESS 0 local - 6
1646096883 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 3552.0 local - 4
1646096888 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 4
1646096883 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 3553.0 local - 5
1646096888 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 5
1646096883 stage_in_remote_local_2_1 POST_SCRIPT_TERMINATED 3556.0 local - 8
1646096888 stage_in_remote_local_2_1 POST_SCRIPT_SUCCESS 0 local - 8
1646096883 stage_in_local_local_2_1 JOB_TERMINATED 3555.0 local - 7
1646096888 stage_in_local_local_2_1 JOB_SUCCESS 0 local - 7
1646096888 stage_in_local_local_2_1 POST_SCRIPT_STARTED 3555.0 local - 7
1646096888 stage_in_local_local_2_1 POST_SCRIPT_TERMINATED 3555.0 local - 7
1646096893 stage_in_local_local_2_1 POST_SCRIPT_SUCCESS 0 local - 7
1646096893 individuals_ID0000001 SUBMIT 3557.0 condorpool - 9
1646096893 sifting_ID0000003 SUBMIT 3558.0 condorpool - 10
1646096914 sifting_ID0000003 EXECUTE 3558.0 condorpool - 10
1646096918 individuals_ID0000001 EXECUTE 3557.0 condorpool - 9
1646096918 sifting_ID0000003 JOB_TERMINATED 3558.0 condorpool - 10
1646096918 sifting_ID0000003 JOB_SUCCESS 0 condorpool - 10
1646096918 sifting_ID0000003 POST_SCRIPT_STARTED 3558.0 condorpool - 10
1646096919 sifting_ID0000003 POST_SCRIPT_TERMINATED 3558.0 condorpool - 10
1646096923 sifting_ID0000003 POST_SCRIPT_SUCCESS 0 condorpool - 10
1646134990 individuals_ID0000001 JOB_TERMINATED 3557.0 condorpool - 9
1646134991 individuals_ID0000001 JOB_SUCCESS 0 condorpool - 9
1646134991 individuals_ID0000001 POST_SCRIPT_STARTED 3557.0 condorpool - 9
1646134991 individuals_ID0000001 POST_SCRIPT_TERMINATED 3557.0 condorpool - 9
1646134996 individuals_ID0000001 POST_SCRIPT_SUCCESS 0 condorpool - 9
1646135001 individuals_merge_ID0000002 SUBMIT 3559.0 condorpool - 11
1646135002 individuals_merge_ID0000002 EXECUTE 3559.0 condorpool - 11
1646135216 individuals_merge_ID0000002 JOB_TERMINATED 3559.0 condorpool - 11
1646135217 individuals_merge_ID0000002 JOB_SUCCESS 0 condorpool - 11
