1645510484 INTERNAL *** MONITORD_STARTED ***
1645510482 INTERNAL *** DAGMAN_STARTED 2163.0 ***
1645510486 create_dir_1000-genome_0_local SUBMIT 2164.0 local - 1
1645510487 create_dir_1000-genome_0_local EXECUTE 2164.0 local - 1
1645510489 create_dir_1000-genome_0_local JOB_TERMINATED 2164.0 local - 1
1645510491 create_dir_1000-genome_0_local JOB_SUCCESS 0 local - 1
1645510491 create_dir_1000-genome_0_local POST_SCRIPT_STARTED 2164.0 local - 1
1645510491 create_dir_1000-genome_0_local POST_SCRIPT_TERMINATED 2164.0 local - 1
1645510496 create_dir_1000-genome_0_local POST_SCRIPT_SUCCESS 0 local - 1
1645510501 stage_in_remote_local_2_0 SUBMIT 2165.0 local - 2
1645510501 stage_in_remote_local_1_0 SUBMIT 2166.0 local - 3
1645510501 stage_in_remote_local_2_0 EXECUTE 2165.0 local - 2
1645510501 stage_in_remote_local_0_0 SUBMIT 2167.0 local - 4
1645510501 stage_in_local_local_0_0 SUBMIT 2168.0 local - 5
1645510501 stage_in_local_local_2_0 SUBMIT 2169.0 local - 6
1645510503 stage_in_remote_local_2_0 JOB_TERMINATED 2165.0 local - 2
1645510507 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 2
1645510507 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 2165.0 local - 2
1645510503 stage_in_local_local_2_0 EXECUTE 2169.0 local - 6
1645510503 stage_in_local_local_0_0 EXECUTE 2168.0 local - 5
1645510504 stage_in_remote_local_0_0 EXECUTE 2167.0 local - 4
1645510504 stage_in_remote_local_1_0 EXECUTE 2166.0 local - 3
1645510506 stage_in_remote_local_0_0 JOB_TERMINATED 2167.0 local - 4
1645510507 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 4
1645510507 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 2167.0 local - 4
1645510506 stage_in_remote_local_1_0 JOB_TERMINATED 2166.0 local - 3
1645510507 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 3
1645510507 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 2166.0 local - 3
1645510506 stage_in_remote_local_0_1 SUBMIT 2170.0 local - 7
1645510506 stage_in_remote_local_0_1 EXECUTE 2170.0 local - 7
1645510506 stage_in_local_local_0_1 SUBMIT 2171.0 local - 8
1645510506 stage_in_local_local_0_1 EXECUTE 2171.0 local - 8
1645510506 stage_in_local_local_2_1 SUBMIT 2172.0 local - 9
1645510506 stage_in_remote_local_2_1 SUBMIT 2173.0 local - 10
1645510507 stage_in_remote_local_2_1 EXECUTE 2173.0 local - 10
1645510507 stage_in_local_local_2_1 EXECUTE 2172.0 local - 9
1645510507 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 2165.0 local - 2
1645510512 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 2
1645510507 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 2166.0 local - 3
1645510512 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 3
1645510507 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 2167.0 local - 4
1645510512 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 4
1645510508 stage_in_local_local_0_0 JOB_TERMINATED 2168.0 local - 5
1645510512 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 5
1645510512 stage_in_local_local_0_0 POST_SCRIPT_STARTED 2168.0 local - 5
1645510508 stage_in_local_local_2_0 JOB_TERMINATED 2169.0 local - 6
1645510512 stage_in_local_local_2_0 JOB_SUCCESS 0 local - 6
1645510512 stage_in_local_local_2_0 POST_SCRIPT_STARTED 2169.0 local - 6
1645510509 stage_in_remote_local_0_1 JOB_TERMINATED 2170.0 local - 7
1645510512 stage_in_remote_local_0_1 JOB_SUCCESS 0 local - 7
1645510512 stage_in_remote_local_0_1 POST_SCRIPT_STARTED 2170.0 local - 7
1645510509 stage_in_remote_local_2_1 JOB_TERMINATED 2173.0 local - 10
1645510512 stage_in_remote_local_2_1 JOB_SUCCESS 0 local - 10
1645510512 stage_in_remote_local_2_1 POST_SCRIPT_STARTED 2173.0 local - 10
1645510509 stage_in_local_local_0_1 JOB_TERMINATED 2171.0 local - 8
1645510512 stage_in_local_local_0_1 JOB_SUCCESS 0 local - 8
1645510512 stage_in_local_local_0_1 POST_SCRIPT_STARTED 2171.0 local - 8
