1646170849 INTERNAL *** MONITORD_STARTED ***
1646170847 INTERNAL *** DAGMAN_STARTED 3607.0 ***
1646170851 create_dir_1000-genome_0_local SUBMIT 3608.0 local - 1
1646170852 create_dir_1000-genome_0_local EXECUTE 3608.0 local - 1
1646170854 create_dir_1000-genome_0_local JOB_TERMINATED 3608.0 local - 1
1646170856 create_dir_1000-genome_0_local JOB_SUCCESS 0 local - 1
1646170856 create_dir_1000-genome_0_local POST_SCRIPT_STARTED 3608.0 local - 1
1646170856 create_dir_1000-genome_0_local POST_SCRIPT_TERMINATED 3608.0 local - 1
1646170861 create_dir_1000-genome_0_local POST_SCRIPT_SUCCESS 0 local - 1
1646170866 stage_in_remote_local_2_0 SUBMIT 3609.0 local - 2
1646170866 stage_in_remote_local_2_0 EXECUTE 3609.0 local - 2
1646170866 stage_in_remote_local_1_0 SUBMIT 3610.0 local - 3
1646170866 stage_in_remote_local_0_0 SUBMIT 3611.0 local - 4
1646170866 stage_in_local_local_0_0 SUBMIT 3612.0 local - 5
1646170866 stage_in_local_local_2_0 SUBMIT 3613.0 local - 6
1646170869 stage_in_remote_local_2_0 JOB_TERMINATED 3609.0 local - 2
1646170872 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 2
1646170872 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 3609.0 local - 2
1646170869 stage_in_local_local_2_0 EXECUTE 3613.0 local - 6
1646170869 stage_in_local_local_0_0 EXECUTE 3612.0 local - 5
1646170869 stage_in_remote_local_0_0 EXECUTE 3611.0 local - 4
1646170869 stage_in_remote_local_1_0 EXECUTE 3610.0 local - 3
1646170871 stage_in_remote_local_1_0 JOB_TERMINATED 3610.0 local - 3
1646170872 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 3
1646170872 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 3610.0 local - 3
1646170871 stage_in_local_local_2_1 SUBMIT 3614.0 local - 7
1646170871 stage_in_local_local_2_1 EXECUTE 3614.0 local - 7
1646170871 stage_in_remote_local_2_1 SUBMIT 3615.0 local - 8
1646170872 stage_in_remote_local_2_1 EXECUTE 3615.0 local - 8
