Timestamp,Time,Node IP,Node ID,WaitingJobs,frequency,individuals,individuals_merge,mutation_overlap,sifting,TotalJobs,NodeActive,Energy,Utilization,comp_frequency,comp_individuals,comp_individuals_merge,comp_mutation_overlap,comp_sifting,comp_TotalJobs
1645945667, 5, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.7000000477,0, 0, 0, 0, 0, 0,0
1645945667, 5, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945667, 5, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.7000000477,0, 0, 0, 0, 0, 0,0
1645945667, 5, All, -1,0, 0, 0, 0, 0, 0, 0, 0,14.1000001431,0,0,0,0,0,0,0
1645945668, 6, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945668, 6, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.7000000477,0, 0, 0, 0, 0, 0,0
1645945668, 6, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945668, 6, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.7000000477,0, 0, 0, 0, 0, 0,0
1645945668, 6, All, -1,0, 0, 0, 0, 0, 0, 0, 0,14.1000001431,0,0,0,0,0,0,0
1645945669, 7, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945669, 7, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.7000000477,0, 0, 0, 0, 0, 0,0
1645945669, 7, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945669, 7, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.7000000477,0, 0, 0, 0, 0, 0,0
1645945669, 7, All, -1,0, 0, 0, 0, 0, 0, 0, 0,14.1000001431,0,0,0,0,0,0,0
1645945670, 8, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945670, 8, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5999999046,0, 0, 0, 0, 0, 0,0
1645945670, 8, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945670, 8, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945670, 8, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.9000000954,0,0,0,0,0,0,0
1645945671, 9, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945671, 9, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5999999046,0, 0, 0, 0, 0, 0,0
1645945671, 9, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945671, 9, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945671, 9, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.9000000954,0,0,0,0,0,0,0
1645945672, 10, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945672, 10, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5999999046,0, 0, 0, 0, 0, 0,0
1645945672, 10, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945672, 10, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945672, 10, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.9000000954,0,0,0,0,0,0,0
1645945673, 11, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945673, 11, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945673, 11, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945673, 11, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.7000000477,0, 0, 0, 0, 0, 0,0
1645945673, 11, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.7999999523,0,0,0,0,0,0,0
1645945674, 12, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945674, 12, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945674, 12, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945674, 12, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.7000000477,0, 0, 0, 0, 0, 0,0
1645945674, 12, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.7999999523,0,0,0,0,0,0,0
1645945675, 13, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945675, 13, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945675, 13, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945675, 13, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5999999046,0, 0, 0, 0, 0, 0,0
1645945675, 13, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.8999998569,0,0,0,0,0,0,0
1645945676, 14, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945676, 14, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945676, 14, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945676, 14, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5999999046,0, 0, 0, 0, 0, 0,0
1645945676, 14, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.8999998569,0,0,0,0,0,0,0
1645945677, 15, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945677, 15, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945677, 15, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945677, 15, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5999999046,0, 0, 0, 0, 0, 0,0
1645945677, 15, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.8999998569,0,0,0,0,0,0,0
1645945678, 16, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945678, 16, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945678, 16, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945678, 16, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945678, 16, All, -1,0, 0, 0, 0, 0, 0, 0, 0,14,0,0,0,0,0,0,0
1645945679, 17, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945679, 17, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945679, 17, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945679, 17, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945679, 17, All, -1,0, 0, 0, 0, 0, 0, 0, 0,14,0,0,0,0,0,0,0
1645945680, 18, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945680, 18, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945680, 18, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945680, 18, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945680, 18, All, -1,0, 0, 0, 0, 0, 0, 0, 0,14,0,0,0,0,0,0,0
1645945681, 19, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945681, 19, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5999999046,0, 0, 0, 0, 0, 0,0
1645945681, 19, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945681, 19, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945681, 19, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.7999999523,0,0,0,0,0,0,0
1645945682, 20, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945682, 20, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5999999046,0, 0, 0, 0, 0, 0,0
1645945682, 20, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945682, 20, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945682, 20, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.7999999523,0,0,0,0,0,0,0
1645945683, 21, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945683, 21, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5999999046,0, 0, 0, 0, 0, 0,0
1645945683, 21, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945683, 21, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945683, 21, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.7999999523,0,0,0,0,0,0,0
1645945684, 22, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945684, 22, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945684, 22, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945684, 22, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945684, 22, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.5999999046,0,0,0,0,0,0,0
1645945685, 23, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945685, 23, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945685, 23, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945685, 23, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945685, 23, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.5999999046,0,0,0,0,0,0,0
1645945686, 24, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945686, 24, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945686, 24, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945686, 24, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945686, 24, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.5999999046,0,0,0,0,0,0,0
1645945687, 25, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.9000000954,0, 0, 0, 0, 0, 0,0
1645945687, 25, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945687, 25, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945687, 25, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945687, 25, All, -1,0, 0, 0, 0, 0, 0, 0, 0,14.2000002862,0,0,0,0,0,0,0
1645945688, 26, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.9000000954,0, 0, 0, 0, 0, 0,0
1645945688, 26, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945688, 26, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945688, 26, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945688, 26, All, -1,0, 0, 0, 0, 0, 0, 0, 0,14.2000002862,0,0,0,0,0,0,0
1645945689, 27, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.9000000954,0, 0, 0, 0, 0, 0,0
1645945689, 27, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945689, 27, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945689, 27, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945689, 27, All, -1,0, 0, 0, 0, 0, 0, 0, 0,14.2000002862,0,0,0,0,0,0,0
1645945690, 28, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945690, 28, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945690, 28, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945690, 28, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945690, 28, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.7000002862,0,0,0,0,0,0,0
1645945691, 29, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945691, 29, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945691, 29, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945691, 29, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945691, 29, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.7000002862,0,0,0,0,0,0,0
1645945692, 30, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945692, 30, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945692, 30, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945692, 30, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945692, 30, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.7000002862,0,0,0,0,0,0,0
1645945693, 31, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945693, 31, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945693, 31, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945693, 31, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945693, 31, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.9000000954,0,0,0,0,0,0,0
1645945694, 32, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945694, 32, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945694, 32, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945694, 32, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945694, 32, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.9000000954,0,0,0,0,0,0,0
1645945695, 33, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.4000000954,0, 0, 0, 0, 0, 0,0
1645945695, 33, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945695, 33, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945695, 33, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945695, 33, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.9000000954,0,0,0,0,0,0,0
1645945696, 34, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945696, 34, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945696, 34, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945696, 34, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945696, 34, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.5999999046,0,0,0,0,0,0,0
1645945697, 35, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945697, 35, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945697, 35, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945697, 35, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945697, 35, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.5999999046,0,0,0,0,0,0,0
1645945698, 36, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945698, 36, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945698, 36, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.2999999523,0, 0, 0, 0, 0, 0,0
1645945698, 36, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945698, 36, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.5999999046,0,0,0,0,0,0,0
1645945699, 37, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945699, 37, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.2000000477,0, 0, 0, 0, 0, 0,0
1645945699, 37, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.2000000477,0, 0, 0, 0, 0, 0,0
1645945699, 37, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5999999046,0, 0, 0, 0, 0, 0,0
1645945699, 37, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.5,0,0,0,0,0,0,0
1645945700, 38, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945700, 38, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.2000000477,0, 0, 0, 0, 0, 0,0
1645945700, 38, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.2000000477,0, 0, 0, 0, 0, 0,0
1645945700, 38, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5999999046,0, 0, 0, 0, 0, 0,0
1645945700, 38, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.5,0,0,0,0,0,0,0
1645945701, 39, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945701, 39, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.2000000477,0, 0, 0, 0, 0, 0,0
1645945701, 39, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.2000000477,0, 0, 0, 0, 0, 0,0
1645945701, 39, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5999999046,0, 0, 0, 0, 0, 0,0
1645945701, 39, All, -1,0, 0, 0, 0, 0, 0, 0, 0,13.5,0,0,0,0,0,0,0
1645945702, 40, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945702, 40, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945702, 40, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945702, 40, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945702, 40, All, -1,0, 0, 0, 0, 0, 0, 0, 0,14,0,0,0,0,0,0,0
1645945703, 41, 192.168.5.101, 1,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945703, 41, 192.168.5.102, 2,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945703, 41, 192.168.5.103, 3,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945703, 41, 192.168.5.104, 4,0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0,0
1645945703, 41, All, -1,5, 0, 0, 0, 0, 0, 0, 0,14,0,0,0,0,0,0,0
