Timestamp,Time,Total_energy,192.168.5.101,192.168.5.102,192.168.5.103,192.168.5.104
1645945760,97,18.5999999047,3.9000000954,3.9000000954,5.0999999046,5.6999998093
1645945761,98,17.5999999046,3.7999999523,3.7999999523,4.9000000954,5.0999999046
1645945762,99,17.5999999046,3.7999999523,3.7999999523,4.9000000954,5.0999999046
1645945763,100,17.5999999046,3.7999999523,3.7999999523,4.9000000954,5.0999999046
1645945764,101,17.5999999046,3.7999999523,3.7999999523,4.9000000954,5.0999999046
1645945765,102,19.1000003815,3.7000000477,3.7000000477,5.9000000954,5.8000001907
1645945766,103,19.1000003815,3.7000000477,3.7000000477,5.9000000954,5.8000001907
1645945767,104,19.6000001431,4.1999998093,3.7000000477,5.9000000954,5.8000001907
1645945768,105,19.2999992372,4.1999998093,4.1999998093,5.1999998093,5.6999998093
1645945769,106,19.2999992372,4.1999998093,4.1999998093,5.1999998093,5.6999998093
1645945770,107,20.9000005722,4.3000001907,4.3000001907,5.9000000954,6.4000000954
1645945771,108,20.9000005722,4.3000001907,4.3000001907,5.9000000954,6.4000000954
1645945772,109,20.9000005722,4.3000001907,4.3000001907,5.9000000954,6.4000000954
