Timestamp,Time,Total_energy,192.168.5.101,192.168.5.102,192.168.5.103,192.168.5.104
1645947108,1445,21.3999996186,6.5,5.1999998093,4.1999998093,5.5
1645947109,1446,21.2999997139,6,5.5999999046,5.5,4.1999998093
1645947110,1447,21.2999997139,6,5.5999999046,5.5,4.1999998093
1645947111,1448,21.2999997139,6,5.5999999046,5.5,4.1999998093
1645947112,1449,22.0999994278,5.1999998093,5.6999998093,5.5999999046,5.5999999046
1645947113,1450,22.0999994278,5.1999998093,5.6999998093,5.5999999046,5.5999999046
1645947114,1451,21.6999998092,4.8000001907,5.6999998093,5.5999999046,5.5999999046
1645947115,1452,19.8000001907,4.8000001907,5.5999999046,4.9000000954,4.5
1645947116,1453,19.8000001907,4.8000001907,5.5999999046,4.9000000954,4.5
1645947117,1454,19.8000001907,4.8000001907,5.5999999046,4.9000000954,4.5
1645947118,1455,18.8000001908,4.5,4.9000000954,4.9000000954,4.5
1645947119,1456,18.6999998093,4.5,4.9000000954,4.6999998093,4.5999999046
1645947120,1457,18.6999998093,4.5,4.9000000954,4.6999998093,4.5999999046
1645947121,1458,19.1000003814,4.4000000954,5.3000001907,5.0999999046,4.3000001907
1645947122,1459,19.1000003814,4.4000000954,5.3000001907,5.0999999046,4.3000001907
1645947123,1460,19.1000003814,4.4000000954,5.3000001907,5.0999999046,4.3000001907
1645947124,1461,19.8999996185,4.5999999046,5.6999998093,5,4.5999999046
1645947125,1462,19.8999996185,4.5999999046,5.6999998093,5,4.5999999046
1645947126,1463,20.0999999046,4.5,5.6999998093,5.3000001907,4.5999999046
1645947127,1464,20.0999999046,4.5,5.6999998093,5.3000001907,4.5999999046
1645947128,1465,20.0999999046,4.5,5.6999998093,5.3000001907,4.5999999046
1645947129,1466,20.4999999999,4.5999999046,5.5999999046,5.5,4.8000001907
1645947130,1467,20.4999999999,4.5999999046,5.5999999046,5.5,4.8000001907
1645947131,1468,20.4999999999,4.5999999046,5.5999999046,5.5,4.8000001907
1645947132,1469,20.1999998092,4.3000001907,5.6999998093,5.5999999046,4.5999999046
1645947133,1470,20.1999998092,4.3000001907,5.6999998093,5.5999999046,4.5999999046
1645947134,1471,20.1999998092,4.3000001907,5.6999998093,5.5999999046,4.5999999046
1645947135,1472,21.0999999046,4.5,5.5,5.5999999046,5.5
1645947136,1473,21.0999999046,4.5,5.5,5.5999999046,5.5
1645947137,1474,21.0999999046,4.5,5.5,5.5999999046,5.5
1645947138,1475,19.9000000953,4.8000001907,5.5999999046,4.4000000954,5.0999999046
1645947139,1476,19.9000000953,4.8000001907,5.5999999046,4.4000000954,5.0999999046
1645947140,1477,19.9000000953,4.8000001907,5.5999999046,4.4000000954,5.0999999046
1645947141,1478,20.7999997139,4.4000000954,5.6999998093,5.5999999046,5.0999999046
1645947142,1479,21.2999997139,4.4000000954,5.6999998093,5.5999999046,5.5999999046
1645947143,1480,21.2999997139,4.4000000954,5.6999998093,5.5999999046,5.5999999046
1645947144,1481,19.5,4.5,5.5999999046,4.9000000954,4.5
1645947145,1482,19.5,4.5,5.5999999046,4.9000000954,4.5
1645947146,1483,19.5,4.5,5.5999999046,4.9000000954,4.5
1645947147,1484,19.3000001908,4.4000000954,4.9000000954,5.5999999046,4.4000000954
1645947148,1485,19.3000001908,4.4000000954,4.9000000954,5.5999999046,4.4000000954
1645947149,1486,19.3000001908,4.4000000954,4.9000000954,5.5999999046,4.4000000954
1645947150,1487,21.2999997139,4.5999999046,5.5,5.5,5.6999998093
1645947151,1488,21.2999997139,4.5999999046,5.5,5.5,5.6999998093
1645947152,1489,20.6999998092,4.4000000954,5.5999999046,5.5999999046,5.0999999046
1645947153,1490,20.6999998092,4.4000000954,5.5999999046,5.5999999046,5.0999999046
1645947154,1491,20.6999998092,4.4000000954,5.5999999046,5.5999999046,5.0999999046
1645947155,1492,20.1999998093,4.5,5.5,5.6999998093,4.5
1645947156,1493,20.1999998093,4.5,5.5,5.6999998093,4.5
1645947157,1494,19.8999996186,4.5,5.1999998093,5.6999998093,4.5
1645947158,1495,19.8999996185,4.5,5.1999998093,5.5999999046,4.5999999046
1645947159,1496,19.8999996185,4.5,5.1999998093,5.5999999046,4.5999999046
1645947160,1497,19.8999996185,4.5,5.1999998093,5.5999999046,4.5999999046
1645947161,1498,19.4000000953,4.4000000954,5.0999999046,5.3000001907,4.5999999046
1645947162,1499,20.4000000953,4.4000000954,5.0999999046,5.3000001907,5.5999999046
1645947163,1500,20.4000000953,4.4000000954,5.0999999046,5.3000001907,5.5999999046
1645947164,1501,19.6999998093,4.4000000954,5.6999998093,5.0999999046,4.5
1645947165,1502,19.6999998093,4.4000000954,5.6999998093,5.0999999046,4.5
1645947166,1503,19.6999998093,4.4000000954,5.6999998093,5.0999999046,4.5
1645947167,1504,19.1000003815,4.4000000954,5.5,4.8000001907,4.4000000954
1645947168,1505,19.1000003815,4.4000000954,5.5,4.8000001907,4.4000000954
1645947169,1506,19.1000003815,4.4000000954,5.5,4.8000001907,4.4000000954
1645947170,1507,21.0999999046,4.3000001907,5.5999999046,5.5,5.6999998093
1645947171,1508,21.0999999046,4.3000001907,5.5999999046,5.5,5.6999998093
1645947172,1509,21.0999999046,4.3000001907,5.5999999046,5.5,5.6999998093
1645947173,1510,18.3000001907,4.4000000954,5,4.3000001907,4.5999999046
1645947174,1511,18.3000001907,4.4000000954,5,4.3000001907,4.5999999046
1645947175,1512,19.700000286,4.3000001907,5,5.5999999046,4.8000001907
1645947176,1513,19.700000286,4.3000001907,5,5.5999999046,4.8000001907
1645947177,1514,19.700000286,4.3000001907,5,5.5999999046,4.8000001907
1645947178,1515,19.700000286,4.3000001907,5,5.5999999046,4.8000001907
1645947179,1516,19.7000002861,4.4000000954,4.9000000954,5.5999999046,4.8000001907
1645947180,1517,18.8000001908,4.4000000954,4.9000000954,5.0999999046,4.4000000954
1645947181,1518,18.8000001908,4.4000000954,4.9000000954,5.0999999046,4.4000000954
1645947182,1519,20.9999999999,4.5,5.3000001907,5.5999999046,5.5999999046
1645947183,1520,20.9999999999,4.5,5.3000001907,5.5999999046,5.5999999046
1645947184,1521,20.9999999999,4.5,5.3000001907,5.5999999046,5.5999999046
1645947185,1522,20,4.3000001907,5.6999998093,5.5999999046,4.4000000954
1645947186,1523,20,4.3000001907,5.6999998093,5.5999999046,4.4000000954
1645947187,1524,20,4.3000001907,5.6999998093,5.5999999046,4.4000000954
1645947188,1525,18.3000001907,4.3000001907,5.1999998093,4.3000001907,4.5
1645947189,1526,18.3000001907,4.3000001907,5.1999998093,4.3000001907,4.5
1645947190,1527,18.6000003815,4.4000000954,5.3000001907,4.4000000954,4.5
1645947191,1528,18.6000003815,4.4000000954,5.3000001907,4.4000000954,4.5
1645947192,1529,18.6000003815,4.4000000954,5.3000001907,4.4000000954,4.5
1645947193,1530,18.6000003815,4.4000000954,5.3000001907,4.4000000954,4.5
1645947194,1531,19.8000001907,4.4000000954,5.5999999046,5.5,4.3000001907
1645947195,1532,19.8000001907,4.4000000954,5.5999999046,5.5,4.3000001907
1645947196,1533,19.9000000953,4.5,5.5999999046,5.5,4.3000001907
1645947197,1534,19.5999999046,4.5,5.5999999046,4.1999998093,5.3000001907
1645947198,1535,19.5999999046,4.5,5.5999999046,4.1999998093,5.3000001907
1645947199,1536,20.9000000954,4.4000000954,5.5,5.6999998093,5.3000001907
1645947200,1537,20.9000000954,4.4000000954,5.5,5.6999998093,5.3000001907
1645947201,1538,20.9000000954,4.4000000954,5.5,5.6999998093,5.3000001907
1645947202,1539,21.4999995232,4.5,5.6999998093,5.6999998093,5.5999999046
1645947203,1540,21.4999995232,4.5,5.6999998093,5.6999998093,5.5999999046
1645947204,1541,21.4999995232,4.5,5.6999998093,5.6999998093,5.5999999046
1645947205,1542,20.2999997139,5.0999999046,5.6999998093,5.3000001907,4.1999998093
1645947206,1543,20.2999997139,5.0999999046,5.6999998093,5.3000001907,4.1999998093
1645947207,1544,20.2999997139,5.0999999046,5.6999998093,5.3000001907,4.1999998093
1645947208,1545,21.3999996186,5.5,5.6999998093,4.5,5.6999998093
1645947209,1546,21.3999996186,5.5,5.6999998093,4.5,5.6999998093
1645947210,1547,20,4.5,5.4000000954,5.5,4.5999999046
1645947211,1548,20,4.5,5.4000000954,5.5,4.5999999046
1645947212,1549,20,4.5,5.4000000954,5.5,4.5999999046
1645947213,1550,20.6999998093,4.5,5.5,5.5,5.1999998093
1645947214,1551,20.6999998093,4.5,5.5,5.5,5.1999998093
1645947215,1552,20.6999998093,4.5,5.5,5.5,5.1999998093
1645947216,1553,20.8999996186,6.1999998093,5.6999998093,4.4000000954,4.5999999046
1645947217,1554,20.8999996186,6.1999998093,5.6999998093,4.4000000954,4.5999999046
1645947218,1555,20.8999996186,6.1999998093,5.6999998093,4.4000000954,4.5999999046
1645947219,1556,21.8000001907,6.3000001907,5.5,5.4000000954,4.5999999046
1645947220,1557,21.8000001907,6.3000001907,5.5,5.4000000954,4.5999999046
1645947221,1558,21.8000001907,6.3000001907,5.5,5.4000000954,4.5999999046
1645947222,1559,22.9000000954,7.4000000954,5.5,5.4000000954,4.5999999046
1645947223,1560,22.6999998093,7.4000000954,5.5,5.0999999046,4.6999998093
1645947224,1561,22.6999998093,7.4000000954,5.5,5.0999999046,4.6999998093
1645947225,1562,22.200000286,7.3000001907,5.0999999046,5.3000001907,4.5
1645947226,1563,22.200000286,7.3000001907,5.0999999046,5.3000001907,4.5
1645947227,1564,22.200000286,7.3000001907,5.0999999046,5.3000001907,4.5
1645947228,1565,23.5,7,6.9000000954,5,4.5999999046
1645947229,1566,23.5,7,6.9000000954,5,4.5999999046
1645947230,1567,23.5,7,6.9000000954,5,4.5999999046
1645947231,1568,21.3999996185,7.0999999046,5.5,4.1999998093,4.5999999046
1645947232,1569,21.3999996185,7.0999999046,5.5,4.1999998093,4.5999999046
1645947233,1570,22.0999999045,6.3000001907,5.5999999046,5.5999999046,4.5999999046
1645947234,1571,22.0999999045,6.3000001907,5.5999999046,5.5999999046,4.5999999046
1645947235,1572,22.0999999045,6.3000001907,5.5999999046,5.5999999046,4.5999999046
1645947236,1573,23.1999998093,6.6999998093,5.5,5.6999998093,5.3000001907
1645947237,1574,23.1999998093,6.6999998093,5.5,5.6999998093,5.3000001907
1645947238,1575,23.1999998093,6.6999998093,5.5,5.6999998093,5.3000001907
1645947239,1576,22.6999998093,6.9000000954,5.6999998093,5.5999999046,4.5
1645947240,1577,22.6999998093,6.9000000954,5.6999998093,5.5999999046,4.5
1645947241,1578,22.6999998093,6.9000000954,5.6999998093,5.5999999046,4.5
1645947242,1579,21.6999998092,6,5.5999999046,5.5999999046,4.5
1645947243,1580,21.4000000953,6,5.5999999046,4.3000001907,5.5
1645947244,1581,21.4000000953,6,5.5999999046,4.3000001907,5.5
1645947245,1582,22.1999998092,7.5,5.0999999046,5.0999999046,4.5
1645947246,1583,22.1999998092,7.5,5.0999999046,5.0999999046,4.5
1645947247,1584,22.1999998092,7.5,5.0999999046,5.0999999046,4.5
1645947248,1585,23.9999995231,7.1999998093,5.5999999046,5.5999999046,5.5999999046
1645947249,1586,23.9999995231,7.1999998093,5.5999999046,5.5999999046,5.5999999046
1645947250,1587,23.9999995231,7.1999998093,5.5999999046,5.5999999046,5.5999999046
1645947251,1588,23.5999994279,7.1999998093,6.1999998093,5.6999998093,4.5
1645947252,1589,23.5999994279,7.1999998093,6.1999998093,5.6999998093,4.5
1645947253,1590,23.5999994279,7.1999998093,6.1999998093,5.6999998093,4.5
1645947254,1591,22.9000000953,6.8000001907,5.5999999046,5.5,5
1645947255,1592,22.9000000953,6.8000001907,5.5999999046,5.5,5
1645947256,1593,23.6999998093,7.1999998093,5.5999999046,5.4000000954,5.5
1645947257,1594,23.6999998093,7.1999998093,5.5999999046,5.4000000954,5.5
1645947258,1595,23.6999998093,7.1999998093,5.5999999046,5.4000000954,5.5
1645947259,1596,21.9999995233,6.6999998093,5.6999998093,5.4000000954,4.1999998093
1645947260,1597,21.9999995233,6.6999998093,5.6999998093,5.4000000954,4.1999998093
1645947261,1598,21.9999995233,6.6999998093,5.6999998093,5.4000000954,4.1999998093
1645947262,1599,23.9000000954,7.4000000954,6.4000000954,5.5999999046,4.5
1645947263,1600,23.9000000954,7.4000000954,6.4000000954,5.5999999046,4.5
1645947264,1601,23.9000000954,7.4000000954,6.4000000954,5.5999999046,4.5
1645947265,1602,21.0999999046,6.6999998093,5.5999999046,4.3000001907,4.5
1645947266,1603,21.0999999046,6.6999998093,5.5999999046,4.3000001907,4.5
1645947267,1604,22.2999997139,7.0999999046,5.1999998093,5.5,4.5
1645947268,1605,22.2999997139,7.0999999046,5.1999998093,5.5,4.5
1645947269,1606,22.2999997139,7.0999999046,5.1999998093,5.5,4.5
1645947270,1607,21.3999996185,6.5999999046,4.6999998093,5.5999999046,4.5
1645947271,1608,21.3999996185,6.5999999046,4.6999998093,5.5999999046,4.5
1645947272,1609,21.3999996185,6.5999999046,4.6999998093,5.5999999046,4.5
1645947273,1610,22.6999998093,6.6999998093,7.0999999046,4.4000000954,4.5
1645947274,1611,22.6999998093,6.6999998093,7.0999999046,4.4000000954,4.5
1645947275,1612,22.6999998093,6.6999998093,7.0999999046,4.4000000954,4.5
1645947276,1613,22.6999998093,6.6999998093,7.0999999046,4.4000000954,4.5
1645947277,1614,22.5999999045,6.8000001907,5.5999999046,5.5999999046,4.5999999046
1645947278,1615,22.5999999045,6.8000001907,5.5999999046,5.5999999046,4.5999999046
1645947279,1616,21.2999997139,6.1999998093,5.5999999046,5,4.5
1645947280,1617,21.2999997139,6.1999998093,5.5999999046,5,4.5
1645947281,1618,21.2999997139,6.1999998093,5.5999999046,5,4.5
1645947282,1619,22.9000000954,7.4000000954,5.4000000954,5.5999999046,4.5
1645947283,1620,22.9000000954,7.4000000954,5.4000000954,5.5999999046,4.5
1645947284,1621,22.9000000954,7.4000000954,5.4000000954,5.5999999046,4.5
1645947285,1622,23.1999998093,7.6999998093,5.5999999046,4.4000000954,5.5
1645947286,1623,23.1999998093,7.6999998093,5.5999999046,4.4000000954,5.5
1645947287,1624,23.1999998093,7.6999998093,5.5999999046,4.4000000954,5.5
1645947288,1625,24.2999997139,7.5999999046,5.6999998093,5.5,5.5
1645947289,1626,24.2999997139,7.5999999046,5.6999998093,5.5,5.5
1645947290,1627,24.2999997139,7.5999999046,5.6999998093,5.5,5.5
1645947291,1628,21.9999999999,6.5999999046,6.8000001907,4.0999999046,4.5
1645947292,1629,21.9999999999,6.5999999046,6.8000001907,4.0999999046,4.5
1645947293,1630,21.9999999999,6.5999999046,6.8000001907,4.0999999046,4.5
1645947294,1631,21.2999997139,6.4000000954,5.1999998093,4.0999999046,5.5999999046
1645947295,1632,21.2999997139,6.4000000954,5.1999998093,4.0999999046,5.5999999046
1645947296,1633,21.2999997139,6.4000000954,5.1999998093,4.0999999046,5.5999999046
1645947297,1634,23.2999997139,6.8000001907,5.5999999046,5.1999998093,5.6999998093
1645947298,1635,23.2999997139,6.8000001907,5.5999999046,5.1999998093,5.6999998093
1645947299,1636,23.0999994278,6.5999999046,5.5999999046,5.1999998093,5.6999998093
1645947300,1637,24.2999997139,6.5999999046,6.4000000954,5.5999999046,5.6999998093
1645947301,1638,24.2999997139,6.5999999046,6.4000000954,5.5999999046,5.6999998093
1645947302,1639,22.7999997139,7.4000000954,5.5999999046,4.1999998093,5.5999999046
1645947303,1640,22.7999997139,7.4000000954,5.5999999046,4.1999998093,5.5999999046
1645947304,1641,22.7999997139,7.4000000954,5.5999999046,4.1999998093,5.5999999046
1645947305,1642,22.9000000953,7.0999999046,5.5,5,5.3000001907
1645947306,1643,22.9000000953,7.0999999046,5.5,5,5.3000001907
1645947307,1644,22.9000000953,7.0999999046,5.5,5,5.3000001907
1645947308,1645,23.4999999999,7.5,5.8000001907,5.5999999046,4.5999999046
1645947309,1646,23.4999999999,7.5,5.8000001907,5.5999999046,4.5999999046
1645947310,1647,23.4999999999,7.5,5.8000001907,5.5999999046,4.5999999046
1645947311,1648,24.8000001907,7.4000000954,6.5,5.5999999046,5.3000001907
1645947312,1649,24.8000001907,7.4000000954,6.5,5.5999999046,5.3000001907
1645947313,1650,20.9000000953,6.5,5.3000001907,4.5,4.5999999046
1645947314,1651,20.9000000953,6.5,5.3000001907,4.5,4.5999999046
1645947315,1652,20.9000000953,6.5,5.3000001907,4.5,4.5999999046
1645947316,1653,23.8999996186,7.1999998093,5.4000000954,5.5999999046,5.6999998093
1645947317,1654,23.8999996186,7.1999998093,5.4000000954,5.5999999046,5.6999998093
1645947318,1655,23.8999996186,7.1999998093,5.4000000954,5.5999999046,5.6999998093
1645947319,1656,23.6999998093,7.3000001907,5.6999998093,5.1999998093,5.5
1645947320,1657,23.6999998093,7.3000001907,5.6999998093,5.1999998093,5.5
1645947321,1658,23.6999998093,7.3000001907,5.6999998093,5.1999998093,5.5
1645947322,1659,23.5000000001,7.4000000954,5.4000000954,5.1999998093,5.5
1645947323,1660,22.5000000001,7.4000000954,5.4000000954,5.5,4.1999998093
1645947324,1661,22.5000000001,7.4000000954,5.4000000954,5.5,4.1999998093
1645947325,1662,22.7999997138,7.5,5.0999999046,5.5999999046,4.5999999046
1645947326,1663,22.7999997138,7.5,5.0999999046,5.5999999046,4.5999999046
1645947327,1664,22.7999997138,7.5,5.0999999046,5.5999999046,4.5999999046
1645947328,1665,22.7999997139,6.5999999046,4.9000000954,5.6999998093,5.5999999046
1645947329,1666,22.7999997139,6.5999999046,4.9000000954,5.6999998093,5.5999999046
1645947330,1667,22.7999997139,6.5999999046,4.9000000954,5.6999998093,5.5999999046
1645947331,1668,21.4000000953,7.1999998093,5.0999999046,4.3000001907,4.8000001907
1645947332,1669,21.4000000953,7.1999998093,5.0999999046,4.3000001907,4.8000001907
1645947333,1670,22.1999998093,7,5.1999998093,5.5,4.5
1645947334,1671,22.1999998093,7,5.1999998093,5.5,4.5
1645947335,1672,22.1999998093,7,5.1999998093,5.5,4.5
1645947336,1673,22.1999998093,7,5.1999998093,5.5,4.5
1645947337,1674,22.2999997139,7.1999998093,5,5.5999999046,4.5
1645947338,1675,22.2999997139,7.1999998093,5,5.5999999046,4.5
1645947339,1676,21.5,6.4000000954,5,5.5999999046,4.5
1645947340,1677,22.1000003814,6.4000000954,4.8000001907,5.5999999046,5.3000001907
1645947341,1678,22.1000003814,6.4000000954,4.8000001907,5.5999999046,5.3000001907
1645947342,1679,22.9000000953,7.0999999046,5.3000001907,5.4000000954,5.0999999046
1645947343,1680,22.9000000953,7.0999999046,5.3000001907,5.4000000954,5.0999999046
1645947344,1681,22.9000000953,7.0999999046,5.3000001907,5.4000000954,5.0999999046
1645947345,1682,22.9000000953,7.3000001907,5.5,5.5999999046,4.5
1645947346,1683,22.9000000953,7.3000001907,5.5,5.5999999046,4.5
1645947347,1684,22.9000000953,7.3000001907,5.5,5.5999999046,4.5
1645947348,1685,23.2999997138,6.5999999046,5.5,5.5999999046,5.5999999046
1645947349,1686,23.2999997138,6.5999999046,5.5,5.5999999046,5.5999999046
1645947350,1687,23.2999997138,6.5999999046,5.5,5.5999999046,5.5999999046
1645947351,1688,23.0999999045,7.5999999046,5.5999999046,5.5999999046,4.3000001907
1645947352,1689,23.0999999045,7.5999999046,5.5999999046,5.5999999046,4.3000001907
1645947353,1690,22,6.1999998093,5.4000000954,5.5999999046,4.8000001907
1645947354,1691,22,6.1999998093,5.4000000954,5.5999999046,4.8000001907
1645947355,1692,22,6.1999998093,5.4000000954,5.5999999046,4.8000001907
1645947356,1693,23.6999998092,7.5,5,5.5999999046,5.5999999046
1645947357,1694,23.6999998092,7.5,5,5.5999999046,5.5999999046
1645947358,1695,23.8999996185,7.6999998093,5,5.5999999046,5.5999999046
1645947359,1696,23.8999996185,7.6999998093,5,5.5999999046,5.5999999046
1645947360,1697,23.4999995231,7.6999998093,5.5999999046,5.5999999046,4.5999999046
1645947361,1698,23.4999995231,7.6999998093,5.5999999046,5.5999999046,4.5999999046
1645947362,1699,22.4000000953,6.5,5.5,5.5999999046,4.8000001907
1645947363,1700,22.4000000953,6.5,5.5,5.5999999046,4.8000001907
1645947364,1701,22.4000000953,6.5,5.5,5.5999999046,4.8000001907
1645947365,1702,23.1999998093,7.5,5.5,5.6999998093,4.5
1645947366,1703,23.1999998093,7.5,5.5,5.6999998093,4.5
1645947367,1704,23.1999998093,7.5,5.5,5.6999998093,4.5
1645947368,1705,22.2000002861,6.4000000954,4.9000000954,5.5999999046,5.3000001907
1645947369,1706,22.2000002861,6.4000000954,4.9000000954,5.5999999046,5.3000001907
1645947370,1707,22.2000002861,6.4000000954,4.9000000954,5.5999999046,5.3000001907
1645947371,1708,22.5999999046,7.4000000954,5.5,4.0999999046,5.5999999046
1645947372,1709,22.5999999046,7.4000000954,5.5,4.0999999046,5.5999999046
1645947373,1710,20.6999998093,6.1999998093,5.5999999046,4.4000000954,4.5
1645947374,1711,20.6999998093,6.1999998093,5.5999999046,4.4000000954,4.5
1645947375,1712,20.6999998093,6.1999998093,5.5999999046,4.4000000954,4.5
1645947376,1713,20.8999996185,7.1999998093,5.5999999046,4.0999999046,4
1645947377,1714,20.8999996185,7.1999998093,5.5999999046,4.0999999046,4
1645947378,1715,20.8999996185,7.1999998093,5.5999999046,4.0999999046,4
1645947379,1716,20.8999996185,7.1999998093,5.5999999046,4.0999999046,4
1645947380,1717,22.4999999999,7.0999999046,5.5,4.3000001907,5.5999999046
1645947381,1718,21.4000000953,5.8000001907,5.6999998093,4.3000001907,5.5999999046
1645947382,1719,20.4000000953,5.8000001907,5.6999998093,4.3000001907,4.5999999046
1645947383,1720,20.4000000953,5.8000001907,5.6999998093,4.3000001907,4.5999999046
1645947384,1721,20.4000000953,5.8000001907,5.6999998093,4.3000001907,4.5999999046
1645947385,1722,22.8999996185,7.1999998093,5.5,5.5999999046,4.5999999046
1645947386,1723,22.7999997139,7.1999998093,5.5,5.5999999046,4.5
1645947387,1724,22.5999999046,6.5999999046,5.5999999046,5.5,4.9000000954
1645947388,1725,22.5999999046,6.5999999046,5.5999999046,5.5,4.9000000954
1645947389,1726,22.5999999046,6.5999999046,5.5999999046,5.5,4.9000000954
1645947390,1727,22.6999998093,5.9000000954,5.5,5.5999999046,5.6999998093
1645947391,1728,22.6999998093,5.9000000954,5.5,5.5999999046,5.6999998093
1645947392,1729,22.6999998093,5.9000000954,5.5,5.5999999046,5.6999998093
1645947393,1730,24.0999999046,7.4000000954,5.5999999046,5.5999999046,5.5
1645947394,1731,24.0999999046,7.4000000954,5.5999999046,5.5999999046,5.5
1645947395,1732,24.0999999046,7.4000000954,5.5999999046,5.5999999046,5.5
1645947396,1733,24.0999999046,7.4000000954,5.5999999046,5.5999999046,5.5
1645947397,1734,23.2999997139,6.4000000954,5.5999999046,5.5999999046,5.6999998093
1645947398,1735,23.2999997139,6.4000000954,5.5999999046,5.5999999046,5.6999998093
1645947399,1736,22.3000001906,5.5999999046,5.8000001907,5.3000001907,5.5999999046
1645947400,1737,22.3000001906,5.5999999046,5.8000001907,5.3000001907,5.5999999046
1645947401,1738,22.3000001906,5.5999999046,5.8000001907,5.3000001907,5.5999999046
1645947402,1739,23.6999998092,7.0999999046,5.6999998093,5.3000001907,5.5999999046
1645947403,1740,22.7999997139,7.0999999046,5.6999998093,5.4000000954,4.5999999046
1645947404,1741,22.5999999045,7.0999999046,5.5999999046,5.3000001907,4.5999999046
1645947405,1742,22.5999999045,7.0999999046,5.5999999046,5.3000001907,4.5999999046
1645947406,1743,22.4999999999,7.0999999046,5.5999999046,5.3000001907,4.5
1645947407,1744,22.4999999999,7.0999999046,5.5999999046,5.3000001907,4.5
1645947408,1745,22.3999996184,7.0999999046,5.5999999046,5.5999999046,4.0999999046
1645947409,1746,22.3999996184,7.0999999046,5.5999999046,5.5999999046,4.0999999046
1645947410,1747,22.3999996184,7.0999999046,5.5999999046,5.5999999046,4.0999999046
1645947411,1748,22.5000000001,7,5.6999998093,5.4000000954,4.4000000954
1645947412,1749,22.5000000001,7,5.6999998093,5.4000000954,4.4000000954
1645947413,1750,23.6999998092,7.0999999046,6.8000001907,4.6999998093,5.0999999046
1645947414,1751,23.6999998092,7.0999999046,6.8000001907,4.6999998093,5.0999999046
1645947415,1752,23.6999998092,7.0999999046,6.8000001907,4.6999998093,5.0999999046
1645947416,1753,23.6999998092,7.0999999046,6.8000001907,4.6999998093,5.0999999046
1645947417,1754,22.4000000953,6.3000001907,5.5999999046,5.5,5
1645947418,1755,22.4000000953,6.3000001907,5.5999999046,5.5,5
1645947419,1756,21.1999998093,6.5,5.6999998093,4.5999999046,4.4000000954
1645947420,1757,21.1999998093,6.5,5.6999998093,4.5999999046,4.4000000954
1645947421,1758,21.1999998093,6.5,5.6999998093,4.5999999046,4.4000000954
1645947422,1759,21.9000000954,6.4000000954,5.5,5.5999999046,4.4000000954
1645947423,1760,21.9000000954,6.4000000954,5.5,5.5999999046,4.4000000954
1645947424,1761,21.9000000954,6.4000000954,5.5,5.5999999046,4.4000000954
1645947425,1762,22.6999998092,6.3000001907,5.5999999046,5.1999998093,5.5999999046
1645947426,1763,22.6999998092,6.3000001907,5.5999999046,5.1999998093,5.5999999046
1645947427,1764,22.3999996185,7.0999999046,5.5999999046,5.1999998093,4.5
1645947428,1765,22.3999996185,7.0999999046,5.5999999046,5.1999998093,4.5
1645947429,1766,22.3999996185,7.0999999046,5.5999999046,5.1999998093,4.5
1645947430,1767,22.3999996185,7.0999999046,5.5999999046,5.1999998093,4.5
1645947431,1768,22.7999997138,7.0999999046,5.5999999046,5.5999999046,4.5
1645947432,1769,22.7999997138,7.0999999046,5.5999999046,5.5999999046,4.5
1645947433,1770,23.1999993325,7.1999998093,5.6999998093,4.5999999046,5.6999998093
1645947434,1771,23.1999993325,7.1999998093,5.6999998093,4.5999999046,5.6999998093
1645947435,1772,23.1999993325,7.1999998093,5.6999998093,4.5999999046,5.6999998093
1645947436,1773,20.7999997139,6.5999999046,4.9000000954,5.0999999046,4.1999998093
1645947437,1774,20.7999997139,6.5999999046,4.9000000954,5.0999999046,4.1999998093
1645947438,1775,20.7999997139,6.5999999046,4.9000000954,5.0999999046,4.1999998093
1645947439,1776,20.9000000953,6.5999999046,4.6999998093,4.3000001907,5.3000001907
1645947440,1777,20.9000000953,6.5999999046,4.6999998093,4.3000001907,5.3000001907
1645947441,1778,20.9000000953,6.5999999046,4.6999998093,4.3000001907,5.3000001907
1645947442,1779,20.8000001907,6.5,4.6999998093,4.3000001907,5.3000001907
1645947443,1780,22.8999996185,6.5,5.6999998093,5.0999999046,5.5999999046
1645947444,1781,22.8999996185,6.5,5.6999998093,5.0999999046,5.5999999046
1645947445,1782,22.7999997139,6.1999998093,5.4000000954,5.5999999046,5.5999999046
1645947446,1783,22.7999997139,6.1999998093,5.4000000954,5.5999999046,5.5999999046
1645947447,1784,22.7999997139,6.1999998093,5.4000000954,5.5999999046,5.5999999046
1645947448,1785,20.6999998094,6.1999998093,4.9000000954,5.1999998093,4.4000000954
1645947449,1786,20.6999998094,6.1999998093,4.9000000954,5.1999998093,4.4000000954
1645947450,1787,21.9999995231,6.0999999046,5.6999998093,4.5999999046,5.5999999046
1645947451,1788,21.9999995231,6.0999999046,5.6999998093,4.5999999046,5.5999999046
1645947452,1789,21.9999995231,6.0999999046,5.6999998093,4.5999999046,5.5999999046
1645947453,1790,21.9999995231,6.0999999046,5.6999998093,4.5999999046,5.5999999046
1645947454,1791,21.799999714,6.4000000954,5.6999998093,4.1999998093,5.5
1645947455,1792,21.799999714,6.4000000954,5.6999998093,4.1999998093,5.5
1645947456,1793,22.9999995231,6.1999998093,5.5999999046,5.5999999046,5.5999999046
1645947457,1794,22.9999995231,6.1999998093,5.5999999046,5.5999999046,5.5999999046
