DAGMAN_STARTED,DAGMAN_FINISHED,FirstSubmit,FirstWorkSubmit,FinalWorkSuccess,FinalSuccess,dag_time,flow_time,work_time
1645945662,1645954209,1645945666,1645945703,1645954174,1645954204,8547,8538,8471
