timestamp,description,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
1645920850, ,3.2999999523,3.5,3.4000000954,3.4000000954,3.5,3.5,0,0,3.2000000477,3.2999999523,3.5,3.2999999523,2.9000000954,3.9000000954
1645920851, ,3.2999999523,3.4000000954,3.5,3.5999999046,3.2999999523,3.2999999523,0,0,3.2999999523,3.2999999523,3.5999999046,3.4000000954,2.9000000954,3.9000000954
1645920852, ,3.2999999523,3.4000000954,3.5,3.5999999046,3.2999999523,3.2999999523,0,0,3.2999999523,3.2999999523,3.5999999046,3.4000000954,2.9000000954,3.9000000954
1645920853, ,3.4000000954,3.4000000954,3.5,3.5999999046,3.2999999523,3.2999999523,0,0,3.2999999523,3.2999999523,3.5999999046,3.4000000954,2.9000000954,3.9000000954
1645920854, ,3.4000000954,3.4000000954,3.4000000954,3.5,3.5,3.4000000954,0,0,3.4000000954,3.2999999523,3.2999999523,3.4000000954,2.9000000954,3.2999999523
1645920855, ,3.4000000954,3.4000000954,3.4000000954,3.5,3.5,3.4000000954,0,0,3.4000000954,3.2999999523,3.2999999523,3.4000000954,2.9000000954,3.2999999523
1645920856, ,3.5,3.5,3.4000000954,3.5,3.5,3.4000000954,0,0,3.5,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.2999999523
1645920857, ,3.5,3.5,3.4000000954,3.5,3.5,3.5,0,0,3.5,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.2999999523
1645920858, ,3.5,3.5,3.4000000954,3.5,3.5,3.5,0,0,3.5,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.2999999523
1645920859, ,3.2000000477,3.5999999046,3.2999999523,3.5,3.4000000954,3.5,0,0,3.2999999523,3.2000000477,3.4000000954,3.2999999523,3.2999999523,3.9000000954
1645920860, ,3.2000000477,3.5999999046,3.2999999523,3.5,3.4000000954,3.5,0,0,3.2999999523,3.2000000477,3.4000000954,3.2999999523,3.2999999523,3.9000000954
1645920861, ,3.5999999046,3.4000000954,3.5,3.2999999523,3.4000000954,3.5,0,0,3.4000000954,3.2999999523,3.4000000954,3.2999999523,3.2999999523,3.9000000954
