timestamp,description,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12
1644637979, ,3.2000000477,3.7999999523,3.2999999523,3.2000000477,3.4000000954,3.5,3.5,3.5,3.5999999046,3.2999999523,2.9000000954,3
1644637980, ,3.4000000954,3.2999999523,3.2999999523,3.7000000477,3.4000000954,3.5,3.2999999523,3.4000000954,3.5,3.4000000954,3,3
1644637981, ,3.4000000954,3.2999999523,3.2999999523,3.7000000477,3.4000000954,3.5,3.2999999523,3.4000000954,3.5,3.4000000954,3,3
1644637982, ,3.2999999523,3.5,3,3.2999999523,3.2999999523,3.5,3.2999999523,3.4000000954,3.5,3.4000000954,3,3.4000000954
1644637983, ,3.2999999523,3.5,3,3.2999999523,3.2999999523,3.5,3.2999999523,3.4000000954,3.5,3.4000000954,3,3.4000000954
1644637984, ,3.2999999523,3.5,3,3.2999999523,3.2999999523,3.4000000954,3.4000000954,3.4000000954,4,3.4000000954,3,3.4000000954
1644637985, ,3.2999999523,3.5,3,3.2999999523,3.2999999523,3.4000000954,3.4000000954,3.4000000954,4,3.4000000954,3,3.2000000477
1644637986, ,3.2999999523,3.2000000477,3.2000000477,3.2000000477,3.4000000954,3.4000000954,3.5,3.4000000954,4,3.4000000954,3,3.2000000477
1644637987, ,3.2999999523,3.2000000477,3.2000000477,3.2000000477,3.4000000954,3.4000000954,3.5,3.4000000954,3.9000000954,3.2999999523,3,3.2000000477
1644637988, ,3.2999999523,3.2000000477,3.2000000477,3.2000000477,3.4000000954,3.4000000954,3.5,3.4000000954,3.9000000954,3.2999999523,2.9000000954,3.2999999523
1644637989, ,3.4000000954,3.4000000954,3.0999999046,3.2000000477,3.4000000954,3.4000000954,3.5,3.4000000954,3.9000000954,3.2999999523,2.9000000954,3.2999999523
1644637990, ,3.4000000954,3.4000000954,3.0999999046,3.2000000477,3.4000000954,3.2999999523,3.4000000954,3.2000000477,3.5,3.4000000954,3,3.2999999523
1644637991, ,3.4000000954,3.4000000954,3.0999999046,3.2000000477,3.4000000954,3.2999999523,3.4000000954,3.2000000477,3.5,3.4000000954,3,3.2999999523
1644637992, ,3.2999999523,2.9000000954,3.0999999046,3.2000000477,3.4000000954,3.2999999523,3.4000000954,3.2000000477,3.5,3.4000000954,3,3.2999999523
1644637993, ,3.2999999523,2.9000000954,3.0999999046,3.2999999523,3.2999999523,3.5,3.2999999523,3.4000000954,3.5,3.4000000954,3,3.2999999523
1644637994, ,3.2999999523,2.9000000954,3.0999999046,3.2999999523,3.2999999523,3.5,3.2999999523,3.4000000954,3.9000000954,3.2999999523,3.0999999046,3.5
