timestamp,description,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
1644661219, ,3.2999999523,3.5,3.0999999046,3.5,3.4000000954,3.5,3.5,0,3.4000000954,3.5999999046,3.5999999046,3,3.4000000954
1644661220, ,3.2999999523,3.5,3.0999999046,3.2999999523,3.2999999523,3.4000000954,3.2999999523,0,3.5,3.5,3.4000000954,2.9000000954,3.4000000954
1644661221, ,3.2999999523,3.5,3.0999999046,3.2999999523,3.2999999523,3.4000000954,3.2999999523,0,3.5,3.5,3.4000000954,2.9000000954,3.4000000954
1644661222, ,3.2999999523,3.7999999523,3.0999999046,3.2999999523,3.2999999523,3.4000000954,3.2999999523,0,3.4000000954,3.5,3.4000000954,3,3.5
1644661223, ,3.2999999523,3.7999999523,3.0999999046,3.5,3.5,3.5,3.5,0,3.4000000954,3.5,3.4000000954,3,3.5
1644661224, ,3.2999999523,3.7999999523,3.0999999046,3.5,3.5,3.5,3.5,0,3.5,3.5,3.4000000954,3,3.5
1644661225, ,3.5,3.5,3.0999999046,3.4000000954,3.4000000954,3.4000000954,3.5,0,3.5,3.7000000477,3.4000000954,3,3.4000000954
1644661226, ,3.5,3.5,3.0999999046,3.4000000954,3.4000000954,3.4000000954,3.5,0,3.5,3.7000000477,3.4000000954,3,3.4000000954
1644661227, ,3.2999999523,3.5,3.0999999046,3.2999999523,3.4000000954,3.4000000954,3.5,0,3.5,3.7000000477,3.4000000954,3,3.4000000954
1644661228, ,3.2999999523,3.5,3.0999999046,3.2999999523,3.2999999523,3.4000000954,3.4000000954,0,3.5,3.7000000477,3.4000000954,3,3.4000000954
1644661229, ,3.2999999523,3.5,3.0999999046,3.2999999523,3.2999999523,3.4000000954,3.4000000954,0,3.5,3.4000000954,3.5,2.9000000954,3.4000000954
1644661230, ,3.2999999523,3.5,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.4000000954,0,3.4000000954,3.4000000954,3.5,2.9000000954,3.4000000954
1644661231, ,3.2999999523,3.5,3.2999999523,3.4000000954,3.4000000954,3.5,3.5,0,3.4000000954,3.5,3.2999999523,3.2999999523,3.7999999523
1644661232, ,3.2999999523,3.5,3.2999999523,3.4000000954,3.4000000954,3.5,3.5,0,3.4000000954,3.5,3.2999999523,3.2999999523,3.7999999523
1644661233, ,3.2999999523,3.5,3.2999999523,3.4000000954,3.4000000954,3.5,3.5,0,3.4000000954,3.5,3.2999999523,3.2999999523,3.7999999523
1644661234, ,3.4000000954,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.4000000954,3.5,0,3.4000000954,3.5,3.2999999523,3.2999999523,3.7999999523
1644661235, ,3.4000000954,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.4000000954,3.5,0,3.4000000954,3.7000000477,3.5,3,3.4000000954
1644661236, ,3.5,3.4000000954,3.0999999046,3.2999999523,3.4000000954,3.4000000954,3.5,0,3.4000000954,3.7000000477,3.5,3,3.4000000954
1644661237, ,3.5,3.4000000954,3.0999999046,3.2999999523,3.2999999523,3.4000000954,3.2999999523,0,3.5,3.5,3.5,3,3.4000000954
1644661238, ,3.5,3.4000000954,3.0999999046,3.2999999523,3.2999999523,3.4000000954,3.2999999523,0,3.5,3.5,3.5,2.9000000954,3.2999999523
1644661239, ,3.2999999523,3.5,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.2999999523,0,3.2999999523,3.5,3.5,2.9000000954,3.2999999523
1644661240, ,3.2999999523,3.5,3.2999999523,3.4000000954,3.5,3.9000000954,3.5,0,3.2999999523,3.5,3.4000000954,2.9000000954,3.2999999523
1644661241, ,3.2999999523,3.5,3.2999999523,3.4000000954,3.5,3.9000000954,3.5,0,3.2999999523,3.5,3.4000000954,2.9000000954,3.2999999523
1644661242, ,3.2999999523,3.5,3.2999999523,3.4000000954,3.5,3.9000000954,3.5,0,3.4000000954,3.5999999046,3.4000000954,2.9000000954,3.2999999523
1644661243, ,3.4000000954,3.5,3.0999999046,3.2999999523,3.4000000954,3.4000000954,3.5,0,3.4000000954,3.5999999046,3.5999999046,3,3.4000000954
1644661244, ,3.4000000954,3.5,3.0999999046,3.2999999523,3.4000000954,3.4000000954,3.5,0,3.4000000954,3.5999999046,3.5999999046,3,3.4000000954
1644661245, ,3.2999999523,3.4000000954,3.0999999046,3.2999999523,3.4000000954,3.4000000954,3.5,0,3.5,3.5999999046,3.5999999046,3,3.4000000954
1644661246, ,3.2999999523,3.4000000954,3.0999999046,3.2999999523,3.4000000954,3.4000000954,3.5,0,3.5,3.5999999046,3.5999999046,3,3.4000000954
1644661247, ,3.2999999523,3.4000000954,3.0999999046,3.2999999523,3.4000000954,3.4000000954,3.2999999523,0,3.5,3.5999999046,3.4000000954,2.9000000954,3.2999999523
1644661248, ,3.2999999523,3.2999999523,3.2999999523,3.5,3.4000000954,3.4000000954,3.2999999523,0,3.5,3.5999999046,3.4000000954,2.9000000954,3.2999999523
1644661249, ,3.2999999523,3.2999999523,3.2999999523,3.5,3.4000000954,3.2999999523,3.5,0,3.2999999523,3.5,3.4000000954,2.9000000954,3.2999999523
1644661250, ,3.2999999523,3.2999999523,3.2999999523,3.5,3.4000000954,3.2999999523,3.5,0,3.2999999523,3.5,3.2999999523,2.9000000954,3.2999999523
1644661251, ,3.5,3.5,3.4000000954,3.5,3.4000000954,3.2999999523,3.5,0,3.2999999523,3.5,3.2999999523,2.9000000954,3.2999999523
1644661252, ,3.5,3.5,3.4000000954,3.5,3.4000000954,3.5,3.5,0,3.4000000954,3.7999999523,3.2999999523,2.9000000954,3.2999999523
1644661253, ,3.5,3.5,3.4000000954,3.5,3.4000000954,3.5,3.5,0,3.4000000954,3.7999999523,3.2999999523,3,3.7000000477
1644661254, ,3.5,3.5,3.0999999046,3.4000000954,3.2000000477,3.5,3.5,0,3.4000000954,3.7999999523,3.2999999523,3,3.7000000477
1644661255, ,3.5,3.5,3.0999999046,3.4000000954,3.2000000477,3.5,3.5,0,3.2999999523,3.4000000954,3.4000000954,3,3.7000000477
1644661256, ,3.5,3.5,3.0999999046,3.4000000954,3.2000000477,3.4000000954,3.4000000954,0,3.2999999523,3.4000000954,3.4000000954,2.9000000954,3.2999999523
1644661257, ,3.2999999523,3.2999999523,3.2000000477,3.5,3.7000000477,3.4000000954,3.4000000954,0,3.2999999523,3.5,3.2999999523,2.9000000954,3.2999999523
1644661258, ,3.2999999523,3.2999999523,3.2000000477,3.5,3.7000000477,3.4000000954,3.4000000954,0,3.2999999523,3.5,3.2999999523,2.9000000954,3.2999999523
1644661259, ,3.2999999523,3.2999999523,3.2000000477,3.5,3.7000000477,3.2999999523,3.5,0,3.2999999523,3.5,3.2999999523,2.9000000954,3.2999999523
1644661260, ,3.4000000954,3.5,3.2999999523,3.5,3.5,3.2999999523,3.5,0,3.5,3.5999999046,3.2999999523,2.9000000954,3.2999999523
1644661261, ,3.4000000954,3.5,3.2999999523,3.5,3.5,3.2999999523,3.5,0,3.5,3.5999999046,3.2999999523,3.2999999523,3.5
1644661262, ,3.4000000954,3.5,3.2999999523,3.5,3.5,3.5,3.5,0,3.5,3.5999999046,3.2999999523,3.2999999523,3.5
1644661263, ,3.4000000954,3.5,3.2999999523,3.5,3.5,3.5,3.5,0,3.5,3.5999999046,3.2999999523,3.2999999523,3.5
1644661264, ,3.2000000477,3.4000000954,3.0999999046,3.4000000954,3.2999999523,3.4000000954,3.2999999523,0,3.5999999046,3.5,3.5,3.2999999523,3.5
