timestamp,description,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
1646447858, ,3.2999999523,3.9000000954,3.5,3.5,3.5999999046,3.5,0,0,3.5,3.2000000477,3.4000000954,3.5,3.2999999523,3.5999999046
1646447859, ,3.2999999523,3.9000000954,3.5,3.5,3.5999999046,3.5,0,0,3.5,3.2000000477,3.4000000954,3.2999999523,3.2000000477,3.4000000954
1646447860, ,3.4000000954,3.5999999046,3.5,3.5,3.5999999046,3.5,0,0,3.5,3.2000000477,3.4000000954,3.2999999523,3.2000000477,3.4000000954
1646447861, ,3.4000000954,3.5999999046,3.5999999046,3.5,3.5,3.5,0,0,3.4000000954,3.2999999523,3.4000000954,3.2999999523,3.2000000477,3.5
1646447862, ,3.4000000954,3.5999999046,3.5999999046,3.5,3.5,3.5,0,0,3.4000000954,3.2999999523,3.4000000954,3.2999999523,3.2000000477,3.5
1646447863, ,3.2999999523,3.5,3.5,3.5,3.5,3.5,0,0,3.4000000954,3.2999999523,3.4000000954,3.2999999523,3.2000000477,3.5
1646447864, ,3.2999999523,3.5,3.5,3.4000000954,3.2999999523,3.4000000954,0,0,3.2000000477,3.4000000954,3.5,3.5,3.2000000477,3.5
1646447865, ,3.2999999523,3.5,3.5,3.4000000954,3.2999999523,3.4000000954,0,0,3.2000000477,3.4000000954,3.5,3.5,3.4000000954,3.5
1646447866, ,3.2999999523,3.4000000954,3.9000000954,3.5999999046,3.5,3.4000000954,0,0,3.2000000477,3.4000000954,3.5,3.5,3.4000000954,3.5
1646447867, ,3.2999999523,3.4000000954,3.9000000954,3.5999999046,3.5,3.5,0,0,3.5,3.2000000477,3.2999999523,3.4000000954,3.2000000477,3.4000000954
1646447868, ,3.2999999523,3.4000000954,3.9000000954,3.5999999046,3.5,3.5,0,0,3.5,3.2000000477,3.2999999523,3.4000000954,3.2000000477,3.4000000954
1646447869, ,3.5,3.5999999046,3.5,3.5999999046,3.5,3.5,0,0,3.5,3.2000000477,3.2999999523,3.4000000954,3.2000000477,3.4000000954
1646447870, ,3.5,3.5999999046,3.5,3.5999999046,3.5,3.5,0,0,3.5,3.2000000477,3.2000000477,3.2999999523,3.2999999523,3.2999999523
1646447871, ,3.4000000954,3.5999999046,3.5999999046,3.5,3.2999999523,3.5,0,0,3.5,3.2000000477,3.2000000477,3.2999999523,3.2999999523,3.2999999523
1646447872, ,3.4000000954,3.5999999046,3.5999999046,3.5,3.2999999523,3.5,0,0,3.2999999523,3.2999999523,3.5,3.2999999523,3.5,3.5
1646447873, ,3.4000000954,3.5999999046,3.5999999046,3.5,3.2999999523,3.5,0,0,3.2999999523,3.2999999523,3.5,3.2999999523,3.5,3.5
1646447874, ,3.4000000954,3.5999999046,3.5999999046,3.5,3.2999999523,3.5,0,0,3.2999999523,3.2999999523,3.5,3.2999999523,3.5,3.5
1646447875, ,3.2999999523,3.5,3.4000000954,3.4000000954,3.2999999523,3.2999999523,0,0,3.5,3.2999999523,3.4000000954,3.5,3,3.4000000954
1646447876, ,3.2999999523,3.5,3.4000000954,3.4000000954,3.2999999523,3.2999999523,0,0,3.5,3.2999999523,3.4000000954,3.5,3,3.4000000954
1646447877, ,3.2999999523,3.4000000954,3.5,3.5999999046,3.5,3.5999999046,0,0,3.5,3.2999999523,3.4000000954,3.5,3,3.4000000954
1646447878, ,3.2999999523,3.4000000954,3.5,3.5999999046,3.5,3.5999999046,0,0,3.4000000954,3.2000000477,3.2999999523,3.4000000954,3.2999999523,3.4000000954
1646447879, ,3.2999999523,3.4000000954,3.5,3.5999999046,3.5,3.5999999046,0,0,3.4000000954,3.2000000477,3.2999999523,3.4000000954,3.2999999523,3.4000000954
1646447880, ,3.4000000954,3.5,3.5,3.5999999046,3.5,3.5999999046,0,0,3.2999999523,3.2000000477,3.2999999523,3.4000000954,3.2999999523,3.4000000954
1646447881, ,3.4000000954,3.5,3.5,3.5,3.4000000954,3.5,0,0,3.2999999523,3.2000000477,3.2999999523,3.2999999523,3.2999999523,3.5
1646447882, ,3.4000000954,3.5,3.5,3.5,3.4000000954,3.5,0,0,3.2999999523,3.2000000477,3.2999999523,3.2999999523,3.2999999523,3.5
1646447883, ,3.5,3.5999999046,3.5,3.5,3.4000000954,3.5,0,0,3.2999999523,3.2000000477,3.2999999523,3.2999999523,3.2999999523,3.5
1646447884, ,3.5,3.5999999046,3.5,3.4000000954,3.2999999523,3.4000000954,0,0,3.2000000477,3.2999999523,3.5,3.2999999523,3.2999999523,3.5
