DAGMAN_STARTED,DAGMAN_FINISHED,FirstSubmit,FirstWorkSubmit,FinalWorkSuccess,FinalSuccess,dag_time,flow_time,work_time
1611656394,1611661587,1611656399,1611656564,1611661472,1611661582,5193,5183,4908
