Job,ID,DagmanID,Node IP,SUBMIT,EXECUTE,JOB_TERMINATED,JOB_SUCCESS,POST_SCRIPT_STARTED,POST_SCRIPT_TERMINATED,POST_SCRIPT_SUCCESS,wait_time,exec_time,ps_time
mDiffFit,ID0000118,13128.000.000,192.168.1.164,1611658456,1611658502,1611658511,1611658512,1611658512,1611658512,1611658519,46,10,7
register_local,9_1,13399.000.000,192.168.1.4,1611660494,1611660502,1611660512,1611660518,1611660518,1611660519,1611660530,8,16,12
clean_up_local_level,0_3,13398.000.000,192.168.1.4,1611660483,1611660493,1611660508,1611660518,1611660518,1611660518,1611660530,10,25,12
create_dir_montage,local_0,13001.000.000,192.168.1.4,1611656399,1611656400,1611656402,1611656404,1611656404,1611656404,1611656409,1,4,5
mDiffFit,ID0000033,13212.000.000,192.168.1.161,1611659416,1611659446,1611659454,1611659455,1611659455,1611659456,1611659466,30,9,11
mDiffFit,ID0000080,13381.000.000,192.168.1.161,1611660368,1611660434,1611660445,1611660455,1611660455,1611660458,1611660473,66,21,18
clean_up_local_level,0_4,13503.000.000,192.168.1.4,1611661043,1611661049,1611661061,1611661062,1611661062,1611661064,1611661070,6,13,8
mDiffFit,ID0000260,13288.000.000,192.168.1.162,1611659853,1611659874,1611659890,1611659901,1611659901,1611659901,1611659914,21,27,13
mBackground,ID0000299,13323.000.000,192.168.1.165,1611660040,1611660052,1611660084,1611660088,1611660088,1611660089,1611660100,12,36,12
mBackground,ID0000303,13328.000.000,192.168.1.165,1611660055,1611660092,1611660150,1611660159,1611660159,1611660162,1611660172,37,67,13
mDiffFit,ID0000281,13086.000.000,192.168.1.162,1611657893,1611657979,1611657986,1611657989,1611657989,1611657990,1611657995,86,10,6
mDiffFit,ID0000048,13448.000.000,192.168.1.165,1611660752,1611660763,1611660775,1611660787,1611660787,1611660790,1611660800,11,24,13
mBackground,ID0000307,13334.000.000,192.168.1.165,1611660095,1611660129,1611660200,1611660205,1611660205,1611660208,1611660220,34,76,15
mDiffFit,ID0000108,13236.000.000,192.168.1.161,1611659554,1611659589,1611659596,1611659608,1611659608,1611659609,1611659621,35,19,13
mDiffFit,ID0000207,13279.000.000,192.168.1.163,1611659802,1611659820,1611659833,1611659844,1611659844,1611659848,1611659858,18,24,14
mDiffFit,ID0000336,13364.000.000,192.168.1.161,1611660286,1611660307,1611660320,1611660331,1611660331,1611660332,1611660343,21,24,12
mDiffFit,ID0000220,13083.000.000,192.168.1.162,1611657888,1611657960,1611657962,1611657972,1611657972,1611657972,1611657979,72,12,7
clean_up_local_level,0_6,13510.000.000,192.168.1.4,1611661092,1611661093,1611661108,1611661122,1611661122,1611661123,1611661135,1,29,13
mDiffFit,ID0000245,13244.000.000,192.168.1.161,1611659607,1611659621,1611659623,1611659632,1611659632,1611659634,1611659646,14,11,14
mBackground,ID0000466,13488.000.000,192.168.1.166,1611660920,1611660946,1611661023,1611661025,1611661025,1611661027,1611661031,26,79,6
mDiffFit,ID0000284,13249.000.000,192.168.1.161,1611659632,1611659648,1611659652,1611659659,1611659659,1611659660,1611659671,16,11,12
mDiffFit,ID0000246,13084.000.000,192.168.1.162,1611657893,1611657970,1611657972,1611657979,1611657979,1611657979,1611657984,77,9,5
stage_in_local_local,1_0,13013.000.000,192.168.1.4,1611656431,1611656438,1611656829,1611656831,1611656831,1611656831,1611656836,7,393,5
mDiffFit,ID0000359,13407.000.000,192.168.1.163,1611660538,1611660570,1611660579,1611660584,1611660584,1611660586,1611660598,32,14,14
clean_up_local_level,3_7,13533.000.000,192.168.1.4,1611661250,1611661251,1611661261,1611661267,1611661267,1611661269,1611661280,1,16,13
mDiffFit,ID0000261,13287.000.000,192.168.1.165,1611659841,1611659864,1611659885,1611659890,1611659890,1611659891,1611659901,23,26,11
mConcatFit,ID0000294,13301.000.000,192.168.1.161,1611659921,1611659940,1611659953,1611659966,1611659966,1611659968,1611659979,19,26,13
mDiffFit,ID0000230,13284.000.000,192.168.1.165,1611659823,1611659850,1611659859,1611659872,1611659872,1611659874,1611659890,27,22,18
mProject,ID0000014,13056.000.000,192.168.1.161,1611656871,1611658318,1611660018,1611660019,1611660019,1611660022,1611660031,1447,1701,12
mImgtbl,ID0000469,13504.000.000,192.168.1.166,1611661043,1611661066,1611661069,1611661070,1611661070,1611661070,1611661075,23,4,5
mProject,ID0000013,13037.000.000,192.168.1.164,1611656766,1611656780,1611658434,1611658442,1611658442,1611658443,1611658450,14,1662,8
mDiffFit,ID0000187,13186.000.000,192.168.1.165,1611659262,1611659301,1611659304,1611659313,1611659313,1611659314,1611659323,39,12,10
mDiffFit,ID0000107,13140.000.000,192.168.1.162,1611658575,1611658592,1611658595,1611658604,1611658604,1611658606,1611658618,17,12,14
register_local,14_1,13309.000.000,192.168.1.4,1611659974,1611659977,1611659979,1611659993,1611659993,1611659994,1611660005,3,16,12
mDiffFit,ID0000083,13143.000.000,192.168.1.162,1611658577,1611658609,1611658614,1611658618,1611658618,1611658618,1611658630,32,9,12
mBackground,ID0000309,13338.000.000,192.168.1.165,1611660122,1611660140,1611660200,1611660205,1611660205,1611660209,1611660220,18,65,15
mDiffFit,ID0000212,13269.000.000,192.168.1.166,1611659740,1611659761,1611659765,1611659773,1611659773,1611659776,1611659782,21,12,9
mDiffFit,ID0000089,13369.000.000,192.168.1.161,1611660315,1611660338,1611660345,1611660356,1611660356,1611660358,1611660370,23,18,14
mDiffFit,ID0000072,13421.000.000,192.168.1.165,1611660616,1611660637,1611660641,1611660652,1611660652,1611660656,1611660666,21,15,14
register_local,3_1,13567.000.000,192.168.1.4,1611661522,1611661522,1611661524,1611661528,1611661528,1611661529,1611661534,0,6,6
mBgModel,ID0000138,13508.000.000,192.168.1.166,1611661069,1611661070,1611661077,1611661081,1611661081,1611661081,1611661086,1,11,5
mDiffFit,ID0000400,13433.000.000,192.168.1.166,1611660676,1611660690,1611660703,1611660706,1611660706,1611660707,1611660720,14,16,14
mBackground,ID0000459,13491.000.000,192.168.1.161,1611660935,1611660981,1611661029,1611661031,1611661031,1611661031,1611661037,46,50,6
mDiffFit,ID0000386,13127.000.000,192.168.1.162,1611658449,1611658493,1611658497,1611658499,1611658499,1611658501,1611658506,44,6,7
mDiffFit,ID0000182,13174.000.000,192.168.1.166,1611659212,1611659236,1611659238,1611659252,1611659252,1611659254,1611659266,24,16,14
mProject,ID0000323,13030.000.000,192.168.1.166,1611656572,1611656587,1611658098,1611658101,1611658101,1611658101,1611658106,15,1514,5
mDiffFit,ID0000039,13205.000.000,192.168.1.166,1611659386,1611659402,1611659408,1611659417,1611659417,1611659418,1611659430,16,15,13
mDiffFit,ID0000391,13125.000.000,192.168.1.164,1611658440,1611658486,1611658490,1611658494,1611658494,1611658494,1611658499,46,8,5
mProject,ID0000161,13035.000.000,192.168.1.163,1611656760,1611656781,1611657871,1611657876,1611657876,1611657876,1611657881,21,1095,5
mDiffFit,ID0000095,13418.000.000,192.168.1.166,1611660597,1611660618,1611660637,1611660652,1611660652,1611660654,1611660666,21,34,14
mDiffFit,ID0000354,13346.000.000,192.168.1.165,1611660167,1611660212,1611660225,1611660233,1611660233,1611660235,1611660247,45,21,14
mDiffFit,ID0000126,13231.000.000,192.168.1.162,1611659542,1611659564,1611659575,1611659580,1611659580,1611659584,1611659594,22,16,14
mDiffFit,ID0000092,13423.000.000,192.168.1.161,1611660620,1611660637,1611660655,1611660666,1611660666,1611660670,1611660680,17,29,14
mDiffFit,ID0000352,13102.000.000,192.168.1.166,1611658274,1611658317,1611658320,1611658325,1611658325,1611658325,1611658336,43,8,11
mDiffFit,ID0000060,13139.000.000,192.168.1.163,1611658560,1611658596,1611658599,1611658604,1611658604,1611658607,1611658618,36,8,14
mBackground,ID0000146,13520.000.000,192.168.1.166,1611661113,1611661155,1611661210,1611661217,1611661217,1611661218,1611661225,42,62,8
mDiffFit,ID0000082,13410.000.000,192.168.1.165,1611660551,1611660584,1611660600,1611660610,1611660610,1611660611,1611660622,33,26,12
