Job,ID,DagmanID,Node IP,SUBMIT,EXECUTE,JOB_TERMINATED,JOB_SUCCESS,POST_SCRIPT_STARTED,POST_SCRIPT_TERMINATED,POST_SCRIPT_SUCCESS,wait_time,exec_time,ps_time
mDiffFit,ID0000443,10899.000.000,192.168.1.161,1611614091,1611614120,1611614129,1611614136,1611614136,1611614138,1611614149,29,16,13
mBackground,ID0000311,11102.000.000,192.168.1.161,1611617434,1611617489,1611617508,1611617514,1611617514,1611617515,1611617520,55,25,6
mDiffFit,ID0000335,11134.000.000,192.168.1.161,1611617750,1611617830,1611617847,1611617850,1611617850,1611617853,1611617857,80,20,7
register_local,1_0,10913.000.000,192.168.1.4,1611614161,1611614163,1611614166,1611614176,1611614176,1611614180,1611614191,2,13,15
mDiffFit,ID0000449,11115.000.000,192.168.1.161,1611617722,1611617734,1611617735,1611617736,1611617736,1611617736,1611617744,12,2,8
mDiffFit,ID0000268,10962.000.000,192.168.1.161,1611615295,1611615473,1611615474,1611615478,1611615478,1611615478,1611615483,178,5,5
mDiffFit,ID0000291,10838.000.000,192.168.1.161,1611612390,1611612436,1611612443,1611612446,1611612446,1611612447,1611612452,46,10,6
mDiffFit,ID0000223,10961.000.000,192.168.1.161,1611615295,1611615466,1611615468,1611615473,1611615473,1611615473,1611615478,171,7,5
mDiffFit,ID0000272,10865.000.000,192.168.1.162,1611612824,1611613911,1611613913,1611613916,1611613916,1611613917,1611613926,1087,5,10
mDiffFit,ID0000066,11205.000.000,192.168.1.161,1611618161,1611618181,1611618184,1611618187,1611618187,1611618187,1611618192,20,6,5
mProject,ID0000324,10762.000.000,192.168.1.161,1611607992,1611614268,1611615830,1611615837,1611615837,1611615837,1611615845,6276,1569,8
register_local,26_1,11197.000.000,192.168.1.4,1611618117,1611618121,1611618131,1611618137,1611618137,1611618138,1611618149,4,16,12
mDiffFit,ID0000198,10959.000.000,192.168.1.161,1611615289,1611615453,1611615454,1611615457,1611615457,1611615457,1611615462,164,4,5
mImgtbl,ID0000469,11207.000.000,192.168.1.161,1611618179,1611618203,1611618206,1611618209,1611618209,1611618210,1611618215,24,6,6
mDiffFit,ID0000345,11120.000.000,192.168.1.162,1611617728,1611617767,1611617770,1611617781,1611617781,1611617784,1611617795,39,14,14
mDiffFit,ID0000121,11018.000.000,192.168.1.162,1611615981,1611616117,1611616121,1611616128,1611616128,1611616129,1611616138,136,11,10
mDiffFit,ID0000054,11202.000.000,192.168.1.161,1611618158,1611618178,1611618182,1611618187,1611618187,1611618187,1611618192,20,9,5
mDiffFit,ID0000103,10937.000.000,192.168.1.161,1611614542,1611614615,1611614622,1611614625,1611614625,1611614626,1611614631,73,10,6
register_local,3_4,11258.000.000,192.168.1.4,1611618522,1611618523,1611618525,1611618527,1611618527,1611618528,1611618534,1,4,7
mDiffFit,ID0000423,10987.000.000,192.168.1.161,1611615854,1611615973,1611615986,1611615992,1611615992,1611615992,1611616006,119,19,14
mBackground,ID0000300,11103.000.000,192.168.1.161,1611617434,1611617489,1611617507,1611617508,1611617508,1611617509,1611617514,55,19,6
mBackground,ID0000154,11221.000.000,192.168.1.161,1611618278,1611618312,1611618353,1611618357,1611618357,1611618359,1611618365,34,45,8
stage_in_remote_local,1_1,10715.000.000,192.168.1.4,1611607791,1611607793,1611607796,1611607797,1611607797,1611607797,1611607803,2,4,6
mDiffFit,ID0000246,10840.000.000,192.168.1.161,1611612391,1611612455,1611612456,1611612458,1611612458,1611612458,1611612463,64,3,5
