Timestamp,Time,Total_energy,192.168.5.101,192.168.5.102,192.168.5.103,192.168.5.104,192.168.5.105,192.168.5.106,192.168.5.107,192.168.5.108,192.168.5.109,192.168.5.110,192.168.5.111,192.168.5.112
1644534796,0,40.5999999046,3.4000000954,3.5,3.0999999046,3.2999999523,3.5999999046,3.4000000954,3.2999999523,3.4000000954,3.5999999046,3.5,3.0999999046,3.4000000954
1644534797,1,40.2999997138,3.4000000954,3.5,3.0999999046,3.2999999523,3.5999999046,3.4000000954,3.2999999523,3.2999999523,3.5999999046,3.2999999523,2.9000000954,3.5999999046
1644534798,2,40.2999997138,3.4000000954,3.5,3.0999999046,3.2999999523,3.5999999046,3.4000000954,3.2999999523,3.2999999523,3.5999999046,3.2999999523,2.9000000954,3.5999999046
1644534799,3,39.7000002862,3.2000000477,3.4000000954,3.0999999046,3.2000000477,3.4000000954,3.4000000954,3.2999999523,3.2999999523,3.4000000954,3.5,3.0999999046,3.4000000954
1644534800,4,40.2000002862,3.2000000477,3.4000000954,3.0999999046,3.2000000477,3.4000000954,3.5,3.5,3.5,3.4000000954,3.5,3.0999999046,3.4000000954
1644534801,5,40.2000002862,3.2000000477,3.4000000954,3.0999999046,3.2000000477,3.4000000954,3.5,3.5,3.5,3.4000000954,3.5,3.0999999046,3.4000000954
1644534802,6,40.5,3.0999999046,3.5,3.2999999523,3.4000000954,3.2999999523,3.5,3.5,3.5,3.4000000954,3.5,3.0999999046,3.4000000954
1644534803,7,40.1000001431,3.0999999046,3.5,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.4000000954,3.5,3.2999999523,2.9000000954,3.5999999046
1644534804,8,40.1000001431,3.0999999046,3.5,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.4000000954,3.5,3.2999999523,2.9000000954,3.5999999046
1644534805,9,39.9000000954,3.0999999046,3.5,3.0999999046,3.4000000954,3.2999999523,3.4000000954,3.4000000954,3.4000000954,3.5,3.2999999523,2.9000000954,3.5999999046
1644534806,10,39.7000000477,3.0999999046,3.5,3.0999999046,3.4000000954,3.4000000954,3.2000000477,3.2999999523,3.2999999523,3.5,3.4000000954,2.9000000954,3.5999999046
1644534807,11,39.5000002385,3.0999999046,3.5,3.0999999046,3.4000000954,3.4000000954,3.2000000477,3.2999999523,3.2999999523,3.5,3.4000000954,2.9000000954,3.4000000954
1644534808,12,39.2999999523,2.9000000954,3.2999999523,3.2000000477,3.2999999523,3.2000000477,3.2999999523,3.5999999046,3.2999999523,3.5999999046,3.2999999523,2.9000000954,3.4000000954
1644534809,13,39.2999999523,2.9000000954,3.2999999523,3.2000000477,3.2999999523,3.2000000477,3.2999999523,3.5999999046,3.2999999523,3.5999999046,3.2999999523,2.9000000954,3.4000000954
1644534810,14,39.5999996661,2.9000000954,3.2999999523,3.2000000477,3.2999999523,3.2000000477,3.2999999523,3.5999999046,3.2999999523,3.5999999046,3.2999999523,3.0999999046,3.5
1644534811,15,39.5999994276,3.0999999046,3.0999999046,3.2000000477,3.2999999523,3.2000000477,3.2999999523,3.5999999046,3.2999999523,3.5999999046,3.2999999523,3.0999999046,3.5
1644534812,16,39.2000000477,3.0999999046,3.0999999046,3.2000000477,3.4000000954,3.2999999523,3.2000000477,3.2999999523,3.4000000954,3.5999999046,3.2999999523,2.9000000954,3.4000000954
1644534813,17,39.2000000477,3.0999999046,3.0999999046,3.2000000477,3.4000000954,3.2999999523,3.2000000477,3.2999999523,3.4000000954,3.5999999046,3.2999999523,2.9000000954,3.4000000954
1644534814,18,39.5000002385,3.4000000954,3.0999999046,3.2000000477,3.4000000954,3.2999999523,3.2000000477,3.2999999523,3.4000000954,3.5999999046,3.2999999523,2.9000000954,3.4000000954
1644534815,19,41.1000001431,3.4000000954,3.5,3.0999999046,3.2999999523,3.5,3.5999999046,3.9000000954,3.4000000954,3.4000000954,3.4000000954,3.2999999523,3.2999999523
1644534816,20,40.9000000954,3.2000000477,3.5,3.0999999046,3.2999999523,3.5,3.5999999046,3.9000000954,3.4000000954,3.4000000954,3.4000000954,3.2999999523,3.2999999523
