timestamp,Energy
1645612663,40.4000001
1645612664,40.4000001
1645612665,40.4000001
1645612666,40.20000005
1645612667,40.70000005
1645612668,40.70000005
1645612669,40
1645612670,40.29999995
1645612671,40.29999995
1645612672,41.40000033
1645612673,41.40000033
1645612674,41.40000033
1645612675,40.60000014
1645612676,40.60000014
1645612677,40.60000014
1645612679,40.5999999
1645612679,40.29999995
1645612680,40.29999995
1645612681,41.00000048
1645612682,41.00000048
1645612683,40.80000043
1645612684,40.70000029
1645612685,40.70000029
1645612686,40.70000029
1645612687,40.70000029
1645612688,40.70000029
1645612689,40.39999986
1645612690,40.39999986
1645612691,40.5999999
1645612692,41
1645612693,41.0999999
1645612694,40.70000005
1645612695,40.70000005
1645612696,40.9000001
1645612697,40.9000001
1645612698,40.4000001
1645612699,40.4000001
1645612700,40.20000029
1645612701,40.5
1645612702,40.39999986
1645612703,40.29999995
1645612704,42.4000001
1645612705,41.70000029
1645612706,42.4000001
1645612707,42.20000005
1645612708,43.09999967
1645612709,43.79999995
1645612710,44.30000019
1645612711,44.0999999
1645612712,43.10000038
1645612713,43.10000038
1645612714,43.10000062
1645612715,43.30000067
1645612716,43.30000067
1645612717,43.30000043
1645612718,43.80000043
1645612719,43.80000043
1645612720,43.60000038
1645612721,43.80000019
1645612722,43.90000033
1645612723,44.00000048
1645612724,46.20000005
1645612726,46.89999962
1645612726,46
1645612727,45.9000001
1645612728,47.70000005
1645612729,47.70000005
1645612730,48.79999995
1645612732,48.0999999
1645612733,48.0999999
1645612734,48.5
1645612735,48.5
1645612736,47.30000019
1645612737,47.30000019
1645612738,46.79999995
1645612739,46.30000019
1645612740,46.30000019
1645612741,46.60000014
1645612742,49.80000019
1645612743,49.4000001
1645612744,49.79999971
1645612745,49.79999971
1645612746,49.29999971
1645612747,48.49999976
1645612748,47.80000019
1645612749,47.5
1645612750,48.79999995
1645612751,48.79999995
1645612752,48.79999995
1645612753,48.5999999
1645612754,48.5999999
1645612755,48.5999999
1645612756,46.9000001
1645612757,47.00000024
1645612758,47.00000024
1645612759,47.89999938
1645612760,48.19999933
1645612761,50.30000043
1645612762,50.60000062
1645612763,50.60000062
1645612764,47.59999943
1645612765,47.59999943
1645612766,47.59999943
1645612767,47.29999971
1645612768,48.00000024
1645612769,48.00000024
1645612770,48.89999986
1645612771,51.50000024
1645612772,52.70000052
1645612773,52.70000052
1645612774,52.30000043
1645612775,52.30000043
1645612776,52.80000067
1645612777,53.40000057
1645612778,53.50000048
1645612779,54
1645612780,54
1645612781,54.10000014
1645612782,53.49999952
1645612783,53.49999952
1645612784,53.79999924
1645612785,54.29999971
1645612786,53.99999976
1645612787,54.0999999
1645612788,56.19999933
1645612789,56.19999933
1645612790,62.200001
1645612791,62.200001
1645612792,62.200001
1645612793,61.19999981
1645612794,60.5999999
1645612795,60.10000014
1645612796,60.10000014
1645612797,60.60000014
1645612798,60.60000014
1645612799,59.80000019
1645612800,60.70000029
1645612801,60.70000029
1645612802,62.4000001
1645612803,62.4000001
1645612804,61.60000014
1645612805,62
1645612806,62.60000014
1645612807,62.60000014
1645612808,60.60000014
1645612809,60.60000038
1645612810,59.9000001
1645612811,59.49999976
1645612812,59.59999967
1645612813,60.29999948
1645612814,59.39999986
1645612815,58.60000014
1645612816,58.60000014
1645612817,60.10000014
1645612818,60.20000005
1645612819,60.20000005
1645612820,60.20000005
1645612821,60.80000067
1645612822,60.80000067
1645612823,60.80000067
1645612824,61.30000043
1645612825,61.10000014
1645612826,60.79999995
1645612827,60.59999967
1645612828,60.59999967
1645612829,60.69999981
1645612830,59.79999971
1645612831,58.09999943
1645612832,60.89999962
1645612833,60.89999962
1645612834,59
1645612835,58.39999986
1645612836,58.10000014
1645612837,59.49999976
1645612838,58.10000038
1645612839,58.10000038
1645612840,58.10000038
1645612841,60.10000014
1645612842,60.10000014
1645612843,60.10000014
1645612844,60
1645612845,57.79999995
1645612846,57.79999995
1645612847,56.39999962
1645612848,59.09999943
1645612849,61.39999986
1645612850,61.39999986
1645612851,59.20000005
1645612852,57.90000057
1645612853,58.90000057
1645612854,58.90000057
1645612855,61.29999971
1645612856,58.5
1645612857,58.5
1645612858,58.5
1645612859,55.29999971
1645612860,55.29999971
1645612861,55.09999967
1645612862,56.5999999
1645612863,57.0999999
1645612864,59
1645612865,59
1645612866,58.89999962
1645612867,58.89999962
1645612868,56.89999938
1645612869,56.89999938
1645612870,58.10000038
1645612871,58.10000038
1645612872,58.10000038
1645612873,61.39999962
1645612874,61.39999962
1645612875,60.29999948
1645612876,60.29999948
1645612877,58.79999948
1645612878,58.79999948
1645612879,59.89999914
1645612880,59.69999933
1645612881,59.79999924
1645612882,56.69999933
1645612883,56.69999933
1645612884,56.69999933
1645612885,54.79999971
1645612886,54.79999971
1645612887,55.79999971
1645612888,61.19999981
1645612889,61.19999981
1645612890,58.29999971
1645612891,56.30000019
1645612892,56.30000019
1645612893,59.5
1645612894,58.79999971
1645612895,58.89999962
1645612896,54.99999952
1645612897,54.59999943
1645612898,55.29999948
1645612899,55.29999948
1645612900,55.29999948
1645612901,57.79999948
1645612902,57.79999948
1645612903,57.89999962
1645612904,57.89999962
1645612905,56.20000005
1645612906,55.49999976
1645612907,55.49999976
1645612908,56.29999995
1645612909,56.70000029
1645612910,56.50000024
1645612911,58.70000005
1645612912,58.70000005
1645612913,57.69999981
1645612914,57.69999981
1645612915,57.69999981
1645612916,57.79999971
1645612917,59.29999971
1645612918,59.5999999
1645612919,55.80000067
1645612920,55.80000067
1645612921,55.80000019
1645612922,57.49999952
1645612923,57.49999952
1645612924,57.39999986
1645612925,57.39999986
1645612926,57.5999999
1645612927,58.5
1645612928,57.5
1645612929,57.5999999
1645612930,58.69999981
1645612931,59.00000024
1645612932,59.20000029
1645612933,60.20000029
1645612934,59.9000001
1645612935,53.60000014
1645612936,53.60000014
1645612937,53.70000005
1645612938,54.0999999
1645612939,58.20000029
1645612940,58.20000029
1645612941,57.80000019
1645612942,57.39999962
1645612943,57.19999981
1645612944,57.19999981
1645612945,57.10000038
1645612946,57.00000048
1645612947,57.50000048
1645612948,57.50000048
1645612949,57.50000048
1645612950,56.70000005
1645612951,54.89999938
1645612952,54.19999933
1645612953,54.99999952
1645612954,55.19999957
1645612955,55.19999957
1645612956,55.80000019
1645612957,55.80000019
1645612958,59.50000024
1645612959,59.50000024
1645612960,61.60000014
1645612961,61.60000014
1645612962,57.89999986
1645612963,57.39999986
1645612964,54.79999948
1645612965,54.79999948
1645612966,54.79999948
1645612967,55.5999999
1645612968,55.5999999
1645612969,55.5999999
1645612970,58.49999976
1645612971,58.49999976
1645612972,57.99999976
1645612973,54.70000029
1645612974,54.70000029
1645612975,54.30000043
1645612976,54.30000043
1645612977,54.80000043
1645612978,54.80000043
1645612979,53
1645612980,53
1645612981,55.49999976
1645612982,55.49999976
1645612983,55.49999976
1645612984,54.89999962
1645612985,55.99999952
1645612986,55.79999948
1645612987,55.79999948
1645612988,55.79999995
1645612989,55.79999995
1645612990,57.29999971
1645612991,57.29999971
1645612992,57.29999971
1645612993,57.0999999
1645612994,56.20000052
1645612995,56.00000048
1645612996,56.0999999
1645612997,54.89999962
1645612998,54.89999962
1645612999,57.49999928
1645613000,57.49999928
1645613001,57.69999933
1645613002,57.10000038
1645613003,57.10000038
1645613004,57.00000048
1645613005,56.89999986
1645613006,56.89999986
1645613007,56.79999995
1645613008,55.39999986
1645613009,55.4000001
1645613010,55.4000001
1645613011,57.80000043
1645613012,57.80000019
1645613013,57.0999999
1645613014,57.19999957
1645613015,57.19999957
1645613016,55.4000001
1645613017,55.4000001
1645613018,55.50000024
1645613019,56.20000005
1645613020,56.20000005
1645613021,56.20000005
1645613022,60.00000048
1645613023,60.00000048
1645613024,59.60000038
1645613025,55.49999952
1645613026,55.59999943
1645613027,55.59999943
1645613028,57.799999
1645613029,57.799999
1645613030,57.19999933
1645613031,55.29999995
1645613032,55.29999995
1645613033,56.49999976
1645613034,56.49999976
1645613035,56.49999976
1645613036,56.59999943
1645613037,57.19999981
1645613038,56.89999986
1645613039,58.49999928
1645613040,58.49999928
1645613041,58.49999928
1645613042,58.29999948
1645613043,57.89999938
1645613044,57.89999938
1645613045,58.59999919
1645613046,58.29999924
1645613047,58.29999924
1645613048,59.59999943
1645613049,59.59999943
1645613050,59.69999957
1645613051,59.09999967
1645613052,59.09999967
1645613053,58.99999976
1645613054,56.49999976
1645613055,56.39999962
1645613056,55.9000001
1645613057,55.9000001
1645613058,55.9000001
1645613059,55.40000033
1645613060,55.40000033
1645613061,56.29999995
1645613062,55.89999986
1645613063,55.99999976
1645613064,55.99999976
1645613065,57.69999957
1645613066,57.59999943
1645613067,54.19999957
1645613068,54.19999957
1645613069,53.89999962
1645613070,53.89999962
1645613071,52.60000014
1645613072,52.60000038
1645613073,52.60000038
1645613074,56.80000019
1645613075,55.30000019
1645613076,55.30000019
1645613077,54
1645613078,54
1645613079,54.39999986
1645613080,58.00000024
1645613081,58.4000001
1645613082,56.09999943
1645613083,55.99999952
1645613084,56.49999952
1645613085,55.29999971
1645613086,54.89999962
1645613087,54.89999962
1645613088,57
1645613089,57
1645613090,56.50000024
1645613091,55.4000001
1645613092,55.60000014
1645613093,55.60000014
1645613094,54.50000048
1645613095,54.70000052
1645613096,56.20000052
1645613097,55.50000024
1645613098,55.50000024
1645613099,54.10000014
1645613100,55.29999995
1645613101,55.29999995
1645613102,54.89999986
1645613103,54.89999986
1645613104,54.89999986
1645613105,55.40000033
1645613106,54.20000005
1645613107,54.20000029
1645613108,57
1645613109,57.09999967
1645613110,57.09999967
1645613111,57.60000014
1645613112,57.60000014
1645613113,57.00000024
1645613114,54.70000005
1645613115,55.99999976
1645613116,55.99999976
1645613117,54.79999995
1645613118,54.49999976
1645613119,53.79999948
1645613120,53.49999928
1645613121,53.29999948
1645613122,54.99999976
1645613123,55.00000024
1645613124,55.10000014
1645613125,51.89999986
1645613126,53.59999967
1645613127,53.69999981
1645613128,56.29999971
1645613129,56.49999976
1645613130,56.49999976
1645613131,52.39999986
1645613132,52.49999976
1645613133,54.89999986
1645613134,54.89999986
1645613135,55.89999962
1645613136,55.79999971
1645613137,56.4000001
1645613138,55.89999962
1645613139,55.89999962
1645613140,54.69999933
1645613141,54.69999933
1645613142,56.69999981
1645613143,56.5999999
1645613144,56.5
1645613145,55.10000038
1645613146,55.40000057
1645613147,58.10000014
1645613148,58.10000014
1645613149,58.39999986
1645613150,56.29999995
1645613151,56.29999995
1645613152,56.29999971
1645613153,56.29999971
1645613154,55.19999933
1645613155,55.19999933
1645613156,56.19999933
1645613157,56.29999971
1645613158,56.29999971
1645613159,57.59999967
1645613160,55.09999967
1645613161,56.69999909
1645613162,56.69999909
1645613163,57.39999938
1645613164,57.19999933
1645613165,56.29999971
1645613166,56.89999962
1645613167,56.5999999
1645613168,58.59999943
1645613169,58.59999943
1645613170,58.89999938
1645613171,55.49999976
1645613172,55.49999976
1645613173,55.49999976
1645613174,53.5999999
1645613175,53.79999995
1645613176,53.99999976
1645613177,55.89999986
1645613178,55.89999986
1645613179,54.9000001
1645613180,54.9000001
1645613181,54.9000001
1645613182,56.39999962
1645613183,55.89999962
1645613184,57.19999909
1645613185,57.19999909
1645613186,58.59999919
1645613187,53.70000029
1645613188,53.70000029
1645613189,53.9000001
1645613190,53.9000001
1645613191,58
1645613192,58
1645613193,57.99999976
1645613194,56.19999933
1645613195,56.69999981
1645613196,56.89999986
1645613197,58.10000062
1645613198,58.00000048
1645613199,59
1645613200,54.79999971
1645613201,54.99999952
1645613202,55.19999981
1645613203,55.69999981
1645613204,55.69999981
1645613205,57.19999933
1645613206,56.99999952
1645613207,56.79999971
1645613208,53.70000005
1645613209,53.9000001
1645613210,53.9000001
1645613211,54.59999967
1645613212,54.59999967
1645613213,58.59999967
1645613214,58.59999967
1645613215,57.49999976
1645613216,52.70000005
1645613217,52.4000001
1645613218,52.4000001
1645613219,53.00000024
1645613220,55.20000005
1645613221,54.4000001
1645613222,54.4000001
1645613223,53.80000019
1645613224,56.19999981
1645613225,56.19999981
1645613226,55.19999981
1645613227,55.29999971
1645613228,56.79999924
1645613229,56.79999924
1645613230,56.79999948
1645613231,57.40000033
1645613232,57.40000033
1645613233,57.00000024
1645613234,53.39999986
1645613235,53.39999986
1645613236,54.70000005
1645613237,56.29999995
1645613238,56.29999995
1645613239,55.20000029
1645613240,54.50000048
1645613241,54.50000048
1645613242,54.80000019
1645613243,58.5999999
1645613244,56.09999967
1645613245,56.09999967
1645613246,56.09999967
1645613247,56.29999995
1645613248,56.29999995
1645613249,56.0999999
1645613250,54.30000019
1645613251,54.30000019
1645613252,54.30000019
1645613253,54.40000033
1645613254,55.39999986
1645613255,55.39999986
1645613256,57.20000005
1645613257,58.99999952
1645613258,58.49999976
1645613259,57.19999957
1645613260,56.39999986
1645613261,56.39999986
1645613262,58.19999981
1645613263,58.19999981
