timestamp,description,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
1646308275, ,3.2999999523,3.2999999523,3.5,3.5,3.5,3.5,0,0,3.4000000954,3.4000000954,3.5,3.5999999046,3.2999999523,3.5999999046
1646308276, ,3.2999999523,3.2999999523,3.5,3.5,3.5,3.5,0,0,3.5999999046,3.2999999523,3.5,3.4000000954,3.0999999046,3.5
1646308277, ,3.2999999523,3.2999999523,3.5,3.5,3.5,3.5,0,0,3.5999999046,3.2999999523,3.5,3.4000000954,3.0999999046,3.5
1646308278, ,3.2999999523,3.2999999523,3.5,3.5,3.5,3.5,0,0,3.5999999046,3.2999999523,3.5,3.4000000954,3.0999999046,3.5
1646308279, ,3.2999999523,3.2999999523,3.2999999523,3.5,3.4000000954,3.5,0,0,3.4000000954,3.5,3.4000000954,3.5999999046,3.2000000477,3.4000000954
1646308280, ,3.2999999523,3.2999999523,3.2999999523,3.5,3.4000000954,3.5,0,0,3.4000000954,3.5,3.4000000954,3.5999999046,3.2000000477,3.4000000954
1646308281, ,3.5,3.5,3.4000000954,3.5999999046,3.5,3.5,0,0,3.5,3.5,3.4000000954,3.5999999046,3.2000000477,3.4000000954
1646308282, ,3.5,3.5,3.4000000954,3.5999999046,3.5,3.5,0,0,3.5,3.5,3.7000000477,3.5,3.0999999046,3.7000000477
1646308283, ,3.5,3.5,3.4000000954,3.5999999046,3.5,3.5,0,0,3.5,3.5,3.7000000477,3.5,3.0999999046,3.7000000477
1646308284, ,3.4000000954,3.5,3.5,3.5999999046,3.5,3.5999999046,0,0,3.5,3.5,3.7000000477,3.5,3.0999999046,3.7000000477
1646308285, ,3.4000000954,3.5,3.5,3.5999999046,3.5,3.5999999046,0,0,3.5,3.2999999523,3.7000000477,3.2999999523,2.9000000954,3.5999999046
1646308286, ,3.4000000954,3.5,3.5,3.5999999046,3.5,3.5999999046,0,0,3.5,3.2999999523,3.7000000477,3.2999999523,2.9000000954,3.5999999046
1646308287, ,3.2999999523,3.5,3.4000000954,3.5,3.4000000954,3.5999999046,0,0,3.5,3.2999999523,3.7000000477,3.2999999523,2.9000000954,3.5999999046
1646308288, ,3.2999999523,3.5,3.4000000954,3.5,3.4000000954,3.5,0,0,3.5,3.4000000954,3.4000000954,3.4000000954,3.0999999046,3.5
1646308289, ,3.4000000954,3.5999999046,3.2999999523,3.5999999046,3.4000000954,3.5,0,0,3.5,3.4000000954,3.4000000954,3.4000000954,3.0999999046,3.5
1646308290, ,3.4000000954,3.5999999046,3.2999999523,3.5999999046,3.4000000954,3.5,0,0,3.5,3.4000000954,3.4000000954,3.4000000954,3.0999999046,3.5
1646308291, ,3.4000000954,3.5999999046,3.2999999523,3.5999999046,3.4000000954,3.5,0,0,3.2999999523,3.5,3.4000000954,3.5,3.2000000477,3.5
1646308292, ,3.4000000954,3.5,3.2999999523,4.0999999046,3.5,3.4000000954,0,0,3.2999999523,3.5,3.4000000954,3.5,3.2000000477,3.4000000954
1646308293, ,3.4000000954,3.5,3.2999999523,4.0999999046,3.5,3.4000000954,0,0,3.2999999523,3.5,3.4000000954,3.5,3.2000000477,3.4000000954
1646308294, ,3.4000000954,3.5,3.2999999523,4.0999999046,3.5,3.4000000954,0,0,3.4000000954,3.4000000954,3.5999999046,3.5999999046,3,3.5999999046
1646308295, ,3.4000000954,3.5,3.4000000954,3.5,3.5999999046,3.5,0,0,3.4000000954,3.4000000954,3.5999999046,3.5999999046,3,3.5999999046
1646308296, ,3.4000000954,3.5,3.4000000954,3.5,3.5999999046,3.5,0,0,3.5,3.2999999523,3.5999999046,3.4000000954,3,3.7000000477
1646308297, ,3.2000000477,3.5,3.4000000954,3.5,3.5999999046,3.5,0,0,3.5,3.2999999523,3.5999999046,3.4000000954,3,3.7000000477
1646308298, ,3.2000000477,3.4000000954,3.5,3.5999999046,3.4000000954,3.5,0,0,3.5,3.2999999523,3.5999999046,3.4000000954,3,3.7000000477
1646308299, ,3.2000000477,3.4000000954,3.5,3.5999999046,3.4000000954,3.5,0,0,3.5999999046,3.2000000477,3.5,3.5,3.2000000477,3.2999999523
1646308300, ,3.4000000954,3.5999999046,3.5,3.5999999046,3.4000000954,3.5,0,0,3.5999999046,3.2000000477,3.5,3.5,3.2000000477,3.2999999523
1646308301, ,3.4000000954,3.5999999046,3.5,3.5999999046,3.4000000954,3.5,0,0,3.5999999046,3.2000000477,3.5,3.5,3.2000000477,3.2999999523
1646308302, ,3.4000000954,3.5999999046,3.2999999523,3.5999999046,3.4000000954,3.4000000954,0,0,3.4000000954,3.4000000954,3.2999999523,3.5,3.0999999046,3.2999999523
1646308303, ,3.4000000954,3.5999999046,3.2999999523,3.5999999046,3.4000000954,3.4000000954,0,0,3.4000000954,3.4000000954,3.2999999523,3.5,3.0999999046,3.2999999523
1646308304, ,3.4000000954,3.5,3.5999999046,3.5999999046,3.5,3.4000000954,0,0,3.4000000954,3.4000000954,3.2999999523,3.5,3.0999999046,3.2999999523
1646308305, ,3.4000000954,3.5,3.5999999046,3.5999999046,3.5,3.4000000954,0,0,3.2999999523,3.4000000954,3.5999999046,3.4000000954,3.0999999046,3.5999999046
1646308306, ,3.4000000954,3.5,3.5999999046,3.5999999046,3.5,3.4000000954,0,0,3.2999999523,3.4000000954,3.5999999046,3.4000000954,3.0999999046,3.5999999046
1646308307, ,3.2999999523,3.5,3.5,3.5,3.4000000954,3.4000000954,0,0,3.2999999523,3.4000000954,3.5999999046,3.4000000954,3.0999999046,3.5999999046
1646308308, ,3.2999999523,3.5,3.5,3.5,3.4000000954,3.5,0,0,3.5999999046,3.2999999523,3.5999999046,3.4000000954,3.4000000954,3.4000000954
1646308309, ,3.2999999523,3.5,3.5,3.5,3.4000000954,3.5,0,0,3.5999999046,3.2999999523,3.5999999046,3.4000000954,3.4000000954,3.4000000954
1646308310, ,3.2999999523,3.7000000477,3.2999999523,3.5999999046,3.4000000954,3.5999999046,0,0,3.5999999046,3.2999999523,3.5999999046,3.4000000954,3.4000000954,3.4000000954
1646308311, ,3.2999999523,3.7000000477,3.2999999523,3.5999999046,3.4000000954,3.5999999046,0,0,3.5,3.5,3.5,3.5999999046,3.2000000477,3.5999999046
1646308312, ,3.4000000954,3.5,3.4000000954,3.5999999046,3.7999999523,3.4000000954,0,0,3.5,3.5,3.5,3.5999999046,3.2000000477,3.5999999046
1646308313, ,3.4000000954,3.5,3.4000000954,3.5999999046,3.7999999523,3.4000000954,0,0,3.5,3.5,3.5,3.5999999046,3.2000000477,3.5999999046
1646308314, ,3.4000000954,3.5,3.4000000954,3.5999999046,3.7999999523,3.4000000954,0,0,3.2999999523,3.4000000954,3.5,3.5,3,3.5999999046
1646308315, ,3.5999999046,3.5,3.5,3.5999999046,3.5999999046,3.5,0,0,3.2999999523,3.4000000954,3.5,3.5,3,3.5999999046
1646308316, ,3.5999999046,3.5,3.5,3.5999999046,3.5999999046,3.5,0,0,3.5999999046,3.2999999523,3.7000000477,3.2999999523,3.0999999046,3.5999999046
1646308317, ,3.5999999046,3.5,3.5,3.5999999046,3.5999999046,3.5,0,0,3.5999999046,3.2999999523,3.7000000477,3.2999999523,3.0999999046,3.5999999046
1646308318, ,5.5,3.5,3.5,3.5999999046,3.5999999046,3.5,0,0,3.5999999046,3.2999999523,3.7000000477,3.2999999523,3.0999999046,3.5999999046
1646308319, ,5.5,3.4000000954,3.4000000954,3.7000000477,3.4000000954,3.5999999046,0,0,3.5999999046,3.2999999523,3.5,3.2999999523,3.0999999046,3.4000000954
