DAGMAN_STARTED,DAGMAN_FINISHED,FirstSubmit,FirstWorkSubmit,FinalWorkSuccess,FinalSuccess,dag_time,flow_time,work_time
1611662275,1611667289,1611662279,1611662444,1611667218,1611667284,5014,5005,4774
