timestamp, ,total_energy,192.168.1.161,192.168.1.162,192.168.1.163,192.168.1.164,192.168.1.165,192.168.1.166,192.168.1.167
1611662280, ,21.69999980926,3.09999990463,3.09999990463,3,3,3.40000009537,3.09999990463,3
1611662281, ,21.69999980926,3.09999990463,3.09999990463,3,3,3.40000009537,3.09999990463,3
1611662282, ,21.10000014305,3,3.20000004768,3,2.90000009537,2.90000009537,3.09999990463,3
1611662283, ,21.10000014305,3,3.20000004768,3,2.90000009537,2.90000009537,3,3.09999990463
1611662284, ,21.10000014305,3,3.20000004768,3,2.90000009537,2.90000009537,3,3.09999990463
1611662285, ,21.09999990463,3,3.09999990463,3.09999990463,2.90000009537,2.90000009537,3,3.09999990463
1611662286, ,21.19999980926,3,3.09999990463,3.09999990463,2.90000009537,2.90000009537,3.09999990463,3.09999990463
1611662287, ,21.20000004768,3.20000004768,3,3,2.90000009537,2.90000009537,3.09999990463,3.09999990463
1611662288, ,21.29999995231,3.20000004768,3,3,2.90000009537,3,3.09999990463,3.09999990463
1611662289, ,21,3.20000004768,3,3,2.90000009537,3,3.09999990463,2.79999995232
1611662290, ,20.99999976158,3.09999990463,3,2.90000009537,3,3.09999990463,3.09999990463,2.79999995232
1611662291, ,20.89999985695,3.09999990463,3,2.90000009537,3,3.09999990463,3,2.79999995232
1611662292, ,21.59999990463,3,3.09999990463,3.09999990463,3,3,3,3.40000009537
1611662293, ,21.59999990463,3,3.09999990463,3.09999990463,3,3,3,3.40000009537
1611662294, ,22,2.90000009537,3.09999990463,3.09999990463,3,3,3.5,3.40000009537
1611662295, ,21.69999980926,2.90000009537,3.09999990463,3.09999990463,3,3,3.5,3.09999990463
1611662296, ,21.79999995231,2.90000009537,3.20000004768,3.09999990463,3,3,3.5,3.09999990463
1611662297, ,21.89999985695,2.90000009537,3.20000004768,3.09999990463,3.29999995232,3,3.29999995232,3.09999990463
1611662298, ,21.79999995232,2.90000009537,3.20000004768,3.09999990463,3.29999995232,3,3.29999995232,3
1611662299, ,21.70000004769,2.90000009537,3.20000004768,3.09999990463,3.29999995232,2.90000009537,3.29999995232,3
1611662300, ,21.79999995232,3.09999990463,2.90000009537,3,3.20000004768,3.29999995232,3.29999995232,3
1611662301, ,21.59999990464,3.09999990463,2.90000009537,3,3.20000004768,3.29999995232,3.29999995232,2.79999995232
1611662302, ,21.59999990464,3.09999990463,2.90000009537,3,3.20000004768,3.29999995232,3.29999995232,2.79999995232
1611662303, ,22.00000000001,3.09999990463,3,3,3.29999995232,3.40000009537,3.40000009537,2.79999995232
1611662304, ,22.29999995232,3.09999990463,3,3,3.29999995232,3.40000009537,3.40000009537,3.09999990463
1611662305, ,22.29999995232,3.09999990463,3,3,3.29999995232,3.40000009537,3.40000009537,3.09999990463
1611662306, ,22.00000000001,2.90000009537,3,3,3.29999995232,3.40000009537,3.29999995232,3.09999990463
1611662307, ,21.40000009538,2.90000009537,3,3.09999990463,3.29999995232,2.90000009537,3.29999995232,2.90000009537
1611662308, ,21.40000009538,2.90000009537,3,3.09999990463,3.29999995232,2.90000009537,3.29999995232,2.90000009537
1611662309, ,22.00000000001,3,3.5,3.09999990463,3.29999995232,2.90000009537,3.29999995232,2.90000009537
1611662310, ,22.09999990464,3,3.5,3.09999990463,3.29999995232,2.90000009537,3.29999995232,3
1611662311, ,21.59999990465,3.29999995232,3,2.90000009537,3.29999995232,2.79999995232,3.29999995232,3
1611662312, ,21.79999995233,3.29999995232,3,2.90000009537,3.29999995232,2.79999995232,3.40000009537,3.09999990463
1611662313, ,21.79999995233,3.29999995232,3,2.90000009537,3.29999995232,2.79999995232,3.40000009537,3.09999990463
1611662314, ,21.90000009538,3.40000009537,3,2.90000009537,3.29999995232,2.79999995232,3.40000009537,3.09999990463
1611662315, ,22.09999990464,3.40000009537,3,2.90000009537,3.29999995232,3.09999990463,3.29999995232,3.09999990463
1611662316, ,22.2999997139,3.5,2.90000009537,3.09999990463,3.29999995232,3.09999990463,3.29999995232,3.09999990463
1611662317, ,22.2999997139,3.5,2.90000009537,3.09999990463,3.29999995232,3.09999990463,3.29999995232,3.09999990463
1611662318, ,22,3.5,2.90000009537,3.09999990463,3.40000009537,3.09999990463,3,3
1611662319, ,21.79999995232,3,3.09999990463,3.29999995232,3.40000009537,3,3,3
1611662320, ,21.79999995232,3,3.09999990463,3.29999995232,3.40000009537,3,3,3
1611662321, ,21.99999976158,3,3.09999990463,3.29999995232,3.40000009537,3,3.09999990463,3.09999990463
1611662322, ,21.40000009536,2.90000009537,3.20000004768,3.20000004768,2.90000009537,3,3.09999990463,3.09999990463
1611662323, ,21.40000009536,2.90000009537,3.20000004768,3.20000004768,2.90000009537,3,3.09999990463,3.09999990463
1611662324, ,21.30000019073,2.90000009537,3.20000004768,3.20000004768,2.90000009537,3,3.09999990463,3
1611662325, ,21.49999999999,3.09999990463,3.20000004768,3.20000004768,2.90000009537,3,3.09999990463,3
1611662326, ,21.09999990463,3.09999990463,2.90000009537,3.09999990463,2.90000009537,3,3.09999990463,3
1611662327, ,20.70000004769,3.09999990463,3,2.90000009537,2.90000009537,3,3,2.79999995232
1611662328, ,20.70000004769,3.09999990463,3,2.90000009537,2.90000009537,3,3,2.79999995232
1611662329, ,20.89999985695,3.09999990463,3,2.90000009537,3,3.09999990463,3,2.79999995232
1611662330, ,21.49999952315,3.09999990463,3.09999990463,3,3,3.09999990463,3.09999990463,3.09999990463
1611662331, ,21.49999952315,3.09999990463,3.09999990463,3,3,3.09999990463,3.09999990463,3.09999990463
1611662332, ,21.49999952315,3.09999990463,3.09999990463,3,3,3.09999990463,3.09999990463,3.09999990463
1611662333, ,21.79999995231,2.90000009537,3.09999990463,3,3,3,3.09999990463,3.70000004768
1611662334, ,21.79999995231,2.90000009537,3.09999990463,3,3,3,3.09999990463,3.70000004768
1611662335, ,21.79999995231,2.90000009537,3.09999990463,3,3,3,3.09999990463,3.70000004768
1611662336, ,21.30000019075,3,3.40000009537,2.90000009537,3.29999995232,2.79999995232,2.90000009537,3
1611662337, ,21.30000019075,3,3.40000009537,2.90000009537,3.29999995232,2.79999995232,2.90000009537,3
1611662338, ,21.30000019075,3,3.40000009537,2.90000009537,3.29999995232,2.79999995232,2.90000009537,3
1611662339, ,22.09999966621,3.09999990463,3.29999995232,2.90000009537,3.5,3.09999990463,3.09999990463,3.09999990463
1611662340, ,22.09999966621,3.09999990463,3.29999995232,2.90000009537,3.5,3.09999990463,3.09999990463,3.09999990463
1611662341, ,22.09999966621,3.09999990463,3.29999995232,2.90000009537,3.5,3.09999990463,3.09999990463,3.09999990463
1611662342, ,22.29999995232,3.09999990463,3.5,2.90000009537,3,3.5,3.29999995232,3
1611662343, ,22.29999995232,3.09999990463,3.5,2.90000009537,3,3.5,3.29999995232,3
1611662344, ,22.19999980927,3.09999990463,3.40000009537,3.09999990463,3,3.29999995232,3.29999995232,3
1611662345, ,22.19999980927,3.09999990463,3.40000009537,3.09999990463,3,3.29999995232,3.29999995232,3
1611662346, ,22.09999990464,3,3.40000009537,3.09999990463,3,3.29999995232,3.29999995232,3
1611662347, ,21.70000004769,3,3.40000009537,3,3,3,3.29999995232,3
1611662348, ,22,3,3.40000009537,3,3,3,3.5,3.09999990463
