timestamp,description,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
1645510484, ,3.2999999523,3.5,3.2000000477,3.4000000954,3.2999999523,3.4000000954,3.5,0,3.4000000954,3.2999999523,3.5,2.9000000954,3.5
1645510485, ,3.2999999523,3.5,3.2000000477,3.4000000954,3.2999999523,3.4000000954,3.5,0,3.4000000954,3.5999999046,3.5,2.9000000954,3.7000000477
1645510486, ,3.5,3.2000000477,3.0999999046,3.5999999046,3.2000000477,3.5,3.2999999523,0,3.4000000954,3.5999999046,3.5,2.9000000954,3.7000000477
1645510487, ,3.5,3.2000000477,3.0999999046,3.5999999046,3.2000000477,3.5,3.2999999523,0,3.2000000477,3.5999999046,3.5,2.9000000954,3.7000000477
1645510488, ,3.5,3.2000000477,3.0999999046,3.5999999046,3.2000000477,3.5,3.2999999523,0,3.2000000477,3.5999999046,3.4000000954,3.0999999046,3.4000000954
1645510489, ,3.0999999046,3.4000000954,3.2000000477,3.2999999523,3.4000000954,3.4000000954,3.2999999523,0,3.2000000477,3.5999999046,3.4000000954,3.0999999046,3.4000000954
1645510490, ,3.0999999046,3.4000000954,3.2000000477,3.2999999523,3.4000000954,3.4000000954,3.2999999523,0,3.2000000477,3.5999999046,3.4000000954,3.0999999046,3.4000000954
1645510491, ,3.0999999046,3.4000000954,3.2000000477,3.2999999523,3.4000000954,3.4000000954,3.2999999523,0,3.4000000954,3.4000000954,3.4000000954,3.0999999046,3.4000000954
1645510492, ,3,3.7000000477,3.2000000477,3.5,3.5,3.2000000477,3.2999999523,0,3.4000000954,3.4000000954,3.4000000954,2.9000000954,3.5999999046
1645510493, ,3,3.7000000477,3.2000000477,3.5,3.5,3.2000000477,3.2999999523,0,3.4000000954,3.4000000954,3.4000000954,2.9000000954,3.5999999046
1645510494, ,3,3.7000000477,3.2000000477,3.5,3.5,3.2000000477,3.2999999523,0,3.2999999523,3.2999999523,3.4000000954,2.9000000954,3.2999999523
1645510495, ,3.2000000477,3.4000000954,3.0999999046,3.5,3.2999999523,3.4000000954,3.2999999523,0,3.2999999523,3.2999999523,3.4000000954,2.9000000954,3.2999999523
1645510496, ,3.2000000477,3.4000000954,3.0999999046,3.5,3.2999999523,3.4000000954,3.2999999523,0,3.2999999523,3.5,3.2999999523,2.9000000954,3.2999999523
1645510497, ,3.0999999046,3.2999999523,3.2999999523,3.2999999523,3.4000000954,3.4000000954,3.2000000477,0,3.2999999523,3.5,3.2999999523,3.0999999046,3.2999999523
1645510498, ,3.0999999046,3.2999999523,3.2999999523,3.2999999523,3.4000000954,3.4000000954,3.2000000477,0,3.2999999523,3.5,3.2999999523,3.0999999046,3.2999999523
1645510499, ,3.0999999046,3.2999999523,3.2999999523,3.2999999523,3.4000000954,3.4000000954,3.2000000477,0,3.4000000954,3.2999999523,3.7999999523,3.0999999046,3.2999999523
1645510500, ,2.9000000954,3.5,3.0999999046,3.9000000954,3.4000000954,3.2999999523,3.5,0,3.4000000954,3.2999999523,3.7999999523,2.9000000954,3.0999999046
1645510501, ,2.9000000954,3.5,3.0999999046,3.9000000954,3.4000000954,3.2999999523,3.5,0,3.4000000954,3.2999999523,3.7999999523,2.9000000954,3.0999999046
1645510502, ,2.9000000954,3.5,3.0999999046,3.9000000954,3.4000000954,3.2999999523,3.5,0,3.4000000954,3.2999999523,3.7999999523,2.9000000954,3.0999999046
1645510503, ,3.4000000954,3.2999999523,3.0999999046,3.4000000954,3.2999999523,3.4000000954,3.2999999523,0,3.2999999523,3.4000000954,3.5,2.9000000954,3.0999999046
1645510504, ,3.4000000954,3.2999999523,3.0999999046,3.4000000954,3.2999999523,3.4000000954,3.2999999523,0,3.2999999523,3.4000000954,3.5,2.9000000954,3.0999999046
1645510505, ,3.4000000954,3.2999999523,3.0999999046,3.4000000954,3.2999999523,3.4000000954,3.2999999523,0,3.2999999523,3.5999999046,3.2999999523,3,3.0999999046
