Job,ID,DagmanID,Node IP,SUBMIT,EXECUTE,JOB_TERMINATED,JOB_SUCCESS,POST_SCRIPT_STARTED,POST_SCRIPT_TERMINATED,POST_SCRIPT_SUCCESS,wait_time,exec_time,ps_time
frequency,ID0000060,3045.000.000,192.168.5.104,1645953161,1645953162,1645954101,1645954104,1645954104,1645954104,1645954109,1,942,5
individuals,ID0000041,3019.000.000,192.168.5.103,1645945729,1645946738,1645947769,1645947772,1645947772,1645947772,1645947777,1009,1034,5
individuals,ID0000033,2996.000.000,192.168.5.104,1645945703,1645945756,1645946863,1645946866,1645946866,1645946866,1645946871,53,1110,5
cleanup_1000-genome_0,local,3061.000.000,192.168.5.10,1645954199,1645954199,1645954201,1645954204,1645954204,1645954204,1645954209,0,5,5
individuals,ID0000016,3023.000.000,192.168.5.104,1645945734,1645946857,1645948058,1645948062,1645948062,1645948063,1645948068,1123,1205,6
stage_out_local_local_2,1,3060.000.000,192.168.5.10,1645954184,1645954184,1645954188,1645954189,1645954189,1645954189,1645954194,0,5,5
individuals,ID0000014,3029.000.000,192.168.5.101,1645945739,1645947507,1645948195,1645948198,1645948198,1645948199,1645948203,1768,691,5
individuals,ID0000003,3014.000.000,192.168.5.102,1645945723,1645946669,1645947612,1645947617,1645947617,1645947618,1645947622,946,948,5
individuals,ID0000025,3040.000.000,192.168.5.101,1645945750,1645947912,1645948582,1645948583,1645948583,1645948584,1645948588,2162,671,5
frequency,ID0000054,3053.000.000,192.168.5.102,1645953166,1645953183,1645954082,1645954083,1645954083,1645954084,1645954089,17,900,6
frequency,ID0000064,3052.000.000,192.168.5.103,1645953166,1645953184,1645953896,1645953897,1645953897,1645953897,1645953902,18,713,5
individuals,ID0000035,2998.000.000,192.168.5.103,1645945708,1645945744,1645946729,1645946731,1645946731,1645946731,1645946736,36,987,5
individuals,ID0000039,2995.000.000,192.168.5.104,1645945703,1645945744,1645946857,1645946861,1645946861,1645946862,1645946866,41,1117,5
mutation_overlap,ID0000053,3047.000.000,192.168.5.104,1645953161,1645953184,1645953396,1645953397,1645953397,1645953397,1645953402,23,213,5
individuals,ID0000005,3005.000.000,192.168.5.101,1645945713,1645945735,1645946452,1645946455,1645946455,1645946455,1645946460,22,720,5
DAGMAN,,2981.0,,1645945662,,,,,,1645954209,,,
individuals,ID0000018,3025.000.000,192.168.5.104,1645945734,1645946870,1645948061,1645948062,1645948062,1645948063,1645948068,1136,1192,6
individuals,ID0000011,3026.000.000,192.168.5.101,1645945734,1645947211,1645947906,1645947907,1645947907,1645947907,1645947912,1477,696,5
individuals,ID0000027,3034.000.000,192.168.5.103,1645945744,1645947811,1645948819,1645948823,1645948823,1645948823,1645948828,2067,1012,5
