timestamp, ,total_energy,192.168.1.161,192.168.1.162,192.168.1.163,192.168.1.164
1611643167, ,13.20000004769,3.20000004768,3.40000009537,3.29999995232,3.29999995232
1611643168, ,13,3.20000004768,3.29999995232,3.20000004768,3.29999995232
1611643169, ,13.20000004768,3.20000004768,3.29999995232,3.20000004768,3.5
1611643170, ,13.20000004768,3.20000004768,3.29999995232,3.20000004768,3.5
1611643171, ,13.20000004768,3.20000004768,3.29999995232,3.20000004768,3.5
1611643172, ,13,3.40000009537,3.20000004768,3.09999990463,3.29999995232
1611643173, ,13,3.40000009537,3.20000004768,3.09999990463,3.29999995232
1611643174, ,13,3.40000009537,3.20000004768,3.09999990463,3.29999995232
1611643175, ,13,3.40000009537,3.20000004768,3.09999990463,3.29999995232
1611643176, ,13,3.40000009537,3.20000004768,3.09999990463,3.29999995232
1611643177, ,12.89999985695,3.29999995232,3.20000004768,3.09999990463,3.29999995232
1611643178, ,13.40000009538,3.29999995232,3.40000009537,3.29999995232,3.40000009537
1611643179, ,13.40000009538,3.29999995232,3.40000009537,3.29999995232,3.40000009537
1611643180, ,13.60000014305,3.29999995232,3.70000004768,3.20000004768,3.40000009537
1611643181, ,13.60000014305,3.29999995232,3.70000004768,3.20000004768,3.40000009537
1611643182, ,13.60000014305,3.29999995232,3.70000004768,3.20000004768,3.40000009537
1611643183, ,13.60000014305,3.40000009537,3.5,3.20000004768,3.5
1611643184, ,13.60000014305,3.40000009537,3.5,3.20000004768,3.5
1611643185, ,13.60000014305,3.40000009537,3.5,3.20000004768,3.5
1611643186, ,13,3.40000009537,3.29999995232,3.09999990463,3.20000004768
1611643187, ,13,3.40000009537,3.29999995232,3.09999990463,3.20000004768
1611643188, ,12.90000009536,3.40000009537,3.20000004768,3.09999990463,3.20000004768
1611643189, ,13,3.40000009537,3.20000004768,3.09999990463,3.29999995232
1611643190, ,13,3.40000009537,3.20000004768,3.09999990463,3.29999995232
1611643191, ,13.40000033379,3.40000009537,3.40000009537,3.20000004768,3.40000009537
1611643192, ,13.40000033379,3.40000009537,3.40000009537,3.20000004768,3.40000009537
1611643193, ,13.00000023841,3.20000004768,3.20000004768,3.20000004768,3.40000009537
1611643194, ,13.00000023841,3.20000004768,3.20000004768,3.20000004768,3.40000009537
1611643195, ,13.00000023841,3.20000004768,3.20000004768,3.20000004768,3.40000009537
1611643196, ,13.00000023841,3.20000004768,3.20000004768,3.20000004768,3.40000009537
1611643197, ,13.20000004769,3.40000009537,3.29999995232,3.20000004768,3.29999995232
1611643198, ,13.20000004769,3.40000009537,3.29999995232,3.20000004768,3.29999995232
1611643199, ,13.09999990464,3.29999995232,3.40000009537,3.09999990463,3.29999995232
1611643200, ,13,3.29999995232,3.40000009537,3.09999990463,3.20000004768
1611643201, ,13.30000019074,3.40000009537,3.29999995232,3.40000009537,3.20000004768
1611643202, ,13.30000019074,3.40000009537,3.29999995232,3.40000009537,3.20000004768
1611643203, ,13.30000019074,3.40000009537,3.29999995232,3.40000009537,3.20000004768
1611643204, ,13,3.40000009537,3.20000004768,3.09999990463,3.29999995232
1611643205, ,13,3.40000009537,3.20000004768,3.09999990463,3.29999995232
1611643206, ,13,3.40000009537,3.20000004768,3.09999990463,3.29999995232
1611643207, ,13.20000004769,3.29999995232,3.40000009537,3.09999990463,3.40000009537
1611643208, ,13.20000004769,3.29999995232,3.40000009537,3.09999990463,3.40000009537
1611643209, ,13.20000004769,3.29999995232,3.40000009537,3.09999990463,3.40000009537
1611643210, ,13.5,3.29999995232,3.70000004768,3.09999990463,3.40000009537
1611643211, ,13.39999985695,3.29999995232,3.70000004768,3.09999990463,3.29999995232
1611643212, ,13.20000004769,3.40000009537,3.40000009537,3.09999990463,3.29999995232
1611643213, ,13.20000004769,3.40000009537,3.40000009537,3.09999990463,3.29999995232
1611643214, ,13.20000004769,3.40000009537,3.40000009537,3.09999990463,3.29999995232
1611643215, ,13.20000004768,3.40000009537,3.20000004768,3.09999990463,3.5
1611643216, ,13.20000004768,3.40000009537,3.20000004768,3.09999990463,3.5
1611643217, ,12.99999999999,3.20000004768,3.20000004768,3.09999990463,3.5
1611643218, ,13.20000004768,3.20000004768,3.29999995232,3.20000004768,3.5
1611643219, ,13.20000004768,3.20000004768,3.29999995232,3.20000004768,3.5
1611643220, ,13.39999985695,3.29999995232,3.70000004768,3.09999990463,3.29999995232
1611643221, ,13.39999985695,3.29999995232,3.70000004768,3.09999990463,3.29999995232
