Job,ID,DagmanID,Node IP,SUBMIT,EXECUTE,JOB_TERMINATED,JOB_SUCCESS,POST_SCRIPT_STARTED,POST_SCRIPT_TERMINATED,POST_SCRIPT_SUCCESS,wait_time,exec_time,ps_time
mDiffFit,ID0000395,12179.000.000,192.168.1.161,1611648370,1611648395,1611648401,1611648406,1611648406,1611648408,1611648419,25,11,13
mDiffFit,ID0000024,12083.000.000,192.168.1.163,1611647105,1611647223,1611647224,1611647226,1611647226,1611647226,1611647231,118,3,5
mDiffFit,ID0000288,11965.000.000,192.168.1.164,1611646158,1611646206,1611646212,1611646218,1611646218,1611646220,1611646224,48,12,6
mDiffFit,ID0000207,11958.000.000,192.168.1.161,1611645674,1611645687,1611645693,1611645696,1611645696,1611645696,1611645701,13,9,5
mDiffFit,ID0000220,11989.000.000,192.168.1.163,1611646310,1611646376,1611646380,1611646386,1611646386,1611646387,1611646397,66,10,11
mBackground,ID0000301,12248.000.000,192.168.1.163,1611648738,1611648758,1611648808,1611648812,1611648812,1611648815,1611648828,20,54,16
mDiffFit,ID0000022,11954.000.000,192.168.1.164,1611645310,1611645321,1611645323,1611645328,1611645328,1611645328,1611645333,11,7,5
mDiffFit,ID0000430,12269.000.000,192.168.1.161,1611648879,1611648891,1611648907,1611648921,1611648921,1611648923,1611648935,12,30,14
mDiffFit,ID0000418,12136.000.000,192.168.1.161,1611648111,1611648163,1611648180,1611648189,1611648189,1611648190,1611648202,52,26,13
register_local,0_1,12357.000.000,192.168.1.4,1611649405,1611649406,1611649408,1611649411,1611649411,1611649411,1611649417,1,5,6
mDiffFit,ID0000132,12070.000.000,192.168.1.163,1611646972,1611647035,1611647036,1611647039,1611647039,1611647039,1611647044,63,4,5
mDiffFit,ID0000263,11967.000.000,192.168.1.163,1611646159,1611646222,1611646223,1611646224,1611646224,1611646224,1611646229,63,2,5
mDiffFit,ID0000258,11986.000.000,192.168.1.162,1611646297,1611646342,1611646345,1611646350,1611646350,1611646353,1611646362,45,8,12
mDiffFit,ID0000029,12187.000.000,192.168.1.162,1611648418,1611648436,1611648437,1611648446,1611648446,1611648447,1611648461,18,10,15
mDiffFit,ID0000402,12039.000.000,192.168.1.162,1611646815,1611646879,1611646883,1611646886,1611646886,1611646886,1611646899,64,7,13
mDiffFit,ID0000073,12237.000.000,192.168.1.164,1611648661,1611648702,1611648715,1611648731,1611648731,1611648732,1611648743,41,29,12
