1611650188 INTERNAL *** MONITORD_STARTED ***
1611650183 INTERNAL *** DAGMAN_STARTED 12426.0 ***
1611650187 create_dir_montage_0_local SUBMIT 12427.0 local - 1
1611650188 create_dir_montage_0_local EXECUTE 12427.0 local - 1
1611650191 create_dir_montage_0_local JOB_TERMINATED 12427.0 local - 1
1611650192 create_dir_montage_0_local JOB_SUCCESS 0 local - 1
1611650192 create_dir_montage_0_local POST_SCRIPT_STARTED 12427.0 local - 1
1611650192 create_dir_montage_0_local POST_SCRIPT_TERMINATED 12427.0 local - 1
1611650197 create_dir_montage_0_local POST_SCRIPT_SUCCESS 0 local - 1
1611650202 stage_in_remote_local_2_0 SUBMIT 12428.0 local - 2
1611650202 stage_in_remote_local_2_0 EXECUTE 12428.0 local - 2
1611650202 stage_in_remote_local_1_0 SUBMIT 12429.0 local - 3
1611650203 stage_in_remote_local_0_0 SUBMIT 12430.0 local - 4
1611650203 stage_in_local_local_0_0 SUBMIT 12431.0 local - 5
1611650203 stage_in_remote_local_7_0 SUBMIT 12432.0 local - 6
1611650207 stage_in_remote_local_2_0 JOB_TERMINATED 12428.0 local - 2
1611650209 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 2
1611650209 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 12428.0 local - 2
1611650207 stage_in_remote_local_7_0 EXECUTE 12432.0 local - 6
1611650207 stage_in_local_local_0_0 EXECUTE 12431.0 local - 5
1611650207 stage_in_remote_local_0_0 EXECUTE 12430.0 local - 4
1611650207 stage_in_remote_local_1_0 EXECUTE 12429.0 local - 3
1611650208 stage_in_remote_local_6_0 SUBMIT 12433.0 local - 7
1611650209 stage_in_remote_local_5_0 SUBMIT 12434.0 local - 8
1611650209 stage_in_remote_local_4_0 SUBMIT 12435.0 local - 9
1611650209 stage_in_remote_local_3_0 SUBMIT 12436.0 local - 10
1611650209 stage_in_remote_local_1_1 SUBMIT 12437.0 local - 11
1611650209 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 12428.0 local - 2
1611650215 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 2
1611650210 stage_in_remote_local_7_0 JOB_TERMINATED 12432.0 local - 6
1611650215 stage_in_remote_local_7_0 JOB_SUCCESS 0 local - 6
1611650215 stage_in_remote_local_7_0 POST_SCRIPT_STARTED 12432.0 local - 6
1611650210 stage_in_remote_local_0_0 JOB_TERMINATED 12430.0 local - 4
1611650215 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 4
1611650215 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 12430.0 local - 4
1611650210 stage_in_remote_local_1_0 JOB_TERMINATED 12429.0 local - 3
1611650215 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 3
1611650215 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 12429.0 local - 3
1611650211 stage_in_remote_local_1_1 EXECUTE 12437.0 local - 11
1611650211 stage_in_remote_local_3_0 EXECUTE 12436.0 local - 10
1611650211 stage_in_remote_local_4_0 EXECUTE 12435.0 local - 9
1611650211 stage_in_remote_local_5_0 EXECUTE 12434.0 local - 8
1611650212 stage_in_remote_local_6_0 EXECUTE 12433.0 local - 7
1611650214 stage_in_remote_local_1_1 JOB_TERMINATED 12437.0 local - 11
1611650215 stage_in_remote_local_1_1 JOB_SUCCESS 0 local - 11
1611650215 stage_in_remote_local_1_1 POST_SCRIPT_STARTED 12437.0 local - 11
1611650214 stage_in_remote_local_4_0 JOB_TERMINATED 12435.0 local - 9
1611650215 stage_in_remote_local_4_0 JOB_SUCCESS 0 local - 9
1611650215 stage_in_remote_local_4_0 POST_SCRIPT_STARTED 12435.0 local - 9
1611650215 stage_in_remote_local_0_1 SUBMIT 12438.0 local - 12
1611650215 stage_in_remote_local_7_0 POST_SCRIPT_TERMINATED 12432.0 local - 6
1611650221 stage_in_remote_local_7_0 POST_SCRIPT_SUCCESS 0 local - 6
1611650216 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 12430.0 local - 4
1611650221 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 4
1611650216 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 12429.0 local - 3
1611650221 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 3
1611650216 stage_in_remote_local_1_1 POST_SCRIPT_TERMINATED 12437.0 local - 11
1611650221 stage_in_remote_local_1_1 POST_SCRIPT_SUCCESS 0 local - 11
1611650216 stage_in_remote_local_4_0 POST_SCRIPT_TERMINATED 12435.0 local - 9
1611650221 stage_in_remote_local_4_0 POST_SCRIPT_SUCCESS 0 local - 9
1611650216 stage_in_remote_local_0_1 EXECUTE 12438.0 local - 12
1611650216 stage_in_remote_local_3_0 JOB_TERMINATED 12436.0 local - 10
1611650221 stage_in_remote_local_3_0 JOB_SUCCESS 0 local - 10
1611650221 stage_in_remote_local_3_0 POST_SCRIPT_STARTED 12436.0 local - 10
1611650216 stage_in_remote_local_5_0 JOB_TERMINATED 12434.0 local - 8
1611650221 stage_in_remote_local_5_0 JOB_SUCCESS 0 local - 8
1611650221 stage_in_remote_local_5_0 POST_SCRIPT_STARTED 12434.0 local - 8
1611650216 stage_in_remote_local_6_0 JOB_TERMINATED 12433.0 local - 7
1611650221 stage_in_remote_local_6_0 JOB_SUCCESS 0 local - 7
1611650221 stage_in_remote_local_6_0 POST_SCRIPT_STARTED 12433.0 local - 7
1611650218 stage_in_remote_local_0_1 JOB_TERMINATED 12438.0 local - 12
1611650221 stage_in_remote_local_0_1 JOB_SUCCESS 0 local - 12
1611650221 stage_in_remote_local_0_1 POST_SCRIPT_STARTED 12438.0 local - 12
1611650220 stage_in_local_local_0_1 SUBMIT 12439.0 local - 13
1611650220 stage_in_local_local_0_1 EXECUTE 12439.0 local - 13
1611650220 stage_in_remote_local_4_1 SUBMIT 12440.0 local - 14
1611650221 stage_in_local_local_0_2 SUBMIT 12441.0 local - 15
1611650221 stage_in_remote_local_4_2 SUBMIT 12442.0 local - 16
1611650221 stage_in_remote_local_1_2 SUBMIT 12443.0 local - 17
1611650221 stage_in_remote_local_0_1 POST_SCRIPT_TERMINATED 12438.0 local - 12
1611650228 stage_in_remote_local_0_1 POST_SCRIPT_SUCCESS 0 local - 12
1611650221 stage_in_remote_local_3_0 POST_SCRIPT_TERMINATED 12436.0 local - 10
1611650228 stage_in_remote_local_3_0 POST_SCRIPT_SUCCESS 0 local - 10
1611650221 stage_in_remote_local_5_0 POST_SCRIPT_TERMINATED 12434.0 local - 8
1611650228 stage_in_remote_local_5_0 POST_SCRIPT_SUCCESS 0 local - 8
1611650221 stage_in_remote_local_6_0 POST_SCRIPT_TERMINATED 12433.0 local - 7
1611650228 stage_in_remote_local_6_0 POST_SCRIPT_SUCCESS 0 local - 7
1611650223 stage_in_remote_local_1_2 EXECUTE 12443.0 local - 17
1611650223 stage_in_remote_local_4_2 EXECUTE 12442.0 local - 16
1611650223 stage_in_local_local_0_2 EXECUTE 12441.0 local - 15
1611650223 stage_in_remote_local_4_1 EXECUTE 12440.0 local - 14
1611650226 stage_in_remote_local_1_2 JOB_TERMINATED 12443.0 local - 17
1611650228 stage_in_remote_local_1_2 JOB_SUCCESS 0 local - 17
1611650228 stage_in_remote_local_1_2 POST_SCRIPT_STARTED 12443.0 local - 17
1611650226 stage_in_remote_local_4_2 JOB_TERMINATED 12442.0 local - 16
1611650228 stage_in_remote_local_4_2 JOB_SUCCESS 0 local - 16
1611650228 stage_in_remote_local_4_2 POST_SCRIPT_STARTED 12442.0 local - 16
1611650226 stage_in_remote_local_4_1 JOB_TERMINATED 12440.0 local - 14
1611650228 stage_in_remote_local_4_1 JOB_SUCCESS 0 local - 14
1611650228 stage_in_remote_local_4_1 POST_SCRIPT_STARTED 12440.0 local - 14
1611650226 stage_in_local_local_0_3 SUBMIT 12444.0 local - 18
1611650227 stage_in_local_local_0_3 EXECUTE 12444.0 local - 18
1611650227 stage_in_remote_local_4_3 SUBMIT 12445.0 local - 19
1611650227 stage_in_remote_local_4_3 EXECUTE 12445.0 local - 19
1611650227 stage_in_local_local_0_4 SUBMIT 12446.0 local - 20
1611650228 stage_in_local_local_0_4 EXECUTE 12446.0 local - 20
1611650228 stage_in_remote_local_1_2 POST_SCRIPT_TERMINATED 12443.0 local - 17
1611650233 stage_in_remote_local_1_2 POST_SCRIPT_SUCCESS 0 local - 17
1611650228 stage_in_remote_local_4_2 POST_SCRIPT_TERMINATED 12442.0 local - 16
1611650233 stage_in_remote_local_4_2 POST_SCRIPT_SUCCESS 0 local - 16
1611650228 stage_in_remote_local_4_1 POST_SCRIPT_TERMINATED 12440.0 local - 14
1611650233 stage_in_remote_local_4_1 POST_SCRIPT_SUCCESS 0 local - 14
1611650230 stage_in_remote_local_4_3 JOB_TERMINATED 12445.0 local - 19
1611650233 stage_in_remote_local_4_3 JOB_SUCCESS 0 local - 19
1611650233 stage_in_remote_local_4_3 POST_SCRIPT_STARTED 12445.0 local - 19
1611650234 stage_in_remote_local_4_3 POST_SCRIPT_TERMINATED 12445.0 local - 19
1611650239 stage_in_remote_local_4_3 POST_SCRIPT_SUCCESS 0 local - 19
1611650377 stage_in_local_local_0_0 JOB_TERMINATED 12431.0 local - 5
1611650379 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 5
1611650379 stage_in_local_local_0_0 POST_SCRIPT_STARTED 12431.0 local - 5
1611650379 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 12431.0 local - 5
1611650384 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 5
1611650389 mProject_ID0000328 SUBMIT 12447.0 condorpool - 21
1611650390 mProject_ID0000318 SUBMIT 12448.0 condorpool - 22
1611650390 mProject_ID0000173 SUBMIT 12449.0 condorpool - 23
1611650391 mProject_ID0000163 SUBMIT 12450.0 condorpool - 24
1611650391 mProject_ID0000010 SUBMIT 12451.0 condorpool - 25
1611650391 mProject_ID0000328 EXECUTE 12447.0 condorpool - 21
1611650391 mProject_ID0000318 EXECUTE 12448.0 condorpool - 22
1611650396 mProject_ID0000001 SUBMIT 12452.0 condorpool - 26
1611650397 mProject_ID0000168 SUBMIT 12453.0 condorpool - 27
1611650397 mProject_ID0000158 SUBMIT 12454.0 condorpool - 28
1611650397 mProject_ID0000015 SUBMIT 12455.0 condorpool - 29
1611650397 mProject_ID0000323 SUBMIT 12456.0 condorpool - 30
1611650411 mProject_ID0000010 EXECUTE 12451.0 condorpool - 25
1611650411 mProject_ID0000163 EXECUTE 12450.0 condorpool - 24
1611650411 mProject_ID0000173 EXECUTE 12449.0 condorpool - 23
1611650412 mProject_ID0000001 EXECUTE 12452.0 condorpool - 26
1611650412 mProject_ID0000323 EXECUTE 12456.0 condorpool - 30
1611650412 mProject_ID0000015 EXECUTE 12455.0 condorpool - 29
1611650412 mProject_ID0000168 EXECUTE 12453.0 condorpool - 27
1611650412 mProject_ID0000158 EXECUTE 12454.0 condorpool - 28
1611650672 stage_in_local_local_0_2 JOB_TERMINATED 12441.0 local - 15
1611650673 stage_in_local_local_0_2 JOB_SUCCESS 0 local - 15
1611650673 stage_in_local_local_0_2 POST_SCRIPT_STARTED 12441.0 local - 15
1611650673 stage_in_local_local_0_2 POST_SCRIPT_TERMINATED 12441.0 local - 15
1611650678 stage_in_local_local_0_2 POST_SCRIPT_SUCCESS 0 local - 15
1611650683 mProject_ID0000325 SUBMIT 12457.0 condorpool - 31
1611650684 mProject_ID0000315 SUBMIT 12458.0 condorpool - 32
1611650684 mProject_ID0000007 SUBMIT 12459.0 condorpool - 33
1611650685 mProject_ID0000170 SUBMIT 12460.0 condorpool - 34
1611650685 mProject_ID0000160 SUBMIT 12461.0 condorpool - 35
1611650685 mProject_ID0000315 EXECUTE 12458.0 condorpool - 32
1611650685 mProject_ID0000325 EXECUTE 12457.0 condorpool - 31
