timestamp,description,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
1645051645, ,3.4000000954,3.2000000477,3,3.4000000954,3.4000000954,3.2999999523,3.2000000477,0,3.2000000477,3.4000000954,3.5,3.0999999046,3.0999999046,3.5
1645051646, ,3.4000000954,3.2000000477,3,3.4000000954,3.4000000954,3.2999999523,3.2000000477,0,3.2000000477,3.4000000954,3.5,3.0999999046,3.2999999523,3.2999999523
1645051647, ,3.4000000954,3.2000000477,3,3.4000000954,3.4000000954,3.2999999523,3.2000000477,0,3.2000000477,3.4000000954,3.5,3.0999999046,3.2999999523,3.2999999523
1645051648, ,3,3.2000000477,3.0999999046,3.4000000954,3.4000000954,3.2999999523,3.2000000477,0,3.2000000477,3.4000000954,3.5,3.0999999046,3.2999999523,3.2999999523
1645051649, ,3,3.2000000477,3.0999999046,3.5,3.4000000954,3.7000000477,3.4000000954,0,3.2000000477,3.5999999046,3.5,3,3.0999999046,3.2999999523
1645051650, ,3,3.2000000477,3.0999999046,3.5,3.4000000954,3.7000000477,3.4000000954,0,3.2000000477,3.5999999046,3.5,3,3.0999999046,3.2999999523
1645051651, ,3,3.4000000954,3.2000000477,3.5,3.4000000954,3.7000000477,3.4000000954,0,3.2000000477,3.5999999046,3.5,3,3.0999999046,3.2999999523
1645051652, ,3,3.4000000954,3.2000000477,3.2000000477,3.4000000954,3.4000000954,3.2000000477,0,3.2999999523,3.5,3.2999999523,2.9000000954,3.0999999046,3.2999999523
1645051653, ,3,3.4000000954,3.2000000477,3.2000000477,3.4000000954,3.4000000954,3.2000000477,0,3.2999999523,3.5,3.2999999523,2.9000000954,3.2000000477,3.2999999523
1645051654, ,3.0999999046,3.2000000477,3.2000000477,3.2000000477,3.4000000954,3.4000000954,3.2000000477,0,3.2999999523,3.5,3.2999999523,2.9000000954,3.2000000477,3.2999999523
1645051655, ,3.0999999046,3.2000000477,3,3.4000000954,3.2000000477,3.2999999523,3.2000000477,0,3.2999999523,3.4000000954,3.5,3.0999999046,3.0999999046,3.2999999523
1645051656, ,3.0999999046,3.2000000477,3,3.4000000954,3.2000000477,3.2999999523,3.2000000477,0,3.2999999523,3.4000000954,3.5,3.0999999046,3.0999999046,3.4000000954
1645051657, ,3,3.4000000954,3.0999999046,3.2000000477,3.4000000954,3.7999999523,3.4000000954,0,3.0999999046,3.5,3.4000000954,2.9000000954,3.0999999046,3.4000000954
1645051658, ,3,3.4000000954,3.0999999046,3.2000000477,3.4000000954,3.7999999523,3.4000000954,0,3.0999999046,3.5,3.4000000954,2.9000000954,3.0999999046,3.4000000954
1645051659, ,3,3.4000000954,3.0999999046,3.2000000477,3.4000000954,3.7999999523,3.4000000954,0,3.0999999046,3.5,3.4000000954,2.9000000954,3.0999999046,3.2000000477
1645051660, ,3,3.4000000954,3.0999999046,3.2000000477,3.4000000954,3.4000000954,3.4000000954,0,3.4000000954,3.4000000954,3.2999999523,2.9000000954,3.0999999046,3.2000000477
1645051661, ,3,3.4000000954,3.0999999046,3.2000000477,3.4000000954,3.4000000954,3.4000000954,0,3.4000000954,3.4000000954,3.2999999523,2.9000000954,3.0999999046,3.2999999523
1645051662, ,3,3.4000000954,3.0999999046,3.2000000477,3.4000000954,3.4000000954,3.4000000954,0,3.4000000954,3.4000000954,3.2999999523,2.9000000954,3.0999999046,3.2999999523
1645051663, ,3.2999999523,3.2000000477,3,3.4000000954,3.2000000477,3.2999999523,3.0999999046,0,3.4000000954,3.4000000954,3.2999999523,2.9000000954,3.0999999046,3.2999999523
1645051664, ,3.2999999523,3.2000000477,3,3.4000000954,3.2000000477,3.2999999523,3.0999999046,0,3.2999999523,3.4000000954,3.7000000477,3.0999999046,3,3.2999999523
1645051665, ,3.2999999523,3.2000000477,3,3.4000000954,3.2000000477,3.2999999523,3.0999999046,0,3.2999999523,3.4000000954,3.7000000477,3.0999999046,3,3.2000000477
1645051666, ,3,3.2000000477,3.2000000477,3.4000000954,3.2000000477,3.2999999523,3.0999999046,0,3.2999999523,3.4000000954,3.7000000477,3.0999999046,3,3.2000000477
1645051667, ,3,3.2000000477,3.2000000477,3.4000000954,3.4000000954,3.2000000477,3.5,0,3.2000000477,3.5,3.4000000954,2.9000000954,3.7999999523,3.2000000477
1645051668, ,3,3.2000000477,3.2000000477,3.4000000954,3.4000000954,3.2000000477,3.5,0,3.2000000477,3.5,3.4000000954,2.9000000954,3.7999999523,3.2000000477
1645051669, ,3,3.4000000954,3.2000000477,3.4000000954,3.4000000954,3.2000000477,3.5,0,3.2000000477,3.5,3.4000000954,2.9000000954,3.7999999523,3.2000000477
1645051670, ,3,3.4000000954,3.2000000477,3.2000000477,3.4000000954,3.4000000954,3.2999999523,0,3.4000000954,3.2999999523,3.2999999523,2.9000000954,3.0999999046,3.5
1645051671, ,3,3.4000000954,3.2000000477,3.2000000477,3.4000000954,3.4000000954,3.2999999523,0,3.4000000954,3.2999999523,3.2999999523,2.9000000954,3.0999999046,3.5
1645051672, ,2.9000000954,3.0999999046,3.0999999046,3.4000000954,3.2999999523,3.2999999523,3.2000000477,0,3.4000000954,3.2999999523,3.2999999523,2.9000000954,3.0999999046,3.5
1645051673, ,2.9000000954,3.0999999046,3.0999999046,3.4000000954,3.2999999523,3.2999999523,3.2000000477,0,3.2000000477,3.4000000954,3.2000000477,3.0999999046,3.2999999523,3.5999999046
1645051674, ,3.4000000954,3.2000000477,3,3.2999999523,3.2999999523,3.2999999523,3.2000000477,0,3.2000000477,3.4000000954,3.2000000477,3.0999999046,3.2999999523,3.5999999046
1645051675, ,3.4000000954,3.2000000477,3,3.2999999523,3.2999999523,3.2999999523,3.2000000477,0,3.2000000477,3.4000000954,3.2000000477,3.0999999046,3.2999999523,3.5999999046
1645051676, ,3.4000000954,3.2000000477,3,3.2999999523,3.5,3.0999999046,3.5,0,3.2000000477,3.5999999046,3.5,2.9000000954,3.4000000954,3.2999999523
1645051677, ,3.5,3.4000000954,3.2000000477,3.4000000954,3.5,3.0999999046,3.5,0,3.2000000477,3.5999999046,3.5,2.9000000954,3.4000000954,3.2999999523
1645051678, ,3.5,3.4000000954,3.2000000477,3.4000000954,3.4000000954,3.4000000954,3.2999999523,0,3.2000000477,3.5999999046,3.5,2.9000000954,3.4000000954,3.2999999523
1645051679, ,3.5,3.4000000954,3.2000000477,3.4000000954,3.4000000954,3.4000000954,3.2999999523,0,3.4000000954,3.5,3.2999999523,2.9000000954,3.4000000954,3.5
