1646478802 INTERNAL *** MONITORD_STARTED ***
1646478801 INTERNAL *** DAGMAN_STARTED 4521.0 ***
1646478805 create_dir_1000-genome_0_local SUBMIT 4522.0 local - 641
1646478806 create_dir_1000-genome_0_local EXECUTE 4522.0 local - 641
1646478808 create_dir_1000-genome_0_local JOB_TERMINATED 4522.0 local - 641
1646478810 create_dir_1000-genome_0_local JOB_SUCCESS 0 local - 641
1646478810 create_dir_1000-genome_0_local POST_SCRIPT_STARTED 4522.0 local - 641
1646478810 create_dir_1000-genome_0_local POST_SCRIPT_TERMINATED 4522.0 local - 641
1646478815 create_dir_1000-genome_0_local POST_SCRIPT_SUCCESS 0 local - 641
1646478820 stage_in_remote_local_2_0 SUBMIT 4523.0 local - 642
1646478820 stage_in_remote_local_2_0 EXECUTE 4523.0 local - 642
1646478820 stage_in_remote_local_1_0 SUBMIT 4524.0 local - 643
1646478820 stage_in_remote_local_0_0 SUBMIT 4525.0 local - 644
1646478820 stage_in_local_local_0_0 SUBMIT 4526.0 local - 645
1646478820 stage_in_local_local_2_0 SUBMIT 4527.0 local - 646
1646478823 stage_in_remote_local_2_0 JOB_TERMINATED 4523.0 local - 642
1646478826 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 642
1646478826 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 4523.0 local - 642
1646478823 stage_in_local_local_2_0 EXECUTE 4527.0 local - 646
1646478823 stage_in_local_local_0_0 EXECUTE 4526.0 local - 645
1646478823 stage_in_remote_local_0_0 EXECUTE 4525.0 local - 644
1646478823 stage_in_remote_local_1_0 EXECUTE 4524.0 local - 643
1646478825 stage_in_local_local_0_0 JOB_TERMINATED 4526.0 local - 645
1646478826 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 645
1646478826 stage_in_local_local_0_0 POST_SCRIPT_STARTED 4526.0 local - 645
1646478825 stage_in_remote_local_0_0 JOB_TERMINATED 4525.0 local - 644
1646478826 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 644
1646478826 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 4525.0 local - 644
1646478825 stage_in_remote_local_1_0 JOB_TERMINATED 4524.0 local - 643
1646478826 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 643
1646478826 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 4524.0 local - 643
1646478825 stage_in_remote_local_0_1 SUBMIT 4528.0 local - 647
1646478825 stage_in_remote_local_0_1 EXECUTE 4528.0 local - 647
1646478825 stage_in_local_local_0_1 SUBMIT 4529.0 local - 648
1646478826 stage_in_local_local_0_1 EXECUTE 4529.0 local - 648
1646478826 stage_in_local_local_2_1 SUBMIT 4530.0 local - 649
1646478826 stage_in_remote_local_2_1 SUBMIT 4531.0 local - 650
1646478826 stage_in_local_local_0_2 SUBMIT 4532.0 local - 651
1646478826 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 4526.0 local - 645
1646478831 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 645
1646478826 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 4525.0 local - 644
1646478831 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 644
1646478826 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 4524.0 local - 643
1646478831 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 643
1646478826 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 4523.0 local - 642
1646478831 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 642
1646478827 stage_in_local_local_2_0 JOB_TERMINATED 4527.0 local - 646
1646478831 stage_in_local_local_2_0 JOB_SUCCESS 0 local - 646
1646478831 stage_in_local_local_2_0 POST_SCRIPT_STARTED 4527.0 local - 646
1646478827 stage_in_local_local_0_2 EXECUTE 4532.0 local - 651
1646478827 stage_in_remote_local_2_1 EXECUTE 4531.0 local - 650
1646478827 stage_in_local_local_2_1 EXECUTE 4530.0 local - 649
1646478828 stage_in_remote_local_0_1 JOB_TERMINATED 4528.0 local - 647
1646478831 stage_in_remote_local_0_1 JOB_SUCCESS 0 local - 647
1646478831 stage_in_remote_local_0_1 POST_SCRIPT_STARTED 4528.0 local - 647
