timestamp,description,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
1646457630, ,3.4000000954,3.4000000954,3.5,3.5,3.5,3.2999999523,0,0,3.4000000954,3.4000000954,3.5,3.4000000954,3.2999999523,3.2999999523
1646457631, ,3.4000000954,3.4000000954,3.5,3.5,3.5,3.2999999523,0,0,3.4000000954,3.2999999523,3.2000000477,3.2999999523,3.2000000477,3.2999999523
1646457632, ,3.4000000954,3.5,3.5,3.5,3.5,3.2999999523,0,0,3.4000000954,3.2999999523,3.2000000477,3.2999999523,3.2000000477,3.2999999523
1646457633, ,3.4000000954,3.5,3.5,3.4000000954,3.5,3.5,0,0,3.4000000954,3.2999999523,3.2000000477,3.2999999523,3.2000000477,3.2999999523
1646457634, ,3.4000000954,3.5,3.5,3.4000000954,3.5,3.5,0,0,3.2999999523,3.2999999523,3.5,3.2999999523,3.2999999523,3.7999999523
1646457635, ,3.2999999523,3.5999999046,3.2999999523,3.4000000954,3.4000000954,3.5,0,0,3.2999999523,3.2999999523,3.5,3.2999999523,3.2999999523,3.7999999523
1646457636, ,3.2999999523,3.5999999046,3.2999999523,3.4000000954,3.4000000954,3.5,0,0,3.4000000954,3.2999999523,3.5,3.2999999523,3.2999999523,3.7999999523
1646457637, ,3.2999999523,3.4000000954,3.4000000954,3.5999999046,3.2999999523,3.7999999523,0,0,3.4000000954,3.2999999523,3.4000000954,3.5,3.2999999523,3.4000000954
1646457638, ,3.2999999523,3.4000000954,3.4000000954,3.5999999046,3.2999999523,3.7999999523,0,0,3.4000000954,3.2999999523,3.4000000954,3.5,3.2999999523,3.4000000954
1646457639, ,3.2999999523,3.4000000954,3.4000000954,3.5999999046,3.2999999523,3.7999999523,0,0,3.4000000954,3.2999999523,3.2999999523,3.4000000954,3.2000000477,3.2999999523
1646457640, ,3.4000000954,3.4000000954,3.4000000954,3.5,3.4000000954,3.5,0,0,3.4000000954,3.2999999523,3.2999999523,3.4000000954,3.2000000477,3.2999999523
1646457641, ,3.4000000954,3.4000000954,3.4000000954,3.5,3.4000000954,3.5,0,0,3.4000000954,3.2999999523,3.2999999523,3.4000000954,3.2000000477,3.2999999523
1646457642, ,3.4000000954,3.4000000954,3.4000000954,3.5,3.4000000954,3.5,0,0,3.4000000954,3.2000000477,3.2999999523,3.2999999523,3.2000000477,3.7000000477
1646457643, ,3.4000000954,3.4000000954,3.4000000954,3.5,3.4000000954,3.5,0,0,3.4000000954,3.2000000477,3.2999999523,3.2999999523,3.2000000477,3.7000000477
1646457644, ,3.4000000954,3.5999999046,3.5999999046,3.4000000954,3.5,3.5,0,0,3.4000000954,3.2000000477,3.2999999523,3.2999999523,3.2000000477,3.7000000477
1646457645, ,3.4000000954,3.5999999046,3.5999999046,3.4000000954,3.5,3.5,0,0,3.2999999523,3.2999999523,3.4000000954,3.5,3.2999999523,3.4000000954
1646457646, ,3.4000000954,3.5,3.2999999523,3.5,3.2999999523,3.4000000954,0,0,3.2999999523,3.2999999523,3.4000000954,3.5,3.2999999523,3.4000000954
1646457647, ,3.4000000954,3.5,3.2999999523,3.5,3.2999999523,3.4000000954,0,0,3.5,3.2999999523,3.5,3.5,3.4000000954,3.4000000954
1646457648, ,3.4000000954,3.5,3.2999999523,3.5,3.2999999523,3.4000000954,0,0,3.5,3.2999999523,3.5,3.5,3.4000000954,3.4000000954
1646457649, ,3.2999999523,3.5,3.2999999523,3.5,3.2999999523,3.4000000954,0,0,3.5,3.2999999523,3.5,3.5,3.4000000954,3.4000000954
1646457650, ,3.2999999523,3.5,3.4000000954,3.5,3.2999999523,3.5,0,0,3.5,3.2000000477,3.2999999523,3.2999999523,3.2999999523,3.4000000954
1646457651, ,3.2999999523,3.5,3.4000000954,3.5,3.2999999523,3.5,0,0,3.5,3.2000000477,3.2999999523,3.2999999523,3.2999999523,3.4000000954
1646457652, ,3.4000000954,3.4000000954,3.5,3.5,3.2999999523,3.5,0,0,3.5,3.2000000477,3.2999999523,3.2999999523,3.2999999523,3.4000000954
1646457653, ,3.4000000954,3.4000000954,3.5,3.5,3.5,3.5,0,0,3.2999999523,3.2999999523,3.4000000954,3.2999999523,3.2999999523,3.5
1646457654, ,3.4000000954,3.4000000954,3.5,3.5,3.5,3.5,0,0,3.2999999523,3.2999999523,3.4000000954,3.2999999523,3.2999999523,3.5
1646457655, ,3.4000000954,3.5999999046,3.5,3.5,3.5,3.5,0,0,3.2999999523,3.2999999523,3.4000000954,3.2999999523,3.2999999523,3.5
1646457656, ,3.4000000954,3.5999999046,3.5,3.5,3.5,3.4000000954,0,0,3.2999999523,3.2999999523,3.4000000954,3.2999999523,3.2999999523,3.5
1646457657, ,3.4000000954,3.5999999046,3.5,3.5,3.5,3.4000000954,0,0,3.2999999523,3.4000000954,3.5999999046,3.5,3.2000000477,3.5
1646457658, ,3.2999999523,3.7000000477,3.4000000954,3.5999999046,3.2999999523,3.5,0,0,3.4000000954,3.2999999523,3.4000000954,3.5,3.2000000477,3.5
1646457659, ,3.2999999523,3.7000000477,3.4000000954,3.5999999046,3.2999999523,3.5,0,0,3.4000000954,3.2999999523,3.4000000954,3.5,3.2999999523,3.2999999523
1646457660, ,3.5,3.4000000954,3.5999999046,3.7000000477,3.4000000954,3.5,0,0,3.4000000954,3.2999999523,3.4000000954,3.5,3.2999999523,3.2999999523
1646457661, ,3.5,3.4000000954,3.5999999046,3.7000000477,3.4000000954,3.5,0,0,3.4000000954,3.2999999523,3.4000000954,3.5,3.2999999523,3.2999999523
1646457662, ,3.5,3.4000000954,3.5999999046,3.7000000477,3.4000000954,3.5,0,0,3.2999999523,3.2000000477,3.5,3.2999999523,3.2999999523,3.2999999523
1646457663, ,3.5,3.7000000477,3.5,3.4000000954,3.5,3.5,0,0,3.2999999523,3.2000000477,3.5,3.2999999523,3.2000000477,3.2999999523
1646457664, ,3.5,3.7000000477,3.5,3.4000000954,3.5,3.5,0,0,3.2999999523,3.2000000477,3.5,3.2999999523,3.2000000477,3.2999999523
1646457665, ,3.5,3.7000000477,3.5,3.4000000954,3.5,3.5,0,0,3.4000000954,3.5,3.4000000954,3.2999999523,3.4000000954,3.2999999523
1646457666, ,3.5,3.7000000477,3.5,3.4000000954,3.5,3.5,0,0,3.4000000954,3.5,3.4000000954,3.2999999523,3.4000000954,3.4000000954
1646457667, ,3.4000000954,3.5999999046,3.4000000954,3.4000000954,3.5,3.4000000954,0,0,3.4000000954,3.5,3.4000000954,3.2999999523,3.4000000954,3.4000000954
1646457668, ,3.4000000954,3.5999999046,3.4000000954,3.4000000954,3.5,3.4000000954,0,0,3.5,3.2999999523,3.5,3.5,3,3.4000000954
1646457669, ,3.5,3.4000000954,3.4000000954,3.5999999046,3.2999999523,3.5,0,0,3.5,3.2999999523,3.5,3.5,3,3.4000000954
1646457670, ,3.5,3.4000000954,3.4000000954,3.5999999046,3.2999999523,3.5,0,0,3.5,3.2999999523,3.4000000954,3.5,2.9000000954,3.4000000954
