Job,ID,DagmanID,Node IP,SUBMIT,EXECUTE,JOB_TERMINATED,JOB_SUCCESS,POST_SCRIPT_STARTED,POST_SCRIPT_TERMINATED,POST_SCRIPT_SUCCESS,wait_time,exec_time,ps_time
mDiffFit,ID0000185,15070.000.000,192.168.1.168,1611705432,1611705447,1611705452,1611705464,1611705464,1611705465,1611705476,15,17,12
mDiffFit,ID0000020,15169.000.000,192.168.1.161,1611705970,1611705988,1611706014,1611706029,1611706029,1611706030,1611706043,18,41,14
mDiffFit,ID0000264,14849.000.000,192.168.1.165,1611704072,1611704136,1611704142,1611704144,1611704144,1611704146,1611704150,64,8,6
stage_in_local_local,3_0,14740.000.000,192.168.1.4,1611702333,1611702334,1611702710,1611702712,1611702712,1611702712,1611702717,1,378,5
mProject,ID0000009,14755.000.000,192.168.1.166,1611702645,1611702666,1611704523,1611704526,1611704526,1611704530,1611704539,21,1860,13
mDiffFit,ID0000047,15051.000.000,192.168.1.165,1611705327,1611705381,1611705386,1611705395,1611705395,1611705398,1611705408,54,14,13
mDiffFit,ID0000413,14904.000.000,192.168.1.165,1611704450,1611704481,1611704493,1611704496,1611704496,1611704499,1611704511,31,15,15
mBackground,ID0000463,15192.000.000,192.168.1.165,1611706108,1611706118,1611706143,1611706153,1611706153,1611706156,1611706167,10,35,14
mDiffFit,ID0000369,14863.000.000,192.168.1.165,1611704196,1611704238,1611704244,1611704259,1611704259,1611704260,1611704273,42,21,14
mDiffFit,ID0000210,15086.000.000,192.168.1.161,1611705514,1611705533,1611705535,1611705542,1611705542,1611705543,1611705554,19,9,12
mViewer,ID0000472,15283.000.000,192.168.1.165,1611706677,1611706710,1611706755,1611706757,1611706757,1611706757,1611706762,33,47,5
mDiffFit,ID0000428,15152.000.000,192.168.1.161,1611705875,1611705898,1611705903,1611705906,1611705906,1611705909,1611705921,23,8,15
mProject,ID0000014,14759.000.000,192.168.1.163,1611702651,1611702666,1611704463,1611704465,1611704465,1611704468,1611704478,15,1799,13
mDiffFit,ID0000121,15116.000.000,192.168.1.161,1611705671,1611705690,1611705696,1611705699,1611705699,1611705701,1611705709,19,9,10
create_dir_montage,local_0,14723.000.000,192.168.1.4,1611702294,1611702295,1611702297,1611702299,1611702299,1611702299,1611702304,1,4,5
mDiffFit,ID0000284,14805.000.000,192.168.1.169,1611703840,1611703897,1611703899,1611703899,1611703899,1611703899,1611703904,57,2,5
mProject,ID0000162,14757.000.000,192.168.1.166,1611702646,1611702666,1611703823,1611703829,1611703829,1611703830,1611703834,20,1163,5
mDiffFit,ID0000117,15119.000.000,192.168.1.165,1611705693,1611705706,1611705712,1611705721,1611705721,1611705723,1611705727,13,15,6
mProject,ID0000170,14774.000.000,192.168.1.167,1611702741,1611702748,1611703827,1611703829,1611703829,1611703829,1611703834,7,1081,5
mDiffFit,ID0000096,14989.000.000,192.168.1.169,1611704921,1611704938,1611704948,1611704952,1611704952,1611704953,1611704958,17,14,6
mDiffFit,ID0000106,14964.000.000,192.168.1.168,1611704789,1611704811,1611704812,1611704825,1611704825,1611704826,1611704839,22,14,14
mBackground,ID0000302,15133.000.000,192.168.1.168,1611705752,1611705787,1611705850,1611705851,1611705851,1611705855,1611705866,35,64,15
mDiffFit,ID0000044,15215.000.000,192.168.1.161,1611706250,1611706261,1611706263,1611706265,1611706265,1611706267,1611706277,11,4,12
register_local,1_0,15290.000.000,192.168.1.4,1611706762,1611706763,1611706764,1611706769,1611706769,1611706769,1611706774,1,6,5
mDiffFit,ID0000071,14936.000.000,192.168.1.165,1611704651,1611704671,1611704698,1611704705,1611704705,1611704708,1611704717,20,34,12
mDiffFit,ID0000282,15080.000.000,192.168.1.168,1611705487,1611705502,1611705518,1611705533,1611705533,1611705534,1611705542,15,31,9
mDiffFit,ID0000440,14924.000.000,192.168.1.165,1611704589,1611704602,1611704622,1611704630,1611704630,1611704632,1611704643,13,28,13
mDiffFit,ID0000417,14887.000.000,192.168.1.162,1611704359,1611704373,1611704387,1611704398,1611704398,1611704399,1611704411,14,25,13
clean_up_local_level,0_5,15232.000.000,192.168.1.4,1611706359,1611706361,1611706380,1611706381,1611706381,1611706381,1611706386,2,20,5
mViewer,ID0000471,15246.000.000,192.168.1.161,1611706410,1611706437,1611706483,1611706486,1611706486,1611706488,1611706495,27,49,9
mDiffFit,ID0000040,14867.000.000,192.168.1.168,1611704231,1611704252,1611704258,1611704259,1611704259,1611704264,1611704273,21,7,14
mDiffFit,ID0000426,15147.000.000,192.168.1.165,1611705842,1611705865,1611705875,1611705878,1611705878,1611705882,1611705892,23,13,14
stage_in_remote_local,2_4,14738.000.000,192.168.1.4,1611702328,1611702330,1611702333,1611702335,1611702335,1611702335,1611702340,2,5,5
mDiffFit,ID0000262,14851.000.000,192.168.1.162,1611704082,1611704171,1611704182,1611704189,1611704189,1611704190,1611704202,89,18,13
mImgtbl,ID0000469,15221.000.000,192.168.1.161,1611706272,1611706317,1611706320,1611706321,1611706321,1611706321,1611706326,45,4,5
mDiffFit,ID0000449,15029.000.000,192.168.1.161,1611705159,1611705221,1611705226,1611705227,1611705227,1611705229,1611705234,62,6,7
mDiffFit,ID0000278,14996.000.000,192.168.1.169,1611704964,1611704979,1611704984,1611704990,1611704990,1611704991,1611705003,15,11,13
register_local,2_1,15259.000.000,192.168.1.4,1611706513,1611706517,1611706520,1611706521,1611706521,1611706522,1611706528,4,4,7
mBackground,ID0000146,15247.000.000,192.168.1.161,1611706414,1611706441,1611706511,1611706515,1611706515,1611706518,1611706521,27,74,6
mDiffFit,ID0000405,15033.000.000,192.168.1.163,1611705165,1611705250,1611705263,1611705266,1611705266,1611705267,1611705273,85,16,7
mDiffFit,ID0000132,15224.000.000,192.168.1.165,1611706290,1611706307,1611706311,1611706315,1611706315,1611706316,1611706321,17,8,6
mDiffFit,ID0000085,15113.000.000,192.168.1.161,1611705644,1611705677,1611705699,1611705709,1611705709,1611705710,1611705721,33,32,12
mDiffFit,ID0000212,14840.000.000,192.168.1.162,1611704027,1611704096,1611704102,1611704109,1611704109,1611704113,1611704121,69,13,12
mDiffFit,ID0000081,14939.000.000,192.168.1.165,1611704663,1611704691,1611704694,1611704705,1611704705,1611704707,1611704717,28,14,12
stage_in_remote_local,0_0,14726.000.000,192.168.1.4,1611702310,1611702315,1611702318,1611702322,1611702322,1611702322,1611702328,5,7,6
mDiffFit,ID0000119,15110.000.000,192.168.1.168,1611705627,1611705670,1611705692,1611705699,1611705699,1611705701,1611705709,43,29,10
mDiffFit,ID0000069,15225.000.000,192.168.1.161,1611706299,1611706314,1611706318,1611706321,1611706321,1611706321,1611706326,15,7,5
stage_in_remote_local,1_0,14734.000.000,192.168.1.4,1611702322,1611702322,1611702324,1611702328,1611702328,1611702329,1611702335,0,6,7
mDiffFit,ID0000063,14979.000.000,192.168.1.161,1611704861,1611704880,1611704887,1611704889,1611704889,1611704891,1611704902,19,9,13
mDiffFit,ID0000045,14872.000.000,192.168.1.161,1611704271,1611704285,1611704288,1611704293,1611704293,1611704295,1611704299,14,8,6
mDiffFit,ID0000023,15184.000.000,192.168.1.161,1611706057,1611706075,1611706078,1611706090,1611706090,1611706090,1611706101,18,15,11
mDiffFit,ID0000424,15155.000.000,192.168.1.161,1611705887,1611705906,1611705914,1611705921,1611705921,1611705924,1611705935,19,15,14
mDiffFit,ID0000288,14823.000.000,192.168.1.169,1611703885,1611704008,1611704023,1611704035,1611704035,1611704036,1611704047,123,27,12
mProject,ID0000160,14775.000.000,192.168.1.162,1611702741,1611702748,1611703984,1611703991,1611703991,1611703993,1611703998,7,1243,7
mBackground,ID0000467,15197.000.000,192.168.1.165,1611706133,1611706165,1611706217,1611706223,1611706223,1611706224,1611706240,32,58,17
mProject,ID0000165,14777.000.000,192.168.1.162,1611702749,1611702764,1611703985,1611703991,1611703991,1611703993,1611703998,15,1227,7
mDiffFit,ID0000200,14822.000.000,192.168.1.169,1611703885,1611704001,1611704009,1611704010,1611704010,1611704013,1611704021,116,9,11
mDiffFit,ID0000358,14874.000.000,192.168.1.165,1611704289,1611704308,1611704315,1611704326,1611704326,1611704327,1611704332,19,18,6
mDiffFit,ID0000332,14896.000.000,192.168.1.168,1611704406,1611704437,1611704443,1611704451,1611704451,1611704455,1611704465,31,14,14
mDiffFit,ID0000050,15058.000.000,192.168.1.161,1611705349,1611705410,1611705427,1611705435,1611705435,1611705439,1611705450,61,25,15
mDiffFit,ID0000395,14926.000.000,192.168.1.169,1611704600,1611704617,1611704622,1611704630,1611704630,1611704632,1611704643,17,13,13
stage_in_remote_local,0_1,14725.000.000,192.168.1.4,1611702310,1611702315,1611702318,1611702322,1611702322,1611702322,1611702328,5,7,6
mDiffFit,ID0000255,14821.000.000,192.168.1.164,1611703884,1611703999,1611704003,1611704010,1611704010,1611704011,1611704021,115,11,11
mDiffFit,ID0000087,14987.000.000,192.168.1.165,1611704908,1611704923,1611704926,1611704929,1611704929,1611704931,1611704938,15,6,9
mDiffFit,ID0000407,15163.000.000,192.168.1.161,1611705933,1611705954,1611705959,1611705963,1611705963,1611705963,1611705970,21,9,7
register_local,15_1,15279.000.000,192.168.1.4,1611706670,1611706670,1611706672,1611706677,1611706677,1611706677,1611706684,0,7,7
mBackground,ID0000462,15193.000.000,192.168.1.161,1611706111,1611706122,1611706147,1611706153,1611706153,1611706156,1611706167,11,31,14
mDiffFit,ID0000211,14841.000.000,192.168.1.165,1611704030,1611704102,1611704110,1611704121,1611704121,1611704122,1611704132,72,19,11
mAdd,ID0000156,15271.000.000,192.168.1.161,1611706573,1611706636,1611706661,1611706665,1611706665,1611706666,1611706670,63,29,5
mDiffFit,ID0000052,15120.000.000,192.168.1.161,1611705697,1611705710,1611705716,1611705721,1611705721,1611705723,1611705727,13,11,6
mDiffFit,ID0000248,15008.000.000,192.168.1.161,1611705023,1611705041,1611705045,1611705054,1611705054,1611705055,1611705066,18,13,12
mBackground,ID0000145,15237.000.000,192.168.1.165,1611706394,1611706400,1611706431,1611706441,1611706441,1611706442,1611706454,6,41,13
mDiffFit,ID0000125,15213.000.000,192.168.1.165,1611706233,1611706253,1611706262,1611706265,1611706265,1611706267,1611706277,20,12,12
mDiffFit,ID0000070,14972.000.000,192.168.1.161,1611704836,1611704850,1611704851,1611704862,1611704862,1611704864,1611704876,14,12,14
clean_up_local_level,2_7,15214.000.000,192.168.1.4,1611706247,1611706249,1611706263,1611706265,1611706265,1611706268,1611706277,2,16,12
mBackground,ID0000305,15139.000.000,192.168.1.161,1611705788,1611705812,1611705864,1611705866,1611705866,1611705866,1611705878,24,54,12
mProject,ID0000172,14756.000.000,192.168.1.166,1611702645,1611702666,1611703815,1611703817,1611703817,1611703818,1611703823,21,1151,6
mProject,ID0000016,14751.000.000,192.168.1.161,1611702459,1611702474,1611704235,1611704238,1611704238,1611704240,1611704244,15,1764,6
stage_in_remote_local,1_4,14736.000.000,192.168.1.4,1611702328,1611702330,1611702333,1611702335,1611702335,1611702335,1611702340,2,5,5
mDiffFit,ID0000037,14965.000.000,192.168.1.165,1611704792,1611704811,1611704813,1611704825,1611704825,1611704826,1611704839,19,14,14
mDiffFit,ID0000114,15189.000.000,192.168.1.165,1611706087,1611706101,1611706107,1611706114,1611706114,1611706115,1611706126,14,13,12
register_local,4_4,15274.000.000,192.168.1.4,1611706605,1611706607,1611706611,1611706612,1611706612,1611706613,1611706620,2,5,8
mDiffFit,ID0000415,15149.000.000,192.168.1.161,1611705862,1611705873,1611705875,1611705878,1611705878,1611705883,1611705892,11,5,14
mDiffFit,ID0000339,14892.000.000,192.168.1.165,1611704383,1611704407,1611704414,1611704423,1611704423,1611704424,1611704437,24,16,14
mDiffFit,ID0000420,15022.000.000,192.168.1.165,1611705152,1611705229,1611705239,1611705241,1611705241,1611705243,1611705247,77,12,6
mDiffFit,ID0000075,15111.000.000,192.168.1.168,1611705631,1611705672,1611705690,1611705699,1611705699,1611705700,1611705709,41,27,10
mDiffFit,ID0000448,15024.000.000,192.168.1.165,1611705152,1611705229,1611705249,1611705254,1611705254,1611705255,1611705260,77,25,6
clean_up_local_level,0_6,15236.000.000,192.168.1.4,1611706391,1611706394,1611706409,1611706415,1611706415,1611706416,1611706427,3,21,12
stage_in_remote_local,0_2,14724.000.000,192.168.1.4,1611702310,1611702310,1611702314,1611702317,1611702317,1611702317,1611702322,0,7,5
