timestamp, ,total_energy,192.168.1.161,192.168.1.162,192.168.1.163,192.168.1.164,192.168.1.165,192.168.1.166,192.168.1.167,192.168.1.168,192.168.1.169
1611702294, ,30.000000000013,3.40000009537,3.5,3.09999990463,3.40000009537,3.40000009537,3.29999995232,3.29999995232,3.099999904633,3.5
1611702295, ,30.000000000013,3.40000009537,3.5,3.09999990463,3.40000009537,3.40000009537,3.29999995232,3.29999995232,3.099999904633,3.5
1611702296, ,30.500000476844,3.40000009537,3.5,3.09999990463,3.40000009537,3.40000009537,3.20000004768,3.40000009537,3.700000047684,3.40000009537
1611702297, ,30.300000429164,3.40000009537,3.29999995232,3.09999990463,3.40000009537,3.40000009537,3.20000004768,3.40000009537,3.700000047684,3.40000009537
1611702298, ,30.300000429164,3.40000009537,3.29999995232,3.09999990463,3.40000009537,3.40000009537,3.20000004768,3.40000009537,3.700000047684,3.40000009537
1611702299, ,30.300000190736,3.20000004768,3.20000004768,3.20000004768,3.29999995232,3.40000009537,3.5,3.40000009537,3.299999952316,3.79999995232
1611702300, ,30.200000047686,3.20000004768,3.20000004768,3.20000004768,3.29999995232,3.29999995232,3.5,3.40000009537,3.299999952316,3.79999995232
1611702301, ,30.200000047686,3.20000004768,3.20000004768,3.20000004768,3.29999995232,3.29999995232,3.5,3.40000009537,3.299999952316,3.79999995232
1611702302, ,29.500000000003,3.20000004768,3.20000004768,3.20000004768,3.29999995232,3.29999995232,3.40000009537,3.29999995232,3.099999904633,3.5
1611702303, ,29.500000000003,3.29999995232,3.40000009537,3.20000004768,3.20000004768,3.09999990463,3.40000009537,3.29999995232,3.099999904633,3.5
1611702304, ,29.500000000003,3.29999995232,3.40000009537,3.20000004768,3.20000004768,3.09999990463,3.40000009537,3.29999995232,3.099999904633,3.5
1611702305, ,29.600000143054,3.20000004768,3.5,3.09999990463,3.40000009537,3.09999990463,3.40000009537,3.40000009537,3.200000047684,3.29999995232
1611702306, ,29.600000143054,3.20000004768,3.5,3.09999990463,3.40000009537,3.09999990463,3.40000009537,3.40000009537,3.200000047684,3.29999995232
1611702307, ,29.600000143054,3.20000004768,3.5,3.09999990463,3.40000009537,3.09999990463,3.40000009537,3.40000009537,3.200000047684,3.29999995232
1611702308, ,30.200000047696,3.40000009537,3.59999990463,3.09999990463,3.40000009537,3.40000009537,3.40000009537,3.29999995232,3.299999952316,3.29999995232
1611702309, ,30.200000047696,3.40000009537,3.59999990463,3.09999990463,3.40000009537,3.40000009537,3.40000009537,3.29999995232,3.299999952316,3.29999995232
1611702310, ,30.000000238436,3.29999995232,3.40000009537,3.20000004768,3.40000009537,3.40000009537,3.40000009537,3.29999995232,3.299999952316,3.29999995232
1611702311, ,30.000000476854,3.29999995232,3.40000009537,3.20000004768,3.40000009537,3.40000009537,3.40000009537,3.29999995232,3.200000047684,3.40000009537
1611702312, ,29.900000333804,3.29999995232,3.40000009537,3.20000004768,3.40000009537,3.29999995232,3.40000009537,3.29999995232,3.200000047684,3.40000009537
1611702313, ,29.400000095374,3.20000004768,3.29999995232,3.20000004768,3.29999995232,3.09999990463,3.40000009537,3.29999995232,3.200000047684,3.40000009537
1611702314, ,29.399999856953,3.20000004768,3.29999995232,3.20000004768,3.29999995232,3.09999990463,3.29999995232,3.5,3.099999904633,3.40000009537
1611702315, ,29.399999856953,3.20000004768,3.29999995232,3.20000004768,3.29999995232,3.09999990463,3.29999995232,3.5,3.099999904633,3.40000009537
1611702316, ,29.399999856953,3.20000004768,3.29999995232,3.20000004768,3.29999995232,3.09999990463,3.29999995232,3.5,3.099999904633,3.40000009537
1611702317, ,29.400000333794,3.40000009537,3.29999995232,3.20000004768,3.20000004768,3,3.40000009537,3.29999995232,3.200000047684,3.40000009537
1611702318, ,29.400000333794,3.40000009537,3.29999995232,3.20000004768,3.20000004768,3,3.40000009537,3.29999995232,3.200000047684,3.40000009537
1611702319, ,30.500000238434,3.90000009537,3.5,3.09999990463,3.29999995232,3.40000009537,3.40000009537,3.29999995232,3.200000047684,3.40000009537
1611702320, ,30.400000095373,3.90000009537,3.5,3.09999990463,3.29999995232,3.40000009537,3.40000009537,3.20000004768,3.099999904633,3.5
1611702321, ,30.400000095373,3.90000009537,3.5,3.09999990463,3.29999995232,3.40000009537,3.40000009537,3.20000004768,3.099999904633,3.5
1611702322, ,30.100000143053,3.5,3.5,3.09999990463,3.40000009537,3.40000009537,3.40000009537,3.20000004768,3.099999904633,3.5
1611702323, ,30.200000047696,3.5,3.5,3.09999990463,3.40000009537,3.40000009537,3.29999995232,3.40000009537,3.299999952316,3.29999995232
1611702324, ,30.200000047696,3.5,3.5,3.09999990463,3.40000009537,3.40000009537,3.29999995232,3.40000009537,3.299999952316,3.29999995232
1611702325, ,30.000000238436,3.40000009537,3.20000004768,3.29999995232,3.40000009537,3.40000009537,3.29999995232,3.40000009537,3.299999952316,3.29999995232
1611702326, ,30.000000476854,3.29999995232,3.20000004768,3.29999995232,3.40000009537,3.40000009537,3.40000009537,3.40000009537,3.200000047684,3.40000009537
1611702327, ,29.600000143054,3.29999995232,3.5,3.09999990463,3.20000004768,3.09999990463,3.40000009537,3.40000009537,3.200000047684,3.40000009537
1611702328, ,29.600000143054,3.29999995232,3.5,3.09999990463,3.20000004768,3.09999990463,3.40000009537,3.40000009537,3.200000047684,3.40000009537
1611702329, ,29.400000095364,3.29999995232,3.5,3.09999990463,3.20000004768,3.09999990463,3.40000009537,3.20000004768,3.200000047684,3.40000009537
1611702330, ,29.600000143054,3.29999995232,3.5,3.09999990463,3.20000004768,3.29999995232,3.40000009537,3.20000004768,3.200000047684,3.40000009537
1611702331, ,29.600000143054,3.29999995232,3.5,3.09999990463,3.20000004768,3.29999995232,3.40000009537,3.20000004768,3.200000047684,3.40000009537
1611702332, ,30.099999904643,3.40000009537,3.5,3.09999990463,3.29999995232,3.5,3.5,3.40000009537,3.099999904633,3.29999995232
1611702333, ,30.099999904643,3.40000009537,3.5,3.09999990463,3.29999995232,3.5,3.5,3.40000009537,3.099999904633,3.29999995232
1611702334, ,30.099999904643,3.40000009537,3.5,3.09999990463,3.29999995232,3.5,3.5,3.40000009537,3.099999904633,3.29999995232
1611702335, ,30.199999809276,3.40000009537,3.5,3.09999990463,3.29999995232,3.5,3.5,3.29999995232,3.299999952316,3.29999995232
1611702336, ,30.300000190746,3.40000009537,3.40000009537,3.20000004768,3.40000009537,3.5,3.5,3.29999995232,3.299999952316,3.29999995232
1611702337, ,30.300000190746,3.40000009537,3.40000009537,3.20000004768,3.40000009537,3.5,3.5,3.29999995232,3.299999952316,3.29999995232
1611702338, ,29.900000095374,3.29999995232,3.5,3.20000004768,3.20000004768,3.29999995232,3.5,3.29999995232,3.200000047684,3.40000009537
1611702339, ,29.900000095374,3.29999995232,3.5,3.20000004768,3.20000004768,3.29999995232,3.5,3.29999995232,3.200000047684,3.40000009537
1611702340, ,29.800000190744,3.29999995232,3.40000009537,3.20000004768,3.20000004768,3.29999995232,3.5,3.29999995232,3.200000047684,3.40000009537
1611702341, ,29.700000286114,3.29999995232,3.40000009537,3.20000004768,3.20000004768,3.29999995232,3.40000009537,3.40000009537,3.200000047684,3.29999995232
1611702342, ,29.500000238424,3.29999995232,3.40000009537,3.20000004768,3.20000004768,3.09999990463,3.40000009537,3.40000009537,3.200000047684,3.29999995232
1611702343, ,29.900000333794,3.20000004768,3.5,3.09999990463,3.40000009537,3.40000009537,3.40000009537,3.40000009537,3.200000047684,3.29999995232
1611702344, ,29.800000190736,3.20000004768,3.5,3.09999990463,3.40000009537,3.40000009537,3.40000009537,3.20000004768,3.299999952316,3.29999995232
1611702345, ,29.800000190736,3.20000004768,3.5,3.09999990463,3.40000009537,3.40000009537,3.40000009537,3.20000004768,3.299999952316,3.29999995232
1611702346, ,30.100000143056,3.40000009537,3.59999990463,3.09999990463,3.40000009537,3.40000009537,3.40000009537,3.20000004768,3.299999952316,3.29999995232
1611702347, ,30.400000095374,3.40000009537,3.59999990463,3.09999990463,3.40000009537,3.40000009537,3.5,3.29999995232,3.200000047684,3.5
1611702348, ,30.200000286114,3.40000009537,3.29999995232,3.20000004768,3.40000009537,3.40000009537,3.5,3.29999995232,3.200000047684,3.5
1611702349, ,30.300000190744,3.40000009537,3.29999995232,3.20000004768,3.5,3.40000009537,3.5,3.29999995232,3.200000047684,3.5
