1611607768 INTERNAL *** MONITORD_STARTED ***
1611607765 INTERNAL *** DAGMAN_STARTED 10704.0 ***
1611607769 create_dir_montage_0_local SUBMIT 10705.0 local - 1
1611607770 create_dir_montage_0_local EXECUTE 10705.0 local - 1
1611607773 create_dir_montage_0_local JOB_TERMINATED 10705.0 local - 1
1611607774 create_dir_montage_0_local JOB_SUCCESS 0 local - 1
1611607774 create_dir_montage_0_local POST_SCRIPT_STARTED 10705.0 local - 1
1611607774 create_dir_montage_0_local POST_SCRIPT_TERMINATED 10705.0 local - 1
1611607779 create_dir_montage_0_local POST_SCRIPT_SUCCESS 0 local - 1
1611607785 stage_in_remote_local_2_0 SUBMIT 10706.0 local - 2
1611607785 stage_in_remote_local_2_0 EXECUTE 10706.0 local - 2
1611607785 stage_in_remote_local_1_0 SUBMIT 10707.0 local - 3
1611607785 stage_in_remote_local_0_0 SUBMIT 10708.0 local - 4
1611607785 stage_in_local_local_0_0 SUBMIT 10709.0 local - 5
1611607785 stage_in_remote_local_7_0 SUBMIT 10710.0 local - 6
1611607789 stage_in_remote_local_2_0 JOB_TERMINATED 10706.0 local - 2
1611607791 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 2
1611607791 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 10706.0 local - 2
1611607790 stage_in_remote_local_7_0 EXECUTE 10710.0 local - 6
1611607790 stage_in_local_local_0_0 EXECUTE 10709.0 local - 5
1611607790 stage_in_remote_local_0_0 EXECUTE 10708.0 local - 4
1611607790 stage_in_remote_local_1_0 EXECUTE 10707.0 local - 3
1611607791 stage_in_remote_local_6_0 SUBMIT 10711.0 local - 7
1611607791 stage_in_remote_local_5_0 SUBMIT 10712.0 local - 8
1611607791 stage_in_remote_local_4_0 SUBMIT 10713.0 local - 9
1611607791 stage_in_remote_local_3_0 SUBMIT 10714.0 local - 10
1611607791 stage_in_remote_local_1_1 SUBMIT 10715.0 local - 11
1611607791 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 10706.0 local - 2
1611607797 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 2
1611607792 stage_in_remote_local_7_0 JOB_TERMINATED 10710.0 local - 6
1611607797 stage_in_remote_local_7_0 JOB_SUCCESS 0 local - 6
1611607797 stage_in_remote_local_7_0 POST_SCRIPT_STARTED 10710.0 local - 6
1611607792 stage_in_remote_local_0_0 JOB_TERMINATED 10708.0 local - 4
1611607797 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 4
1611607797 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 10708.0 local - 4
1611607792 stage_in_remote_local_1_0 JOB_TERMINATED 10707.0 local - 3
1611607797 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 3
1611607797 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 10707.0 local - 3
1611607793 stage_in_remote_local_1_1 EXECUTE 10715.0 local - 11
1611607793 stage_in_remote_local_3_0 EXECUTE 10714.0 local - 10
1611607793 stage_in_remote_local_4_0 EXECUTE 10713.0 local - 9
1611607793 stage_in_remote_local_5_0 EXECUTE 10712.0 local - 8
1611607793 stage_in_remote_local_6_0 EXECUTE 10711.0 local - 7
