timestamp,description,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
1646196805, ,3.7000000477,3.5999999046,3.5,3.2999999523,3.5,3.4000000954,0,0,3.4000000954,3.4000000954,3.5999999046,3.2999999523,3.2000000477,3.4000000954
1646196806, ,3.5,3.5,3.5,3.4000000954,3.5,3.5,0,0,3.4000000954,3.4000000954,3.5999999046,3.2999999523,3.2000000477,3.4000000954
1646196807, ,3.5,3.5,3.5,3.4000000954,3.5,3.5,0,0,3.5,3.4000000954,3.5999999046,3.4000000954,3.7000000477,3.4000000954
1646196808, ,3.2999999523,3.4000000954,3.2999999523,3.5,3.4000000954,3.5,0,0,3.5,3.4000000954,3.5999999046,3.4000000954,3.7000000477,3.5999999046
1646196809, ,3.2999999523,3.4000000954,3.2999999523,3.5,3.4000000954,3.5,0,0,3.2999999523,3.2000000477,3.5999999046,3.4000000954,3.2000000477,3.2999999523
1646196810, ,3.2999999523,3.4000000954,3.2999999523,3.5,3.4000000954,3.5,0,0,3.2999999523,3.2000000477,3.5999999046,3.4000000954,3.2000000477,3.2999999523
1646196811, ,3.4000000954,3.5999999046,3.2999999523,3.5,3.4000000954,3.5,0,0,3.2999999523,3.2000000477,3.5999999046,3.4000000954,3.2000000477,3.2999999523
1646196812, ,3.4000000954,3.5999999046,3.4000000954,3.5,3.4000000954,3.4000000954,0,0,3.2999999523,3.2000000477,3.5999999046,3.4000000954,3.2000000477,3.2999999523
1646196813, ,3.5,3.5999999046,3.5,3.5,3.4000000954,3.4000000954,0,0,3.5,3.2999999523,3.5999999046,3.2999999523,3.2000000477,3.5999999046
1646196814, ,3.5,3.5999999046,3.5,3.5,3.4000000954,3.4000000954,0,0,3.5,3.2999999523,3.5999999046,3.2999999523,3.2000000477,3.5999999046
1646196815, ,3.5,3.5999999046,3.5,3.5,3.4000000954,3.4000000954,0,0,3.5,3.2999999523,3.5999999046,3.2999999523,3.2000000477,3.5999999046
1646196816, ,3.5,3.5999999046,3.5,3.5,3.4000000954,3.4000000954,0,0,3.5,3.4000000954,3.5999999046,3.2999999523,3.0999999046,3.5
