1644909029 INTERNAL *** MONITORD_STARTED ***
1644909027 INTERNAL *** DAGMAN_STARTED 1472.0 ***
1644909032 create_dir_1000-genome_0_local SUBMIT 1473.0 local - 106
1644909034 create_dir_1000-genome_0_local EXECUTE 1473.0 local - 106
1644909036 create_dir_1000-genome_0_local JOB_TERMINATED 1473.0 local - 106
1644909037 create_dir_1000-genome_0_local JOB_SUCCESS 0 local - 106
1644909037 create_dir_1000-genome_0_local POST_SCRIPT_STARTED 1473.0 local - 106
1644909037 create_dir_1000-genome_0_local POST_SCRIPT_TERMINATED 1473.0 local - 106
1644909042 create_dir_1000-genome_0_local POST_SCRIPT_SUCCESS 0 local - 106
1644909047 stage_in_remote_local_2_0 SUBMIT 1474.0 local - 107
1644909047 stage_in_remote_local_2_0 EXECUTE 1474.0 local - 107
1644909047 stage_in_remote_local_1_0 SUBMIT 1475.0 local - 108
1644909047 stage_in_remote_local_0_0 SUBMIT 1476.0 local - 109
1644909047 stage_in_local_local_0_0 SUBMIT 1477.0 local - 110
1644909047 stage_in_local_local_2_0 SUBMIT 1478.0 local - 111
1644909049 stage_in_remote_local_2_0 JOB_TERMINATED 1474.0 local - 107
1644909052 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 107
1644909052 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 1474.0 local - 107
1644909049 stage_in_local_local_2_0 EXECUTE 1478.0 local - 111
1644909049 stage_in_local_local_0_0 EXECUTE 1477.0 local - 110
1644909049 stage_in_remote_local_0_0 EXECUTE 1476.0 local - 109
1644909049 stage_in_remote_local_1_0 EXECUTE 1475.0 local - 108
1644909051 stage_in_remote_local_0_0 JOB_TERMINATED 1476.0 local - 109
1644909052 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 109
1644909052 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 1476.0 local - 109
1644909051 stage_in_local_local_0_0 JOB_TERMINATED 1477.0 local - 110
1644909052 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 110
1644909052 stage_in_local_local_0_0 POST_SCRIPT_STARTED 1477.0 local - 110
1644909052 stage_in_remote_local_1_0 JOB_TERMINATED 1475.0 local - 108
1644909052 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 108
1644909052 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 1475.0 local - 108
1644909052 stage_in_remote_local_0_1 SUBMIT 1479.0 local - 112
1644909052 stage_in_remote_local_0_1 EXECUTE 1479.0 local - 112
1644909052 stage_in_local_local_0_1 SUBMIT 1480.0 local - 113
1644909052 stage_in_local_local_0_1 EXECUTE 1480.0 local - 113
1644909052 stage_in_remote_local_2_1 SUBMIT 1481.0 local - 114
1644909052 stage_in_local_local_2_1 SUBMIT 1482.0 local - 115
1644909052 stage_in_local_local_0_2 SUBMIT 1483.0 local - 116
1644909052 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 1477.0 local - 110
1644909057 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 110
1644909052 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 1474.0 local - 107
1644909057 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 107
1644909052 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 1476.0 local - 109
1644909057 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 109
1644909052 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 1475.0 local - 108
1644909057 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 108
1644909053 stage_in_local_local_2_0 JOB_TERMINATED 1478.0 local - 111
1644909057 stage_in_local_local_2_0 JOB_SUCCESS 0 local - 111
1644909057 stage_in_local_local_2_0 POST_SCRIPT_STARTED 1478.0 local - 111
1644909053 stage_in_local_local_2_1 EXECUTE 1482.0 local - 115
1644909053 stage_in_local_local_0_2 EXECUTE 1483.0 local - 116
1644909053 stage_in_remote_local_2_1 EXECUTE 1481.0 local - 114
1644909054 stage_in_remote_local_0_1 JOB_TERMINATED 1479.0 local - 112
1644909057 stage_in_remote_local_0_1 JOB_SUCCESS 0 local - 112
1644909057 stage_in_remote_local_0_1 POST_SCRIPT_STARTED 1479.0 local - 112
1644909055 stage_in_local_local_0_1 JOB_TERMINATED 1480.0 local - 113
1644909057 stage_in_local_local_0_1 JOB_SUCCESS 0 local - 113
1644909057 stage_in_local_local_0_1 POST_SCRIPT_STARTED 1480.0 local - 113
1644909056 stage_in_remote_local_2_1 JOB_TERMINATED 1481.0 local - 114
1644909057 stage_in_remote_local_2_1 JOB_SUCCESS 0 local - 114
1644909057 stage_in_remote_local_2_1 POST_SCRIPT_STARTED 1481.0 local - 114
1644909056 stage_in_local_local_0_2 JOB_TERMINATED 1483.0 local - 116
1644909057 stage_in_local_local_0_2 JOB_SUCCESS 0 local - 116
1644909057 stage_in_local_local_0_2 POST_SCRIPT_STARTED 1483.0 local - 116
1644909058 stage_in_local_local_2_1 JOB_TERMINATED 1482.0 local - 115
1644909062 stage_in_local_local_2_1 JOB_SUCCESS 0 local - 115
1644909062 stage_in_local_local_2_1 POST_SCRIPT_STARTED 1482.0 local - 115
1644909058 stage_in_local_local_0_1 POST_SCRIPT_TERMINATED 1480.0 local - 113
1644909062 stage_in_local_local_0_1 POST_SCRIPT_SUCCESS 0 local - 113
1644909058 stage_in_local_local_2_0 POST_SCRIPT_TERMINATED 1478.0 local - 111
1644909062 stage_in_local_local_2_0 POST_SCRIPT_SUCCESS 0 local - 111
1644909058 stage_in_remote_local_2_1 POST_SCRIPT_TERMINATED 1481.0 local - 114
