Timestamp,Time,Total_energy,192.168.5.101,192.168.5.102,192.168.5.103,192.168.5.104,192.168.5.105,192.168.5.106,192.168.5.107,192.168.5.108,192.168.5.109
1646024397,57,31.000000477,3.4000000954,3.5,3.4000000954,3.5,3.4000000954,3.4000000954,3.2999999523,3.4000000954,3.7000000477
1646024398,58,31.0000002385,3.4000000954,3.5,3.4000000954,3.5999999046,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.7000000477
1646024399,59,31.0000002385,3.4000000954,3.5,3.4000000954,3.5999999046,3.2999999523,3.4000000954,3.2999999523,3.4000000954,3.7000000477
1646024400,60,30.9000000954,3.4000000954,3.5,3.4000000954,3.5999999046,3.2999999523,3.4000000954,3.5,3.2999999523,3.5
1646024401,61,30.9000000954,3.4000000954,3.5,3.2999999523,3.5,3.5,3.4000000954,3.5,3.2999999523,3.5
1646024402,62,32.0000002384,3.4000000954,3.5,3.2999999523,3.5,3.5,3.7999999523,3.5,3.2000000477,4.3000001907
1646024403,63,33.7000002861,3.2999999523,3.7000000477,3.2999999523,4.5999999046,3.4000000954,4.4000000954,3.5,3.2000000477,4.3000001907
1646024404,64,33.7000002861,3.2999999523,3.7000000477,3.2999999523,4.5999999046,3.4000000954,4.4000000954,3.5,3.2000000477,4.3000001907
1646024405,65,33.7000002861,3.2999999523,3.7000000477,3.2999999523,4.5999999046,3.4000000954,4.4000000954,3.5,3.2000000477,4.3000001907
1646024406,66,35.6000006199,3.5,4.9000000954,3.5,4.8000001907,3.2999999523,4.4000000954,3.4000000954,3.5,4.3000001907
1646024407,67,35.6000006199,3.5,4.9000000954,3.5,4.8000001907,3.2999999523,4.4000000954,3.4000000954,3.5,4.3000001907
1646024408,68,35.6000006199,3.5,4.9000000954,3.5,4.8000001907,3.2999999523,4.4000000954,3.4000000954,3.5,4.3000001907
1646024409,69,34.4999999999,3.5,4.0999999046,3.2999999523,4.8000001907,3.2999999523,4.4000000954,3.2999999523,3.2999999523,4.5
1646024410,70,34.4999999999,3.5,4.0999999046,3.2999999523,4.8000001907,3.2999999523,4.4000000954,3.2999999523,3.2999999523,4.5
1646024411,71,34.7999999522,3.5,4.0999999046,3.2999999523,4.8000001907,3.2999999523,4.4000000954,3.5999999046,3.2999999523,4.5
1646024412,72,34.4999999999,3.2999999523,4.0999999046,3.2999999523,4.8000001907,3.2999999523,4.4000000954,3.5999999046,3.2999999523,4.4000000954
1646024413,73,34.7000000476,3.2999999523,4.5999999046,3.2999999523,4.3000001907,3.5,4,3.5,3.2999999523,4.9000000954
1646024414,74,34.7000000476,3.2999999523,4.5999999046,3.2999999523,4.3000001907,3.5,4,3.5,3.2999999523,4.9000000954
1646024415,75,34.5000002384,3.2999999523,4.4000000954,3.2999999523,4.3000001907,3.5,4,3.5,3.2999999523,4.9000000954
1646024416,76,36.3999998569,3.2999999523,4.4000000954,3.7999999523,5,3.5999999046,4.5999999046,3.5,3.2999999523,4.9000000954
1646024417,77,34.4999997616,3.4000000954,3.5999999046,3.4000000954,5,3.5999999046,4.5999999046,3.4000000954,3.2999999523,4.1999998093
1646024418,78,34.4999997616,3.4000000954,3.5999999046,3.4000000954,5,3.5999999046,4.5999999046,3.4000000954,3.2999999523,4.1999998093
1646024419,79,34.2000000478,3.4000000954,3.5999999046,3.4000000954,5.0999999046,3.4000000954,4.4000000954,3.4000000954,3.2999999523,4.1999998093
1646024420,80,34.6000003816,3.4000000954,3.5999999046,3.4000000954,5.0999999046,3.4000000954,4.4000000954,3.4000000954,3.5,4.4000000954
1646024421,81,36.2000002861,3.5,4.5999999046,4.6999998093,4.3000001907,3.5,4.3000001907,3.4000000954,3.5,4.4000000954
1646024422,82,36.2000002861,3.5,4.5999999046,4.6999998093,4.3000001907,3.5,4.3000001907,3.4000000954,3.5,4.4000000954
1646024423,83,35.2999999523,3.2999999523,4.1999998093,4.8000001907,4.6999998093,3.2999999523,4.3000001907,3.5,3.4000000954,3.7999999523
1646024424,84,35.2999999523,3.2999999523,4.1999998093,4.8000001907,4.6999998093,3.2999999523,4.3000001907,3.5,3.4000000954,3.7999999523
1646024425,85,35.2999999523,3.2999999523,4.1999998093,4.8000001907,4.6999998093,3.2999999523,4.3000001907,3.5,3.4000000954,3.7999999523
1646024426,86,34.0999999047,3.2000000477,4.0999999046,3.7999999523,4.5999999046,3.4000000954,4.1999998093,3.5,3.4000000954,3.9000000954
1646024427,87,34.0999999047,3.2000000477,4.0999999046,3.7999999523,4.5999999046,3.4000000954,4.1999998093,3.5,3.4000000954,3.9000000954
1646024428,88,34.0999999047,3.2000000477,4.0999999046,3.7999999523,4.5999999046,3.4000000954,4.1999998093,3.5,3.4000000954,3.9000000954
1646024429,89,35.7000002862,3.4000000954,4.0999999046,5.0999999046,4.8000001907,3.4000000954,3.9000000954,3.4000000954,3.4000000954,4.1999998093
1646024430,90,35.7000002862,3.4000000954,4.0999999046,5.0999999046,4.8000001907,3.4000000954,3.9000000954,3.4000000954,3.4000000954,4.1999998093
1646024431,91,35.6000001431,3.2999999523,4.0999999046,5.0999999046,4.8000001907,3.4000000954,3.9000000954,3.4000000954,3.4000000954,4.1999998093
1646024432,92,35.6000001431,3.2999999523,4.0999999046,5.0999999046,4.8000001907,3.4000000954,3.9000000954,3.4000000954,3.4000000954,4.1999998093
1646024433,93,35.4000003338,3.2999999523,4.3000001907,4.8000001907,4.4000000954,3.5,4.0999999046,3.4000000954,3.4000000954,4.1999998093
1646024434,94,35.4000005721,3.2999999523,4.3000001907,4.8000001907,4.4000000954,3.5,4.0999999046,3.5,3.2000000477,4.3000001907
1646024435,95,35.8000001906,3.2999999523,4.3000001907,4.9000000954,4.5999999046,3.5999999046,4.0999999046,3.5,3.2000000477,4.3000001907
1646024436,96,35.8000001906,3.2999999523,4.3000001907,4.9000000954,4.5999999046,3.5999999046,4.0999999046,3.5,3.2000000477,4.3000001907
1646024437,97,35.8999998569,3.2999999523,4.3000001907,4.9000000954,4.5999999046,3.5999999046,4.0999999046,3.5,3.4000000954,4.1999998093
1646024438,98,36.0999999046,3.4000000954,4.3000001907,5,4.5999999046,3.5999999046,4.0999999046,3.5,3.4000000954,4.1999998093
1646024439,99,36.2999999523,3.4000000954,4.3000001907,5,5.0999999046,3.2999999523,4.0999999046,3.5,3.4000000954,4.1999998093
1646024440,100,35.9000000953,3.4000000954,4.3000001907,5,5.0999999046,3.2999999523,4.0999999046,3.2999999523,3.4000000954,4
1646024441,101,34.8999996186,3.5,4.1999998093,5.1999998093,3.7999999523,3.4000000954,4.0999999046,3.2999999523,3.4000000954,4
1646024442,102,34.8999996186,3.5,4.1999998093,5.1999998093,3.7999999523,3.4000000954,4.0999999046,3.2999999523,3.4000000954,4
1646024443,103,35.3999996186,3.5,4.1999998093,5.1999998093,3.7999999523,3.4000000954,4.0999999046,3.5,3.2999999523,4.4000000954
1646024444,104,37.2000000477,3.5,3.9000000954,5,6.0999999046,3.4000000954,4.0999999046,3.5,3.2999999523,4.4000000954
1646024445,105,37.2999999524,3.5,3.9000000954,5,6.0999999046,3.4000000954,4.1999998093,3.5,3.2999999523,4.4000000954
1646024446,106,36.9999997617,3.5,3.9000000954,5,6.0999999046,3.4000000954,4.1999998093,3.4000000954,3.2999999523,4.1999998093
1646024447,107,37.7000000477,4.4000000954,3.7999999523,5.3000001907,5.9000000954,3.2999999523,4.0999999046,3.4000000954,3.2999999523,4.1999998093
1646024448,108,37.7000000477,4.4000000954,3.7999999523,5.3000001907,5.9000000954,3.2999999523,4.0999999046,3.4000000954,3.2999999523,4.1999998093
1646024449,109,38.2000000477,4.4000000954,3.7999999523,5.3000001907,5.9000000954,3.2999999523,4.0999999046,3.2999999523,3.4000000954,4.6999998093
1646024450,110,37.8999996185,4.0999999046,3.7999999523,5.0999999046,6,3.4000000954,4.0999999046,3.2999999523,3.4000000954,4.6999998093
1646024451,111,37.9999997616,4.0999999046,3.7999999523,5.0999999046,6,3.4000000954,4.0999999046,3.4000000954,3.4000000954,4.6999998093
1646024452,112,36.3000001907,4.3000001907,3.5,5,5.5999999046,3.4000000954,3.7999999523,3.4000000954,3.2999999523,4
1646024453,113,37.0000002384,4.3000001907,3.5,5,5.5999999046,3.4000000954,3.7999999523,3.4000000954,4,4
1646024454,114,37.3999998569,4.5999999046,3.5999999046,5,5.5999999046,3.4000000954,3.7999999523,3.4000000954,4,4
1646024455,115,37.8999998569,4.5999999046,3.5999999046,5,5.5999999046,3.7000000477,4,3.4000000954,4,4
1646024456,116,38.600000143,4.5999999046,3.5999999046,5,5.5999999046,3.7000000477,4,3.4000000954,4.4000000954,4.3000001907
1646024457,117,38.600000143,4.5999999046,3.5999999046,5,5.5999999046,3.7000000477,4,3.4000000954,4.4000000954,4.3000001907
1646024458,118,38.5000004768,4,3.7999999523,5.3000001907,5.5999999046,3.7000000477,4,3.4000000954,4.4000000954,4.3000001907
1646024459,119,37.2000005245,4,3.7999999523,5.3000001907,5,3.4000000954,3.5999999046,3.4000000954,4.4000000954,4.3000001907
1646024460,120,38.0000002384,3.9000000954,3.5999999046,6.3000001907,5.4000000954,3.4000000954,3.5999999046,3.2000000477,4.5,4.0999999046
1646024461,121,38.3000004292,3.9000000954,3.5999999046,6.3000001907,5.4000000954,3.4000000954,3.9000000954,3.2000000477,4.5,4.0999999046
1646024462,122,38.3000004292,3.9000000954,3.5999999046,6.3000001907,5.4000000954,3.4000000954,3.9000000954,3.2000000477,4.5,4.0999999046
1646024463,123,38.1000006199,3.9000000954,3.5999999046,6.3000001907,5.4000000954,3.4000000954,3.9000000954,3.5,4.3000001907,3.7999999523
1646024464,124,40.6000003815,3.9000000954,4.1999998093,6.4000000954,5.8000001907,3.2000000477,5.5,3.5,4.3000001907,3.7999999523
1646024465,125,40.6000003815,3.9000000954,4.1999998093,6.4000000954,5.8000001907,3.2000000477,5.5,3.5,4.3000001907,3.7999999523
1646024466,126,41.9999997615,4,3.5999999046,7.1999998093,5.3000001907,3.7000000477,5.0999999046,3.5999999046,4,5.5
1646024467,127,41.9999997615,4,3.5999999046,7.1999998093,5.3000001907,3.7000000477,5.0999999046,3.5999999046,4,5.5
1646024468,128,41.9999997615,4,3.5999999046,7.1999998093,5.3000001907,3.7000000477,5.0999999046,3.5999999046,4,5.5
1646024469,129,41.4999997616,3.9000000954,3.5999999046,7.5,6,3.2999999523,4,4.1999998093,4.3000001907,4.6999998093
1646024470,130,41.4999997616,3.9000000954,3.5999999046,7.5,6,3.2999999523,4,4.1999998093,4.3000001907,4.6999998093
1646024471,131,41.9999997616,3.9000000954,3.5999999046,7.5,6,3.2999999523,4,4,5,4.6999998093
1646024472,132,40.9999999999,4,3.5,5.5999999046,6,3.5999999046,4,4,5,5.3000001907
1646024473,133,40.9999999999,4,3.5,5.5999999046,6,3.5999999046,4,4,5,5.3000001907
1646024474,134,40.4999999999,4,3.5,5.5999999046,6,3.5999999046,4,4.3000001907,4.6999998093,4.8000001907
1646024475,135,41.0000002383,3.7999999523,3.5999999046,6.3000001907,4.5999999046,4,4.9000000954,4.3000001907,4.6999998093,4.8000001907
1646024476,136,41.0000002383,3.7999999523,3.5999999046,6.3000001907,4.5999999046,4,4.9000000954,4.3000001907,4.6999998093,4.8000001907
1646024477,137,40.700000286,3.7999999523,3.5999999046,6.3000001907,4.5999999046,4,4.9000000954,3.7999999523,4.4000000954,5.3000001907
1646024478,138,42.5000002383,3.5999999046,3.5,6.0999999046,5.3000001907,5,5.5,3.7999999523,4.4000000954,5.3000001907
1646024479,139,43.4999999999,3.5999999046,3.5,6.0999999046,5.3000001907,5,5.5,4.6999998093,4.5,5.3000001907
1646024480,140,43.1999998093,4,3.5,5.6999998093,5,5,5.5,4.6999998093,4.5,5.3000001907
1646024481,141,41.5999996663,4,3.5,5.6999998093,5,3.7000000477,5.1999998093,4.6999998093,4.5,5.3000001907
1646024482,142,41.5999996663,4,3.5,5.6999998093,5,3.7000000477,5.1999998093,4.6999998093,4.5,5.3000001907
1646024483,143,41.199999571,4,3.5,5.6999998093,5,3.7000000477,5.1999998093,4,4.6999998093,5.4000000954
1646024484,144,41.399999857,3.7999999523,3.5,5.5999999046,5.4000000954,4.6999998093,4.3000001907,4,4.6999998093,5.4000000954
1646024485,145,41.399999857,3.7999999523,3.5,5.5999999046,5.4000000954,4.6999998093,4.3000001907,4,4.6999998093,5.4000000954
1646024486,146,41.2999999524,3.7999999523,3.5,5.5999999046,5.4000000954,4.6999998093,4.3000001907,3.9000000954,5.4000000954,4.6999998093
1646024487,147,42.2999997141,3.9000000954,3.5,6.1999998093,5.3000001907,4.6999998093,4.6999998093,3.9000000954,5.4000000954,4.6999998093
1646024488,148,42.2999997141,3.9000000954,3.5,6.1999998093,5.3000001907,4.6999998093,4.6999998093,3.9000000954,5.4000000954,4.6999998093
1646024489,149,44.2999994756,3.9000000954,3.5,6.6999998093,5.5999999046,4.5,5.5,3.7000000477,5.1999998093,5.6999998093
1646024490,150,44.2999994756,3.9000000954,3.5,6.6999998093,5.5999999046,4.5,5.5,3.7000000477,5.1999998093,5.6999998093
1646024491,151,44.6999998092,3.9000000954,3.5,6.6999998093,5.5999999046,4.5,5.5,4.0999999046,5.3000001907,5.5999999046
1646024492,152,44.4000003337,4.0999999046,3.2999999523,6.9000000954,4.9000000954,4.4000000954,5.8000001907,4.0999999046,5.3000001907,5.5999999046
1646024493,153,44.4000003337,4.0999999046,3.2999999523,6.9000000954,4.9000000954,4.4000000954,5.8000001907,4.0999999046,5.3000001907,5.5999999046
1646024494,154,45.4000003338,4.0999999046,3.2999999523,6.9000000954,4.9000000954,4.4000000954,5.8000001907,5,5.4000000954,5.5999999046
1646024495,155,47.1000003816,3.7999999523,3.7000000477,6.9000000954,4.9000000954,4.4000000954,5.8000001907,5,5.4000000954,7.1999998093
1646024496,156,47.7000002861,3.7999999523,3.7000000477,5.4000000954,5.3000001907,4.8000001907,7.0999999046,5,5.4000000954,7.1999998093
1646024497,157,46.2000007629,3.7999999523,3.7000000477,5.4000000954,5.3000001907,4.8000001907,7.0999999046,4.4000000954,5.8000001907,5.9000000954
1646024498,158,46.5000007152,3.5999999046,3.7000000477,5.8000001907,4.8000001907,5.5,7,4.4000000954,5.8000001907,5.9000000954
1646024499,159,46.5000007152,3.5999999046,3.7000000477,5.8000001907,4.8000001907,5.5,7,4.4000000954,5.8000001907,5.9000000954
1646024500,160,48.0000002383,3.5999999046,3.7000000477,5.8000001907,4.8000001907,5.5,7,4.6999998093,5.8000001907,7.0999999046
1646024501,161,47.1999998092,3.5,3.5999999046,5.0999999046,5.4000000954,5,7,4.6999998093,5.8000001907,7.0999999046
1646024502,162,46.7999997139,3.5,3.5999999046,5.0999999046,5.4000000954,5,7,4.9000000954,6.0999999046,6.1999998093
1646024503,163,46.7999997139,3.5,3.5999999046,5.0999999046,5.4000000954,5,7,4.9000000954,6.0999999046,6.1999998093
1646024504,164,47.0999996662,3.5999999046,3.7000000477,5.5999999046,5.5999999046,4.4000000954,7,4.9000000954,6.0999999046,6.1999998093
1646024505,165,46.2999994755,3.5999999046,3.7000000477,5.5999999046,5.5999999046,4.4000000954,6.1999998093,4.9000000954,6.0999999046,6.1999998093
1646024506,166,47.6000003814,4.4000000954,4,5.9000000954,5.5,4.0999999046,7.3000001907,4.5,6.0999999046,5.8000001907
1646024507,167,47.6000003814,4.4000000954,4,5.9000000954,5.5,4.0999999046,7.3000001907,4.5,6.0999999046,5.8000001907
1646024508,168,47.6000003814,4.4000000954,4,5.9000000954,5.5,4.0999999046,7.3000001907,4.5,6.0999999046,5.8000001907
1646024509,169,48.7999997138,4.1999998093,4.8000001907,6.5,5.0999999046,4.5999999046,5.5,4.0999999046,6.5,7.5
1646024510,170,48.7999997138,4.1999998093,4.8000001907,6.5,5.0999999046,4.5999999046,5.5,4.0999999046,6.5,7.5
1646024511,171,49.3000001907,4.1999998093,4.8000001907,6.5,5.0999999046,4.5999999046,5.5,5.4000000954,6.8000001907,6.4000000954
1646024512,172,50.5000009537,5.3000001907,4.5999999046,6.9000000954,5.4000000954,4.4000000954,5.3000001907,5.4000000954,6.8000001907,6.4000000954
1646024513,173,50.5000009537,5.3000001907,4.5999999046,6.9000000954,5.4000000954,4.4000000954,5.3000001907,5.4000000954,6.8000001907,6.4000000954
1646024514,174,49.5000004769,5,5.1999998093,6.9000000954,5.4000000954,4.4000000954,5.3000001907,5,7,5.3000001907
1646024515,175,49.5,5,5.1999998093,7.0999999046,5.5,4.4000000954,5,5,7,5.3000001907
1646024516,176,49.5,5,5.1999998093,7.0999999046,5.5,4.4000000954,5,5,7,5.3000001907
1646024517,177,47.4999995232,5,5.1999998093,7.0999999046,5.5,4.4000000954,5,4.0999999046,5.5,5.6999998093
1646024518,178,50.8999996185,5.9000000954,7.0999999046,7,5.5999999046,4.4000000954,5.5999999046,4.0999999046,5.5,5.6999998093
1646024519,179,50.8999996185,5.9000000954,7.0999999046,7,5.5999999046,4.4000000954,5.5999999046,4.0999999046,5.5,5.6999998093
1646024520,180,52.6000003813,6.3000001907,7.0999999046,5.5,5.5999999046,4.4000000954,5.5999999046,4.3000001907,6.8000001907,7
1646024521,181,52.6000003813,6.3000001907,7.0999999046,5.5,5.6999998093,4.5999999046,5.3000001907,4.3000001907,6.8000001907,7
1646024522,182,52.6000003813,6.3000001907,7.0999999046,5.5,5.6999998093,4.5999999046,5.3000001907,4.3000001907,6.8000001907,7
1646024523,183,52.1000003814,6.4000000954,5.8000001907,6.0999999046,5.3000001907,6.3000001907,5.3000001907,5.1999998093,5.5,6.1999998093
1646024524,184,53,6.4000000954,5.8000001907,6.0999999046,5.3000001907,6.3000001907,6.1999998093,5.1999998093,5.5,6.1999998093
1646024525,185,54.9000000953,6.4000000954,5.8000001907,6.0999999046,5.3000001907,6.3000001907,6.1999998093,6.6999998093,7.0999999046,5
1646024526,186,53.4999995232,5.8000001907,5.4000000954,6.6999998093,5.6999998093,6.5999999046,4.5,6.6999998093,7.0999999046,5
1646024527,187,53.4999995232,5.8000001907,5.4000000954,6.6999998093,5.6999998093,6.5999999046,4.5,6.6999998093,7.0999999046,5
1646024528,188,52.9999995231,5.8000001907,5.4000000954,6.6999998093,5.6999998093,6.5999999046,4.5,6.5999999046,6.5999999046,5.0999999046
1646024529,189,52.9999995231,5.8000001907,5.4000000954,6.6999998093,5.6999998093,6.5999999046,4.5,6.5999999046,6.5999999046,5.0999999046
1646024530,190,55.8999996184,6.8000001907,6.1999998093,5.6999998093,5.5999999046,7.5,5.8000001907,6.5999999046,6.5999999046,5.0999999046
1646024531,191,59.0999994278,6.8000001907,6.1999998093,5.6999998093,5.5999999046,7.5,5.8000001907,7.1999998093,7.0999999046,7.1999998093
1646024532,192,56.3999991417,5.4000000954,6.5,5.5999999046,5.5999999046,6.1999998093,5.5999999046,7.1999998093,7.0999999046,7.1999998093
1646024533,193,56.3999991417,5.4000000954,6.5,5.5999999046,5.5999999046,6.1999998093,5.5999999046,7.1999998093,7.0999999046,7.1999998093
1646024534,194,56.1999993324,7.0999999046,6.5,5.5999999046,5.5999999046,6.1999998093,5.5999999046,5.9000000954,6.5,7.1999998093
1646024535,195,56.4000000953,7.0999999046,7,7,5.3000001907,5.3000001907,5.5999999046,5.9000000954,6.5,6.6999998093
1646024536,196,56.4000000953,7.0999999046,7,7,5.3000001907,5.3000001907,5.5999999046,5.9000000954,6.5,6.6999998093
1646024537,197,56.4000000952,7.0999999046,7,7,5.3000001907,5.3000001907,5.5999999046,7.0999999046,6.0999999046,5.9000000954
1646024538,198,53.900000572,6.3000001907,5.3000001907,7,5.3000001907,5.3000001907,5.5999999046,7.0999999046,6.0999999046,5.9000000954
1646024539,199,55.3000001907,6.3000001907,5.3000001907,5.9000000954,5.6999998093,7.4000000954,5.5999999046,7.0999999046,6.0999999046,5.9000000954
