Job,ID,DagmanID,Node IP,SUBMIT,EXECUTE,JOB_TERMINATED,JOB_SUCCESS,POST_SCRIPT_STARTED,POST_SCRIPT_TERMINATED,POST_SCRIPT_SUCCESS,wait_time,exec_time,ps_time
individuals,ID0000016,3348.000.000,192.168.5.101,1646024411,1646024454,1646025200,1646025203,1646025203,1646025203,1646025208,43,749,5
individuals,ID0000040,3343.000.000,192.168.5.107,1646024405,1646024505,1646025497,1646025499,1646025499,1646025500,1646025504,100,994,5
stage_in_local_local_2,0,3311.000.000,192.168.5.10,1646024358,1646024361,1646024365,1646024369,1646024369,1646024369,1646024374,3,8,5
cleanup_1000-genome_0,local,3385.000.000,192.168.5.10,1646031569,1646031569,1646031572,1646031574,1646031574,1646031575,1646031579,0,5,5
individuals,ID0000025,3365.000.000,192.168.5.102,1646024427,1646025428,1646026258,1646026259,1646026259,1646026259,1646026264,1001,831,5
individuals,ID0000031,3326.000.000,192.168.5.106,1646024385,1646024457,1646025532,1646025534,1646025534,1646025534,1646025539,72,1077,5
individuals,ID0000047,3340.000.000,192.168.5.108,1646024400,1646024470,1646025463,1646025464,1646025464,1646025464,1646025469,70,994,5
individuals,ID0000050,3357.000.000,192.168.5.101,1646024421,1646025219,1646025918,1646025919,1646025919,1646025920,1646025924,798,700,5
frequency,ID0000058,3372.000.000,192.168.5.109,1646030588,1646030605,1646031482,1646031484,1646031484,1646031485,1646031489,17,879,5
individuals,ID0000001,3335.000.000,192.168.5.102,1646024395,1646024450,1646024901,1646024902,1646024902,1646024902,1646024907,55,452,5
stage_out_local_local_2,1,3383.000.000,192.168.5.10,1646031519,1646031519,1646031523,1646031524,1646031524,1646031525,1646031529,0,5,5
frequency,ID0000064,3376.000.000,192.168.5.104,1646030593,1646030604,1646031313,1646031314,1646031314,1646031315,1646031319,11,710,5
frequency,ID0000054,3377.000.000,192.168.5.106,1646030594,1646030604,1646031539,1646031544,1646031544,1646031544,1646031549,10,940,5
individuals,ID0000021,3367.000.000,192.168.5.103,1646024432,1646025455,1646026163,1646026164,1646026164,1646026165,1646026169,1023,709,5
individuals,ID0000002,3337.000.000,192.168.5.109,1646024400,1646024464,1646025402,1646025404,1646025404,1646025404,1646025409,64,940,5
individuals,ID0000005,3330.000.000,192.168.5.103,1646024390,1646024425,1646025434,1646025434,1646025434,1646025434,1646025439,35,1009,5
individuals,ID0000024,3364.000.000,192.168.5.109,1646024427,1646025410,1646026287,1646026289,1646026289,1646026289,1646026294,983,879,5
individuals,ID0000029,3361.000.000,192.168.5.102,1646024421,1646025399,1646026222,1646026224,1646026224,1646026224,1646026229,978,825,5
individuals,ID0000028,3360.000.000,192.168.5.109,1646024421,1646025376,1646026271,1646026274,1646026274,1646026274,1646026279,955,898,5
DAGMAN,,3305.0,,1646024339,,,,,,1646031579,,,
individuals,ID0000039,3320.000.000,192.168.5.109,1646024379,1646024449,1646025390,1646025394,1646025394,1646025394,1646025399,70,945,5
individuals,ID0000045,3336.000.000,192.168.5.102,1646024395,1646024444,1646025419,1646025419,1646025419,1646025420,1646025424,49,975,5
individuals,ID0000030,3325.000.000,192.168.5.106,1646024385,1646024417,1646025515,1646025519,1646025519,1646025519,1646025524,32,1102,5
individuals,ID0000034,3322.000.000,192.168.5.104,1646024384,1646024449,1646025596,1646025599,1646025599,1646025599,1646025604,65,1150,5
individuals,ID0000022,3362.000.000,192.168.5.102,1646024426,1646025399,1646026232,1646026234,1646026234,1646026235,1646026239,973,835,5
stage_out_local_local_2,0,3384.000.000,192.168.5.10,1646031554,1646031554,1646031558,1646031559,1646031559,1646031559,1646031564,0,5,5
individuals,ID0000048,3329.000.000,192.168.5.103,1646024390,1646024438,1646025445,1646025449,1646025449,1646025450,1646025454,48,1011,5
individuals,ID0000006,3332.000.000,192.168.5.103,1646024395,1646024435,1646025455,1646025459,1646025459,1646025459,1646025464,40,1024,5
frequency,ID0000060,3369.000.000,192.168.5.109,1646030588,1646030604,1646031426,1646031429,1646031429,1646031429,1646031434,16,825,5
stage_in_remote_local_0,0,3309.000.000,192.168.5.10,1646024358,1646024361,1646024363,1646024364,1646024364,1646024364,1646024369,3,3,5
individuals,ID0000015,3347.000.000,192.168.5.101,1646024411,1646024502,1646025209,1646025213,1646025213,1646025213,1646025218,91,711,5
individuals,ID0000023,3363.000.000,192.168.5.109,1646024426,1646025397,1646026277,1646026279,1646026279,1646026280,1646026284,971,882,5
stage_in_local_local_0,0,3310.000.000,192.168.5.10,1646024358,1646024361,1646024363,1646024364,1646024364,1646024364,1646024369,3,3,5
individuals,ID0000011,3351.000.000,192.168.5.105,1646024411,1646024495,1646025549,1646025549,1646025549,1646025549,1646025554,84,1054,5
individuals,ID0000010,3356.000.000,192.168.5.101,1646024416,1646025219,1646025922,1646025924,1646025924,1646025924,1646025929,803,705,5
individuals,ID0000009,3342.000.000,192.168.5.107,1646024405,1646024502,1646025488,1646025489,1646025489,1646025489,1646025494,97,987,5
individuals,ID0000035,3323.000.000,192.168.5.104,1646024385,1646024409,1646025568,1646025569,1646025569,1646025569,1646025574,24,1160,5
individuals,ID0000020,3366.000.000,192.168.5.103,1646024427,1646025443,1646026152,1646026154,1646026154,1646026154,1646026159,1016,711,5
frequency,ID0000056,3380.000.000,192.168.5.106,1646030599,1646030604,1646031507,1646031509,1646031509,1646031509,1646031514,5,905,5
mutation_overlap,ID0000063,3373.000.000,192.168.5.104,1646030588,1646030604,1646030814,1646030814,1646030814,1646030814,1646030819,16,210,5
mutation_overlap,ID0000059,3382.000.000,192.168.5.103,1646030599,1646030603,1646030814,1646030819,1646030819,1646030819,1646030824,4,216,5
individuals,ID0000017,3349.000.000,192.168.5.101,1646024411,1646024502,1646025208,1646025213,1646025213,1646025213,1646025218,91,711,5
individuals,ID0000007,3333.000.000,192.168.5.102,1646024395,1646024428,1646025388,1646025389,1646025389,1646025390,1646025394,33,961,5
frequency,ID0000066,3378.000.000,192.168.5.106,1646030594,1646030604,1646031439,1646031444,1646031444,1646031444,1646031449,10,840,5
individuals,ID0000038,3319.000.000,192.168.5.109,1646024379,1646024417,1646025371,1646025374,1646025374,1646025374,1646025379,38,957,5
individuals_merge,ID0000051,3368.000.000,192.168.5.109,1646026299,1646026324,1646030576,1646030578,1646030578,1646030578,1646030583,25,4254,5
individuals,ID0000014,3354.000.000,192.168.5.102,1646024416,1646024907,1646025815,1646025819,1646025819,1646025820,1646025824,491,912,5
individuals,ID0000036,3324.000.000,192.168.5.104,1646024385,1646024462,1646025612,1646025614,1646025614,1646025614,1646025619,77,1152,5
individuals,ID0000046,3338.000.000,192.168.5.108,1646024400,1646024495,1646025485,1646025489,1646025489,1646025489,1646025494,95,994,5
mutation_overlap,ID0000055,3374.000.000,192.168.5.104,1646030593,1646030604,1646030816,1646030819,1646030819,1646030819,1646030824,11,215,5
individuals,ID0000033,3321.000.000,192.168.5.104,1646024379,1646024421,1646025580,1646025584,1646025584,1646025585,1646025589,42,1163,5
stage_in_local_local_2,1,3314.000.000,192.168.5.10,1646024363,1646024364,1646024368,1646024369,1646024369,1646024369,1646024374,1,5,5
individuals,ID0000041,3344.000.000,192.168.5.107,1646024405,1646024482,1646025473,1646025474,1646025474,1646025474,1646025479,77,992,5
individuals,ID0000042,3345.000.000,192.168.5.107,1646024405,1646024502,1646025506,1646025509,1646025509,1646025509,1646025514,97,1007,5
frequency,ID0000062,3370.000.000,192.168.5.109,1646030588,1646030604,1646031430,1646031434,1646031434,1646031435,1646031439,16,830,5
mutation_overlap,ID0000065,3375.000.000,192.168.5.104,1646030593,1646030604,1646030810,1646030814,1646030814,1646030814,1646030819,11,210,5
individuals,ID0000012,3352.000.000,192.168.5.105,1646024416,1646024498,1646025546,1646025549,1646025549,1646025549,1646025554,82,1051,5
create_dir_1000-genome_0,local,3306.000.000,192.168.5.10,1646024343,1646024344,1646024346,1646024348,1646024348,1646024348,1646024353,1,4,5
individuals,ID0000027,3359.000.000,192.168.5.109,1646024421,1646025371,1646026258,1646026259,1646026259,1646026259,1646026264,950,888,5
stage_in_remote_local_2,0,3307.000.000,192.168.5.10,1646024358,1646024358,1646024360,1646024364,1646024364,1646024364,1646024369,0,6,5
stage_in_remote_local_2,1,3315.000.000,192.168.5.10,1646024364,1646024365,1646024367,1646024369,1646024369,1646024369,1646024374,1,4,5
individuals,ID0000008,3341.000.000,192.168.5.108,1646024400,1646024472,1646025464,1646025464,1646025464,1646025464,1646025469,72,992,5
stage_in_remote_local_0,1,3312.000.000,192.168.5.10,1646024363,1646024363,1646024366,1646024369,1646024369,1646024369,1646024374,0,6,5
individuals,ID0000013,3353.000.000,192.168.5.105,1646024416,1646024495,1646025546,1646025549,1646025549,1646025549,1646025554,79,1054,5
individuals,ID0000026,3358.000.000,192.168.5.101,1646024421,1646025219,1646025915,1646025919,1646025919,1646025920,1646025924,798,700,5
mutation_overlap,ID0000061,3379.000.000,192.168.5.106,1646030599,1646030604,1646030817,1646030819,1646030819,1646030819,1646030824,5,215,5
mutation_overlap,ID0000053,3371.000.000,192.168.5.109,1646030588,1646030604,1646030822,1646030824,1646030824,1646030825,1646030829,16,220,5
individuals,ID0000004,3328.000.000,192.168.5.106,1646024390,1646024459,1646025528,1646025529,1646025529,1646025530,1646025534,69,1070,5
individuals,ID0000018,3350.000.000,192.168.5.105,1646024411,1646024511,1646025550,1646025554,1646025554,1646025554,1646025559,100,1043,5
individuals,ID0000019,3355.000.000,192.168.5.101,1646024416,1646025205,1646025907,1646025909,1646025909,1646025909,1646025914,789,704,5
stage_in_local_local_0,2,3316.000.000,192.168.5.10,1646024364,1646024365,1646024367,1646024369,1646024369,1646024369,1646024374,1,4,5
individuals,ID0000037,3318.000.000,192.168.5.109,1646024379,1646024417,1646025366,1646025369,1646025369,1646025369,1646025374,38,952,5
mutation_overlap,ID0000057,3381.000.000,192.168.5.103,1646030599,1646030603,1646030876,1646030879,1646030879,1646030879,1646030884,4,276,5
individuals,ID0000043,3346.000.000,192.168.5.101,1646024405,1646024468,1646025209,1646025213,1646025213,1646025213,1646025218,63,745,5
individuals,ID0000032,3327.000.000,192.168.5.106,1646024390,1646024417,1646025504,1646025509,1646025509,1646025509,1646025514,27,1092,5
individuals,ID0000003,3339.000.000,192.168.5.108,1646024400,1646024500,1646025494,1646025499,1646025499,1646025500,1646025504,100,999,5
stage_in_remote_local_1,0,3308.000.000,192.168.5.10,1646024358,1646024361,1646024363,1646024364,1646024364,1646024364,1646024369,3,3,5
stage_in_local_local_0,1,3313.000.000,192.168.5.10,1646024363,1646024363,1646024366,1646024369,1646024369,1646024369,1646024374,0,6,5
individuals,ID0000044,3334.000.000,192.168.5.102,1646024395,1646024419,1646025387,1646025389,1646025389,1646025390,1646025394,24,970,5
sifting,ID0000052,3317.000.000,192.168.5.109,1646024379,1646024400,1646024403,1646024406,1646024406,1646024406,1646024411,21,6,5
individuals,ID0000049,3331.000.000,192.168.5.103,1646024390,1646024452,1646025444,1646025444,1646025444,1646025444,1646025449,62,992,5
