1646011791 INTERNAL *** MONITORD_STARTED ***
1646011789 INTERNAL *** DAGMAN_STARTED 3224.0 ***
1646011793 create_dir_1000-genome_0_local SUBMIT 3225.0 local - 561
1646011795 create_dir_1000-genome_0_local EXECUTE 3225.0 local - 561
1646011797 create_dir_1000-genome_0_local JOB_TERMINATED 3225.0 local - 561
1646011798 create_dir_1000-genome_0_local JOB_SUCCESS 0 local - 561
1646011798 create_dir_1000-genome_0_local POST_SCRIPT_STARTED 3225.0 local - 561
1646011799 create_dir_1000-genome_0_local POST_SCRIPT_TERMINATED 3225.0 local - 561
1646011803 create_dir_1000-genome_0_local POST_SCRIPT_SUCCESS 0 local - 561
1646011808 stage_in_remote_local_2_0 SUBMIT 3226.0 local - 562
1646011808 stage_in_remote_local_2_0 EXECUTE 3226.0 local - 562
1646011808 stage_in_remote_local_1_0 SUBMIT 3227.0 local - 563
1646011808 stage_in_remote_local_0_0 SUBMIT 3228.0 local - 564
1646011808 stage_in_local_local_0_0 SUBMIT 3229.0 local - 565
1646011808 stage_in_local_local_2_0 SUBMIT 3230.0 local - 566
1646011810 stage_in_remote_local_2_0 JOB_TERMINATED 3226.0 local - 562
1646011813 stage_in_remote_local_2_0 JOB_SUCCESS 0 local - 562
1646011813 stage_in_remote_local_2_0 POST_SCRIPT_STARTED 3226.0 local - 562
1646011810 stage_in_local_local_2_0 EXECUTE 3230.0 local - 566
1646011810 stage_in_local_local_0_0 EXECUTE 3229.0 local - 565
1646011810 stage_in_remote_local_0_0 EXECUTE 3228.0 local - 564
1646011810 stage_in_remote_local_1_0 EXECUTE 3227.0 local - 563
1646011812 stage_in_remote_local_1_0 JOB_TERMINATED 3227.0 local - 563
1646011813 stage_in_remote_local_1_0 JOB_SUCCESS 0 local - 563
1646011813 stage_in_remote_local_1_0 POST_SCRIPT_STARTED 3227.0 local - 563
1646011812 stage_in_remote_local_0_0 JOB_TERMINATED 3228.0 local - 564
1646011813 stage_in_remote_local_0_0 JOB_SUCCESS 0 local - 564
1646011813 stage_in_remote_local_0_0 POST_SCRIPT_STARTED 3228.0 local - 564
1646011812 stage_in_local_local_0_0 JOB_TERMINATED 3229.0 local - 565
1646011813 stage_in_local_local_0_0 JOB_SUCCESS 0 local - 565
1646011813 stage_in_local_local_0_0 POST_SCRIPT_STARTED 3229.0 local - 565
1646011813 stage_in_remote_local_0_1 SUBMIT 3231.0 local - 567
1646011813 stage_in_local_local_0_1 SUBMIT 3232.0 local - 568
1646011813 stage_in_local_local_2_1 SUBMIT 3233.0 local - 569
1646011813 stage_in_remote_local_2_1 SUBMIT 3234.0 local - 570
1646011813 stage_in_local_local_0_2 SUBMIT 3235.0 local - 571
1646011813 stage_in_remote_local_1_0 POST_SCRIPT_TERMINATED 3227.0 local - 563
1646011818 stage_in_remote_local_1_0 POST_SCRIPT_SUCCESS 0 local - 563
1646011813 stage_in_local_local_0_0 POST_SCRIPT_TERMINATED 3229.0 local - 565
1646011818 stage_in_local_local_0_0 POST_SCRIPT_SUCCESS 0 local - 565
1646011813 stage_in_remote_local_2_0 POST_SCRIPT_TERMINATED 3226.0 local - 562
1646011818 stage_in_remote_local_2_0 POST_SCRIPT_SUCCESS 0 local - 562
1646011813 stage_in_remote_local_0_0 POST_SCRIPT_TERMINATED 3228.0 local - 564
1646011818 stage_in_remote_local_0_0 POST_SCRIPT_SUCCESS 0 local - 564
1646011814 stage_in_local_local_2_0 JOB_TERMINATED 3230.0 local - 566
1646011818 stage_in_local_local_2_0 JOB_SUCCESS 0 local - 566
1646011818 stage_in_local_local_2_0 POST_SCRIPT_STARTED 3230.0 local - 566
1646011814 stage_in_local_local_0_2 EXECUTE 3235.0 local - 571
1646011814 stage_in_remote_local_2_1 EXECUTE 3234.0 local - 570
1646011814 stage_in_local_local_2_1 EXECUTE 3233.0 local - 569
1646011814 stage_in_local_local_0_1 EXECUTE 3232.0 local - 568
1646011814 stage_in_remote_local_0_1 EXECUTE 3231.0 local - 567
1646011817 stage_in_remote_local_2_1 JOB_TERMINATED 3234.0 local - 570
1646011818 stage_in_remote_local_2_1 JOB_SUCCESS 0 local - 570
1646011818 stage_in_remote_local_2_1 POST_SCRIPT_STARTED 3234.0 local - 570
1646011817 stage_in_local_local_0_2 JOB_TERMINATED 3235.0 local - 571
1646011818 stage_in_local_local_0_2 JOB_SUCCESS 0 local - 571
1646011818 stage_in_local_local_0_2 POST_SCRIPT_STARTED 3235.0 local - 571
1646011817 stage_in_remote_local_0_1 JOB_TERMINATED 3231.0 local - 567
1646011818 stage_in_remote_local_0_1 JOB_SUCCESS 0 local - 567
1646011818 stage_in_remote_local_0_1 POST_SCRIPT_STARTED 3231.0 local - 567
1646011817 stage_in_local_local_0_1 JOB_TERMINATED 3232.0 local - 568
1646011818 stage_in_local_local_0_1 JOB_SUCCESS 0 local - 568
1646011818 stage_in_local_local_0_1 POST_SCRIPT_STARTED 3232.0 local - 568
1646011819 stage_in_local_local_0_2 POST_SCRIPT_TERMINATED 3235.0 local - 571
1646011823 stage_in_local_local_0_2 POST_SCRIPT_SUCCESS 0 local - 571
1646011819 stage_in_remote_local_2_1 POST_SCRIPT_TERMINATED 3234.0 local - 570
1646011823 stage_in_remote_local_2_1 POST_SCRIPT_SUCCESS 0 local - 570
1646011819 stage_in_local_local_2_0 POST_SCRIPT_TERMINATED 3230.0 local - 566
1646011823 stage_in_local_local_2_0 POST_SCRIPT_SUCCESS 0 local - 566
1646011819 stage_in_local_local_2_1 JOB_TERMINATED 3233.0 local - 569
1646011823 stage_in_local_local_2_1 JOB_SUCCESS 0 local - 569
1646011823 stage_in_local_local_2_1 POST_SCRIPT_STARTED 3233.0 local - 569
1646011819 stage_in_local_local_0_1 POST_SCRIPT_TERMINATED 3232.0 local - 568
1646011823 stage_in_local_local_0_1 POST_SCRIPT_SUCCESS 0 local - 568
1646011819 stage_in_remote_local_0_1 POST_SCRIPT_TERMINATED 3231.0 local - 567
1646011823 stage_in_remote_local_0_1 POST_SCRIPT_SUCCESS 0 local - 567
1646011823 stage_in_local_local_2_1 POST_SCRIPT_TERMINATED 3233.0 local - 569
1646011828 stage_in_local_local_2_1 POST_SCRIPT_SUCCESS 0 local - 569
1646011828 individuals_ID0000037 SUBMIT 3236.0 condorpool - 572
1646011828 individuals_ID0000038 SUBMIT 3237.0 condorpool - 573
1646011828 individuals_ID0000039 SUBMIT 3238.0 condorpool - 574
1646011828 individuals_ID0000033 SUBMIT 3239.0 condorpool - 575
1646011828 individuals_ID0000034 SUBMIT 3240.0 condorpool - 576
1646011833 individuals_ID0000035 SUBMIT 3241.0 condorpool - 577
1646011833 individuals_ID0000036 SUBMIT 3242.0 condorpool - 578
1646011833 individuals_ID0000030 SUBMIT 3243.0 condorpool - 579
1646011833 individuals_ID0000031 SUBMIT 3244.0 condorpool - 580
1646011833 individuals_ID0000032 SUBMIT 3245.0 condorpool - 581
1646011836 individuals_ID0000034 EXECUTE 3240.0 condorpool - 576
1646011837 individuals_ID0000033 EXECUTE 3239.0 condorpool - 575
1646011838 individuals_ID0000004 SUBMIT 3246.0 condorpool - 582
1646011838 individuals_ID0000048 SUBMIT 3247.0 condorpool - 583
1646011838 individuals_ID0000005 SUBMIT 3248.0 condorpool - 584
1646011838 individuals_ID0000049 SUBMIT 3249.0 condorpool - 585
1646011838 individuals_ID0000006 SUBMIT 3250.0 condorpool - 586
1646011840 individuals_ID0000038 EXECUTE 3237.0 condorpool - 573
1646011841 individuals_ID0000037 EXECUTE 3236.0 condorpool - 572
1646011841 individuals_ID0000039 EXECUTE 3238.0 condorpool - 574
1646011843 individuals_ID0000007 SUBMIT 3251.0 condorpool - 587
1646011844 individuals_ID0000044 SUBMIT 3252.0 condorpool - 588
1646011844 individuals_ID0000001 SUBMIT 3253.0 condorpool - 589
1646011844 individuals_ID0000045 SUBMIT 3254.0 condorpool - 590
1646011844 individuals_ID0000002 SUBMIT 3255.0 condorpool - 591
1646011849 individuals_ID0000046 SUBMIT 3256.0 condorpool - 592
1646011849 individuals_ID0000003 SUBMIT 3257.0 condorpool - 593
1646011849 individuals_ID0000047 SUBMIT 3258.0 condorpool - 594
1646011849 individuals_ID0000008 SUBMIT 3259.0 condorpool - 595
1646011849 individuals_ID0000009 SUBMIT 3260.0 condorpool - 596
1646011854 individuals_ID0000040 SUBMIT 3261.0 condorpool - 597
1646011854 individuals_ID0000041 SUBMIT 3262.0 condorpool - 598
1646011854 individuals_ID0000042 SUBMIT 3263.0 condorpool - 599
1646011854 individuals_ID0000043 SUBMIT 3264.0 condorpool - 600
1646011854 individuals_ID0000015 SUBMIT 3265.0 condorpool - 601
1646011859 individuals_ID0000030 EXECUTE 3243.0 condorpool - 579
1646011859 individuals_ID0000016 SUBMIT 3266.0 condorpool - 602
1646011859 individuals_ID0000017 SUBMIT 3267.0 condorpool - 603
1646011859 individuals_ID0000018 SUBMIT 3268.0 condorpool - 604
1646011859 individuals_ID0000011 SUBMIT 3269.0 condorpool - 605
1646011859 individuals_ID0000012 SUBMIT 3270.0 condorpool - 606
1646011862 individuals_ID0000035 EXECUTE 3241.0 condorpool - 577
1646011864 individuals_ID0000049 EXECUTE 3249.0 condorpool - 585
1646011865 individuals_ID0000013 SUBMIT 3271.0 condorpool - 607
1646011865 individuals_ID0000014 SUBMIT 3272.0 condorpool - 608
1646011865 individuals_ID0000019 SUBMIT 3273.0 condorpool - 609
1646011865 individuals_ID0000006 EXECUTE 3250.0 condorpool - 586
1646011865 individuals_ID0000010 SUBMIT 3274.0 condorpool - 610
1646011865 individuals_ID0000050 SUBMIT 3275.0 condorpool - 611
1646011865 individuals_ID0000007 EXECUTE 3251.0 condorpool - 587
1646011870 individuals_ID0000026 SUBMIT 3276.0 condorpool - 612
1646011870 individuals_ID0000027 SUBMIT 3277.0 condorpool - 613
1646011870 individuals_ID0000028 SUBMIT 3278.0 condorpool - 614
1646011870 individuals_ID0000029 SUBMIT 3279.0 condorpool - 615
1646011870 individuals_ID0000022 SUBMIT 3280.0 condorpool - 616
1646011870 individuals_ID0000044 EXECUTE 3252.0 condorpool - 588
1646011873 individuals_ID0000032 EXECUTE 3245.0 condorpool - 581
1646011875 individuals_ID0000023 SUBMIT 3281.0 condorpool - 617
1646011875 individuals_ID0000024 SUBMIT 3282.0 condorpool - 618
1646011875 individuals_ID0000025 SUBMIT 3283.0 condorpool - 619
1646011875 individuals_ID0000020 SUBMIT 3284.0 condorpool - 620
1646011875 individuals_ID0000021 SUBMIT 3285.0 condorpool - 621
1646011880 individuals_ID0000047 EXECUTE 3258.0 condorpool - 594
1646011880 sifting_ID0000052 SUBMIT 3286.0 condorpool - 622
1646011884 individuals_ID0000046 EXECUTE 3256.0 condorpool - 592
1646011888 individuals_ID0000036 EXECUTE 3242.0 condorpool - 578
1646011888 individuals_ID0000008 EXECUTE 3259.0 condorpool - 595
1646011889 individuals_ID0000048 EXECUTE 3247.0 condorpool - 583
1646011893 individuals_ID0000002 EXECUTE 3255.0 condorpool - 591
1646011894 individuals_ID0000045 EXECUTE 3254.0 condorpool - 590
1646011894 individuals_ID0000031 EXECUTE 3244.0 condorpool - 580
1646011894 individuals_ID0000004 EXECUTE 3246.0 condorpool - 582
1646011904 individuals_ID0000041 EXECUTE 3262.0 condorpool - 598
1646011904 individuals_ID0000009 EXECUTE 3260.0 condorpool - 596
1646011907 individuals_ID0000040 EXECUTE 3261.0 condorpool - 597
1646011909 individuals_ID0000005 EXECUTE 3248.0 condorpool - 584
1646011910 individuals_ID0000043 EXECUTE 3264.0 condorpool - 600
1646011911 individuals_ID0000015 EXECUTE 3265.0 condorpool - 601
1646011920 individuals_ID0000001 EXECUTE 3253.0 condorpool - 589
1646011920 individuals_ID0000016 EXECUTE 3266.0 condorpool - 602
1646011920 individuals_ID0000042 EXECUTE 3263.0 condorpool - 599
1646011921 individuals_ID0000003 EXECUTE 3257.0 condorpool - 593
