Timestamp,Time,Total_energy,192.168.5.101,192.168.5.102,192.168.5.103,192.168.5.104,192.168.5.105,192.168.5.106
1645617054,4391,20.6000001431,3.4000000954,3.5999999046,3.2000000477,3.4000000954,3.5,3.5
1645617055,4392,20.6000001431,3.4000000954,3.5999999046,3.2000000477,3.4000000954,3.5,3.5
1645617056,4393,20.1999998092,3.5,3.5,3.0999999046,3.2999999523,3.2999999523,3.5
1645617057,4394,20.0999999046,3.5,3.5,3.0999999046,3.2999999523,3.2999999523,3.4000000954
1645617058,4395,20.0999999046,3.5,3.5,3.0999999046,3.2999999523,3.2999999523,3.4000000954
1645617059,4396,20.5,3.4000000954,3.7000000477,3.0999999046,3.2999999523,3.5999999046,3.4000000954
1645617060,4397,20.5,3.4000000954,3.7000000477,3.0999999046,3.2999999523,3.5999999046,3.4000000954
1645617061,4398,20.5,3.4000000954,3.7000000477,3.0999999046,3.2999999523,3.5999999046,3.4000000954
1645617062,4399,20.4000003339,3.2000000477,3.7000000477,3.2000000477,3.4000000954,3.4000000954,3.5
1645617063,4400,20.5000002385,3.2999999523,3.7000000477,3.2000000477,3.4000000954,3.4000000954,3.5
1645617064,4401,20.2999999523,3.2999999523,3.5,3.0999999046,3.4000000954,3.5,3.5
1645617065,4402,20.2999999523,3.2999999523,3.5,3.0999999046,3.4000000954,3.5,3.5
1645617066,4403,20.2999999523,3.2999999523,3.5,3.0999999046,3.4000000954,3.5,3.5
1645617067,4404,20.5999999046,3.5999999046,3.5,3.0999999046,3.4000000954,3.5,3.5
1645617068,4405,20,3.5999999046,3.5,3,3.2000000477,3.2999999523,3.4000000954
1645617069,4406,20,3.5999999046,3.5,3,3.2000000477,3.2999999523,3.4000000954
1645617070,4407,20.2000002862,3.4000000954,3.2000000477,3.2999999523,3.5,3.4000000954,3.4000000954
1645617071,4408,20.2000002862,3.4000000954,3.2000000477,3.2999999523,3.5,3.4000000954,3.4000000954
1645617072,4409,19.7000002862,3.2999999523,2.9000000954,3.2000000477,3.5,3.4000000954,3.4000000954
1645617073,4410,19.7000002862,3.2999999523,2.9000000954,3.2000000477,3.5,3.4000000954,3.4000000954
1645617074,4411,19.8000001908,3.2999999523,2.9000000954,3.2000000477,3.5,3.4000000954,3.5
1645617075,4412,19.8000001908,3.2999999523,2.9000000954,3.2000000477,3.5,3.4000000954,3.5
1645617076,4413,19.7000000477,3.2999999523,3.4000000954,3,3.2000000477,3.2999999523,3.5
1645617077,4414,19.6000001431,3.2999999523,3.4000000954,3,3.2000000477,3.2999999523,3.4000000954
1645617078,4415,19.6000001431,3.2999999523,3.4000000954,3,3.2000000477,3.2999999523,3.4000000954
1645617079,4416,19.9000000954,3.4000000954,3.5,3,3.2999999523,3.2999999523,3.4000000954
1645617080,4417,19.9000000954,3.4000000954,3.5,3,3.2999999523,3.2999999523,3.4000000954
1645617081,4418,19.9000000954,3.4000000954,3.5,3,3.2999999523,3.2999999523,3.4000000954
1645617082,4419,20.3000001908,3.2999999523,3.5,3.4000000954,3.4000000954,3.4000000954,3.2999999523
1645617083,4420,20.3000001908,3.2999999523,3.5,3.4000000954,3.4000000954,3.4000000954,3.2999999523
1645617084,4421,20.3000001908,3.2999999523,3.5,3.4000000954,3.4000000954,3.4000000954,3.2999999523
1645617085,4422,20.4000000954,3.2000000477,3.5999999046,3.2999999523,3.4000000954,3.5,3.4000000954
1645617086,4423,20.4000000954,3.2000000477,3.5999999046,3.2999999523,3.4000000954,3.5,3.4000000954
1645617087,4424,20.5000002385,3.4000000954,3.5,3.2999999523,3.4000000954,3.5,3.4000000954
1645617088,4425,20.2000000477,3.4000000954,3.5,3.0999999046,3.5,3.2999999523,3.4000000954
1645617089,4426,20.1000001431,3.4000000954,3.4000000954,3.0999999046,3.5,3.2999999523,3.4000000954
1645617090,4427,19.9000000954,3.4000000954,3.4000000954,3.0999999046,3.2999999523,3.2999999523,3.4000000954
1645617091,4428,19.9000000954,3.4000000954,3.4000000954,3.0999999046,3.2999999523,3.2999999523,3.4000000954
1645617092,4429,19.9000000954,3.4000000954,3.4000000954,3.0999999046,3.2999999523,3.2999999523,3.4000000954
1645617093,4430,20.2000000477,3.2999999523,3.2000000477,3.4000000954,3.5999999046,3.2999999523,3.4000000954
1645617094,4431,20.3000001908,3.2999999523,3.2000000477,3.4000000954,3.5999999046,3.4000000954,3.4000000954
1645617095,4432,20.5000002385,3.2999999523,3.5,3.4000000954,3.5,3.4000000954,3.4000000954
1645617096,4433,20.5000002385,3.2999999523,3.5,3.4000000954,3.5,3.4000000954,3.4000000954
1645617097,4434,20.5000002385,3.2999999523,3.5,3.4000000954,3.5,3.4000000954,3.4000000954
1645617098,4435,20.5000002385,3.2999999523,3.5,3.4000000954,3.5,3.4000000954,3.4000000954
1645617099,4436,20.2000000477,3.5,3.4000000954,3.2999999523,3.2999999523,3.2999999523,3.4000000954
1645617100,4437,20.2000000477,3.5,3.4000000954,3.2999999523,3.2999999523,3.2999999523,3.4000000954
1645617101,4438,19.7000000477,3.4000000954,3.2000000477,3.0999999046,3.2999999523,3.4000000954,3.2999999523
1645617102,4439,19.7000000477,3.4000000954,3.2000000477,3.0999999046,3.2999999523,3.4000000954,3.2999999523
1645617103,4440,19.7000000477,3.4000000954,3.2000000477,3.0999999046,3.2999999523,3.4000000954,3.2999999523
1645617104,4441,19.7000000477,3.4000000954,3.2000000477,3.0999999046,3.2999999523,3.4000000954,3.2999999523
1645617105,4442,20.9000003339,3.4000000954,3.7999999523,3.2000000477,3.4000000954,3.4000000954,3.7000000477
1645617106,4443,20.9000003339,3.4000000954,3.7999999523,3.2000000477,3.4000000954,3.4000000954,3.7000000477
1645617107,4444,20.4000003339,3.2999999523,3.4000000954,3.2000000477,3.4000000954,3.4000000954,3.7000000477
1645617108,4445,19.9000003339,3.2999999523,3.4000000954,3.2000000477,3.4000000954,3.2000000477,3.4000000954
1645617109,4446,19.9000003339,3.2999999523,3.4000000954,3.2000000477,3.4000000954,3.2000000477,3.4000000954
1645617110,4447,20.1000001431,3.5,3.5,3.0999999046,3.4000000954,3.2000000477,3.4000000954
1645617111,4448,20.0999999046,3.5,3.5,3.0999999046,3.2999999523,3.2999999523,3.4000000954
1645617112,4449,20.0999999046,3.5,3.5,3.0999999046,3.2999999523,3.2999999523,3.4000000954
1645617113,4450,19.5999999046,3.2999999523,3,3.2999999523,3.2999999523,3.2999999523,3.4000000954
1645617114,4451,19.8000001908,3.2999999523,3,3.2999999523,3.4000000954,3.4000000954,3.4000000954
1645617115,4452,20.1000003816,3.2999999523,3.4000000954,3.2000000477,3.4000000954,3.4000000954,3.4000000954
1645617116,4453,20.1000003816,3.2999999523,3.4000000954,3.2000000477,3.4000000954,3.4000000954,3.4000000954
