timestamp, ,total_energy,192.168.1.161,192.168.1.162,192.168.1.163,192.168.1.164,192.168.1.165
1611650188, ,16.30000019073,3.20000004768,3.40000009537,3.20000004768,3.29999995232,3.20000004768
1611650189, ,16.30000019073,3.20000004768,3.40000009537,3.20000004768,3.29999995232,3.20000004768
1611650190, ,16.60000014306,3.29999995232,3.29999995232,3.20000004768,3.40000009537,3.40000009537
1611650191, ,16.60000014306,3.29999995232,3.29999995232,3.20000004768,3.40000009537,3.40000009537
1611650192, ,16.60000014306,3.29999995232,3.29999995232,3.20000004768,3.40000009537,3.40000009537
1611650193, ,16.50000000001,3.29999995232,3.29999995232,3.09999990463,3.40000009537,3.40000009537
1611650194, ,16.50000000001,3.29999995232,3.29999995232,3.09999990463,3.40000009537,3.40000009537
1611650195, ,16.50000000001,3.29999995232,3.29999995232,3.09999990463,3.40000009537,3.40000009537
1611650196, ,16.50000000001,3.40000009537,3.40000009537,3.09999990463,3.29999995232,3.29999995232
1611650197, ,16.50000000001,3.40000009537,3.40000009537,3.09999990463,3.29999995232,3.29999995232
1611650198, ,16.50000023842,3.40000009537,3.40000009537,3.20000004768,3.20000004768,3.29999995232
1611650199, ,16.50000023842,3.40000009537,3.40000009537,3.20000004768,3.20000004768,3.29999995232
1611650200, ,16.50000023842,3.40000009537,3.40000009537,3.20000004768,3.20000004768,3.29999995232
1611650201, ,16.50000000001,3.29999995232,3.29999995232,3.20000004768,3.40000009537,3.29999995232
1611650202, ,16.50000000001,3.29999995232,3.29999995232,3.20000004768,3.40000009537,3.29999995232
1611650203, ,16.79999995232,3.29999995232,3.5,3.20000004768,3.29999995232,3.5
1611650204, ,16.79999995232,3.29999995232,3.5,3.20000004768,3.29999995232,3.5
1611650205, ,16.79999995232,3.29999995232,3.5,3.20000004768,3.29999995232,3.5
1611650206, ,17.00000023842,3.40000009537,3.70000004768,3.09999990463,3.40000009537,3.40000009537
1611650207, ,17.00000023842,3.40000009537,3.70000004768,3.09999990463,3.40000009537,3.40000009537
1611650208, ,17.00000023842,3.40000009537,3.70000004768,3.09999990463,3.40000009537,3.40000009537
1611650209, ,17.00000023842,3.40000009537,3.70000004768,3.09999990463,3.40000009537,3.40000009537
1611650210, ,16.49999999999,3.40000009537,3.59999990463,3.09999990463,3.20000004768,3.20000004768
1611650211, ,16.49999999999,3.40000009537,3.59999990463,3.09999990463,3.20000004768,3.20000004768
1611650212, ,16.10000014304,3.20000004768,3.29999995232,3.20000004768,3.20000004768,3.20000004768
1611650213, ,16.10000014304,3.20000004768,3.29999995232,3.20000004768,3.20000004768,3.20000004768
1611650214, ,16.10000014304,3.20000004768,3.29999995232,3.20000004768,3.20000004768,3.20000004768
1611650215, ,16.90000009537,3.29999995232,3.70000004768,3.20000004768,3.29999995232,3.40000009537
1611650216, ,16.90000009537,3.29999995232,3.70000004768,3.20000004768,3.29999995232,3.40000009537
