DAGMAN_STARTED,DAGMAN_FINISHED,FirstSubmit,FirstWorkSubmit,FinalWorkSuccess,FinalSuccess,dag_time,flow_time,work_time
1644897358,1644904805,1644897362,1644897398,1644904770,1644904800,7447,7438,7372
