Timestamp,Time,Node IP,Node ID,WaitingJobs,mAdd,mBackground,mBgModel,mConcatFit,mDiffFit,mImgtbl,mProject,mViewer,TotalJobs,NodeActive,Energy,Utilization,comp_mAdd,comp_mBackground,comp_mBgModel,comp_mConcatFit,comp_mDiffFit,comp_mImgtbl,comp_mProject,comp_mViewer,comp_TotalJobs
1611573053, 0, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611573053, 0, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0,0,0,0,0,0,0,0,0,0
1611573054, 1, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611573054, 1, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0,0,0,0,0,0,0,0,0,0
1611573055, 2, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611573055, 2, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0,0,0,0,0,0,0,0,0,0
1611573056, 3, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611573056, 3, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,0,0,0,0,0,0,0,0,0,0
1611573057, 4, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.29999995232,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611573057, 4, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.29999995232,0,0,0,0,0,0,0,0,0,0
1611573058, 5, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.29999995232,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611573058, 5, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.29999995232,0,0,0,0,0,0,0,0,0,0
1611573059, 6, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611573059, 6, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.5,0,0,0,0,0,0,0,0,0,0
1611573060, 7, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.5,0, 0, 0, 0, 0, 0, 0, 0, 0,0
1611573060, 7, All, -1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.5,0,0,0,0,0,0,0,0,0,0
1611573061, 8, 192.168.1.161, 1,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3.40000009537,0, 0, 0, 0, 0, 0, 0, 0, 0,0
