timestamp,description,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
1644887402, ,3.4000000954,3.2999999523,3.0999999046,3.2000000477,3.5,3.4000000954,3.4000000954,0,3.4000000954,3.4000000954,3.5,2.9000000954,3.5,3.7999999523
1644887403, ,3.4000000954,3.2000000477,3.0999999046,3.2000000477,3.5,3.4000000954,3.4000000954,0,3.2000000477,3.4000000954,3.5,2.9000000954,3.5,3.7999999523
1644887404, ,3.4000000954,3.2000000477,3.0999999046,3.2999999523,3.2999999523,3.2000000477,3.5,0,3.2000000477,3.2999999523,3.2999999523,2.9000000954,3.5,3.7999999523
1644887405, ,3.4000000954,3.2000000477,3.0999999046,3.2999999523,3.2999999523,3.2000000477,3.5,0,3.2000000477,3.2999999523,3.2999999523,2.9000000954,3.5,3.7999999523
1644887406, ,3.2000000477,3.2999999523,3.2000000477,3.4000000954,3.2999999523,3.2000000477,3.5,0,3.2000000477,3.7000000477,3.2999999523,2.9000000954,3.5,3.7999999523
1644887407, ,3.2000000477,3.2999999523,3.2000000477,3.4000000954,3.4000000954,3.4000000954,3.2999999523,0,3.2000000477,3.7000000477,3.4000000954,3,3.5,3.5
1644887408, ,3.2000000477,3.2999999523,3.2000000477,3.4000000954,3.4000000954,3.4000000954,3.2999999523,0,3.2999999523,3.5999999046,3.4000000954,3,3.5,3.5
1644887409, ,3.4000000954,3.7000000477,3.0999999046,3.4000000954,3.4000000954,3.4000000954,3.2999999523,0,3.2999999523,3.5999999046,3.4000000954,3,3.5,3.5
1644887410, ,3.4000000954,3.7000000477,3.0999999046,3.4000000954,3.4000000954,3.4000000954,3.4000000954,0,3.2999999523,3.5999999046,3.5,3,3.5999999046,3.2999999523
1644887411, ,3.4000000954,3.7000000477,3.0999999046,3.4000000954,3.4000000954,3.4000000954,3.4000000954,0,3.2999999523,3.5999999046,3.5,3,3.5999999046,3.2999999523
1644887412, ,3.4000000954,3.4000000954,3.2000000477,3.2999999523,3.2000000477,3.2999999523,3.4000000954,0,3.2999999523,3.4000000954,3.5,3.0999999046,3.5,3.0999999046
1644887413, ,3.4000000954,3.4000000954,3.2000000477,3.2999999523,3.2000000477,3.2999999523,3.4000000954,0,3.2999999523,3.4000000954,3.5,3.0999999046,3.5,3.0999999046
1644887414, ,3.4000000954,3.4000000954,3.2000000477,3.2999999523,3.2000000477,3.2999999523,3.4000000954,0,3.2999999523,3.4000000954,3.5,3.0999999046,3.5,3.0999999046
1644887415, ,3.4000000954,3.2999999523,3.2000000477,3.5999999046,3.4000000954,3.2999999523,3.4000000954,0,3.2000000477,3.7000000477,3.2999999523,2.9000000954,3.5,3.4000000954
1644887416, ,3.4000000954,3.2999999523,3.2000000477,3.5999999046,3.4000000954,3.2999999523,3.4000000954,0,3.2000000477,3.7000000477,3.2999999523,2.9000000954,3.5,3.4000000954
1644887417, ,3.4000000954,3.2999999523,3.2000000477,3.5999999046,3.4000000954,3.2999999523,3.4000000954,0,3.2000000477,3.7000000477,3.2999999523,2.9000000954,3.5,3.4000000954
1644887418, ,3.4000000954,3.4000000954,3.0999999046,3.4000000954,3.4000000954,3.5,3.2999999523,0,3.2999999523,3.5,3.5999999046,2.9000000954,3.5999999046,3.4000000954
1644887419, ,3.4000000954,3.4000000954,3.0999999046,3.4000000954,3.4000000954,3.5,3.2999999523,0,3.2999999523,3.5,3.5999999046,2.9000000954,3.5999999046,3.4000000954
1644887420, ,3.4000000954,3.4000000954,3.0999999046,3.4000000954,3.4000000954,3.5,3.2999999523,0,3.2999999523,3.5,3.5999999046,2.9000000954,3.5999999046,3.4000000954
1644887421, ,3.2000000477,3.2999999523,3.2000000477,3.2999999523,3.2000000477,3.2999999523,3.4000000954,0,3.2999999523,3.4000000954,3.5,2.9000000954,3.4000000954,3.4000000954
1644887422, ,3.2000000477,3.2999999523,3.2000000477,3.2999999523,3.2000000477,3.2999999523,3.4000000954,0,3.2999999523,3.4000000954,3.5,2.9000000954,3.4000000954,3.4000000954
1644887423, ,3.2000000477,3.2999999523,3.2000000477,3.2999999523,3.2000000477,3.2999999523,3.4000000954,0,3.2999999523,3.4000000954,3.5,2.9000000954,3.4000000954,3.4000000954
1644887424, ,3.2999999523,3.2999999523,3.2000000477,3.5,3.4000000954,3.4000000954,3.4000000954,0,3.2000000477,3.4000000954,3.4000000954,2.9000000954,3.4000000954,3.4000000954
1644887425, ,3.2999999523,3.2999999523,3.2000000477,3.5,3.4000000954,3.4000000954,3.4000000954,0,3.2000000477,3.4000000954,3.4000000954,2.9000000954,3.2999999523,3.4000000954
