Job,ID,DagmanID,Node IP,SUBMIT,EXECUTE,JOB_TERMINATED,JOB_SUCCESS,POST_SCRIPT_STARTED,POST_SCRIPT_TERMINATED,POST_SCRIPT_SUCCESS,wait_time,exec_time,ps_time
DAGMAN,,2900.0,,1645920849,,,,,,1645930003,,,
individuals,ID0000022,2957.000.000,192.168.5.101,1645920937,1645923955,1645924680,1645924680,1645924680,1645924680,1645924685,3018,725,5
individuals,ID0000036,2919.000.000,192.168.5.102,1645920895,1645920936,1645921872,1645921873,1645921873,1645921873,1645921878,41,937,5
stage_in_remote_local_2,1,2910.000.000,192.168.5.10,1645920874,1645920875,1645920877,1645920879,1645920879,1645920879,1645920884,1,4,5
individuals,ID0000006,2927.000.000,192.168.5.101,1645920905,1645921654,1645922395,1645922398,1645922398,1645922399,1645922403,749,744,5
mutation_overlap,ID0000053,2966.000.000,192.168.5.103,1645929065,1645929079,1645929267,1645929271,1645929271,1645929271,1645929276,14,192,5
individuals,ID0000012,2947.000.000,192.168.5.103,1645920926,1645923059,1645924103,1645924104,1645924104,1645924104,1645924109,2133,1045,5
individuals,ID0000035,2918.000.000,192.168.5.102,1645920895,1645920928,1645921882,1645921883,1645921883,1645921884,1645921888,33,955,5
individuals,ID0000013,2948.000.000,192.168.5.103,1645920926,1645923059,1645924110,1645924114,1645924114,1645924115,1645924119,2133,1055,5
individuals,ID0000016,2943.000.000,192.168.5.102,1645920921,1645922878,1645923867,1645923869,1645923869,1645923869,1645923874,1957,991,5
individuals,ID0000011,2946.000.000,192.168.5.103,1645920921,1645923059,1645924114,1645924114,1645924114,1645924115,1645924119,2138,1055,5
individuals,ID0000033,2916.000.000,192.168.5.102,1645920889,1645920930,1645921872,1645921873,1645921873,1645921873,1645921878,41,943,5
individuals,ID0000039,2915.000.000,192.168.5.103,1645920889,1645920931,1645921937,1645921938,1645921938,1645921939,1645921943,42,1007,5
individuals,ID0000008,2936.000.000,192.168.5.103,1645920910,1645921945,1645922997,1645922998,1645922998,1645922998,1645923003,1035,1053,5
individuals,ID0000009,2937.000.000,192.168.5.102,1645920915,1645922334,1645923273,1645923273,1645923273,1645923273,1645923278,1419,939,5
frequency,ID0000054,2972.000.000,192.168.5.101,1645929070,1645929079,1645929964,1645929967,1645929967,1645929967,1645929972,9,888,5
stage_out_local_local_2,0,2979.000.000,192.168.5.10,1645929977,1645929978,1645929982,1645929983,1645929983,1645929983,1645929988,1,5,5
individuals,ID0000030,2920.000.000,192.168.5.101,1645920895,1645920931,1645921657,1645921662,1645921662,1645921662,1645921667,36,731,5
individuals,ID0000015,2942.000.000,192.168.5.102,1645920921,1645922879,1645923872,1645923874,1645923874,1645923875,1645923879,1958,995,5
sifting,ID0000052,2912.000.000,192.168.5.103,1645920889,1645920910,1645920914,1645920916,1645920916,1645920916,1645920921,21,6,5
individuals,ID0000045,2931.000.000,192.168.5.102,1645920905,1645921880,1645922862,1645922863,1645922863,1645922863,1645922868,975,983,5
individuals,ID0000021,2962.000.000,192.168.5.103,1645920942,1645924108,1645924837,1645924841,1645924841,1645924841,1645924846,3166,733,5
individuals,ID0000027,2954.000.000,192.168.5.102,1645920931,1645923872,1645924791,1645924795,1645924795,1645924795,1645924800,2941,923,5
stage_in_local_local_0,0,2905.000.000,192.168.5.10,1645920868,1645920871,1645920873,1645920874,1645920874,1645920874,1645920879,3,3,5
stage_in_local_local_0,2,2911.000.000,192.168.5.10,1645920874,1645920875,1645920877,1645920879,1645920879,1645920879,1645920884,1,4,5
individuals,ID0000023,2958.000.000,192.168.5.101,1645920937,1645923955,1645924674,1645924675,1645924675,1645924675,1645924680,3018,720,5
individuals,ID0000020,2961.000.000,192.168.5.101,1645920937,1645924016,1645924745,1645924745,1645924745,1645924746,1645924750,3079,729,5
mutation_overlap,ID0000057,2976.000.000,192.168.5.102,1645929075,1645929319,1645929511,1645929512,1645929512,1645929512,1645929517,244,193,5
individuals,ID0000026,2953.000.000,192.168.5.102,1645920931,1645923279,1645924234,1645924239,1645924239,1645924239,1645924244,2348,960,5
individuals,ID0000007,2928.000.000,192.168.5.101,1645920905,1645921663,1645922398,1645922398,1645922398,1645922399,1645922403,758,735,5
mutation_overlap,ID0000055,2969.000.000,192.168.5.102,1645929070,1645929079,1645929262,1645929266,1645929266,1645929266,1645929271,9,187,5
stage_in_remote_local_1,0,2903.000.000,192.168.5.10,1645920868,1645920871,1645920873,1645920874,1645920874,1645920874,1645920879,3,3,5
individuals,ID0000032,2922.000.000,192.168.5.101,1645920900,1645920929,1645921643,1645921647,1645921647,1645921648,1645921652,29,718,5
individuals,ID0000014,2949.000.000,192.168.5.101,1645920926,1645923193,1645923933,1645923934,1645923934,1645923934,1645923939,2267,741,5
individuals,ID0000046,2933.000.000,192.168.5.103,1645920910,1645921931,1645922980,1645922983,1645922983,1645922984,1645922988,1021,1052,5
stage_in_local_local_2,0,2906.000.000,192.168.5.10,1645920868,1645920871,1645920875,1645920879,1645920879,1645920879,1645920884,3,8,5
individuals,ID0000043,2941.000.000,192.168.5.101,1645920916,1645922461,1645923197,1645923198,1645923198,1645923199,1645923203,1545,737,5
individuals,ID0000024,2959.000.000,192.168.5.103,1645920937,1645924000,1645924772,1645924775,1645924775,1645924775,1645924780,3063,775,5
create_dir_1000-genome_0,local,2901.000.000,192.168.5.10,1645920853,1645920854,1645920856,1645920858,1645920858,1645920858,1645920863,1,4,5
individuals,ID0000034,2917.000.000,192.168.5.102,1645920895,1645920930,1645921858,1645921863,1645921863,1645921863,1645921868,35,933,5
individuals,ID0000031,2921.000.000,192.168.5.101,1645920895,1645920929,1645921648,1645921652,1645921652,1645921652,1645921657,34,723,5
individuals,ID0000042,2940.000.000,192.168.5.101,1645920915,1645922460,1645923197,1645923198,1645923198,1645923199,1645923203,1545,738,5
individuals,ID0000044,2929.000.000,192.168.5.102,1645920905,1645921862,1645922825,1645922828,1645922828,1645922829,1645922833,957,966,5
individuals,ID0000002,2932.000.000,192.168.5.102,1645920910,1645921888,1645922860,1645922863,1645922863,1645922863,1645922868,978,975,5
individuals,ID0000029,2956.000.000,192.168.5.102,1645920931,1645923881,1645924790,1645924790,1645924790,1645924791,1645924795,2950,909,5
individuals,ID0000019,2950.000.000,192.168.5.101,1645920926,1645923207,1645923948,1645923949,1645923949,1645923949,1645923954,2281,742,5
frequency,ID0000058,2967.000.000,192.168.5.103,1645929065,1645929079,1645929930,1645929932,1645929932,1645929933,1645929937,14,853,5
individuals,ID0000048,2924.000.000,192.168.5.103,1645920900,1645920933,1645921933,1645921938,1645921938,1645921938,1645921943,33,1005,5
cleanup_1000-genome_0,local,2980.000.000,192.168.5.10,1645929993,1645929993,1645929995,1645929998,1645929998,1645929998,1645930003,0,5,5
mutation_overlap,ID0000063,2968.000.000,192.168.5.102,1645929065,1645929079,1645929260,1645929261,1645929261,1645929261,1645929266,14,182,5
stage_in_remote_local_2,0,2902.000.000,192.168.5.10,1645920868,1645920868,1645920870,1645920874,1645920874,1645920874,1645920879,0,6,5
individuals,ID0000047,2935.000.000,192.168.5.103,1645920910,1645921942,1645922996,1645922998,1645922998,1645922998,1645923003,1032,1056,5
stage_in_local_local_0,1,2908.000.000,192.168.5.10,1645920873,1645920873,1645920876,1645920879,1645920879,1645920879,1645920884,0,6,5
individuals,ID0000018,2945.000.000,192.168.5.103,1645920921,1645922995,1645923994,1645923999,1645923999,1645923999,1645924004,2074,1004,5
frequency,ID0000056,2975.000.000,192.168.5.101,1645929075,1645929079,1645929903,1645929907,1645929907,1645929907,1645929912,4,828,5
individuals,ID0000049,2926.000.000,192.168.5.101,1645920900,1645921650,1645922399,1645922403,1645922403,1645922403,1645922408,750,753,5
individuals,ID0000038,2914.000.000,192.168.5.103,1645920889,1645920924,1645921934,1645921938,1645921938,1645921938,1645921943,35,1014,5
mutation_overlap,ID0000061,2974.000.000,192.168.5.101,1645929075,1645929079,1645929264,1645929266,1645929266,1645929266,1645929271,4,187,5
individuals,ID0000017,2944.000.000,192.168.5.102,1645920921,1645922879,1645923871,1645923874,1645923874,1645923874,1645923879,1958,995,5
frequency,ID0000062,2965.000.000,192.168.5.103,1645929065,1645929079,1645929876,1645929877,1645929877,1645929878,1645929882,14,798,5
frequency,ID0000064,2971.000.000,192.168.5.102,1645929070,1645929080,1645929778,1645929782,1645929782,1645929783,1645929787,10,702,5
individuals,ID0000040,2938.000.000,192.168.5.101,1645920915,1645922461,1645923188,1645923193,1645923193,1645923193,1645923198,1546,732,5
frequency,ID0000066,2973.000.000,192.168.5.101,1645929070,1645929079,1645929846,1645929847,1645929847,1645929847,1645929852,9,768,5
