timestamp,description,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
1644671595, ,3.4000000954,3.2999999523,3.2000000477,3.4000000954,3.7999999523,3.4000000954,3.5,0,3.2999999523,3.5,3.2999999523,2.9000000954,3.5999999046
1644671596, ,3.4000000954,3.2999999523,3.2000000477,3.4000000954,3.7999999523,3.4000000954,3.5,0,3.2999999523,3.5,3.2999999523,2.9000000954,3.5999999046
1644671597, ,3.2999999523,3.5,3.2000000477,3.7000000477,3.4000000954,3.7000000477,3.5,0,3.2999999523,3.5,3.2999999523,3,3.5
1644671598, ,3.2999999523,3.5,3.2000000477,3.7000000477,3.4000000954,3.7000000477,3.4000000954,0,3.2999999523,3.5,3.2999999523,3,3.5
1644671599, ,3.2999999523,3.5,3.2000000477,3.7000000477,3.4000000954,3.7000000477,3.4000000954,0,3.2999999523,3.5,3.2999999523,3,3.5
1644671600, ,3.5,3.5999999046,3.2999999523,3.2999999523,3.2999999523,3.4000000954,3.4000000954,0,3.5,3.7000000477,3.5,3,3.5
1644671601, ,3.5,3.5999999046,3.2999999523,3.2999999523,3.2999999523,3.4000000954,3.4000000954,0,3.5,3.7000000477,3.5,3,3.5
1644671602, ,3.5,3.4000000954,3.2000000477,3.5,3.2999999523,3.4000000954,3.4000000954,0,3.5,3.7000000477,3.5,3,3.5
1644671603, ,3.5,3.4000000954,3.2000000477,3.5,3.2999999523,3.4000000954,3.4000000954,0,3.4000000954,3.7000000477,3.4000000954,2.9000000954,3.2000000477
1644671604, ,3.5,3.4000000954,3.2000000477,3.5,3.2999999523,3.4000000954,3.4000000954,0,3.4000000954,3.7000000477,3.4000000954,2.9000000954,3.2000000477
1644671606, ,3.2000000477,3.5,3.2000000477,3.5,3.4000000954,3.5,3.4000000954,0,3.4000000954,3.7000000477,3.4000000954,2.9000000954,3.2000000477
1644671606, ,3.2000000477,3.5,3.2000000477,3.5,3.4000000954,3.5,3.5,0,3.2999999523,3.4000000954,3.4000000954,3,3.5999999046
1644671607, ,3.2000000477,3.5,3.2000000477,3.5,3.4000000954,3.5,3.5,0,3.2999999523,3.4000000954,3.4000000954,3,3.5999999046
1644671608, ,3.2000000477,3.5,3.2000000477,3.5,3.4000000954,3.5,3.5,0,3.2999999523,3.4000000954,3.4000000954,3,3.5999999046
1644671609, ,3.4000000954,3.5,3.4000000954,3.4000000954,3.2999999523,3.4000000954,3.2999999523,0,3.4000000954,3.5,3.5,3,3.5
1644671610, ,3.4000000954,3.5,3.4000000954,3.4000000954,3.2999999523,3.4000000954,3.2999999523,0,3.4000000954,3.5,3.5,3,3.5
1644671611, ,3.4000000954,3.5,3.4000000954,3.4000000954,3.2999999523,3.4000000954,3.2999999523,0,3.5999999046,3.7000000477,3.5,2.9000000954,3.5999999046
1644671612, ,3.5,3.4000000954,3.2999999523,3.5,3.2999999523,3.4000000954,3.7000000477,0,3.5999999046,3.7000000477,3.5,2.9000000954,3.5999999046
1644671613, ,3.5,3.4000000954,3.2999999523,3.5,3.2999999523,3.4000000954,3.7000000477,0,3.5999999046,3.7000000477,3.5,2.9000000954,3.5999999046
1644671615, ,3.2000000477,3.5999999046,3,3.2999999523,3.5,3.5,3.5,0,3.5999999046,3.7000000477,3.5,2.9000000954,3.5999999046
1644671616, ,3.2000000477,3.5999999046,3,3.2999999523,3.5,3.5,3.5,0,3.2999999523,3.4000000954,3.2999999523,3,3.4000000954
1644671617, ,3.2000000477,3.5999999046,3,3.2999999523,3.5,3.5,3.5,0,3.2999999523,3.4000000954,3.2999999523,3,3.4000000954
1644671618, ,3.2000000477,3.5999999046,3,3.2999999523,3.5,3.5,3.5,0,3.2999999523,3.4000000954,3.2999999523,3,3.4000000954
1644671619, ,3.5,3.5,3.2000000477,3.2999999523,3.4000000954,3.5,3.2999999523,0,3.5,3.7000000477,3.4000000954,3,3.5
1644671620, ,3.5,3.5,3.2000000477,3.2999999523,3.4000000954,3.5,3.2999999523,0,3.5,3.7000000477,3.4000000954,3,3.5
1644671621, ,3.5,3.5,3.2000000477,3.2999999523,3.4000000954,3.5,3.2999999523,0,3.5,3.7000000477,3.4000000954,3,3.5
1644671622, ,3.5,3.2999999523,3.2999999523,3.5999999046,3.4000000954,3.4000000954,3.2999999523,0,3.4000000954,3.5999999046,3.5999999046,3.2999999523,3.0999999046
1644671623, ,3.5,3.2999999523,3.2999999523,3.5999999046,3.4000000954,3.4000000954,3.2999999523,0,3.4000000954,3.5999999046,3.5999999046,3.2999999523,3.0999999046
1644671624, ,3.2999999523,3.5,3.2000000477,3.4000000954,3.4000000954,3.5,3.5,0,3.4000000954,3.5,3.4000000954,3.4000000954,3.5
1644671625, ,3.2999999523,3.5,3.2000000477,3.4000000954,3.4000000954,3.5,3.5,0,3.4000000954,3.5,3.4000000954,3.4000000954,3.5
1644671626, ,3.2999999523,3.5,3.2000000477,3.4000000954,3.4000000954,3.5,3.5,0,3.4000000954,3.5,3.4000000954,3.4000000954,3.5
1644671627, ,3.2999999523,3.5,3.2999999523,3.2999999523,3.2999999523,3.2999999523,3.2999999523,0,3.4000000954,3.7000000477,3.4000000954,3.2999999523,3.5
1644671628, ,3.2999999523,3.5,3.2999999523,3.2999999523,3.2999999523,3.2999999523,3.2999999523,0,3.4000000954,3.7000000477,3.4000000954,3.2999999523,3.5
1644671629, ,3.2999999523,3.5,3.2999999523,3.2999999523,3.2999999523,3.2999999523,3.2999999523,0,3.4000000954,3.7000000477,3.4000000954,3.2999999523,3.5
1644671630, ,3.5,3.2999999523,3.2000000477,3.5999999046,3.2999999523,3.4000000954,3.2999999523,0,3.4000000954,3.7000000477,3.4000000954,3.2999999523,3.5
1644671631, ,3.5,3.2999999523,3.2000000477,3.5999999046,3.2999999523,3.4000000954,3.2999999523,0,3.2999999523,3.4000000954,3.5,2.9000000954,3.5
1644671632, ,3.5,3.2999999523,3.2000000477,3.5999999046,3.2999999523,3.4000000954,3.2999999523,0,3.2999999523,3.4000000954,3.5,2.9000000954,3.5
1644671633, ,3.5,3.5,3.0999999046,3.4000000954,3.5,3.5,3.4000000954,0,3.2999999523,3.4000000954,3.5,2.9000000954,3.5
1644671634, ,3.5,3.5,3.0999999046,3.4000000954,3.5,3.5,3.4000000954,0,3.4000000954,3.5,3.4000000954,3.0999999046,3.4000000954
1644671635, ,3.5,3.5,3.0999999046,3.4000000954,3.5,3.5,3.4000000954,0,3.4000000954,3.5,3.4000000954,3.0999999046,3.4000000954
