DAGMAN_STARTED,DAGMAN_FINISHED,FirstSubmit,FirstWorkSubmit,FinalWorkSuccess,FinalSuccess,dag_time,flow_time,work_time
1611707574,1611711865,1611707578,1611707748,1611711774,1611711859,4291,4281,4026
